Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
111230	-211.2644	-191.8709	-19.39352	357315	5.367568	0.0384412	0.0218983	0.0527894	0.329134	0.178043	0.104511	0.0446175	0.000516891	0.192593	0.218485	0.169541	0.1464	0.0550257	0.192015	0.090986	0.0159061	0.340498	0.043458	0.108539	0.526288	0.117713	0.952678	0.00195131	0.0549233	0.0197995	0.997874	0.999456	1.00054	1.00213	4.01675
111240	-212.5822	-194.2483	-18.33394	253116.5	5.047033	0.0188757	0.0357369	0.0665931	0.128436	0.112538	0.119947	0.192665	0.000181215	0.35139	0.0417792	0.0975584	0.102034	0.0397285	0.135154	0.086575	0.0121725	0.355244	0.141627	0.0340742	0.903653	0.0882746	0.660656	0.00128424	0.0313792	0.0120537	0.997475	0.999354	1.00064	1.00253	3.76961
111250	-206.663	-188.2813	-18.38167	659080.4	6.471644	0.0175466	0.172458	0.0916219	0.248122	0.211506	0.0866259	0.102483	0.000230183	0.344749	0.0223277	0.0809964	0.0740167	0.0813171	0.185481	0.0803463	0.0250274	0.172089	0.0647626	0.0346064	0.806068	0.159787	0.634059	0.00106342	0.0823962	0.0839214	0.998435	0.9996	1.0004	1.00157	3.863607
111260	-207.3988	-190.0313	-17.36751	931698.4	7.182817	0.040983	0.0797809	0.0298852	0.316713	0.177418	0.0213653	0.165316	0.000155701	0.422768	0.0499647	0.0851251	0.0408497	0.12873	0.302551	0.051417	0.0292297	0.180196	0.0586111	0.0286112	0.695246	0.111414	0.405793	0.00238179	0.191015	0.0674408	0.998683	0.999663	1.00034	1.00132	3.68296
111270	-208.8797	-189.9642	-18.91548	831657.7	5.552437	0.109807	0.203068	0.0286811	0.141221	0.199397	0.046591	0.128951	0.000197575	0.26322	0.183667	0.150096	0.0710542	0.0584873	0.196157	0.0975786	0.0319478	0.181362	0.125086	0.0219113	0.614541	0.210524	0.437585	0.00245494	0.320483	0.118653	0.998607	0.999644	1.00036	1.00139	3.942721
111280	-216.2148	-195.8723	-20.34252	620788.1	4.745697	0.00973573	0.248882	0.0118957	0.180662	0.249942	0.180899	0.192636	0.000333169	0.315082	0.251194	0.295413	0.0173166	0.0800014	0.202364	0.110859	0.0408797	0.209789	0.114003	0.0205728	0.2519	0.377317	0.362557	0.00384859	0.319781	0.0727408	0.998387	0.999587	1.00041	1.00161	4.120604
111290	-206.5838	-190.6893	-15.89448	687881.3	6.63456	0.0428031	0.194936	0.00701679	0.144754	0.098363	0.0864091	0.171128	0.000373042	0.191336	0.169844	0.188196	0.0243343	0.0591269	0.251644	0.090509	0.0255164	0.300241	0.0757404	0.0142049	0.382458	0.448409	0.165555	0.00533787	0.243734	0.100654	0.998468	0.999608	1.00039	1.00153	3.482624
111300	-201.2234	-186.9812	-14.24227	871421.9	6.834732	0.0537427	0.122551	0.00401643	0.269973	0.238523	0.129963	0.143703	0.000431498	0.130205	0.160979	0.094396	0.0486765	0.0495017	0.0754632	0.306772	0.0279816	0.0423183	0.125158	0.0309712	0.457527	0.259563	0.156156	0.0257716	0.173552	0.113863	0.998639	0.999652	1.00035	1.00136	3.241759
111310	-210.5875	-187.758	-22.82947	764789.3	7.018468	0.0530748	0.105235	0.0144931	0.281566	0.352314	0.0575147	0.0552481	0.00157384	0.0650767	0.308971	0.148018	0.0320978	0.121658	0.0635589	0.326466	0.0578867	0.0805716	0.0529263	0.0793734	1.00959	0.295449	0.338593	0.0843408	0.328221	0.155851	0.998547	0.999628	1.00037	1.00145	4.469665
111320	-215.8679	-195.2077	-20.66021	966867.6	6.43929	0.0942638	0.0987383	0.00844205	0.221856	0.0863763	0.139769	0.0495269	0.00103786	0.159801	0.193299	0.147588	0.0883373	0.135163	0.0386646	0.427152	0.0792274	0.106239	0.121381	0.142612	0.880268	0.0577776	0.235822	0.14322	0.467368	0.0944883	0.998708	0.99967	1.00033	1.00129	4.218417
111330	-207.4335	-185.4325	-22.00097	979137.7	3.912069	0.139265	0.0561514	0.00219293	0.183414	0.250913	0.0396607	0.0583835	0.0016244	0.0920511	0.128247	0.125864	0.146971	0.0611132	0.0521168	0.804616	0.0343376	0.110817	0.0633709	0.481254	0.887078	0.0377161	0.181496	0.111497	0.0858817	0.0947267	0.998716	0.999672	1.00033	1.00128	4.230758
111340	-201.5396	-185.2756	-16.26399	699086.9	7.578376	0.163999	0.133367	0.00403111	0.295498	0.125123	0.0731606	0.0529465	0.00327833	0.072115	0.293353	0.22482	0.0248659	0.0251398	0.0230351	0.345241	0.105213	0.0803538	0.0941675	0.275894	0.556274	0.0464568	0.322962	0.0640219	0.0326756	0.0735237	0.99848	0.999611	1.00039	1.00152	3.511516
111350	-209.3689	-192.9248	-16.44412	612656.5	8.020359	0.0447882	0.206449	0.00713806	0.481639	0.133472	0.104497	0.0346785	0.00416734	0.100977	0.120716	0.103854	0.0697225	0.061836	0.102026	0.24465	0.0465293	0.0865669	0.0662208	0.237628	0.518141	0.151264	0.38704	0.0769627	0.0409147	0.0742529	0.998377	0.999585	1.00041	1.00162	3.506131
111360	-204.2591	-191.2255	-13.03362	452095.3	6.976602	0.0780801	0.165113	0.00254171	0.132046	0.173595	0.0448644	0.0315516	0.00779854	0.0490184	0.15895	0.0292375	0.0501036	0.0818929	0.123788	0.380139	0.0465492	0.166827	0.0969043	0.165064	0.364144	0.208359	0.173949	0.186948	0.0658934	0.0887905	0.99811	0.999517	1.00048	1.00189	3.072147
111370	-196.4999	-185.0984	-11.40156	877496.3	6.996699	0.036848	0.0847031	0.00520146	0.21316	0.239879	0.138522	0.00639378	0.017123	0.0371544	0.150817	0.0409864	0.0347768	0.0626951	0.118876	0.153989	0.0138906	0.135962	0.0303182	0.210945	0.489925	0.270644	0.0958552	0.114039	0.104724	0.0323349	0.998643	0.999653	1.00035	1.00136	2.839765
111380	-206.5528	-189.7426	-16.81013	851248.7	8.134646	0.0471867	0.127355	0.00950358	0.165593	0.166191	0.212903	0.023856	0.0238278	0.0677676	0.272569	0.0100423	0.0776128	0.0533518	0.124876	0.169817	0.017092	0.226571	0.0580684	0.284676	0.709504	0.271373	0.177877	0.0316744	0.0846355	0.128614	0.998623	0.999648	1.00035	1.00138	3.542539
111390	-206.1842	-189.3561	-16.8281	900542.3	8.129687	0.0500386	0.232799	0.0161576	0.0821793	0.205461	0.187946	0.0492243	0.106339	0.155428	0.280377	0.0166958	0.107774	0.0500569	0.0491786	0.139423	0.0169963	0.25418	0.0456177	0.193739	0.344689	0.0796833	0.537595	0.138618	0.099656	0.105305	0.998661	0.999658	1.00034	1.00134	3.545157
111400	-208.2812	-191.1847	-17.09647	760918.9	6.296294	0.0773693	0.264263	0.017199	0.0705345	0.174437	0.0870485	0.0840679	0.0243821	0.420534	0.379382	0.00664096	0.148841	0.126045	0.0301453	0.0959136	0.00761139	0.164177	0.0351137	0.282278	0.28495	0.342104	0.135588	0.151056	0.114061	0.139848	0.998543	0.999627	1.00037	1.00146	3.66359
111410	-209.1518	-191.3289	-17.82285	752995.7	9.251429	0.04078	0.174532	0.0329576	0.0971455	0.199269	0.0421284	0.0527978	0.0497654	0.404468	0.239684	0.00207442	0.115048	0.194009	0.0283636	0.0578035	0.00686473	0.0443333	0.0287712	0.330542	0.655167	0.389094	0.0752102	0.148605	0.0506422	0.0878067	0.998536	0.999625	1.00037	1.00147	3.547864
111420	-210.0616	-187.5777	-22.48384	687423.5	4.235771	0.092482	0.0810879	0.0209929	0.535552	0.199794	0.0565694	0.0932036	0.0959645	0.261308	0.329218	0.00187009	0.0688046	0.0807367	0.0292163	0.0515898	0.0134645	0.118662	0.0189336	0.248551	1.17716	0.314601	0.256062	0.202983	0.0619832	0.0645716	0.998467	0.999608	1.00039	1.00153	4.475365
111430	-205.289	-185.4873	-19.80174	528623.7	4.644575	0.0670955	0.0647536	0.0198438	0.137649	0.133782	0.0570404	0.0792487	0.0674669	0.490684	0.244293	0.00150544	0.105811	0.0702913	0.0266934	0.0863448	0.149747	0.164471	0.0534787	0.28018	0.724035	0.222357	0.158268	0.198516	0.34412	0.0346284	0.998252	0.999553	1.00045	1.00175	3.982305
111440	-196.6854	-183.6304	-13.05499	497800.1	6.604575	0.0215261	0.0409556	0.0874779	0.226494	0.0863325	0.0435451	0.0462116	0.0297934	0.149064	0.084081	0.00299866	0.186068	0.0394706	0.0215643	0.231362	0.0319602	0.272594	0.0411392	0.345959	0.39346	0.212677	0.122811	0.0863138	0.208373	0.0400367	0.998199	0.999539	1.00046	1.0018	3.052269
111450	-206.0927	-185.4013	-20.6914	183439.9	6.478799	0.212752	0.0815178	0.0467148	0.360566	0.0845575	0.0488739	0.0484673	0.035462	0.101991	0.430592	0.00601049	0.0875897	0.0316021	0.142892	0.376327	0.0462719	0.0945106	0.0247974	0.394433	0.682748	0.411613	0.102012	0.0494537	0.293757	0.0243772	0.997034	0.99924	1.00076	1.00297	4.21989
111460	-193.6456	-185.7672	-7.878412	588158.6	9.957235	0.196414	0.0605904	0.018683	0.118003	0.110651	0.0644735	0.0661066	0.0179138	0.128121	0.0567011	0.00854612	0.0514039	0.00769054	0.0307595	0.0845446	0.0447502	0.102692	0.128576	0.204824	0.483954	0.175719	0.0720502	0.0445153	0.148035	0.0423621	0.998343	0.999576	1.00042	1.00166	2.468079
111470	-198.8985	-188.4498	-10.44869	834899.7	7.812916	0.111051	0.0393719	0.0572669	0.0870966	0.0354266	0.122544	0.198832	0.00445205	0.201655	0.0517257	0.00917476	0.0207786	0.00824384	0.190415	0.0697807	0.0342601	0.290881	0.0965386	0.0764473	0.451765	0.0685464	0.363773	0.0228507	0.0953797	0.0450505	0.998609	0.999644	1.00035	1.00139	2.753308
111480	-197.0184	-185.8012	-11.2172	373994.2	6.542492	0.126495	0.042033	0.0216873	0.0940621	0.0881224	0.073023	0.186693	0.00817851	0.154357	0.0395818	0.00255764	0.0530788	0.00499669	0.240939	0.1139	0.0529555	0.412549	0.0453004	0.0665344	0.537094	0.05832	0.234542	0.0274813	0.0672635	0.0143946	0.997922	0.999468	1.00053	1.00208	2.766141
111490	-199.7339	-187.1478	-12.58612	482591.3	9.198115	0.0582954	0.116004	0.0138434	0.166966	0.160255	0.0121911	0.29542	0.0026104	0.134067	0.0848392	0.00288695	0.0430251	0.0196436	0.122571	0.19361	0.0546585	0.401194	0.0392937	0.131674	0.400126	0.0736561	0.121412	0.0683835	0.251724	0.0162045	0.998171	0.999532	1.00047	1.00183	2.984553
111500	-202.6002	-187.9289	-14.67128	642147.1	10.55456	0.0933528	0.226578	0.0388583	0.106259	0.0763149	0.00451391	0.130299	0.00299516	0.155423	0.247621	0.00633292	0.112012	0.0379373	0.0668242	0.217164	0.0373671	0.304031	0.060872	0.326329	0.332036	0.0465144	0.0779386	0.0472861	0.326908	0.0169034	0.998414	0.999594	1.0004	1.00159	3.098672
111510	-202.2345	-188.0803	-14.15423	738184	5.876702	0.0932716	0.12515	0.128933	0.0538728	0.0192633	0.0152331	0.148001	0.00124644	0.115296	0.367801	0.0154197	0.111503	0.0390138	0.159281	0.0636165	0.147414	0.324317	0.0912552	0.111049	0.288843	0.112211	0.154577	0.231004	0.212425	0.0154035	0.998521	0.999622	1.00038	1.00148	3.1454
111520	-210.274	-190.488	-19.78596	831364.4	4.179401	0.19331	0.173483	0.0780161	0.065677	0.0233193	0.0619153	0.271562	0.00158852	0.075502	0.310905	0.030828	0.0527882	0.060345	0.0866837	0.114957	0.11472	0.330845	0.0542904	0.188266	0.668398	0.0806494	0.149224	0.552545	0.0533206	0.0196271	0.998606	0.999644	1.00036	1.00139	3.812765
111530	-200.1772	-185.6412	-14.53603	746156.2	7.131601	0.0361449	0.206505	0.0765234	0.236516	0.0137315	0.0535927	0.121632	0.0029607	0.063233	0.22536	0.0145741	0.110306	0.0440637	0.174117	0.099294	0.0436536	0.268035	0.0479736	0.173532	0.563844	0.128551	0.325899	0.218269	0.0280531	0.0123634	0.998529	0.999624	1.00038	1.00147	3.288728
111540	-211.5307	-194.5509	-16.97986	768381.1	5.063293	0.0954647	0.257209	0.0588086	0.446024	0.0082136	0.0419907	0.0387029	0.00566667	0.027594	0.138876	0.0128944	0.146518	0.0568854	0.153873	0.0373566	0.0149273	0.118577	0.12507	0.401035	0.625458	0.161803	0.217151	0.274739	0.0289287	0.0115453	0.99855	0.999629	1.00037	1.00145	3.505312
111550	-205.5012	-188.3626	-17.13866	903688.9	6.129923	0.153448	0.104615	0.0420312	0.276463	0.035421	0.0197486	0.0310082	0.00497588	0.0179464	0.444309	0.00892408	0.0569953	0.193303	0.19422	0.0679143	0.0272503	0.383113	0.0501731	0.101443	0.351903	0.418728	0.308084	0.34408	0.0181774	0.0118444	0.998663	0.999658	1.00034	1.00134	3.666119
111560	-207.4597	-189.6479	-17.81181	867275.4	7.581826	0.106872	0.124419	0.0276941	0.0955315	0.0794342	0.0135355	0.0103676	0.0111337	0.0183263	0.403671	0.0128462	0.0733429	0.383629	0.109917	0.0342745	0.02585	0.266497	0.0431711	0.280711	0.470019	0.762386	0.127816	0.177929	0.0285303	0.0275735	0.998635	0.999651	1.00035	1.00137	3.715477
111570	-211.48	-189.7308	-21.74924	727422.4	8.721368	0.296766	0.0741688	0.0102696	0.105223	0.164538	0.0465955	0.0207863	0.0369145	0.028683	0.57546	0.0545025	0.0335572	0.235155	0.0871642	0.013081	0.0246049	0.162515	0.420457	0.134458	0.338644	0.834251	0.0567843	0.117467	0.0330404	0.151637	0.99851	0.999619	1.00038	1.00149	4.056722
111580	-208.2531	-190.36	-17.89315	980293.9	9.023233	0.214714	0.0839752	0.0278071	0.149842	0.0446444	0.062509	0.0714207	0.106656	0.0270493	0.367259	0.0483446	0.0251583	0.12745	0.0622357	0.0393491	0.0120653	0.0911328	0.24798	0.140935	0.158806	0.347436	0.314688	0.0407287	0.0296344	0.739418	0.998716	0.999672	1.00033	1.00128	3.58124
111590	-202.3986	-188.1768	-14.22171	388463.8	6.82567	0.117599	0.0783679	0.0241804	0.0764904	0.0768138	0.156406	0.121009	0.0695291	0.113611	0.238531	0.057932	0.01974	0.0607569	0.120448	0.119521	0.0229416	0.327877	0.129392	0.130418	0.0817358	0.136442	0.56052	0.111505	0.0557469	0.230941	0.997961	0.999478	1.00052	1.00204	3.238457
111600	-205.6404	-186.9293	-18.71114	914497.5	5.584517	0.121732	0.16239	0.0380799	0.12095	0.0929934	0.224282	0.163418	0.0593871	0.173026	0.0708615	0.119125	0.00662821	0.0836196	0.0475639	0.246629	0.0596203	0.20334	0.14763	0.103306	0.0275314	0.250694	1.04775	0.097564	0.0634342	0.176566	0.998671	0.99966	1.00034	1.00133	3.908124
111610	-208.7457	-188.159	-20.58669	186091.9	4.663951	0.0409966	0.256834	0.0493118	0.163586	0.209319	0.115941	0.0701941	0.123203	0.10084	0.699074	0.0823879	0.0133527	0.0496761	0.023568	0.122776	0.16398	0.415795	0.346615	0.103026	0.0200791	0.0434185	0.635955	0.088318	0.105453	0.11185	0.997055	0.999246	1.00075	1.00295	4.155549
111620	-205.6435	-192.1719	-13.47155	59318.07	5.642915	0.0486126	0.345142	0.0766242	0.0871477	0.224071	0.0960152	0.111961	0.0342887	0.238554	0.118778	0.0490425	0.0203919	0.0367641	0.0626817	0.167177	0.136124	0.279714	0.0793803	0.122129	0.008224	0.0103248	0.497204	0.0435198	0.0302558	0.0590456	0.994786	0.998662	1.00133	1.00522	2.983172
111630	-205.6575	-184.396	-21.26145	154583.6	5.597297	0.123069	0.0833139	0.0691146	0.255848	0.179258	0.157199	0.173048	0.0244649	0.613389	0.0712958	0.0575337	0.0142497	0.0645484	0.0747011	0.160796	0.10536	0.190397	0.125854	0.23724	0.0135085	0.00782553	0.90946	0.271392	0.0418172	0.339903	0.996769	0.999172	1.00082	1.00323	4.364586
111640	-201.8684	-185.2616	-16.6068	345147.7	9.291933	0.0225709	0.0476164	0.0510034	0.407497	0.142623	0.107401	0.0794741	0.0140375	0.241686	0.0538924	0.0900336	0.103824	0.0347967	0.0603372	0.267942	0.199062	0.260594	0.0900239	0.284189	0.0124065	0.0187349	0.537165	0.0669296	0.0285281	0.190041	0.997837	0.999447	1.00055	1.00216	3.412409
111650	-210.3486	-189.1989	-21.14974	62415.78	6.328426	0.0500186	0.109286	0.0123638	0.462508	0.0527098	0.0659934	0.0869294	0.0552235	0.506298	0.0982733	0.386086	0.0899746	0.027319	0.0394991	0.292592	0.115645	0.388174	0.0752076	0.161197	0.0806303	0.037454	0.93879	0.0490739	0.0779254	0.0453947	0.994917	0.998696	1.00129	1.00509	4.304567
111660	-205.133	-188.6076	-16.52534	80647.42	6.631336	0.04975	0.0838712	0.0268548	0.193428	0.0306243	0.131491	0.288357	0.0997184	0.144963	0.0786531	0.173788	0.06137	0.0191762	0.0713982	0.314235	0.188297	0.188412	0.0612866	0.474948	0.140811	0.0834867	0.321643	0.192547	0.128431	0.0301719	0.995528	0.998853	1.00114	1.00448	3.577714
111670	-205.1952	-187.6065	-17.58873	236108.1	7.313909	0.143716	0.0333401	0.0724743	0.378968	0.0311309	0.0455488	0.169339	0.194331	0.274433	0.0407298	0.0767118	0.0750955	0.0496894	0.0305123	0.197841	0.0236362	0.0905468	0.131243	0.798101	0.0669292	0.0821485	0.500659	0.117185	0.0510356	0.0300866	0.997385	0.999331	1.00067	1.00262	3.705433
111680	-204.5625	-187.9482	-16.61433	75455.46	6.798984	0.0568339	0.0219435	0.0259861	0.340875	0.0377882	0.0948891	0.123241	0.144252	0.239608	0.0994014	0.2048	0.0094867	0.121866	0.0324361	0.256175	0.0269212	0.180589	0.0998358	0.462569	0.0492326	0.0585735	0.626907	0.0848857	0.0312602	0.1591	0.995376	0.998814	1.00118	1.00463	3.589457
111690	-212.9007	-187.6128	-25.28792	49363.54	7.573194	0.12244	0.0124555	0.0232275	0.21616	0.0409863	0.0690271	0.0495063	0.153398	0.435248	0.0573159	0.186875	0.00636312	0.0744071	0.0413188	0.321893	0.0474738	0.314709	0.0497351	0.847232	0.102642	0.065467	0.65543	0.0764454	0.0925491	0.641055	0.994285	0.998533	1.00146	1.00573	4.703359
111700	-206.4142	-187.7261	-18.68818	140702.7	5.736956	0.034971	0.0260798	0.0502434	0.212208	0.144444	0.136936	0.0430531	0.107972	0.128462	0.10337	0.0692499	0.00141678	0.118302	0.0942454	0.280628	0.0714711	0.0516778	0.0548763	0.277093	0.060391	0.0552198	0.749031	0.226647	0.0528087	0.761522	0.996613	0.999132	1.00086	1.00339	3.912319
111710	-208.3205	-190.446	-17.87449	70399.44	5.584885	0.0537769	0.0468212	0.0701316	0.339293	0.146945	0.189707	0.123871	0.0588668	0.116578	0.0648713	0.0315631	0.000823969	0.16443	0.124402	0.368636	0.132634	0.176521	0.128416	0.469332	0.0402071	0.139063	0.451676	0.123542	0.0860686	0.110165	0.995213	0.998772	1.00122	1.00479	3.758341
111720	-210.0332	-193.9214	-16.11174	397373.6	6.694645	0.0805512	0.145513	0.0172381	0.167351	0.0476684	0.209754	0.118542	0.0367182	0.140289	0.107724	0.0627221	0.000274058	0.270169	0.120189	0.34476	0.0524953	0.0608282	0.167873	0.627197	0.0756678	0.053066	0.148817	0.105535	0.19516	0.159587	0.997984	0.999484	1.00051	1.00202	3.515691
111730	-209.6739	-188.0981	-21.57574	332430	4.4519	0.0948708	0.111716	0.0196275	0.224472	0.0682462	0.0154108	0.084256	0.0684256	0.214749	0.0710609	0.0818893	0.000270287	0.347749	0.066739	0.441663	0.0311045	0.200717	0.175827	0.498018	0.0272597	0.0256693	0.514578	0.396618	0.195515	0.347417	0.997796	0.999436	1.00056	1.00221	4.323868
111740	-208.3361	-189.4245	-18.91164	88065.79	7.069723	0.0809947	0.0710663	0.00774609	0.256097	0.107032	0.0608879	0.129336	0.100065	0.108711	0.0557039	0.110638	0.000184018	0.167035	0.0570427	0.466062	0.241709	0.0625711	0.169439	0.430533	0.0613461	0.0985484	0.567936	0.110349	0.121063	0.265273	0.99572	0.998903	1.00109	1.00429	3.90737
111750	-212.6712	-192.1402	-20.53106	37900.65	3.900283	0.0525583	0.0351381	0.00466027	0.0824501	0.159593	0.0303107	0.114535	0.120078	0.169439	0.0990847	0.122861	0.000214589	0.415232	0.0382139	0.55291	0.197348	0.100393	0.355206	0.159819	0.0760446	0.120899	0.209618	0.163707	0.299425	0.168198	0.993478	0.998325	1.00166	1.00654	3.847934
111760	-211.5885	-190.2834	-21.30505	97846.54	4.307887	0.0109823	0.056004	0.0035679	0.148665	0.401354	0.0417091	0.188203	0.102587	0.230576	0.432648	0.0406495	0.000223108	0.0955411	0.0276388	0.715678	0.158349	0.0165626	0.0812116	0.109842	0.134411	0.101568	0.550336	0.173996	0.264807	0.134324	0.995939	0.998959	1.00103	1.00407	4.221434
111770	-209.4112	-191.479	-17.93219	851709.8	6.322993	0.00888278	0.134632	0.0329019	0.213404	0.183514	0.0305531	0.275779	0.0363915	0.0752348	0.325337	0.0243506	7.83135e-05	0.0304511	0.0603509	0.315884	0.0571977	0.0741971	0.0821344	0.0420048	0.102839	0.113753	0.283643	0.106311	0.782841	0.403511	0.998623	0.999648	1.00035	1.00138	3.796177
111780	-213.047	-190.1719	-22.87505	917567.7	5.95999	0.00669645	0.309045	0.0295832	0.195847	0.158431	0.0300124	0.260347	0.03405	0.221127	0.26887	0.0289256	0.000157088	0.0778561	0.136741	0.726782	0.0482596	0.142455	0.0361886	0.144864	0.0708436	0.0120337	0.425788	0.10106	0.709058	0.445886	0.998673	0.999661	1.00034	1.00133	4.620909
111790	-222.5212	-203.993	-18.52811	122741.2	4.647188	0.0128036	0.194862	0.0319954	0.148731	0.279611	0.0195485	0.365246	0.06333	0.164428	0.313806	0.0427954	0.00019778	0.0953332	0.118297	0.480705	0.0505579	0.206648	0.0350227	0.159257	0.132651	0.00626221	0.0988257	0.212925	0.107399	0.367676	0.996374	0.999071	1.00092	1.00363	3.708915
111800	-211.2876	-192.8639	-18.42372	317401.4	7.297828	0.0395638	0.124152	0.0496213	0.137008	0.121884	0.051269	0.450627	0.0517496	0.199213	0.150934	0.0282346	0.000149259	0.0431775	0.183116	0.638991	0.0994433	0.0739966	0.0467425	0.372532	0.0801294	0.0135097	0.112643	0.131785	0.276148	0.344295	0.997745	0.999423	1.00058	1.00226	3.820914
111810	-206.1355	-188.379	-17.75645	353796.2	6.301592	0.0163514	0.21102	0.0640949	0.069181	0.112885	0.0242222	0.407422	0.112448	0.262037	0.131955	0.0789576	0.000119769	0.0894323	0.101964	0.337842	0.161504	0.0208498	0.0619695	0.443709	0.0574524	0.0123436	0.140072	0.190277	0.329744	0.330557	0.997864	0.999453	1.00055	1.00214	3.768411
111820	-217.9412	-196.9261	-21.01514	710715.6	6.353547	0.00724097	0.243262	0.083959	0.225619	0.447292	0.0247501	0.208208	0.120939	0.436276	0.183693	0.0387987	0.000529224	0.0202086	0.0610154	0.473933	0.186912	0.041081	0.0502811	0.379971	0.0825285	0.0515376	0.217594	0.155339	0.387863	0.152331	0.998493	0.999614	1.00038	1.00151	4.281162
111830	-213.1389	-193.2995	-19.83939	480202.3	10.25965	0.0113065	0.154699	0.0989366	0.130637	0.439347	0.0171823	0.0470349	0.146319	0.21318	0.081869	0.0364577	0.00404925	0.0893364	0.13725	0.229212	0.372463	0.058827	0.0752363	0.436921	0.0483633	0.0814426	0.26217	0.0339637	0.166435	0.255529	0.998166	0.999531	1.00047	1.00183	3.628167
111840	-206.7005	-188.0991	-18.60142	482621.4	5.178767	0.0121319	0.0751086	0.0874468	0.196962	0.36262	0.0323348	0.0368269	0.069811	0.45056	0.0834993	0.0852559	0.00760121	0.0380405	0.140654	0.166872	0.476162	0.0173627	0.0794427	0.601235	0.0624971	0.0986066	0.212371	0.165888	0.181527	0.103851	0.998171	0.999532	1.00047	1.00183	3.844669
111850	-207.6744	-188.1634	-19.51093	305529.2	4.419272	0.0185842	0.0456852	0.0563885	0.129058	0.338437	0.120842	0.0413588	0.020088	0.442422	0.0559641	0.082771	0.0111893	0.0296958	0.224642	0.180852	0.442779	0.0247686	0.0670687	0.535577	0.0431131	0.245653	0.149566	0.0599146	0.140239	0.341772	0.997701	0.999412	1.00059	1.0023	3.848427
111860	-206.3342	-188.9454	-17.38876	553115	5.352515	0.0550887	0.0129617	0.0469898	0.102169	0.20329	0.0783568	0.0390749	0.0483604	0.543229	0.0394424	0.0295816	0.0070721	0.171261	0.146578	0.0308715	0.27265	0.0956509	0.0459516	0.698661	0.0997454	0.105192	0.0999529	0.038674	0.259413	0.370729	0.998291	0.999563	1.00044	1.00171	3.640947
