Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
50420	-199.5813	-186.4929	-13.08839	193715.6	8.27477	0.000362836	0.0196916	0.124135	0.226345	0.189684	0.0813761	0.0814573	0.0659724	0.177051	0.0613183	0.0367339	0.0217914	0.0198647	0.0396825	0.175564	0.0202612	0.256682	0.638884	0.134654	0.0459737	0.130479	0.286615	0.115153	0.0215415	0.109721	0.997113	0.999261	1.00074	1.00289	3.080993
50430	-210.1997	-189.1339	-21.06576	292504.7	3.584473	0.000549227	0.0862244	0.187548	0.305209	0.108961	0.0543544	0.102072	0.177976	0.199107	0.0860447	0.171428	0.0208048	0.0288536	0.104683	0.19239	0.0192968	0.382761	0.367007	0.48453	0.00728497	0.183595	0.386027	0.0436429	0.0208121	0.043672	0.997651	0.999399	1.0006	1.00235	3.764835
50440	-204.4462	-183.6226	-20.82355	459019.1	5.582904	0.000437378	0.0374692	0.0640139	0.182304	0.0717787	0.0472686	0.129573	0.0919105	0.541986	0.0369833	0.0768895	0.0787797	0.00972851	0.0464651	0.1151	0.0232092	0.867628	0.621691	0.719065	0.0162414	0.20178	0.206899	0.0169112	0.0379329	0.0443407	0.998124	0.99952	1.00048	1.00188	4.286387
50450	-206.1996	-185.1794	-21.02018	820906.6	7.565954	0.000547963	0.0739022	0.0640835	0.254587	0.139836	0.0177936	0.0628475	0.0437268	0.578705	0.0580154	0.175054	0.0276856	0.0369259	0.0560731	0.175066	0.0532979	0.902158	0.269792	0.516205	0.017313	0.216803	0.265853	0.0112114	0.0938922	0.0294434	0.998597	0.999641	1.00036	1.0014	4.14082
50460	-202.2094	-185.5834	-16.62602	597240.1	6.128137	0.00329176	0.0501814	0.0999964	0.156447	0.106664	0.0256767	0.064173	0.0431617	0.232134	0.0896315	0.157862	0.0234539	0.0459035	0.0313228	0.106214	0.0421872	0.627502	0.278814	0.594365	0.0404046	0.217277	0.287926	0.0649648	0.157942	0.0349065	0.998356	0.999579	1.00042	1.00165	3.582403
50470	-212.0573	-187.9708	-24.08651	497027.6	6.291799	0.00422835	0.0868219	0.0420062	0.206773	0.0482804	0.027644	0.0636997	0.0391191	0.125711	0.191683	0.150645	0.0250619	0.127913	0.0207343	0.193841	0.0818777	0.50757	0.45699	0.682614	0.0181851	0.259394	1.15546	0.145638	0.0932795	0.0193211	0.998198	0.999539	1.00046	1.0018	4.774488
50480	-204.5585	-189.5501	-15.00842	991393.8	7.839894	0.00654745	0.110228	0.0067967	0.128962	0.0299818	0.021198	0.0171954	0.0562933	0.0683908	0.480159	0.111509	0.05367	0.15517	0.028205	0.369033	0.0867487	0.109353	0.33899	0.357286	0.0410373	0.223137	0.28285	0.115055	0.127827	0.0101193	0.998724	0.999674	1.00033	1.00128	3.335742
50490	-201.478	-184.2015	-17.27656	485156.2	7.296957	0.0436853	0.0441963	0.015875	0.300272	0.0271182	0.0132023	0.0162071	0.0896447	0.228178	0.129685	0.063228	0.0145522	0.141309	0.0138603	0.447021	0.0390939	0.123924	0.729894	0.228522	0.0345815	0.491781	0.218479	0.0264266	0.174745	0.00829213	0.998176	0.999533	1.00047	1.00183	3.663774
50500	-209.6695	-188.9869	-20.68255	811374.6	4.008284	0.0913258	0.052316	0.0222412	0.069117	0.0298248	0.00932589	0.0402753	0.0973436	0.38794	0.115379	0.0884724	0.130269	0.123645	0.00922357	0.246187	0.130278	0.063711	0.737738	0.534224	0.0232045	0.42342	0.293935	0.0227474	0.194465	0.0104104	0.998589	0.999639	1.00036	1.00141	3.947018
50510	-210.8915	-189.7433	-21.14822	516950.1	6.893734	0.271338	0.152334	0.0403111	0.0980051	0.097517	0.0715909	0.0117712	0.0783484	0.2632	0.165757	0.112397	0.0675935	0.126611	0.0145378	0.243915	0.0315447	0.137949	0.605011	0.999209	0.0255107	0.243454	0.11878	0.0741517	0.150458	0.0439511	0.998233	0.999548	1.00045	1.00177	4.245245
50520	-218.4379	-199.2957	-19.14222	437508.6	5.909443	0.40019	0.240331	0.0287614	0.0209806	0.0470447	0.0874127	0.0147415	0.100885	0.391065	0.0534926	0.134299	0.026791	0.0295208	0.0202224	0.137549	0.0179762	0.083207	0.403466	1.00207	0.102257	0.46787	0.0319773	0.0587991	0.0488703	0.0446642	0.998079	0.999509	1.00049	1.00192	3.994441
50530	-199.4744	-183.5774	-15.89702	582305.4	6.902575	0.253917	0.0491475	0.0304215	0.0272606	0.0212052	0.0719098	0.0129736	0.05701	0.365884	0.0493124	0.0611856	0.0265788	0.0384441	0.0304798	0.209386	0.0165549	0.140395	0.409788	0.540622	0.101094	0.642226	0.0878067	0.0761309	0.147674	0.0160256	0.998335	0.999574	1.00042	1.00167	3.483434
50540	-202.7958	-188.3001	-14.49565	742348.6	5.899382	0.132508	0.0371545	0.0341426	0.0342751	0.0153848	0.114481	0.0372952	0.134568	0.22303	0.077595	0.0306551	0.00426126	0.10501	0.010172	0.372745	0.0176792	0.0489827	0.146726	0.310579	0.161004	0.64783	0.0935229	0.125264	0.238432	0.0534383	0.998525	0.999623	1.00038	1.00148	3.206736
50550	-211.3276	-190.053	-21.27457	761793	7.149578	0.175032	0.0650038	0.00810493	0.0390501	0.0683412	0.0539437	0.0201346	0.221885	0.264655	0.183066	0.020913	0.0109685	0.205707	0.00907296	0.184196	0.008462	0.107126	0.126821	0.878518	0.194054	0.332024	0.119149	0.165387	0.614633	0.155021	0.998544	0.999628	1.00037	1.00146	4.231268
50560	-202.6274	-187.0762	-15.55124	202964.7	6.542384	0.120136	0.102984	0.0177295	0.187654	0.0436071	0.035833	0.0255089	0.126864	0.109665	0.124732	0.0317327	0.013324	0.0753721	0.0032628	0.239126	0.00101878	0.138823	0.20875	0.385401	0.348785	0.0786822	0.130307	0.071629	0.617753	0.189902	0.99718	0.999278	1.00072	1.00282	3.428581
50570	-215.088	-191.5827	-23.50531	239697.3	9.040726	0.0913511	0.109625	0.0107409	0.0404449	0.119993	0.0229006	0.0167807	0.066493	0.373848	0.0901842	0.248951	0.00262204	0.0197368	0.000507188	0.30155	0.00101198	0.327312	0.100934	0.246638	0.724872	0.150439	0.130941	0.307801	0.223957	0.470411	0.997405	0.999336	1.00066	1.0026	4.200044
50580	-202.42	-189.1589	-13.26108	525072.4	8.752058	0.0152512	0.182459	0.0105105	0.0228136	0.074886	0.0350986	0.0116287	0.268917	0.328184	0.105889	0.114619	0.00534965	0.00423784	0.000867853	0.166851	0.00736557	0.189373	0.128418	0.179055	0.253292	0.136332	0.11063	0.0901485	0.134049	0.505757	0.998246	0.999551	1.00045	1.00175	3.081982
50590	-206.492	-188.5077	-17.98425	801208	4.461112	0.0416473	0.235121	0.0155006	0.0201667	0.359118	0.0918202	0.0233312	0.0777907	0.19507	0.303396	0.116002	0.00300069	0.016358	0.000766078	0.46019	0.0197919	0.116874	0.0812507	0.25486	0.295619	0.270107	0.0637436	0.038049	0.1215	0.29997	0.99858	0.999637	1.00036	1.00142	3.521045
50600	-209.3478	-189.0441	-20.30364	641804.6	4.64523	0.0456369	0.228978	0.0222538	0.0553563	0.273416	0.104519	0.0430834	0.119185	0.163443	0.185728	0.242294	0.000716776	0.0161795	0.000496071	0.775766	0.0465365	0.193254	0.0795925	0.328942	0.425864	0.204855	0.210661	0.0665572	0.0632892	0.193919	0.998414	0.999594	1.0004	1.00159	4.090522
50610	-205.6117	-186.0876	-19.52405	788323	7.445203	0.0417377	0.256742	0.0313949	0.221944	0.466817	0.0499492	0.0477057	0.149119	0.239729	0.197224	0.0378712	0.000772836	0.0167203	0.000847292	0.657682	0.0645333	0.136831	0.0659219	0.0770473	0.623955	0.260073	0.0987646	0.0702422	0.0725454	0.0700756	0.998569	0.999634	1.00037	1.00143	3.956245
50620	-202.4738	-185.4618	-17.01201	478156.4	8.558978	0.0926215	0.179309	0.00387041	0.144162	0.101312	0.0280361	0.0401423	0.231003	0.340889	0.0495472	0.01338	0.000807947	0.019871	0.00255362	0.190562	0.0581091	0.329406	0.0932195	0.506082	0.571828	0.329945	0.122027	0.0197516	0.0302032	0.0304672	0.998162	0.99953	1.00047	1.00184	3.529105
50630	-203.0703	-183.7929	-19.27738	429849.9	7.274569	0.0893923	0.142942	0.0249437	0.0937685	0.0575654	0.00587872	0.137098	0.0874731	0.495411	0.0206476	0.0138648	0.000891061	0.010019	0.00133503	0.306457	0.0862997	0.381057	0.243761	0.406949	0.72307	0.416919	0.0921982	0.0190965	0.0584	0.0247111	0.998062	0.999504	1.00049	1.00194	3.940148
50640	-204.079	-188.0327	-16.04627	577175.3	6.128525	0.0625845	0.131199	0.0474368	0.224619	0.027646	0.0143693	0.0327451	0.0500438	0.27151	0.025654	0.0245525	0.000398253	0.00574558	0.00381201	0.162434	0.0612533	0.166493	0.0775709	0.424517	1.10048	0.232291	0.111343	0.0571906	0.138742	0.0331918	0.998327	0.999572	1.00043	1.00167	3.487823
50650	-207.6629	-186.7082	-20.95474	818291.8	5.567649	0.076038	0.057353	0.0460563	0.317591	0.00658522	0.0292499	0.0552202	0.0443951	0.234776	0.0282944	0.0177648	0.000646473	0.00636731	0.00322528	0.400547	0.0875448	0.195663	0.169089	1.03302	0.722757	0.112926	0.0601931	0.243247	0.342594	0.0188083	0.998595	0.999641	1.00036	1.00141	4.309957
50660	-201.6776	-188.1557	-13.52196	123480.1	8.184591	0.0941564	0.0222782	0.0607846	0.234078	0.0125906	0.0197138	0.168833	0.0166117	0.283268	0.0757488	0.0357074	0.00166235	0.00442167	0.0221112	0.403136	0.0411558	0.12609	0.0851669	0.215787	0.416872	0.132718	0.0671013	0.317865	0.244758	0.0340304	0.996385	0.999074	1.00092	1.00362	3.136647
50670	-212.8004	-196.8633	-15.93717	638682.3	5.575595	0.162308	0.0406429	0.0208473	0.25728	0.0143666	0.0462455	0.358786	0.00844963	0.259975	0.0461419	0.0877247	0.0105449	0.00556395	0.0687729	0.18035	0.0915963	0.0457318	0.127335	0.106275	0.698384	0.118046	0.17258	0.257901	0.162514	0.0616443	0.99841	0.999593	1.00041	1.00159	3.410008
50680	-199.0619	-185.9694	-13.09241	751555.9	10.52071	0.153403	0.0666004	0.136328	0.0985517	0.00317601	0.103767	0.0578486	0.0117361	0.156925	0.0856507	0.0577241	0.025094	0.00107553	0.136978	0.361692	0.172427	0.0906005	0.0650374	0.105631	0.558569	0.221224	0.0391435	0.203696	0.0272716	0.0114282	0.998534	0.999625	1.00037	1.00147	2.951579
50690	-199.0931	-184.5233	-14.5698	976946.8	6.060212	0.177403	0.0711868	0.0210445	0.041735	0.00406972	0.0357555	0.0482998	0.0162323	0.33636	0.175143	0.0561608	0.0436785	0.0014274	0.0993627	0.237587	0.228208	0.0412784	0.0448821	0.0223198	1.04713	0.193175	0.0651689	0.18936	0.0273946	0.0151606	0.998714	0.999671	1.00033	1.00129	3.239519
50700	-198.0612	-188.9878	-9.073454	185434.8	8.982389	0.053528	0.124012	0.00427779	0.141406	0.00878745	0.0256712	0.189305	0.0265187	0.116816	0.195944	0.209775	0.0539017	0.00261165	0.0973839	0.113721	0.0706449	0.0103469	0.0441914	0.0258312	0.382228	0.436293	0.0297506	0.103841	0.0950081	0.0421261	0.99705	0.999245	1.00075	1.00295	2.60392
50710	-204.6579	-188.8006	-15.85727	207293.5	5.256296	0.095788	0.054746	0.0381353	0.15678	0.00887911	0.0237609	0.213923	0.0260673	0.137785	0.162691	0.160807	0.0260849	0.00165781	0.421914	0.0378296	0.1024	0.00689056	0.0299481	0.0459569	0.457886	0.228901	0.0377741	0.132645	0.653888	0.0704773	0.99721	0.999286	1.00071	1.00279	3.333616
50720	-217.7818	-192.8733	-24.90849	718170.9	5.904462	0.303506	0.0842624	0.059252	0.0918698	0.0290591	0.0133704	0.412295	0.01832	0.0855995	0.164673	0.105733	0.0474958	0.00424798	0.266238	0.101666	0.109059	0.00204345	0.0496758	0.0628928	0.823165	0.624854	0.0117707	0.120283	1.29822	0.0814521	0.9985	0.999616	1.00038	1.0015	4.971003
50730	-210.985	-189.6309	-21.35415	924564.3	6.03855	0.386741	0.0623286	0.128345	0.222516	0.0247566	0.0241253	0.146993	0.079044	0.140764	0.0538252	0.204129	0.0298917	0.00468674	0.103594	0.30958	0.205799	0.00250232	0.0632431	0.0651936	0.540335	0.796753	0.0454399	0.113323	0.582666	0.0239634	0.998678	0.999662	1.00034	1.00132	4.360539
50740	-209.1698	-183.1828	-25.98695	312763.1	5.022289	0.146172	0.128375	0.0517641	0.239639	0.100137	0.0401889	0.0733522	0.0480063	0.353649	0.06467	0.0770772	0.0179038	0.0126016	0.151015	0.333326	0.297383	0.00492826	0.0767549	0.323071	0.281554	1.27466	0.143833	0.0251214	1.00388	0.0194533	0.997728	0.999419	1.00058	1.00227	5.288513
50750	-209.5899	-186.1055	-23.48432	253267.2	4.323353	0.0628069	0.0755608	0.0194374	0.231328	0.181498	0.0457812	0.121954	0.0483567	0.215263	0.253311	0.0293375	0.0107795	0.0122454	0.291772	0.171181	0.118782	0.00476717	0.134355	0.535739	0.1572	1.17488	0.096934	0.0102618	0.638333	0.0885468	0.997475	0.999354	1.00064	1.00253	4.73041
50760	-211.7856	-188.0919	-23.69365	365682.7	6.279528	0.0275537	0.0566887	0.0118705	0.285644	0.164462	0.0593639	0.112584	0.0484154	0.242438	0.315236	0.0314132	0.020017	0.0073297	0.434697	0.315745	0.101334	0.00319895	0.0383395	0.211724	0.257726	1.01628	0.210817	0.0188409	0.69436	0.0277974	0.997899	0.999462	1.00054	1.0021	4.713875
50770	-210.0745	-188.8719	-21.20259	546572.7	3.852423	0.0187944	0.187692	0.00997211	0.313317	0.178769	0.093956	0.0649787	0.0814358	0.293293	0.0856985	0.0127299	0.0591402	0.00519933	0.214567	0.296156	0.185732	0.0022422	0.013582	0.223382	0.279706	0.530241	0.180846	0.0188589	0.609491	0.0326331	0.998281	0.99956	1.00044	1.00172	3.992413
50780	-210.3393	-188.9783	-21.36097	91600.74	6.610146	0.0125759	0.133381	0.00462095	0.118378	0.22289	0.0778503	0.0584196	0.0528096	0.55762	0.248842	0.0092864	0.494697	0.00898677	0.0929633	0.167894	0.151235	0.012523	0.00642653	0.5932	0.274513	0.415633	0.291183	0.00514749	0.121691	0.176501	0.995803	0.998924	1.00107	1.0042	4.309266
50790	-212.688	-188.1405	-24.54756	441974.3	5.871701	0.0244207	0.087059	0.00203346	0.0637663	0.204073	0.163189	0.069822	0.0305884	0.399718	0.107415	0.00823853	0.174304	0.0213631	0.101541	0.384627	0.246464	0.00870309	0.0266819	0.303414	0.200184	1.6145	0.113777	0.00397441	0.288696	0.266143	0.998089	0.999511	1.00049	1.00191	4.914696
50800	-218.0702	-196.0639	-22.00634	160188.5	5.375367	0.0492458	0.11738	0.00127769	0.192337	0.284572	0.240045	0.125784	0.0401801	0.782547	0.098492	0.0197747	0.0619247	0.0599436	0.100819	0.248917	0.408148	0.0116549	0.059116	0.121028	0.190441	0.703041	0.0550305	0.00405798	0.158074	0.369625	0.996826	0.999187	1.00081	1.00318	4.503456
50810	-210.6369	-188.6107	-22.0262	103970.6	7.005717	0.109178	0.221739	0.0048638	0.0363421	0.100376	0.087082	0.112691	0.0322592	0.566138	0.110156	0.0405661	0.0152736	0.0666796	0.139249	0.199619	0.801689	0.013881	0.0192402	0.147	0.243368	0.149882	0.0807957	0.00931016	0.337262	0.712376	0.996061	0.99899	1.001	1.00394	4.357016
50820	-209.1526	-190.1281	-19.02458	365874.5	5.281651	0.083367	0.0588551	0.00700214	0.28792	0.0855094	0.0958978	0.0511222	0.0388006	0.127525	0.05387	0.254628	0.0311449	0.0455546	0.0591088	0.0686309	0.473843	0.0323934	0.0304793	0.144214	0.256434	0.143567	0.0112053	0.00240593	0.208206	1.28743	0.997899	0.999462	1.00054	1.0021	3.939113
50830	-206.4962	-189.3281	-17.16807	224615.9	5.133099	0.0601046	0.0575522	0.0204454	0.14747	0.107444	0.0445177	0.0723553	0.0373342	0.175566	0.187679	0.121386	0.0558327	0.0764854	0.0333921	0.117602	0.441035	0.108176	0.0446861	0.214205	0.35667	0.410878	0.0499196	0.00105307	0.0283247	0.588164	0.997319	0.999314	1.00068	1.00268	3.558277
50840	-212.2793	-190.8828	-21.39652	286607.9	4.8591	0.166456	0.0953432	0.0202744	0.10739	0.169332	0.00347959	0.0433971	0.0377692	0.412313	0.271244	0.0988277	0.0347761	0.0924469	0.197664	0.123776	0.198214	0.381112	0.0429822	0.283711	0.272261	0.191587	0.0867912	0.000610145	0.041656	0.984765	0.997627	0.999393	1.00061	1.00238	4.35818
50850	-213.5035	-192.7836	-20.71991	199201.3	3.754706	0.161479	0.185741	0.0101087	0.258182	0.344044	0.0126184	0.0175971	0.0658404	0.335099	0.332292	0.195544	0.0941495	0.0773471	0.0733254	0.142649	0.278953	0.278326	0.011824	0.151236	0.0955424	0.180299	0.0547072	0.00141025	0.0439179	0.399668	0.997153	0.999271	1.00073	1.00285	3.801899
50860	-208.0297	-191.3494	-16.68033	113744.4	7.113285	0.245281	0.134596	0.0325613	0.392776	0.23631	0.00490421	0.00993752	0.0394121	0.151296	0.301095	0.236684	0.0278836	0.16864	0.06294	0.128396	0.115761	0.170764	0.0130756	0.224338	0.217996	0.164291	0.0213095	0.000311959	0.0168889	0.472674	0.996234	0.999035	1.00096	1.00377	3.590124
50870	-201.1429	-186.8064	-14.33647	144539.8	7.944396	0.136332	0.190746	0.0107484	0.0689728	0.216764	0.00437754	0.0118781	0.0469846	0.320993	0.112944	0.131663	0.0354397	0.159191	0.0830903	0.138706	0.162625	0.361374	0.0166493	0.257574	0.120775	0.0850219	0.0048893	0.000207175	0.035585	0.532788	0.996659	0.999144	1.00085	1.00335	3.246321
50880	-209.9991	-191.3214	-18.67765	47666.76	5.590421	0.147212	0.113949	0.0665411	0.114736	0.142284	0.00344818	0.026663	0.102078	0.516977	0.136526	0.0751678	0.0162059	0.0661906	0.170035	0.0640967	0.329486	0.0806227	0.0240845	0.964994	0.0326172	0.0848603	0.00147623	0.000144354	0.0237067	0.598416	0.994184	0.998507	1.00148	1.00583	3.902519
50890	-210.4035	-190.0413	-20.3622	221273.9	10.02907	0.0580566	0.0387232	0.0813683	0.139423	0.246896	0.00241215	0.0506997	0.263259	0.219586	0.210656	0.0934407	0.0191313	0.167283	0.202305	0.0946392	0.0725799	0.134811	0.0295286	0.748687	0.159327	0.179973	0.00236362	0.000241295	0.0574911	0.438767	0.997299	0.999309	1.00069	1.0027	3.711648
50900	-206.7249	-189.5618	-17.16309	131638.5	8.064788	0.0652361	0.0421308	0.13683	0.273985	0.2043	0.003233	0.0286509	0.12437	0.190245	0.118082	0.0459102	0.00992859	0.0658868	0.112778	0.0703917	0.127643	0.214511	0.0139255	0.456319	0.198472	0.787759	0.00702945	0.00147522	0.029207	0.263687	0.996499	0.999103	1.00089	1.00351	3.591987
50910	-207.5095	-190.981	-16.52846	165092.5	4.854782	0.0849631	0.103854	0.0648629	0.248207	0.401529	0.00272036	0.0831721	0.190913	0.370282	0.0999174	0.0239778	0.0348126	0.112671	0.172568	0.0238738	0.0496775	0.0911468	0.00870288	0.223645	0.338623	0.491772	0.00468218	0.00706333	0.0369411	0.0843428	0.996873	0.999199	1.0008	1.00313	3.35492
50920	-204.1253	-188.5894	-15.53586	205310.2	8.998661	0.151343	0.0460786	0.0789626	0.259458	0.288927	0.00258069	0.0339327	0.0952445	0.393236	0.219544	0.138892	0.113455	0.016228	0.0195674	0.0774149	0.128744	0.258493	0.00904653	0.389647	0.113867	0.376788	0.00192255	0.00246076	0.0657662	0.0404292	0.997196	0.999282	1.00072	1.00281	3.322029
50930	-193.4343	-183.7496	-9.684657	705638.3	12.30717	0.0454387	0.0346583	0.067179	0.0962519	0.0366818	0.00682674	0.0929505	0.0483632	0.273423	0.155333	0.0617607	0.0680877	0.0150505	0.00829944	0.0806268	0.113305	0.279873	0.00915724	0.236672	0.177778	0.483759	0.000412433	0.00262667	0.0802548	0.0610351	0.998487	0.999613	1.00039	1.00151	2.535804
50940	-195.1179	-183.5475	-11.57043	970292.2	7.696614	0.0123572	0.0573632	0.0555288	0.073939	0.101072	0.00230099	0.0367648	0.0269121	0.255089	0.339098	0.0305949	0.0283193	0.0221071	0.00917124	0.0999423	0.191315	0.188628	0.018271	0.231298	0.293578	0.698945	0.000239166	0.00209434	0.0734027	0.0466328	0.99871	0.99967	1.00033	1.00129	2.894964
50950	-199.3058	-189.718	-9.587854	278316.2	9.816076	0.0233393	0.120234	0.0743703	0.119713	0.120612	0.00193791	0.0524012	0.0973809	0.333947	0.151687	0.0157042	0.0213494	0.0320255	0.0146711	0.0346733	0.223069	0.302282	0.0379036	0.263697	0.0848933	0.438887	0.000150255	0.00937831	0.0423009	0.0276251	0.997592	0.999384	1.00061	1.00241	2.644231
50960	-192.1725	-183.2723	-8.90019	865892	9.838003	0.0193155	0.0628399	0.0602481	0.155636	0.0653684	0.00524368	0.017061	0.0822807	0.109937	0.133914	0.0782719	0.0721539	0.0214455	0.0193607	0.0994322	0.328966	0.119688	0.0493894	0.25321	0.0541207	0.387809	9.46804e-05	0.0160614	0.34845	0.0133634	0.998634	0.999651	1.00035	1.00137	2.573663
50970	-201.0032	-185.4397	-15.56349	262954.6	5.74927	0.0886396	0.115597	0.0929297	0.325872	0.191494	0.0608839	0.0159561	0.0357027	0.109188	0.329785	0.0645251	0.037139	0.0227434	0.0328298	0.058006	0.188298	0.250894	0.0869995	0.614672	0.0133536	0.386835	0.000828841	0.0190427	0.213107	0.0140214	0.997522	0.999366	1.00063	1.00248	3.369342
50980	-195.9352	-182.4841	-13.45116	932217.3	7.022652	0.0649904	0.0136013	0.0769872	0.1783	0.0913859	0.034413	0.0508502	0.0397641	0.28574	0.141192	0.140936	0.0672304	0.0683585	0.0276207	0.0883995	0.158757	0.161164	0.0522363	0.637867	0.00241101	0.492219	0.000941559	0.024422	0.222194	0.0115856	0.998684	0.999663	1.00034	1.00132	3.133566
50990	-195.6892	-186.3055	-9.383723	191945.9	10.89852	0.0520246	0.0420656	0.055087	0.123967	0.226064	0.0353626	0.0223425	0.0468796	0.312812	0.228122	0.0240567	0.042311	0.0761587	0.117412	0.0786825	0.173606	0.123664	0.0791859	0.15266	0.00500984	0.378621	0.000570912	0.00534514	0.126954	0.0539997	0.9971	0.999257	1.00074	1.0029	2.582965
51000	-207.6128	-189.5558	-18.05697	158337.3	4.626845	0.173983	0.0422148	0.0959311	0.0775677	0.432258	0.0697785	0.0657619	0.119474	0.171119	0.159891	0.0652268	0.0880142	0.134852	0.142462	0.101877	0.115286	0.250515	0.0610325	0.205025	0.00297486	0.617352	0.00268085	0.0155738	0.330516	0.0592043	0.996807	0.999182	1.00081	1.0032	3.600571
51010	-210.3402	-194.0317	-16.30855	42225.99	6.398832	0.160927	0.0259232	0.0967476	0.169754	0.15185	0.0267953	0.0273823	0.221435	0.0661885	0.234421	0.0497558	0.0374321	0.229143	0.146882	0.144036	0.251735	0.370716	0.0338195	0.306256	0.00721434	0.526283	0.00264598	0.00892445	0.186085	0.0593032	0.993821	0.998413	1.00157	1.00619	3.541656
51020	-214.1778	-193.6484	-20.52939	49007.16	5.175284	0.178676	0.0156077	0.158151	0.21443	0.184219	0.0302412	0.0247005	0.496673	0.154632	0.176757	0.131379	0.0542792	0.344808	0.154411	0.0837982	0.182964	0.510694	0.0316284	0.141638	0.0164241	0.402895	0.00577274	0.00667252	0.4714	0.0438236	0.994264	0.998528	1.00146	1.00575	4.216673
51030	-207.5562	-191.9334	-15.62277	29373.94	6.467692	0.09803	0.011038	0.0744561	0.143501	0.161901	0.0309164	0.028948	0.419583	0.142902	0.0649411	0.117773	0.363817	0.071066	0.180639	0.103201	0.175771	0.362391	0.0532047	0.0588218	0.0333166	0.364039	0.00255879	0.00739681	0.300742	0.0662074	0.992593	0.998096	1.00188	1.00743	3.437162
51040	-212.6563	-191.8477	-20.80854	123739.2	5.896448	0.135376	0.0497519	0.114082	0.112944	0.172725	0.0436631	0.0169141	0.391111	0.255886	0.0620125	0.0545272	0.248941	0.117464	0.166473	0.0851776	0.348421	0.888844	0.106824	0.0600192	0.0163703	0.388363	0.00251092	0.0353413	0.312235	0.0909705	0.996389	0.999075	1.00092	1.00362	4.276948
51050	-211.6709	-192.297	-19.37392	268372.6	6.54813	0.204522	0.050845	0.0740242	0.194193	0.129291	0.0318921	0.0257035	0.219968	0.130314	0.0521596	0.0497648	0.175145	0.172067	0.215443	0.25969	0.19451	0.542788	0.114785	0.108931	0.0116142	0.643209	0.0052746	0.0432712	0.160009	0.203117	0.997547	0.999372	1.00063	1.00245	4.012531
51060	-214.7889	-191.3484	-23.44054	404192.4	6.991814	0.162236	0.124886	0.0585171	0.276669	0.0737098	0.0527608	0.0328815	0.132078	0.427646	0.254966	0.117471	0.0876234	0.174265	0.198605	0.174197	0.403273	0.193298	0.1522	0.154163	0.00778197	0.840329	0.00309149	0.0593331	0.0719231	0.327355	0.998001	0.999489	1.00051	1.002	4.561259
51070	-209.6716	-192.582	-17.0896	559926.2	8.929003	0.0635766	0.0942597	0.141902	0.116296	0.0502013	0.0665882	0.0342334	0.028344	0.246697	0.213712	0.326057	0.251116	0.10501	0.121444	0.0412347	0.257851	0.115432	0.086768	0.181083	0.0187683	0.360798	0.00233932	0.0174892	0.144356	0.416202	0.998302	0.999566	1.00043	1.0017	3.501759
51080	-204.1683	-187.9697	-16.19854	927534.3	6.694583	0.0424347	0.176733	0.0657262	0.026737	0.00737506	0.0607248	0.120187	0.0335299	0.267963	0.19498	0.10743	0.0641209	0.265705	0.0287223	0.0414986	0.419714	0.26949	0.0854376	0.620551	0.0122902	0.252928	0.00265859	0.0154747	0.154625	0.19162	0.99868	0.999663	1.00034	1.00132	3.528657
51090	-203.7666	-189.7836	-13.98301	790005.9	8.522594	0.0630765	0.064237	0.0947186	0.0381228	0.016274	0.0381707	0.0278431	0.0440493	0.121345	0.13934	0.185044	0.0408431	0.162153	0.0165423	0.0459924	0.504234	0.285372	0.133171	0.120198	0.00901833	0.588549	0.00698837	0.0514082	0.176719	0.203709	0.99857	0.999634	1.00036	1.00143	3.17712
51100	-206.9037	-188.9059	-17.99783	943742.9	8.957006	0.103038	0.0607301	0.159239	0.0079275	0.0491285	0.0677912	0.0804956	0.0455375	0.309915	0.183717	0.280622	0.14177	0.0730387	0.167836	0.0843742	0.56224	0.15566	0.0297634	0.122242	0.0075451	0.598082	0.00700901	0.0363508	0.14002	0.12625	0.998692	0.999665	1.00033	1.00131	3.600324
51110	-215.2436	-194.2473	-20.99624	434374.1	9.356721	0.151616	0.0345429	0.047405	0.00446174	0.0919531	0.0454049	0.0693101	0.0396078	0.0828965	0.282672	0.222322	0.0751486	0.0808039	0.135151	0.132737	0.707801	0.0638167	0.0809876	0.115393	0.00474342	0.407143	0.0072466	0.0478869	0.847569	0.0964625	0.998072	0.999507	1.00049	1.00193	3.875082
51120	-200.9907	-189.8644	-11.12625	762072.6	8.493486	0.0370495	0.0526567	0.0509452	0.0258326	0.0891193	0.0753653	0.0479303	0.0328168	0.099133	0.231975	0.149574	0.0242194	0.0424574	0.163393	0.283353	0.22842	0.0946643	0.100523	0.268149	0.0786404	0.325324	0.00256063	0.0608992	0.182425	0.0948506	0.998544	0.999628	1.00037	1.00146	2.842277
