Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	br_lens[44]	br_lens[45]	br_lens[46]	br_lens[47]	br_lens[48]	br_lens[49]	br_lens[50]	br_lens[51]	br_lens[52]	br_lens[53]	br_lens[54]	br_lens[55]	br_lens[56]	br_lens[57]	br_lens[58]	br_lens[59]	br_lens[60]	br_lens[61]	br_lens[62]	br_lens[63]	br_lens[64]	br_lens[65]	br_lens[66]	br_lens[67]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
9050	-632.6228	-608.1577	-24.46511	338024.9	11.40685	0.388946	0.143681	0.0724134	0.19293	0.0033656	0.0123402	0.0791277	0.0308503	0.249528	0.0575629	0.0164948	0.25461	0.144166	0.0100781	0.0341488	0.00493118	0.0746604	0.0163686	0.0271353	0.064032	0.146296	0.16885	0.0401194	0.170433	0.126568	0.112291	0.109047	0.0343621	0.0168759	0.0370458	0.0801774	0.0776104	0.0117444	0.197706	0.0139239	0.0600296	0.0490598	0.114532	0.0247204	0.146145	0.0639566	0.145827	0.186473	0.00344415	0.0197355	0.256209	0.0850315	0.116326	0.19714	0.0714015	0.0335691	0.132906	0.0426142	0.0773183	0.0634466	0.0405088	0.167612	0.00952212	0.0131974	0.0390698	0.201142	0.0852237	0.0475425	0.0125556	0.106279	0.0607781	0.104554	0.997815	0.999441	1.00056	1.00219	5.99829
9060	-620.246	-606.6378	-13.60819	904470.2	12.76047	0.152945	0.142818	0.112864	0.0447814	0.0245298	0.0275691	0.0340664	0.0272791	0.116914	0.0499453	0.0170366	0.246471	0.154399	0.0520895	0.0575901	0.00108853	0.0521489	0.0648068	0.0314305	0.0489425	0.167204	0.0839885	0.033316	0.119551	0.109366	0.0389928	0.049785	0.0373628	0.0133103	0.00820484	0.0666388	0.171816	0.0088002	0.166077	0.0364411	0.245554	0.0688532	0.088769	0.0838793	0.05213	0.029401	0.102032	0.129202	0.00300204	0.0336913	0.114912	0.0733904	0.1143	0.261744	0.061652	0.0388473	0.0466608	0.133079	0.076173	0.0559831	0.0401095	0.0691362	0.0287682	0.0189981	0.0207525	0.126006	0.0456675	0.0653052	0.0072771	0.170103	0.0452343	0.0575628	0.998664	0.999658	1.00034	1.00134	5.078748
9070	-620.3832	-603.5976	-16.78558	659811.7	9.992938	0.116282	0.13533	0.118398	0.0425139	0.010687	0.034534	0.0588502	0.0591237	0.0358781	0.130202	0.00928672	0.18038	0.0942024	0.0527061	0.0196263	0.00173838	0.0801306	0.0533581	0.0630982	0.0207134	0.283817	0.142826	0.0430707	0.182873	0.118062	0.0519682	0.0947253	0.0776912	0.00388278	0.01471	0.0134223	0.240444	0.0578981	0.115337	0.0883869	0.350924	0.0776469	0.0506237	0.0505791	0.0545589	0.00447628	0.150512	0.238464	0.000884808	0.0329074	0.221768	0.0308855	0.0842524	0.201616	0.0231972	0.0738562	0.0499818	0.0612582	0.0801041	0.0114001	0.0592755	0.0459791	0.0174186	0.00888046	0.0178729	0.0558816	0.0644182	0.138191	0.0101793	0.0411362	0.0155692	0.0486722	0.998436	0.9996	1.0004	1.00157	5.219525
9080	-628.7619	-604.8904	-23.87152	561234.3	10.58634	0.187215	0.0685257	0.126294	0.0353238	0.0101282	0.0385729	0.0921256	0.0251685	0.1625	0.16937	0.0365299	0.118901	0.172681	0.0530026	0.0169751	0.00235427	0.105227	0.0676827	0.0663874	0.0152152	0.0781724	0.108349	0.0211672	0.238437	0.0758041	0.145375	0.21019	0.16758	0.00341371	0.00541923	0.0208704	0.230185	0.0562015	0.182981	0.0723415	0.209478	0.0888577	0.114518	0.0582976	0.0634855	0.0199401	0.473167	0.106276	0.00681385	0.127549	0.120572	0.0133647	0.0883177	0.274643	0.0550392	0.15464	0.0303823	0.0362587	0.139842	0.020689	0.0179537	0.0383884	0.0343006	0.00242022	0.0189994	0.0307442	0.051944	0.195906	0.0145464	0.0324994	0.0472338	0.0764424	0.998304	0.999566	1.00043	1.0017	5.950177
9090	-637.5514	-612.6222	-24.92919	332036	11.43689	0.230612	0.0434628	0.163076	0.0397583	0.0208471	0.00757214	0.135266	0.143393	0.107441	0.272629	0.0610639	0.180855	0.190894	0.167216	0.0391376	0.00704072	0.070897	0.0135572	0.0292353	0.0459526	0.0944431	0.0793081	0.0376666	0.180389	0.100885	0.0833496	0.0938918	0.0541856	0.00431814	0.001888	0.065392	0.314363	0.0808333	0.203545	0.0740001	0.0921522	0.0449465	0.190832	0.0464879	0.0358417	0.0422358	0.136726	0.188214	0.00896199	0.150761	0.13479	0.0104345	0.176873	0.310873	0.0758105	0.0582385	0.0688434	0.0196594	0.173478	0.03424	0.00848007	0.0552446	0.0469301	0.00744968	0.0117331	0.0784206	0.0597349	0.0483075	0.0306824	0.10869	0.0561289	0.0874302	0.997795	0.999436	1.00056	1.00221	6.037995
9100	-645.2654	-614.2682	-30.99722	405223.3	8.98016	0.230019	0.12395	0.112206	0.173754	0.115963	0.0101023	0.264909	0.0911709	0.0520295	0.222908	0.0333934	0.15798	0.287902	0.176263	0.0488768	0.0212278	0.170367	0.0157096	0.0331565	0.076055	0.148701	0.0196677	0.13242	0.277217	0.0833562	0.0842256	0.0325711	0.0615205	0.00472659	0.00265769	0.129082	0.298479	0.048066	0.2547	0.150666	0.0908999	0.0231248	0.168723	0.0813239	0.0608115	0.071106	0.171323	0.0904596	0.103954	0.140866	0.168697	0.00798962	0.0940411	0.180672	0.0258798	0.0829201	0.0146833	0.0143549	0.143603	0.00870514	0.0389604	0.0961842	0.0318806	0.00558437	0.00475069	0.0823039	0.0598347	0.0497852	0.0275001	0.136895	0.0849891	0.107211	0.998004	0.999489	1.00051	1.002	6.616018
9110	-635.8692	-606.7149	-29.15434	670665.3	12.40075	0.0837491	0.115849	0.0712139	0.0292651	0.13751	0.00554096	0.29043	0.163243	0.101052	0.135382	0.0590459	0.186146	0.353709	0.482719	0.0220803	0.00437075	0.230706	0.0227947	0.023266	0.0985407	0.160141	0.00812474	0.0850744	0.151722	0.0732925	0.0885647	0.16919	0.0656761	0.0282713	0.00679456	0.0125204	0.136742	0.0161586	0.156543	0.245068	0.0859983	0.0206129	0.0748648	0.0559655	0.0512391	0.153292	0.135931	0.14347	0.0927804	0.0701416	0.0807836	0.0070356	0.153015	0.142666	0.0342486	0.0975711	0.0216323	0.00925239	0.0720321	0.00940481	0.0781593	0.0930657	0.0236676	0.0073408	0.00925464	0.0744582	0.038603	0.112371	0.0769954	0.135576	0.124501	0.0245951	0.998448	0.999603	1.0004	1.00155	6.331022
9120	-643.4319	-618.9909	-24.44107	860523.9	9.279276	0.100147	0.231014	0.107257	0.0717728	0.363381	0.00386181	0.14057	0.0679859	0.0655225	0.100814	0.0560489	0.158563	0.241051	0.259437	0.037423	0.000242751	0.156822	0.0504518	0.0352237	0.183598	0.118961	0.00948528	0.0426944	0.0404747	0.0312001	0.130534	0.038999	0.0610156	0.0151673	0.00801692	0.0251434	0.16984	0.0363576	0.395977	0.161264	0.0761882	0.0197351	0.0949532	0.112172	0.094286	0.162974	0.122377	0.187629	0.0398095	0.0282961	0.0498866	0.0179121	0.0499218	0.0717682	0.139681	0.119589	0.0256844	0.00418655	0.0654174	0.00669037	0.0408073	0.119185	0.0142901	0.0073371	0.0196597	0.0819732	0.0331045	0.119227	0.167105	0.0744823	0.0326327	0.0110684	0.99863	0.99965	1.00035	1.00137	5.926349
9130	-641.2733	-622.1828	-19.09051	542988	11.50468	0.182566	0.23071	0.225181	0.0669581	0.440534	0.00130133	0.0230331	0.174763	0.0337815	0.0610073	0.0255871	0.109731	0.0400335	0.200792	0.0283056	0.000248343	0.196842	0.082267	0.0723964	0.162616	0.154699	0.00908689	0.0198568	0.133779	0.00689971	0.137901	0.0243284	0.0363879	0.00602457	0.0150028	0.0729591	0.0411274	0.0187474	0.17892	0.0809679	0.123208	0.0399916	0.0471635	0.117285	0.0394013	0.190319	0.10929	0.0546108	0.0686831	0.0159569	0.030641	0.0669368	0.0578679	0.0658256	0.117481	0.105244	0.0725728	0.0100491	0.119832	0.0167638	0.0356517	0.0936759	0.0413303	0.00989975	0.00258984	0.149202	0.0668746	0.105437	0.160373	0.0332423	0.0605338	0.00487661	0.998276	0.999559	1.00044	1.00173	5.528151
9140	-643.4706	-619.6956	-23.77495	614692.8	12.61389	0.261939	0.138728	0.18029	0.0656074	0.246498	0.00162548	0.023396	0.0742703	0.105774	0.279986	0.0328761	0.11902	0.105372	0.23982	0.0388894	0.000197026	0.142473	0.103115	0.0938656	0.128099	0.0952894	0.0461045	0.0908337	0.273182	0.00530364	0.126953	0.0125505	0.0534519	0.0182324	0.012981	0.0373358	0.106861	0.0222151	0.0943208	0.0714137	0.0856099	0.0358476	0.0291509	0.0968791	0.0523479	0.10407	0.089008	0.0381227	0.14802	0.0332062	0.0406898	0.0186258	0.0787887	0.039505	0.172819	0.0844491	0.0561802	0.00262169	0.126171	0.0554864	0.101091	0.0124417	0.043805	0.00855853	0.00422924	0.114584	0.0755917	0.186615	0.331705	0.0310262	0.125077	0.0135255	0.998379	0.999585	1.00041	1.00162	5.884719
9150	-656.0166	-631.859	-24.15765	916063.7	9.803669	0.154625	0.222244	0.0629598	0.0705973	0.084213	0.000444415	0.0336696	0.136373	0.129831	0.137374	0.0166056	0.237449	0.174824	0.118386	0.070471	0.000734124	0.21767	0.0534415	0.1654	0.14988	0.104939	0.126528	0.0446651	0.102568	0.056187	0.227811	0.0111981	0.0767392	0.0665107	0.0797806	0.0546889	0.0886599	0.0384421	0.0599195	0.0294509	0.137395	0.0483521	0.0255192	0.0478871	0.0801655	0.0363347	0.139456	0.0283656	0.0355407	0.142523	0.0588382	0.0638174	0.0847197	0.169849	0.158021	0.0739673	0.0986969	0.00140095	0.285757	0.0545465	0.123718	0.0304658	0.0157397	0.0114636	0.00378248	0.0881067	0.0223207	0.197595	0.195057	0.027441	0.042505	0.0108146	0.998672	0.99966	1.00034	1.00133	5.945441
9160	-642.406	-618.3646	-24.04137	646986.1	11.68473	0.103178	0.122852	0.043912	0.0316017	0.0497457	0.00267184	0.0279479	0.0665381	0.0908893	0.0815602	0.0272992	0.237701	0.171709	0.161677	0.0877066	0.000781364	0.149468	0.052597	0.184473	0.191959	0.154928	0.078523	0.0471019	0.146484	0.221051	0.182866	0.0221582	0.0826057	0.0514311	0.0289468	0.042115	0.0746132	0.0906567	0.150666	0.154919	0.0732356	0.174835	0.0128067	0.096502	0.127484	0.0552027	0.0894062	0.124409	0.136127	0.0377722	0.0319948	0.0954588	0.0814055	0.119757	0.126534	0.100316	0.0614274	0.00110031	0.292184	0.0619947	0.0929834	0.0376724	0.0102761	0.0161513	0.00354957	0.113919	0.0318346	0.16378	0.0937199	0.0218094	0.0331341	0.0185163	0.99842	0.999596	1.0004	1.00158	5.952632
9170	-632.8971	-604.9381	-27.95899	796214.7	8.98338	0.146736	0.249214	0.0891648	0.0155557	0.184319	0.00359512	0.0238424	0.219487	0.180588	0.0283516	0.0163164	0.211261	0.0888344	0.136663	0.143382	0.0014636	0.135365	0.0515374	0.203751	0.0604825	0.141501	0.090812	0.0406509	0.289788	0.0956399	0.173128	0.0367044	0.0841427	0.0728264	0.0606095	0.104994	0.134595	0.0543084	0.0701505	0.0348192	0.0871988	0.168096	0.00989358	0.155371	0.094936	0.0251611	0.0911395	0.0464414	0.155793	0.144305	0.0707093	0.0655745	0.0523608	0.103289	0.0944134	0.178625	0.160661	0.00125884	0.26712	0.0106107	0.027943	0.013285	0.00638	0.053283	0.00250189	0.112089	0.0252647	0.0708924	0.132396	0.0635736	0.100979	0.0119189	0.998576	0.999636	1.00036	1.00142	6.278042
9180	-642.8472	-607.3093	-35.53792	536821.3	8.832245	0.161101	0.18085	0.298752	0.025939	0.119552	0.00535206	0.0271875	0.152897	0.196523	0.0317841	0.0281384	0.221773	0.212375	0.123522	0.0529783	0.00605232	0.148581	0.0162111	0.152367	0.0567049	0.0511407	0.095953	0.0185919	0.0944104	0.274467	0.133236	0.0527687	0.172532	0.102507	0.0547529	0.0437082	0.0425115	0.0229481	0.122347	0.0430765	0.146035	0.0737113	0.0132313	0.156443	0.0791321	0.122168	0.128552	0.26038	0.211436	0.195082	0.191798	0.0595111	0.164463	0.141538	0.104338	0.256446	0.207505	0.00231339	0.456847	0.00159924	0.0193502	0.0477948	0.0163947	0.0512673	0.0601468	0.0479471	0.0406274	0.133523	0.0568397	0.0470972	0.0629234	0.0182505	0.998266	0.999556	1.00044	1.00174	7.118282
9190	-637.1074	-608.1644	-28.94302	490549.9	8.898199	0.0744269	0.204224	0.178838	0.0345775	0.152507	0.0123808	0.0487078	0.150779	0.109776	0.0437028	0.0153376	0.11307	0.0832481	0.186397	0.0887551	0.0151209	0.0615419	0.0470772	0.212275	0.103046	0.0622274	0.143491	0.126772	0.307092	0.209229	0.0636453	0.0287358	0.127846	0.0993196	0.0562356	0.023426	0.101276	0.0363834	0.229498	0.0278547	0.154721	0.0313169	0.00993063	0.0280009	0.0759943	0.0621837	0.0833129	0.366002	0.0919178	0.0415594	0.0986987	0.116965	0.0566208	0.070183	0.140589	0.206909	0.0368627	0.00999385	0.295377	0.000622614	0.00404312	0.0469772	0.0315964	0.0413356	0.0522963	0.112291	0.0815453	0.106135	0.0624642	0.0410631	0.204002	0.0385728	0.998186	0.999536	1.00046	1.00182	6.378906
9200	-639.3184	-617.1792	-22.13923	801178.4	13.0979	0.0524364	0.19001	0.17392	0.0250428	0.138597	0.0201061	0.0353605	0.107399	0.0968872	0.051682	0.00993554	0.324667	0.0479436	0.0670652	0.0150325	0.00580194	0.137058	0.0388599	0.126748	0.175044	0.0675615	0.0663609	0.111487	0.25841	0.151948	0.110512	0.0574696	0.114775	0.0761417	0.042382	0.0600584	0.0758479	0.025085	0.393977	0.0885603	0.0597441	0.0826064	0.0409875	0.0270755	0.0821127	0.0272287	0.183301	0.106466	0.0266462	0.0438182	0.0824248	0.138643	0.0299854	0.0507741	0.0940602	0.298637	0.0438271	0.00729805	0.126007	0.00106561	0.00411511	0.0394135	0.0380897	0.0488417	0.0326759	0.0823649	0.0321837	0.0771751	0.0331942	0.0634581	0.143356	0.0398431	0.99858	0.999637	1.00036	1.00142	5.727594
9210	-624.9019	-601.921	-22.98097	222800.1	9.841209	0.0180858	0.0641325	0.119381	0.028109	0.101815	0.0365614	0.0463764	0.147109	0.0948223	0.10744	0.0117791	0.318105	0.106176	0.0375088	0.0631352	0.00211672	0.100375	0.0560885	0.0792598	0.106716	0.102784	0.0906464	0.147747	0.153399	0.143596	0.116139	0.0126565	0.0677992	0.0202711	0.0199361	0.0549663	0.163673	0.0121956	0.424745	0.0883599	0.0817212	0.162173	0.0383239	0.0354115	0.109383	0.0765879	0.277318	0.0191575	0.0773975	0.101978	0.0902598	0.18063	0.14263	0.123887	0.0939621	0.116456	0.0784981	0.00747232	0.0566622	0.000816295	0.00320037	0.00978387	0.142054	0.036956	0.0201203	0.105156	0.101131	0.0773374	0.0252513	0.100025	0.0329638	0.039745	0.997308	0.999311	1.00069	1.00269	5.828452
9220	-632.5749	-604.7332	-27.84165	207730	11.57653	0.0514235	0.175661	0.0761799	0.0158971	0.0669702	0.0150345	0.0533598	0.108978	0.0862932	0.0793395	0.0151046	0.219544	0.295338	0.012562	0.122527	0.00202568	0.041889	0.0345057	0.213227	0.177038	0.0851504	0.1413	0.1324	0.202114	0.0422956	0.143227	0.0180963	0.0686665	0.0240859	0.00901272	0.0192969	0.121933	0.0330418	0.261762	0.0354978	0.106517	0.0231607	0.0479727	0.0807582	0.0523763	0.0463547	0.167618	0.220675	0.147356	0.108986	0.133027	0.201514	0.0411426	0.0726442	0.196451	0.21408	0.0914348	0.00823977	0.0285493	0.00296835	0.00322652	0.00903893	0.119848	0.090552	0.0201739	0.240801	0.19299	0.0935632	0.0308231	0.0394384	0.0335586	0.217955	0.997212	0.999286	1.00071	1.00279	6.28457
9230	-644.9163	-612.9725	-31.94382	530895.2	8.722898	0.0676499	0.222794	0.140299	0.0137118	0.04908	0.0447329	0.0653416	0.238488	0.124385	0.178484	0.00655792	0.163665	0.201923	0.0147552	0.121003	0.000450597	0.0609481	0.0842585	0.0651969	0.289578	0.102134	0.0593724	0.0889514	0.263622	0.0716775	0.0641893	0.00805545	0.086789	0.153683	0.00308373	0.0038092	0.131221	0.0514484	0.340291	0.0918822	0.0444276	0.104857	0.0342439	0.02577	0.0795122	0.0658165	0.198058	0.126059	0.233842	0.217647	0.0486125	0.138837	0.066464	0.0478099	0.0796162	0.192593	0.0878	0.0174196	0.0392565	0.00299399	0.00487644	0.0270296	0.0730878	0.189792	0.0346523	0.0934026	0.104979	0.197355	0.0357201	0.0443806	0.0391454	0.332736	0.998256	0.999554	1.00045	1.00175	6.702304
9240	-645.8667	-610.0476	-35.81905	607189.2	9.640353	0.0531173	0.212875	0.0796818	0.0426269	0.0452223	0.0350457	0.0848265	0.12717	0.165146	0.258363	0.000611681	0.238647	0.27165	0.00787016	0.113786	0.00120468	0.143006	0.0464469	0.0671331	0.109432	0.0614768	0.257309	0.245266	0.481181	0.0602396	0.0748825	0.00820157	0.0801793	0.0823734	0.00132641	0.0257089	0.172956	0.0159359	0.293862	0.084658	0.100702	0.165665	0.0228508	0.0430539	0.169815	0.0937198	0.175648	0.0564972	0.156282	0.165796	0.0344293	0.132526	0.153289	0.0761833	0.0134242	0.311287	0.0784116	0.0274578	0.0442939	0.00067871	0.00697809	0.0214075	0.0992676	0.300287	0.0531741	0.161994	0.0528497	0.0926628	0.0379291	0.061643	0.0673067	0.115514	0.998369	0.999583	1.00042	1.00163	7.142443
9250	-643.759	-607.6575	-36.10145	801313.8	8.272749	0.0139105	0.100433	0.234476	0.0217867	0.0780506	0.0119273	0.142546	0.149277	0.229829	0.0876151	0.00209268	0.116893	0.16725	0.0110111	0.114797	0.000767229	0.136049	0.077618	0.0846667	0.192131	0.0803269	0.168001	0.151794	0.215973	0.416733	0.167639	0.0047845	0.0394492	0.11704	0.00603029	0.0139922	0.332168	0.0543092	0.201455	0.0700335	0.0893044	0.0702929	0.0103926	0.0243493	0.0776294	0.123581	0.0936808	0.08244	0.500753	0.132652	0.0388257	0.27266	0.0964411	0.0421605	0.00824836	0.283383	0.0426638	0.0559397	0.0243939	0.00251934	0.00609015	0.0250811	0.0781511	0.120096	0.0450813	0.356427	0.0636286	0.101341	0.0158211	0.019942	0.0694554	0.165053	0.99858	0.999637	1.00036	1.00142	7.151335
9260	-637.0065	-598.4224	-38.58404	775629.7	9.669749	0.0322275	0.204225	0.259213	0.040243	0.244149	0.0191645	0.177714	0.171963	0.228377	0.185935	0.00285107	0.0768052	0.223742	0.0348767	0.207676	0.000793735	0.0847192	0.068314	0.0855159	0.191944	0.0966696	0.175	0.11379	0.307023	0.276985	0.273479	0.00778283	0.126052	0.0682095	0.00931585	0.0100233	0.0556539	0.0242543	0.269262	0.0149428	0.103201	0.0774407	0.00680186	0.022406	0.0812425	0.0746863	0.109694	0.107748	0.230574	0.178127	0.0395915	0.275478	0.149007	0.0489185	0.0199034	0.247741	0.185151	0.0261505	0.0890994	0.00444868	0.00590656	0.0185842	0.11861	0.135784	0.0162661	0.187285	0.0496504	0.05069	0.0292808	0.016675	0.154378	0.197747	0.998557	0.999631	1.00037	1.00144	7.42716
9270	-646.6555	-610.6756	-35.97987	687721.4	8.890063	0.0351294	0.206975	0.223498	0.0223917	0.0655504	0.0267212	0.195522	0.118312	0.221469	0.133902	0.00206101	0.126358	0.0826602	0.136591	0.150403	0.000957682	0.0728948	0.0753212	0.0382814	0.166763	0.299853	0.0763437	0.0471446	0.227554	0.1733	0.358425	0.00319656	0.116304	0.102944	0.0112247	0.0046566	0.0743227	0.0504182	0.222495	0.00894259	0.116016	0.199417	0.00392958	0.0213671	0.095941	0.217007	0.0828538	0.453155	0.181136	0.199752	0.0366949	0.0450487	0.111649	0.0273978	0.0419639	0.394211	0.0983218	0.0173211	0.0295428	0.00814029	0.00591307	0.00748185	0.0693062	0.116204	0.0334671	0.0583246	0.0272909	0.0669456	0.0125466	0.0149613	0.180594	0.316786	0.998468	0.999608	1.00039	1.00153	7.169574
9280	-644.7825	-615.4029	-29.37963	296930.4	9.389419	0.0152471	0.0831052	0.158113	0.00858436	0.0828901	0.0229185	0.143838	0.0661333	0.199324	0.105558	0.00655599	0.195562	0.0799357	0.061666	0.275145	0.000897767	0.0942565	0.0836362	0.051223	0.16276	0.113918	0.0800886	0.036399	0.0630254	0.222332	0.205266	0.0102647	0.0948574	0.0447367	0.0221595	0.00249716	0.22431	0.0365278	0.174679	0.0174394	0.246082	0.208284	0.0036151	0.0375979	0.107557	0.136051	0.0701732	0.261518	0.0828147	0.267442	0.0177405	0.130921	0.0559985	0.0151761	0.0389341	0.258999	0.109001	0.0530788	0.044095	0.0247324	0.0142072	0.0160356	0.0181065	0.297413	0.0322123	0.0864977	0.0497582	0.0886497	0.00933124	0.0384448	0.175906	0.22243	0.997668	0.999403	1.00059	1.00233	6.464655
9290	-632.1555	-605.3268	-26.82875	309227.9	10.20835	0.0140411	0.066198	0.156121	0.0412258	0.0578106	0.0105712	0.150803	0.0714786	0.209914	0.107749	0.00153056	0.284612	0.0938066	0.0228497	0.133804	0.0016504	0.237494	0.0548095	0.0362695	0.101773	0.0777964	0.0812313	0.0169672	0.160927	0.0864533	0.137905	0.0147142	0.143114	0.134212	0.166758	0.00267203	0.129466	0.0501378	0.177463	0.025492	0.223371	0.110672	0.00301511	0.0169683	0.3121	0.19644	0.0396198	0.0696691	0.167071	0.213352	0.0205003	0.2153	0.150192	0.0152597	0.0155759	0.153806	0.0689062	0.0448725	0.0399803	0.00582287	0.0163781	0.00949565	0.010246	0.0774467	0.0160498	0.0879715	0.12169	0.175199	0.00265125	0.12375	0.18894	0.0568245	0.997715	0.999415	1.00058	1.00229	6.22896
9300	-641.9954	-603.8936	-38.10181	462403.1	9.657656	0.0117019	0.149501	0.0936808	0.0167262	0.0608116	0.0121484	0.159275	0.0444703	0.283288	0.193471	0.00315389	0.395694	0.170538	0.0243672	0.0287888	0.00139698	0.17715	0.0649596	0.081787	0.181894	0.112137	0.116124	0.148165	0.18543	0.0500667	0.16264	0.0172593	0.0664716	0.0348093	0.315047	0.00036099	0.208213	0.0561234	0.264636	0.0345979	0.111609	0.0976178	0.00409206	0.0160215	0.161516	0.0806986	0.0597946	0.109751	0.156727	0.46	0.0134369	0.141828	0.50159	0.0152748	0.0156558	0.279635	0.051172	0.0419575	0.0585604	0.0291614	0.00915322	0.0148091	0.00705395	0.0785225	0.0416003	0.225064	0.0846879	0.171553	0.0148866	0.128738	0.123175	0.145868	0.998131	0.999522	1.00048	1.00187	7.378096
9310	-643.3412	-620.5979	-22.74326	653538.2	9.950301	0.00752406	0.146371	0.129998	0.0400111	0.125921	0.028284	0.2	0.108955	0.167257	0.193765	0.00978712	0.0784199	0.0753719	0.0322032	0.0343314	0.00441139	0.141262	0.0679845	0.0545295	0.229042	0.0426993	0.0734119	0.0483235	0.221054	0.0269422	0.0709104	0.0266539	0.0281457	0.278163	0.260559	0.000232943	0.0572036	0.0247134	0.124572	0.0499688	0.107413	0.0775737	0.00256136	0.0514108	0.126089	0.0938229	0.0674216	0.0339072	0.0285978	0.0512558	0.0284967	0.132354	0.158179	0.0116522	0.0175548	0.227842	0.0519017	0.0209238	0.0451528	0.0595906	0.0161401	0.0105175	0.0162365	0.0857141	0.243901	0.159938	0.0973793	0.0900218	0.035998	0.0781841	0.0989256	0.27706	0.998428	0.999598	1.0004	1.00157	5.8127
9320	-635.898	-611.1406	-24.75742	606553.8	11.01031	0.0229894	0.162705	0.146663	0.0227747	0.173765	0.0240471	0.144774	0.050357	0.241147	0.113261	0.0186298	0.251558	0.137432	0.0224523	0.0418918	0.0306016	0.159842	0.0670206	0.0436573	0.123284	0.0643549	0.0276988	0.0463533	0.170855	0.0168917	0.135635	0.0524657	0.0226558	0.278163	0.0991197	0.00351375	0.104691	0.107639	0.2331	0.0630414	0.0602434	0.132014	0.0007048	0.140432	0.0949858	0.114213	0.0538837	0.0028617	0.0525084	0.104188	0.0146979	0.114344	0.0811044	0.0184782	0.0153646	0.184475	0.0348675	0.0144106	0.0978882	0.0111203	0.0160976	0.0182256	0.0166744	0.134314	0.26242	0.206045	0.125451	0.0821687	0.041484	0.110592	0.140784	0.110696	0.998368	0.999583	1.00042	1.00163	6.032767
9330	-646.0475	-615.94	-30.1075	242039.4	11.3621	0.0763807	0.12866	0.241633	0.00512093	0.0546757	0.101275	0.132731	0.0328922	0.0671954	0.146125	0.0565898	0.2126	0.283244	0.0443249	0.0170427	0.0203071	0.15091	0.119685	0.0346558	0.0648086	0.0623919	0.106473	0.0373756	0.279001	0.0451531	0.147597	0.084411	0.0262258	0.249171	0.0263841	0.0039093	0.233166	0.0444263	0.224827	0.102363	0.087925	0.0653624	0.000941224	0.159637	0.0365019	0.0809233	0.109808	0.00377311	0.0491144	0.142239	0.00427959	0.209732	0.130199	0.022931	0.00302759	0.0968235	0.0635645	0.0266632	0.0821946	0.0177687	0.0116698	0.0183433	0.0179525	0.210466	0.143552	0.307943	0.087259	0.133801	0.0764316	0.112529	0.103441	0.215594	0.997418	0.999339	1.00066	1.00258	6.496121
9340	-642.6225	-618.2702	-24.35231	677030.6	11.07745	0.187804	0.137244	0.135984	0.00380274	0.0435147	0.0388358	0.113201	0.0630274	0.0615292	0.0895903	0.0378452	0.189739	0.319061	0.16993	0.0307153	0.00431964	0.0955426	0.103042	0.0344889	0.077712	0.2078	0.0946517	0.0881732	0.0961903	0.0293732	0.129811	0.0832312	0.0252808	0.147361	0.0515912	0.00820976	0.126523	0.025559	0.175348	0.107708	0.0512232	0.078577	0.00153271	0.0392473	0.0956065	0.0731681	0.0589927	0.00311678	0.0628881	0.123779	0.00177807	0.06726	0.0909478	0.00621546	0.00437645	0.310935	0.105249	0.0819694	0.0468784	0.0311543	0.0377578	0.0104326	0.0358487	0.1122	0.248224	0.346002	0.16002	0.0512129	0.0770846	0.0735795	0.0531266	0.121065	0.998456	0.999605	1.00039	1.00155	5.99519
9350	-627.4852	-600.1903	-27.29496	300784.7	12.7586	0.277758	0.0918183	0.170167	0.00137677	0.104953	0.0612838	0.259538	0.0519031	0.114296	0.201906	0.0400607	0.174753	0.0664931	0.140003	0.0390083	0.00673787	0.130514	0.0351418	0.0236789	0.0575995	0.073835	0.096265	0.153215	0.25564	0.0385026	0.153969	0.0453098	0.0166974	0.0605725	0.16723	0.0067852	0.178767	0.0202319	0.13911	0.0713543	0.0313805	0.0240906	0.00345509	0.0387848	0.0938211	0.0394152	0.0137332	0.00081849	0.070994	0.194273	0.00136416	0.0374145	0.310347	0.0198178	0.00841252	0.158285	0.0470443	0.159079	0.0487609	0.0225431	0.0274521	0.0136487	0.0601003	0.0696614	0.185383	0.279232	0.176105	0.117656	0.0491459	0.0946494	0.0507182	0.17744	0.997683	0.999407	1.00059	1.00232	6.151501
