Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	br_lens[44]	br_lens[45]	br_lens[46]	br_lens[47]	br_lens[48]	br_lens[49]	br_lens[50]	br_lens[51]	br_lens[52]	br_lens[53]	br_lens[54]	br_lens[55]	br_lens[56]	br_lens[57]	br_lens[58]	br_lens[59]	br_lens[60]	br_lens[61]	br_lens[62]	br_lens[63]	br_lens[64]	br_lens[65]	br_lens[66]	br_lens[67]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
4640	-622.6543	-604.4828	-18.17152	153930.8	11.69579	0.198033	0.107576	0.042671	0.0912262	0.040841	0.0153467	0.122947	0.033477	0.145771	0.15665	0.00642475	0.0745728	0.164862	0.0177438	0.0828948	0.02926	0.119307	0.0167812	0.0360476	0.12904	0.0596899	0.038731	0.201108	0.176772	0.11098	0.01426	0.00576349	0.00825548	0.22675	0.0736595	0.0472307	0.0563829	0.0617735	0.178691	0.0369013	0.0120096	0.0324711	0.0800254	0.139659	0.00962345	0.0463321	0.170423	0.032177	0.0634206	0.122501	0.151618	0.0149005	0.00489827	0.0769579	0.0319049	0.0342608	0.137535	0.0979882	0.151408	0.0180607	0.139794	0.0163638	0.162694	0.0907485	0.0294884	0.125594	0.0945039	0.0482965	0.216051	0.0693345	0.00945818	0.0914329	0.996762	0.999171	1.00083	1.00324	5.450356
4650	-646.5603	-611.9935	-34.56675	173662.1	10.13083	0.161423	0.094389	0.0993762	0.084812	0.0367005	0.0163447	0.225332	0.032953	0.370325	0.106434	0.00619501	0.125795	0.148799	0.0185087	0.0272169	0.0100613	0.124025	0.0336566	0.0451699	0.229602	0.133933	0.0525836	0.0942281	0.275191	0.071466	0.0164267	0.0123451	0.00861242	0.386569	0.0762455	0.102173	0.0416667	0.0108481	0.294907	0.0585217	0.0142609	0.0482348	0.155765	0.054716	0.0128667	0.0478408	0.0930451	0.100058	0.124027	0.130417	0.171022	0.0187313	0.00627762	0.0452299	0.0701278	0.0154766	0.324571	0.212225	0.296568	0.143134	0.314941	0.0268935	0.158465	0.0340231	0.0440114	0.209016	0.0946865	0.0320527	0.155389	0.0225344	0.0108607	0.171243	0.996951	0.999219	1.00078	1.00305	6.991548
4660	-646.187	-611.1409	-35.04607	222572.8	8.949772	0.0638471	0.0374616	0.0609042	0.0482245	0.0426738	0.00996876	0.553498	0.141074	0.15437	0.172714	0.0252973	0.264557	0.306055	0.0091608	0.0761135	0.00756409	0.120984	0.0273971	0.106151	0.179579	0.0730953	0.0985767	0.10404	0.18366	0.140902	0.0195705	0.0204133	0.0308899	0.182524	0.106425	0.0352127	0.203858	0.0164076	0.0698604	0.0300925	0.0100298	0.0443367	0.193012	0.0582069	0.0123742	0.0351257	0.0702635	0.275363	0.202146	0.0969541	0.0736074	0.0458487	0.00563618	0.145072	0.0733666	0.116772	0.249727	0.0757813	0.292759	0.0214524	0.343648	0.0401982	0.124932	0.0510016	0.0283715	0.0324643	0.190782	0.0338074	0.142974	0.019337	0.114174	0.123531	0.997307	0.999311	1.00069	1.0027	7.066181
4670	-653.5173	-616.444	-37.07322	430673.8	8.186617	0.156309	0.0244786	0.0749376	0.0274145	0.0296603	0.041861	0.788472	0.113085	0.192572	0.122762	0.0170372	0.267859	0.220232	0.00312733	0.10188	0.0159384	0.148855	0.0219676	0.21056	0.118562	0.10031	0.0152023	0.12106	0.0930967	0.0691897	0.0763004	0.0119538	0.0830541	0.154199	0.0248553	0.0567225	0.19734	0.0389452	0.136065	0.0235342	0.0174468	0.0468062	0.142955	0.111184	0.00719824	0.0395165	0.128027	0.180592	0.113575	0.178878	0.0416954	0.0998485	0.00903935	0.186696	0.0587052	0.0555236	0.12739	0.16844	0.464073	0.0565266	0.11691	0.149769	0.0518149	0.037767	0.0126575	0.00753146	0.306467	0.0340861	0.110761	0.0161274	0.0745022	0.209814	0.998064	0.999505	1.00049	1.00194	7.261725
4680	-653.5684	-614.8624	-38.70599	643053.6	8.883716	0.0777202	0.0820476	0.106628	0.107541	0.00952333	0.0434076	0.197111	0.0945454	0.155256	0.103308	0.053496	0.233535	0.225783	0.00575928	0.152735	0.005965	0.0999815	0.0145851	0.0982433	0.12336	0.0724426	0.0313388	0.110331	0.238155	0.17365	0.256153	0.00586204	0.0369665	0.0481226	0.0379246	0.1158	0.141869	0.0870776	0.25244	0.0422382	0.0520238	0.0614113	0.0522046	0.111164	0.00640263	0.124902	0.0548452	0.279415	0.125837	0.187049	0.178028	0.0746974	0.00233763	0.334048	0.0296408	0.103788	0.241227	0.208676	0.28065	0.0637873	0.128848	0.331924	0.0407972	0.029367	0.00910731	0.00588116	0.214186	0.024642	0.143666	0.00883634	0.10057	0.225457	0.998415	0.999595	1.0004	1.00159	7.47632
4690	-664.2624	-619.8424	-44.41993	39849.64	6.768799	0.100494	0.121256	0.264419	0.106109	0.0206059	0.0898752	0.0792604	0.0392007	0.0997348	0.215343	0.0205371	0.222065	0.231108	0.0152102	0.124547	0.00454231	0.108812	0.0127049	0.336328	0.198756	0.317168	0.032617	0.288149	0.186753	0.163053	0.234943	0.0109734	0.0884158	0.010757	0.0339192	0.0599655	0.0961949	0.0276699	0.140259	0.157207	0.111689	0.0259706	0.0634121	0.0517671	0.00377175	0.115282	0.0226335	0.371949	0.177649	0.148893	0.122209	0.0978895	0.00359794	0.231282	0.00919792	0.105917	0.137159	0.500644	0.394293	0.14093	0.202784	0.371057	0.0222046	0.0304796	0.0216301	0.0106035	0.078188	0.0141798	0.0494324	0.0141872	0.0330337	0.0847554	0.99364	0.998366	1.00162	1.00637	8.027625
4700	-653.7727	-617.1188	-36.65386	65110.88	8.402355	0.16844	0.0800834	0.168019	0.0383631	0.0309145	0.140022	0.0833635	0.0679419	0.172217	0.104402	0.0170478	0.29891	0.385577	0.017697	0.229482	0.00553838	0.0678146	0.0224126	0.267134	0.246586	0.101502	0.0294821	0.110028	0.205096	0.162303	0.108451	0.00840441	0.0705989	0.0176943	0.0166113	0.04617	0.0959473	0.0253063	0.0740114	0.110177	0.0553094	0.0341317	0.0796616	0.276404	0.0083437	0.0742225	0.00890388	0.255272	0.20387	0.0399846	0.105442	0.159103	0.00204037	0.0955419	0.0435541	0.151582	0.205449	0.39854	0.204516	0.0502423	0.112554	0.251605	0.042652	0.0742635	0.00991657	0.00714967	0.122286	0.0874389	0.0593718	0.0162589	0.0353591	0.162923	0.995023	0.998723	1.00127	1.00499	7.227642
4710	-657.2824	-625.2989	-31.98353	103299.1	10.25388	0.114855	0.126061	0.212988	0.0191011	0.0206596	0.0565629	0.0925056	0.0171046	0.195034	0.0637541	0.0114372	0.257044	0.135995	0.0199815	0.103055	0.00614169	0.0831499	0.0699098	0.0907832	0.217041	0.139939	0.0344719	0.167028	0.116931	0.236398	0.189225	0.0168736	0.0476194	0.0166577	0.014279	0.101591	0.20695	0.0341213	0.135387	0.287789	0.0298055	0.0320222	0.0512863	0.16837	0.00400072	0.137181	0.00561969	0.267011	0.190889	0.0417794	0.111771	0.0837963	0.000858453	0.0843852	0.107863	0.210196	0.226213	0.208877	0.0371795	0.0624314	0.139342	0.100864	0.055885	0.045438	0.039758	0.0112389	0.121786	0.0250505	0.0287018	0.0130496	0.199874	0.231258	0.996048	0.998987	1.00101	1.00396	6.732206
4720	-659.1393	-628.4243	-30.71494	93180.98	10.21294	0.0873014	0.048359	0.160099	0.0388267	0.00387793	0.0423214	0.070351	0.0194842	0.31111	0.0617773	0.0108293	0.143235	0.180652	0.0711774	0.0471994	0.031284	0.0615498	0.0421347	0.130646	0.0766075	0.0509634	0.0236342	0.14543	0.0870323	0.0788321	0.0947465	0.0904942	0.140751	0.0229906	0.00661656	0.0704887	0.344296	0.204713	0.162682	0.292052	0.0440056	0.19243	0.115879	0.174772	0.00542717	0.0851921	0.0112977	0.108888	0.204841	0.136406	0.217261	0.103124	0.00695743	0.0511946	0.0629917	0.245286	0.0504878	0.286253	0.0364511	0.164649	0.0515928	0.157978	0.02718	0.0263855	0.0886815	0.0265531	0.0721654	0.0198027	0.0583938	0.0335989	0.237787	0.0510785	0.995839	0.998933	1.00106	1.00417	6.609536
4730	-644.476	-621.8884	-22.58758	504127.8	10.48669	0.113423	0.032865	0.171141	0.0238402	0.0117854	0.0490918	0.205705	0.0571837	0.181598	0.185413	0.0402527	0.171067	0.134954	0.0761303	0.053418	0.0206173	0.0179861	0.0319555	0.101987	0.028276	0.0422235	0.0288902	0.0994603	0.0628518	0.0561151	0.0782458	0.139657	0.067809	0.0239443	0.00381443	0.0124616	0.0950508	0.175951	0.199574	0.0387336	0.0619087	0.115125	0.167839	0.163007	0.00500335	0.0873342	0.0866206	0.0147415	0.392455	0.107293	0.113301	0.0942722	0.00348682	0.0428377	0.0300065	0.0274341	0.00674223	0.310609	0.0423197	0.161296	0.0716764	0.166272	0.0359286	0.061447	0.0488982	0.00917937	0.0771934	0.0558661	0.0586951	0.144509	0.217252	0.0117372	0.99821	0.999542	1.00046	1.00179	5.825758
4740	-644.6147	-620.7471	-23.86755	440455	12.29021	0.0614155	0.0239769	0.176539	0.117068	0.00517435	0.0915256	0.0631403	0.0634179	0.163835	0.182422	0.0129599	0.156881	0.13901	0.0775085	0.0803781	0.0340076	0.0906949	0.0807295	0.128255	0.0271335	0.0491952	0.0612097	0.135209	0.119942	0.0863982	0.058805	0.128657	0.0351445	0.0376681	0.013626	0.029093	0.139711	0.264272	0.160715	0.0971623	0.0539527	0.180629	0.0724149	0.295394	0.00950546	0.0928571	0.0238683	0.0910897	0.18474	0.0462698	0.13203	0.140237	0.00342574	0.0517013	0.0809693	0.0359828	0.0462537	0.0693883	0.0390904	0.125197	0.00690119	0.0705112	0.0986544	0.0807987	0.0306206	0.0642596	0.0721035	0.0683786	0.171402	0.129646	0.129333	0.0203016	0.998085	0.99951	1.00049	1.00192	5.910788
4750	-629.4916	-608.9484	-20.54318	94502.05	11.35602	0.143665	0.0206839	0.159371	0.111948	0.0201103	0.128444	0.0705832	0.10354	0.0987344	0.140168	0.0470879	0.266064	0.168653	0.0673394	0.0747669	0.0143245	0.0397348	0.0612805	0.0209901	0.0560202	0.0750659	0.0655103	0.148348	0.143088	0.14668	0.0564845	0.142844	0.105096	0.0389728	0.0138054	0.0317858	0.123344	0.0827661	0.150373	0.0336911	0.0350557	0.295047	0.04894	0.196374	0.0116617	0.150399	0.0343097	0.184824	0.0701298	0.0648396	0.0568859	0.101226	0.0116915	0.0292442	0.0237654	0.0324545	0.0370294	0.109604	0.020713	0.151056	0.0181557	0.0591118	0.0611247	0.10371	0.0366753	0.132672	0.118496	0.0570107	0.055724	0.0643922	0.0934447	0.0171914	0.995868	0.998941	1.00105	1.00414	5.654324
4760	-636.9331	-607.5786	-29.35446	34889.61	12.45181	0.109469	0.0190138	0.141871	0.158216	0.17861	0.0178005	0.0282411	0.0422989	0.102214	0.104054	0.0241995	0.210373	0.318275	0.0506082	0.139205	0.0686411	0.155382	0.0188433	0.0404515	0.112509	0.149103	0.104367	0.036085	0.249766	0.206407	0.0485516	0.0735282	0.165896	0.0657841	0.0403163	0.164468	0.0622882	0.0698284	0.0315686	0.027095	0.0212228	0.315654	0.133862	0.0650377	0.00529373	0.14827	0.0293786	0.350107	0.135265	0.0614935	0.044541	0.0715337	0.03521	0.0281667	0.10967	0.104296	0.0629314	0.127218	0.0388775	0.173723	0.0215195	0.0649571	0.0406736	0.0492515	0.0589562	0.0507425	0.115774	0.0119849	0.0380931	0.0686922	0.166521	0.0581779	0.993203	0.998254	1.00173	1.00681	6.342422
4770	-644.3254	-612.4553	-31.87013	29342.1	12.78987	0.124539	0.0383652	0.111936	0.173285	0.0420906	0.0356333	0.0245821	0.130639	0.317924	0.171767	0.0229809	0.237162	0.304817	0.0177917	0.108206	0.061796	0.0924564	0.0401615	0.0137924	0.162851	0.0904474	0.076755	0.0118151	0.215897	0.106768	0.130692	0.0142135	0.175773	0.212186	0.0580527	0.112056	0.0602031	0.0362636	0.0849239	0.0303534	0.0132795	0.286045	0.16936	0.047127	0.00491888	0.010938	0.0153106	0.172899	0.147363	0.0491563	0.0667823	0.0565536	0.0297057	0.0339811	0.315038	0.0823025	0.075076	0.125663	0.0780503	0.200466	0.037744	0.0296445	0.131056	0.0269188	0.0411335	0.0940868	0.130827	0.0469306	0.0410901	0.0243858	0.208684	0.0648198	0.992589	0.998095	1.00189	1.00743	6.506513
4780	-636.1404	-604.7298	-31.4106	39056.5	9.259966	0.220065	0.0807558	0.0894752	0.304082	0.156449	0.0979713	0.00127053	0.061974	0.0730979	0.0687027	0.00741194	0.115382	0.152301	0.00913567	0.171517	0.0502773	0.11172	0.0141922	0.0125008	0.089266	0.0962192	0.0512963	0.0257016	0.312143	0.310652	0.103254	0.026084	0.141721	0.0789157	0.0307696	0.070939	0.037896	0.0414366	0.28759	0.074471	0.016503	0.279658	0.210298	0.0677863	0.00609054	0.0331355	0.201457	0.29198	0.0529977	0.021606	0.0970605	0.0670573	0.0493278	0.100956	0.178869	0.086926	0.0834838	0.167911	0.123312	0.131807	0.0238461	0.0626537	0.122853	0.0750313	0.105512	0.0609853	0.0680551	0.0444864	0.0368958	0.00946833	0.164371	0.0576855	0.993575	0.99835	1.00164	1.00644	6.676704
4790	-639.8218	-615.5248	-24.29696	41797.4	9.093431	0.137874	0.0703699	0.157728	0.125317	0.168537	0.0957929	0.00328552	0.0621321	0.141056	0.103721	0.0190157	0.113768	0.185817	0.0132302	0.170516	0.0604753	0.10582	0.0750405	0.0294287	0.177683	0.0847785	0.0430648	0.0322365	0.145261	0.0494403	0.240513	0.0562781	0.146555	0.209707	0.0496776	0.0401657	0.0175679	0.0415463	0.201444	0.0518331	0.00522614	0.131184	0.223031	0.0176541	0.00521908	0.0439268	0.196575	0.151662	0.119154	0.0136495	0.0691081	0.0171423	0.0463138	0.0377103	0.0645934	0.0863097	0.122139	0.12703	0.0657221	0.110452	0.0735804	0.071622	0.0374002	0.0738026	0.148309	0.0443061	0.0589665	0.0305914	0.0911478	0.00691271	0.0892851	0.080242	0.993789	0.998405	1.00158	1.00622	5.886645
4800	-640.2179	-614.146	-26.0719	456873.9	10.02975	0.091925	0.0455635	0.153739	0.158173	0.0777786	0.0680116	0.00962175	0.153336	0.282747	0.07169	0.0638683	0.0814083	0.152859	0.0168546	0.101136	0.00900849	0.133284	0.0470123	0.0320202	0.30611	0.0705885	0.0769777	0.0631936	0.153006	0.0254886	0.0861331	0.114497	0.135431	0.184142	0.075931	0.0324819	0.0278169	0.0397173	0.0776038	0.0777704	0.00781853	0.301539	0.256096	0.019404	0.016393	0.0270956	0.0578291	0.213843	0.231735	0.028472	0.0979586	0.0543793	0.0653931	0.103178	0.0360983	0.0817483	0.0314806	0.0999165	0.112503	0.166776	0.0625528	0.01133	0.101875	0.106895	0.116335	0.0795996	0.113093	0.0354245	0.0910546	0.00678506	0.0255622	0.0929833	0.99812	0.999519	1.00048	1.00188	6.150074
4810	-626.8889	-606.5823	-20.30663	570957.5	11.45293	0.159885	0.108471	0.0860745	0.12903	0.0999993	0.0846663	0.0040656	0.100595	0.16648	0.0555004	0.0270446	0.181879	0.13389	0.00637706	0.12439	0.00234009	0.114737	0.00716302	0.068823	0.117853	0.171019	0.0906768	0.0689914	0.0963508	0.0340775	0.0564547	0.0239288	0.121005	0.0798901	0.0406844	0.0313818	0.0222783	0.0628512	0.135263	0.160775	0.0348738	0.111428	0.171062	0.0129069	0.029938	0.044148	0.118027	0.13987	0.169512	0.0615345	0.0851936	0.0513966	0.131778	0.0841684	0.0904744	0.0844724	0.0485433	0.128331	0.0623089	0.0748053	0.0159768	0.0446532	0.168316	0.0418536	0.15605	0.0419007	0.0575644	0.0347302	0.105926	0.0236997	0.0534795	0.180028	0.998318	0.99957	1.00043	1.00168	5.633844
4820	-642.3174	-617.129	-25.18841	904280.5	10.6515	0.0807406	0.12037	0.0646063	0.059417	0.13816	0.0313141	0.0251504	0.120855	0.111139	0.0328748	0.13553	0.182093	0.134022	0.0153612	0.00895983	0.00357861	0.172372	0.0155754	0.0881625	0.0674859	0.318091	0.134755	0.0222965	0.0597324	0.0885932	0.102976	0.0171983	0.18536	0.0900233	0.0244354	0.0113515	0.0701378	0.0413248	0.24934	0.186731	0.0329571	0.127797	0.148939	0.0296302	0.0491093	0.04615	0.0466719	0.0541011	0.163629	0.187758	0.0981367	0.155798	0.306518	0.0962143	0.0366209	0.0341057	0.0769677	0.133035	0.0597593	0.0341623	0.0144803	0.0553609	0.110844	0.093962	0.110802	0.0518837	0.0732392	0.0734191	0.119829	0.0628904	0.0953148	0.0845868	0.998664	0.999658	1.00034	1.00134	6.074786
4830	-641.3581	-611.7083	-29.64975	769511	9.078979	0.0324214	0.18154	0.0806851	0.0422593	0.132694	0.014541	0.0512505	0.0676825	0.0521949	0.0667089	0.0436821	0.0964447	0.271527	0.016655	0.00604358	0.0020228	0.104779	0.0421249	0.098654	0.0614712	0.31829	0.137611	0.0366353	0.0208636	0.0717836	0.0544971	0.0379151	0.201649	0.0869261	0.00669452	0.00729943	0.113884	0.0613484	0.3377	0.146841	0.0560894	0.161676	0.414186	0.108504	0.0289148	0.0351075	0.0323904	0.0655171	0.0456022	0.111328	0.0968787	0.0352394	0.324668	0.0797598	0.0784563	0.0879179	0.041322	0.166435	0.101413	0.0234433	0.0509694	0.101167	0.168658	0.0540419	0.0848302	0.0347711	0.102585	0.0796363	0.0754996	0.223006	0.206662	0.0921797	0.998551	0.99963	1.00037	1.00145	6.474177
4840	-640.6707	-611.1288	-29.54192	208478.2	11.63866	0.0285508	0.33761	0.0269797	0.0276741	0.130987	0.0644895	0.182346	0.133211	0.048791	0.0810531	0.0467924	0.220987	0.142397	0.0756037	0.00803466	0.00339506	0.105672	0.0514725	0.139011	0.0866483	0.22514	0.114759	0.0569947	0.0360004	0.11542	0.0746093	0.0785668	0.0807588	0.0594174	0.0142661	0.0160786	0.131388	0.0142458	0.274569	0.16224	0.091022	0.143108	0.118543	0.169573	0.0187971	0.0536187	0.0985671	0.0299505	0.0413542	0.0681578	0.0906807	0.0398288	0.229864	0.187904	0.0621764	0.14721	0.0535103	0.159296	0.0959983	0.0177409	0.147911	0.093167	0.143064	0.00989975	0.0804643	0.0520983	0.103694	0.0169662	0.0593651	0.213569	0.0963339	0.0972591	0.997217	0.999288	1.00071	1.00279	6.426854
4850	-645.2548	-612.5463	-32.70852	97382.95	9.862862	0.036385	0.0810037	0.0439065	0.0136597	0.0752799	0.15036	0.245481	0.102343	0.100912	0.0648287	0.0451015	0.266782	0.192028	0.0346274	0.0413665	0.00844111	0.147102	0.060966	0.207798	0.0991732	0.330421	0.106527	0.186996	0.05658	0.158512	0.0118911	0.19419	0.0658186	0.165044	0.0277485	0.0202111	0.0771544	0.0584616	0.23381	0.0294472	0.123772	0.287594	0.259313	0.207819	0.0160473	0.0566785	0.0882475	0.115915	0.0546446	0.147342	0.183568	0.030093	0.0909101	0.0451608	0.0700259	0.1391	0.177176	0.0462307	0.10968	0.00577455	0.0637169	0.0179612	0.0755878	0.00478858	0.149759	0.0388967	0.187754	0.00728049	0.0745844	0.0598994	0.0309442	0.109806	0.99593	0.998957	1.00104	1.00408	6.816428
4860	-642.4234	-609.5121	-32.91129	299241.8	10.7957	0.0166564	0.0691791	0.041985	0.036269	0.147367	0.0617066	0.236349	0.153138	0.164625	0.0861718	0.0231717	0.231266	0.115438	0.0270633	0.0524557	0.0178718	0.146294	0.0225024	0.134236	0.0201619	0.115696	0.270612	0.118442	0.100617	0.151747	0.0245172	0.0609694	0.0894981	0.180316	0.0250021	0.0354349	0.084291	0.0359218	0.342922	0.0435212	0.167865	0.322441	0.0498417	0.131044	0.0111634	0.0449729	0.311116	0.115958	0.114508	0.101866	0.174614	0.127728	0.145274	0.0263204	0.0455006	0.063943	0.127908	0.164525	0.129815	0.0363613	0.0699811	0.0210261	0.133904	0.00608213	0.0775379	0.030773	0.106473	0.00294196	0.165454	0.0452122	0.110905	0.123326	0.997677	0.999406	1.00059	1.00232	6.789794
4870	-640.7727	-611.1035	-29.66915	881776.2	9.626031	0.0237306	0.0703298	0.0768175	0.0287972	0.107549	0.0739452	0.329822	0.17454	0.138191	0.068326	0.00914063	0.353956	0.110722	0.02906	0.0313043	0.016432	0.0517815	0.0130939	0.0937488	0.0155918	0.0690259	0.0794843	0.0332439	0.0761115	0.16548	0.0223278	0.0946462	0.133891	0.121084	0.0498272	0.037168	0.0232329	0.0112803	0.0990535	0.103336	0.0712384	0.326064	0.042619	0.0526104	0.00654848	0.0347716	0.349016	0.088061	0.0841851	0.176387	0.348456	0.0785976	0.256395	0.0310774	0.0612342	0.0644465	0.0610494	0.141654	0.12208	0.101986	0.196639	0.0317256	0.143817	0.00522184	0.0266386	0.0394441	0.0427914	0.00770847	0.112934	0.0236546	0.241512	0.197502	0.998647	0.999654	1.00035	1.00135	6.504137
4880	-635.7603	-608.7454	-27.0149	513385	10.10035	0.00660489	0.0554137	0.185076	0.0126929	0.202734	0.0533368	0.225111	0.0800647	0.0714444	0.0469697	0.00380948	0.194227	0.130432	0.0771121	0.00659576	0.0225585	0.0983243	0.0113697	0.0778833	0.00432134	0.133355	0.0648571	0.0400577	0.213052	0.179485	0.0253797	0.117743	0.0499591	0.0361773	0.016885	0.0929735	0.151234	0.00534456	0.208652	0.0570439	0.102002	0.233762	0.105133	0.113956	0.0320027	0.0293747	0.0988467	0.166146	0.191512	0.0714005	0.119298	0.0618201	0.124437	0.0244236	0.0519155	0.0606819	0.361186	0.109868	0.086332	0.110278	0.156733	0.044278	0.175333	0.00196775	0.0674745	0.0556198	0.0436378	0.0524289	0.0338595	0.00419438	0.271005	0.126392	0.998227	0.999546	1.00045	1.00177	6.24558
4890	-643.3236	-615.0229	-28.30066	678251.6	9.12459	0.00639845	0.0969763	0.322947	0.0234518	0.148913	0.0558374	0.248549	0.151801	0.0701543	0.137876	0.00559458	0.0633237	0.197571	0.0471525	0.0360971	0.0304558	0.0779616	0.0149179	0.0722698	0.02655	0.14811	0.102014	0.0359118	0.150004	0.140246	0.0111791	0.140522	0.0796496	0.135468	0.0769572	0.16106	0.166649	0.000972039	0.228976	0.0299413	0.0224019	0.131696	0.196249	0.0846003	0.0268003	0.0318232	0.203707	0.175784	0.153982	0.041882	0.154246	0.00740589	0.162328	0.00603561	0.076396	0.0724369	0.264914	0.193387	0.0182416	0.0630511	0.0547721	0.0787749	0.0202718	0.00193995	0.0327289	0.0707902	0.162	0.0634095	0.0328349	0.00406532	0.256628	0.0217174	0.998457	0.999605	1.00039	1.00154	6.329759
4900	-641.7608	-609.0519	-32.7089	597477.1	10.9719	0.0113976	0.162844	0.168221	0.0367688	0.076917	0.0370663	0.194255	0.143854	0.0866198	0.162068	0.0176291	0.0717508	0.256706	0.0260121	0.0890049	0.0518071	0.09731	0.0456066	0.0811098	0.0640252	0.269314	0.0349441	0.0166224	0.354275	0.130789	0.0684769	0.0737833	0.0974559	0.155836	0.0578933	0.125589	0.136993	0.000967345	0.163579	0.00988419	0.157902	0.46785	0.0824332	0.101953	0.133793	0.0485868	0.0667191	0.0763673	0.062288	0.0507804	0.149562	0.0716298	0.186805	0.00192943	0.179265	0.10901	0.151974	0.11878	0.0267922	0.11099	0.0119959	0.15104	0.0388941	0.00115672	0.112056	0.0487661	0.0980409	0.0335572	0.0664009	0.00387889	0.237604	0.0217839	0.998356	0.999579	1.00042	1.00164	6.75796
4910	-646.7455	-610.0632	-36.68233	878470.9	11.56176	0.00403551	0.0691163	0.162398	0.0207914	0.0871696	0.0139584	0.319769	0.22772	0.0613895	0.0930336	0.0105208	0.174871	0.250972	0.121137	0.0571907	0.0269763	0.192829	0.10536	0.15881	0.118138	0.258216	0.0706849	0.0172963	0.330245	0.0528878	0.131853	0.105699	0.0837616	0.244169	0.025248	0.0552641	0.0599447	0.00502211	0.303679	0.012039	0.106632	0.0984037	0.0869517	0.0533178	0.10191	0.0354061	0.126804	0.065427	0.0681132	0.0821152	0.134058	0.0953668	0.0885106	0.00127959	0.159342	0.125613	0.214455	0.0985608	0.0380554	0.118162	0.00409373	0.0409252	0.0771903	0.00754052	0.215855	0.0391215	0.176523	0.03797	0.0596236	0.00438658	0.371018	0.0851738	0.998644	0.999653	1.00035	1.00136	7.050103
4920	-647.8146	-614.777	-33.03766	229729.9	10.52091	0.00133775	0.0602477	0.275762	0.0181791	0.114363	0.0130293	0.19318	0.144508	0.149204	0.0302927	0.00701811	0.073973	0.182404	0.0743782	0.0305303	0.0327069	0.0723952	0.0512447	0.0603221	0.183778	0.0955339	0.0564122	0.0160604	0.182108	0.0934428	0.0776297	0.0405827	0.0506366	0.144901	0.0595268	0.062605	0.0716119	0.00179585	0.427396	0.00836152	0.0938432	0.157133	0.32241	0.029324	0.0938543	0.0233541	0.142388	0.161387	0.0475844	0.119853	0.116986	0.0166029	0.0390543	0.0013805	0.0944955	0.0670486	0.492937	0.0276478	0.0220216	0.171317	0.00735014	0.0234427	0.217405	0.0091912	0.177127	0.0614356	0.328838	0.114321	0.0410433	0.0181348	0.310286	0.113518	0.997349	0.999321	1.00068	1.00265	6.820174
4930	-643.524	-613.9461	-29.57785	429619.6	10.35855	0.00252737	0.0856358	0.0680297	0.00487626	0.225786	0.0507734	0.132206	0.111214	0.0883392	0.04806	0.0111221	0.154365	0.199822	0.0748329	0.046781	0.0243547	0.0443218	0.0625436	0.269788	0.14827	0.0503853	0.0442261	0.0573146	0.174523	0.114685	0.0385754	0.0847743	0.0701954	0.041322	0.0344125	0.184243	0.161183	0.00099016	0.382719	0.0178611	0.122035	0.220386	0.180755	0.0308027	0.112046	0.0426444	0.0211949	0.0460641	0.0189011	0.0438248	0.165505	0.0180909	0.240425	0.00124114	0.100072	0.261368	0.214765	0.00991331	0.00889232	0.0668447	0.00657385	0.0346955	0.217405	0.0112914	0.317053	0.0352535	0.375286	0.064381	0.0340918	0.00799271	0.0952822	0.0594696	0.998061	0.999504	1.00049	1.00194	6.495609
4940	-633.898	-605.6235	-28.27454	685186.7	10.485	0.0168243	0.102131	0.0469357	0.00202423	0.185512	0.0114058	0.203506	0.153412	0.210736	0.163697	0.0406127	0.139705	0.226415	0.0453965	0.0797266	0.0187165	0.111925	0.192088	0.185707	0.0612917	0.129785	0.147989	0.0321237	0.168043	0.180606	0.0987857	0.024395	0.106535	0.0654678	0.0779473	0.124394	0.266927	0.00126739	0.394548	0.0279671	0.0688982	0.136298	0.0870579	0.0182554	0.0930292	0.0410605	0.019758	0.0646902	0.010373	0.0313804	0.0819249	0.0479872	0.174607	0.00140363	0.013901	0.0663599	0.240714	0.0292855	0.00581907	0.107738	0.00475598	0.0831513	0.22077	0.0138227	0.22668	0.0655216	0.164509	0.0651975	0.0230931	0.00581247	0.0584907	0.0511966	0.998465	0.999607	1.00039	1.00154	6.36809
