Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
46450	-495.2868	-479.0106	-16.27628	858443.3	10.61127	0.0441765	0.120981	0.0376412	0.360453	0.215388	0.024148	0.0711244	0.051247	0.0716239	0.158365	0.181809	0.0196336	0.00257633	0.0474985	0.0100967	0.0468025	0.0709066	0.0492089	0.0840838	0.0524051	0.0971142	0.0711952	0.0597754	0.0557586	0.248834	0.395921	0.0964392	0.0366508	0.00125126	0.045265	0.0634325	0.0266475	0.245323	0.130956	0.503942	0.170723	0.0966025	0.00146499	0.0118002	0.0869984	0.0847967	0.998628	0.999649	1.00035	1.00137	4.25106
46460	-484.805	-470.0116	-14.79342	428552.6	8.53116	0.0325433	0.0319749	0.0122375	0.337615	0.120782	0.0275129	0.0869683	0.0639323	0.0822314	0.201302	0.105755	0.0359034	0.00125844	0.0241471	0.0281064	0.0288258	0.0642475	0.0492453	0.0207063	0.0915516	0.317182	0.0533771	0.023863	0.0206841	0.305675	0.286913	0.0410833	0.0153682	0.0020365	0.0959866	0.0429397	0.0166683	0.297769	0.166955	0.480532	0.308485	0.0668152	0.00845864	0.021733	0.0674133	0.0271303	0.998059	0.999503	1.0005	1.00194	4.113914
46470	-485.1005	-474.0254	-11.07517	781586.4	11.41339	0.0262974	0.0692696	0.0196236	0.128696	0.176933	0.0715492	0.066035	0.0730252	0.0784996	0.374485	0.0782391	0.0415616	0.00445119	0.0246601	0.0348346	0.0470902	0.0859193	0.076419	0.0572475	0.101699	0.116639	0.105275	0.0455793	0.00767457	0.267945	0.0570247	0.00796724	0.00292463	0.00258574	0.0687165	0.10243	0.0213849	0.227668	0.0722788	0.456167	0.260002	0.0689689	0.0310353	0.0335155	0.0321694	0.119826	0.998563	0.999632	1.00037	1.00144	3.744313
46480	-482.4677	-472.7239	-9.743819	259282.7	11.3621	0.00732523	0.077128	0.106645	0.135207	0.105582	0.0996438	0.0336605	0.0998305	0.0162575	0.329995	0.0615819	0.0336865	0.00332792	0.0295051	0.0347327	0.036218	0.0447698	0.0612194	0.0593547	0.0845057	0.24806	0.0477959	0.0518985	0.00778597	0.327233	0.0941019	0.0148546	0.00141624	0.00630097	0.0440368	0.103602	0.029266	0.138834	0.0770211	0.400594	0.259325	0.0587409	0.0532572	0.05558	0.0651934	0.0836176	0.997505	0.999361	1.00064	1.0025	3.628691
46490	-483.6004	-473.7362	-9.864176	290595.2	13.67249	0.00401972	0.0851539	0.0510081	0.058876	0.0253463	0.0483974	0.00868273	0.0486167	0.0171901	0.0806923	0.0528022	0.051167	0.000879102	0.0348667	0.0524695	0.0325504	0.0544049	0.033233	0.0555787	0.1211	0.154877	0.165365	0.0689277	0.020038	0.255086	0.141783	0.0284128	0.000829451	0.00621679	0.0372801	0.086849	0.0131849	0.126887	0.273136	0.448394	0.377566	0.0264841	0.0729337	0.0967136	0.0854576	0.142135	0.997643	0.999397	1.0006	1.00236	3.545589
46500	-477.4487	-470.9445	-6.504197	316580.9	10.60226	0.0148131	0.0422525	0.0268012	0.102309	0.0125747	0.0754341	0.0076953	0.0119877	0.0296131	0.0665288	0.0406402	0.0328873	0.000398997	0.0227631	0.121273	0.0309706	0.106189	0.0398716	0.0641452	0.261531	0.096271	0.0631781	0.0430391	0.104394	0.109737	0.0852638	0.0304885	0.000719305	0.0072449	0.0429493	0.0395814	0.00877779	0.105942	0.33081	0.359198	0.418191	0.0620327	0.168477	0.0809367	0.0272688	0.0346794	0.997742	0.999422	1.00058	1.00226	3.329859
46510	-481.4391	-474.0304	-7.408626	682727	12.43321	0.0821993	0.0389795	0.0397705	0.106757	0.0061508	0.0434516	0.00865743	0.0167869	0.0427035	0.0207801	0.0485063	0.0330654	0.000669907	0.0225544	0.00555062	0.0158286	0.126097	0.0499975	0.0765758	0.0911156	0.108058	0.0728436	0.021436	0.0806551	0.159003	0.111193	0.077902	0.00303009	0.000739723	0.0469445	0.139379	0.0103694	0.0809398	0.290425	0.327784	0.454475	0.21069	0.179977	0.0678907	0.053985	0.0341933	0.998462	0.999607	1.00039	1.00154	3.408109
46520	-477.5038	-469.7476	-7.756184	820749.7	14.8117	0.108052	0.0155626	0.0449297	0.0668855	0.00766016	0.0891927	0.0108541	0.0102611	0.01739	0.0481672	0.0598877	0.0118065	0.000426207	0.015137	0.00387512	0.021375	0.0613566	0.0881776	0.0792158	0.272154	0.0453198	0.135137	0.0634506	0.0660865	0.0541533	0.110668	0.0157303	0.00143379	0.00370162	0.082245	0.0927363	0.0079529	0.107424	0.20333	0.420966	0.335126	0.249442	0.0884147	0.0967714	0.0930203	0.0312444	0.998597	0.999641	1.00036	1.0014	3.33672
46530	-485.4742	-472.9618	-12.51233	340754.4	11.10436	0.0796366	0.0228582	0.0377634	0.181686	0.00369863	0.0384326	0.0119727	0.00470895	0.00953586	0.102413	0.161536	0.00946766	0.000570048	0.0682276	0.0159007	0.0266484	0.0521028	0.0960031	0.0929729	0.0843168	0.0882844	0.1242	0.0405179	0.0167756	0.0433064	0.0366801	0.0188665	0.00477293	0.0016839	0.123756	0.162966	0.00509783	0.238681	0.315456	0.251447	0.269275	0.139125	0.108263	0.066745	0.666874	0.0589294	0.997823	0.999443	1.00056	1.00218	3.882155
46540	-488.6689	-480.0979	-8.571016	595602.9	12.67574	0.0537506	0.018721	0.0438254	0.0716844	0.0016359	0.0136185	0.00557978	0.00614389	0.0335192	0.0265601	0.162631	0.00425781	0.000351172	0.0279102	0.0480076	0.0470106	0.0885849	0.205568	0.0927248	0.100356	0.0782527	0.0817986	0.0507181	0.0138759	0.0477945	0.0529138	0.0104577	0.00171996	0.00211388	0.119354	0.127523	0.00516632	0.209499	0.408626	0.257232	0.444399	0.0810318	0.147637	0.0317787	0.212898	0.0560329	0.998353	0.999579	1.00042	1.00165	3.493263
46550	-493.4913	-477.6372	-15.85411	73105.28	11.78453	0.0465118	0.0953751	0.0457219	0.0900925	0.00214143	0.0328953	0.00380128	0.0118675	0.0642245	0.0102073	0.279344	0.00442799	0.000566836	0.0393032	0.075499	0.0171864	0.0856539	0.137723	0.112127	0.0508435	0.030345	0.152436	0.0733637	0.0193456	0.120692	0.0446021	0.00327359	0.0226533	0.00120057	0.222595	0.194892	0.00515256	0.134018	0.425122	0.257122	0.721439	0.0603383	0.194568	0.0352542	0.127906	0.0851206	0.995303	0.998795	1.0012	1.00471	4.136952
46560	-487.1314	-477.2806	-9.850858	73335.46	12.10293	0.0730684	0.0522727	0.0902483	0.0339116	0.00746747	0.131036	0.0102248	0.00270863	0.0734411	0.0111638	0.0998353	0.00714227	0.000914286	0.0634238	0.0110903	0.0575062	0.0893849	0.0395939	0.0823097	0.0408676	0.0253246	0.155571	0.135409	0.00621797	0.124314	0.0796105	0.00643506	0.0703786	0.000846145	0.204302	0.0891386	0.00193293	0.0533484	0.434668	0.37809	0.387581	0.083263	0.14146	0.0905802	0.110742	0.0603296	0.99531	0.998797	1.00119	1.0047	3.617153
46570	-485.7733	-476.9968	-8.776482	72292.01	12.80242	0.0867641	0.0414161	0.125586	0.0369425	0.0125191	0.0706357	0.0310197	0.00120219	0.0666468	0.009889	0.0489844	0.0066576	0.00161125	0.0959296	0.0280547	0.0743859	0.067793	0.0631462	0.00981117	0.0190942	0.0677489	0.120368	0.0629607	0.00769685	0.0404565	0.0727081	0.0266303	0.101324	0.000752631	0.30484	0.0461638	0.00103709	0.044825	0.476717	0.427694	0.388513	0.107775	0.0821531	0.0749917	0.120271	0.0308987	0.995276	0.998789	1.0012	1.00473	3.504614
46580	-476.0129	-469.285	-6.727873	359458.9	12.38192	0.015774	0.0309629	0.0819496	0.0493328	0.0162733	0.0745507	0.0508378	0.0020562	0.0446005	0.00758844	0.169782	0.0155027	0.00374493	0.150399	0.0310718	0.0167016	0.0147072	0.0881318	0.00635661	0.0124595	0.0115037	0.11365	0.0689904	0.0105813	0.0716527	0.0861914	0.0553652	0.219749	0.00198743	0.0837182	0.0499647	0.00272013	0.159009	0.464503	0.350646	0.364668	0.0206882	0.113232	0.0641943	0.110724	0.0478648	0.997881	0.999458	1.00054	1.00212	3.354387
46590	-476.1816	-462.1281	-14.05343	741122.4	8.032234	0.00816855	0.083064	0.015771	0.134396	0.0309313	0.132804	0.0884099	0.00380713	0.0344404	0.00934265	0.192113	0.00423209	0.00283734	0.138008	0.0204587	0.0345961	0.00735206	0.118278	0.00413032	0.00947967	0.00480308	0.105016	0.0850023	0.0141727	0.0959658	0.110945	0.083398	0.109332	0.00152816	0.0198245	0.0263866	0.00816863	0.138635	0.196987	0.749785	0.774073	0.0360319	0.0623355	0.0505103	0.176097	0.0605224	0.998524	0.999622	1.00038	1.00148	3.982141
46600	-468.8257	-460.8278	-7.997871	799380	11.68792	0.00457829	0.0504563	0.00756652	0.131642	0.02323	0.0719881	0.0272203	0.00397361	0.012601	0.0340496	0.0680548	0.00412254	0.00132756	0.228322	0.0338178	0.0538685	0.0252546	0.04345	0.00611546	0.00582342	0.0339772	0.167723	0.0501617	0.00810576	0.159635	0.0916612	0.0513322	0.110131	0.00244629	0.0691238	0.0977283	0.0035046	0.059051	0.253475	0.52604	0.496764	0.0533313	0.0239872	0.0163107	0.309202	0.0506022	0.998579	0.999637	1.00036	1.00142	3.471756
46610	-471.2215	-466.179	-5.042502	823573.7	11.73882	0.00433211	0.0371743	0.00897131	0.059466	0.0476839	0.14075	0.0186626	0.00629275	0.0559433	0.0331768	0.141461	0.00449827	0.00222247	0.155572	0.0339589	0.0831537	0.0177521	0.0783748	0.00608965	0.00478774	0.0961629	0.138704	0.0368435	0.00867025	0.208333	0.0629477	0.0308072	0.0327718	0.0051881	0.107533	0.0766379	0.0074849	0.0696785	0.0896291	0.705205	0.30773	0.105828	0.0298787	0.0124508	0.126122	0.0203228	0.9986	0.999642	1.00036	1.0014	3.219252
46620	-476.1006	-471.7497	-4.350938	419843.2	12.25015	0.00424334	0.0367079	0.0277472	0.106217	0.0429471	0.0965935	0.0285474	0.00264093	0.0168544	0.0116298	0.249795	0.0196758	0.00207713	0.0730522	0.0636727	0.0393802	0.030427	0.0692551	0.0133872	0.00383064	0.058994	0.1466	0.070173	0.079161	0.172016	0.0252506	0.0418951	0.0223969	0.00332575	0.0588265	0.154526	0.00371549	0.139581	0.0283065	0.432524	0.445435	0.107551	0.0210239	0.0175115	0.184581	0.0107018	0.998039	0.999498	1.0005	1.00196	3.162778
46630	-467.3854	-460.7901	-6.595333	501970.7	12.16468	0.00162225	0.0465015	0.0535563	0.159314	0.109421	0.0856881	0.0312371	0.0142134	0.0145302	0.00357428	0.140043	0.0291646	0.00865546	0.0729435	0.0387994	0.0363919	0.0117243	0.0287204	0.0364989	0.0018181	0.175334	0.160576	0.107215	0.0416675	0.0811433	0.0222238	0.0415329	0.0227697	0.0130718	0.121207	0.0797373	0.0159105	0.0355693	0.0235136	0.566583	0.416507	0.180869	0.12818	0.0115616	0.158466	0.0192506	0.998206	0.999541	1.00046	1.00179	3.347308
46640	-480.7775	-467.2155	-13.56203	121723.3	15.66151	0.000743649	0.098264	0.076014	0.154226	0.211008	0.0374189	0.104304	0.0158459	0.0206553	0.0235914	0.206228	0.0145204	0.0184749	0.273802	0.108291	0.0339206	0.00381604	0.0320315	0.0176204	0.000340138	0.136587	0.264897	0.0771626	0.0183366	0.0296659	0.0350586	0.0456813	0.0134573	0.0312381	0.102519	0.133918	0.0889806	0.0113722	0.0338491	0.293911	0.559532	0.0815747	0.0840137	0.0130388	0.136558	0.0191039	0.996359	0.999067	1.00093	1.00365	3.66157
46650	-469.9103	-463.755	-6.155256	291315.8	11.85351	0.00259439	0.0455529	0.107875	0.0879962	0.197023	0.207167	0.0600375	0.0964811	0.0244578	0.0117486	0.119598	0.00805492	0.0128571	0.122669	0.0540646	0.0143835	0.00709868	0.0490956	0.00869615	0.000596275	0.0593941	0.185371	0.0857902	0.0377509	0.0543215	0.100187	0.044148	0.0450895	0.0124268	0.0368187	0.0933753	0.0899748	0.00422181	0.0398538	0.60494	0.291667	0.110666	0.0403942	0.0472077	0.0836571	0.00837009	0.997646	0.999397	1.0006	1.00236	3.313674
46660	-480.7079	-469.2597	-11.4482	294052.3	10.22923	0.00227441	0.0456346	0.112692	0.137193	0.08193	0.0423744	0.0774135	0.102147	0.0897514	0.025218	0.219098	0.00745442	0.00866811	0.114403	0.0491581	0.0112405	0.00121465	0.0190144	0.00865845	0.000788498	0.0297682	0.10267	0.135891	0.0264699	0.0635841	0.0617344	0.125189	0.0440086	0.0288779	0.0326362	0.314612	0.0903886	0.0104342	0.0475796	0.796147	0.252118	0.229984	0.0498488	0.069723	0.12185	0.00850307	0.997657	0.9994	1.0006	1.00235	3.798342
46670	-471.8202	-465.6718	-6.148413	168706.8	12.22389	0.00170247	0.0350506	0.0296059	0.18223	0.108	0.0288511	0.0560872	0.189474	0.180183	0.0283704	0.0987904	0.00246895	0.00172659	0.088024	0.0364836	0.0312668	0.00503244	0.0121321	0.00494042	0.00097676	0.017699	0.167152	0.166486	0.0333218	0.0565514	0.101502	0.0937277	0.134315	0.0298751	0.0330221	0.12824	0.0404555	0.0130633	0.0701174	0.465085	0.290727	0.0944236	0.0335186	0.0601806	0.139041	0.0199497	0.996907	0.999208	1.00079	1.0031	3.309851
46680	-476.0727	-470.65	-5.422672	589195.8	14.41569	0.00908899	0.0449583	0.0270289	0.257553	0.115883	0.0462075	0.070829	0.0973004	0.0715666	0.0518104	0.125384	0.000566403	0.00398593	0.109211	0.052537	0.0410008	0.010357	0.00628271	0.0180611	0.00260686	0.0109327	0.191353	0.060585	0.050798	0.113798	0.0602724	0.0182147	0.0742481	0.0802105	0.0755261	0.160324	0.0225444	0.00964977	0.0612413	0.235777	0.466397	0.11855	0.0320007	0.09922	0.0815524	0.00951351	0.998345	0.999577	1.00042	1.00166	3.194927
46690	-472.4408	-462.9262	-9.5146	978713.9	8.547608	0.00571306	0.0271223	0.0483398	0.0462694	0.135098	0.0771409	0.166355	0.0627644	0.0424482	0.134204	0.0693564	0.000738444	0.0445137	0.15627	0.0873209	0.00935962	0.0106126	0.0187625	0.0139657	0.00370292	0.0579765	0.133074	0.194727	0.0208144	0.202032	0.0771758	0.0687724	0.0999721	0.197665	0.0418017	0.127858	0.0545206	0.0258301	0.0444872	0.340366	0.321193	0.0431531	0.015302	0.164993	0.041389	0.0641122	0.998715	0.999672	1.00033	1.00129	3.497274
46700	-481.5779	-469.7705	-11.80731	603401.6	9.145757	0.0219005	0.030669	0.0808722	0.0257567	0.0441189	0.119663	0.0554309	0.0466086	0.0244795	0.0792327	0.0613015	0.000185935	0.110253	0.0712001	0.0963759	0.00158163	0.0114949	0.0191752	0.061134	0.00478499	0.0565788	0.252679	0.128693	0.0572923	0.132441	0.0313796	0.105104	0.146495	0.114772	0.120372	0.156238	0.185102	0.0191551	0.0175728	0.466515	0.447019	0.0408508	0.0273686	0.185023	0.0418204	0.110681	0.998364	0.999582	1.00042	1.00164	3.809371
46710	-484.7207	-479.8442	-4.8765	298204.1	12.20372	0.0264974	0.0278122	0.0499332	0.0114244	0.0343139	0.181079	0.0487859	0.0967478	0.0127405	0.0745008	0.165334	0.00010474	0.110717	0.0723181	0.0341983	0.00204004	0.0211129	0.01371	0.0414835	0.0075217	0.0754697	0.0610886	0.0773831	0.0776174	0.035524	0.0515342	0.0912222	0.0639944	0.126399	0.0279505	0.0480943	0.147514	0.0136586	0.0435909	0.478928	0.521471	0.0130548	0.0135599	0.00960569	0.040382	0.155462	0.997673	0.999405	1.00059	1.00233	3.20588
46720	-471.418	-457.1241	-14.29394	329666.5	8.522763	0.0522186	0.0742867	0.119685	0.0384821	0.0319639	0.183444	0.0910791	0.038643	0.0113134	0.0901402	0.156646	0.000168356	0.0312498	0.1334	0.0240647	0.00454092	0.0135722	0.020171	0.0311873	0.0143064	0.0714881	0.125903	0.100107	0.0496635	0.0561291	0.164886	0.236461	0.152098	0.0588675	0.0118463	0.0570187	0.0446552	0.0378612	0.138563	0.530469	0.659304	0.0272251	0.0984104	0.0165616	0.0731043	0.183637	0.997787	0.999434	1.00056	1.00221	4.054822
46730	-475.8992	-461.4884	-14.41076	577248.5	9.212904	0.0558081	0.0367545	0.134568	0.0913597	0.0747347	0.135433	0.0521492	0.0340727	0.0115739	0.0512602	0.0529434	5.04505e-05	0.0438418	0.0773501	0.0104165	0.00847891	0.0102857	0.0186727	0.0453501	0.00894669	0.0940209	0.131871	0.069417	0.0837095	0.043051	0.111842	0.148658	0.123232	0.196194	0.0663585	0.0953362	0.0562401	0.0171451	0.163518	0.404368	0.758105	0.0450862	0.177013	0.0372136	0.0995307	0.21933	0.998327	0.999572	1.00043	1.00167	4.095291
46740	-468.2916	-461.3643	-6.927253	876129.4	13.62138	0.0400761	0.0354005	0.0436815	0.125539	0.074535	0.0816069	0.0539958	0.0330857	0.0312399	0.0467203	0.0761372	0.000193307	0.02138	0.121516	0.00762098	0.0141501	0.0174562	0.00510617	0.00673506	0.0140872	0.159493	0.0614302	0.0978135	0.160819	0.124572	0.21737	0.0791419	0.0667921	0.0882035	0.0568554	0.043262	0.00872782	0.0376946	0.0363489	0.299396	0.509298	0.0505414	0.108345	0.0585181	0.0479134	0.169961	0.998642	0.999653	1.00035	1.00136	3.332759
46750	-482.5254	-464.2562	-18.2692	338231.9	9.809242	0.0285996	0.0163537	0.0229456	0.167328	0.0254073	0.0637311	0.126512	0.0984067	0.0329496	0.175411	0.0978482	5.37872e-05	0.0102224	0.0592442	0.0169391	0.0122491	0.116744	0.0161881	0.0147851	0.0163181	0.13637	0.0737434	0.0341057	0.484838	0.125842	0.263537	0.0964642	0.0899855	0.0967141	0.148205	0.112011	0.0693003	0.00952387	0.0809753	0.506153	0.457067	0.0484326	0.144598	0.150722	0.0815166	0.161322	0.997815	0.999441	1.00056	1.00219	4.489665
46760	-469.1702	-457.4013	-11.76886	896951.7	10.26378	0.0239942	0.0175901	0.0213837	0.227927	0.0282064	0.0585069	0.049148	0.0452182	0.0272455	0.0860843	0.185195	0.000141567	0.0160039	0.0472517	0.0393593	0.00720049	0.0954062	0.0386508	0.0264216	0.0445635	0.0614787	0.052467	0.0232625	0.262726	0.0505012	0.10475	0.0754527	0.0832302	0.0554133	0.136279	0.270941	0.0395862	0.0116048	0.0253764	0.291622	0.523435	0.023679	0.120329	0.173957	0.205177	0.152828	0.998658	0.999657	1.00034	1.00134	3.829594
46770	-464.8482	-459.1957	-5.652429	954573.5	10.03321	0.0147124	0.0407064	0.0499085	0.0634928	0.0932199	0.0833548	0.02347	0.0458132	0.0438447	0.0883789	0.171585	0.00026166	0.0103193	0.0440925	0.00786007	0.0162116	0.093394	0.0457817	0.0302797	0.0172507	0.0387988	0.0690792	0.0783928	0.140773	0.0566938	0.0734233	0.0844711	0.0687071	0.0630757	0.103746	0.0687818	0.0486824	0.0651601	0.0475916	0.475843	0.39766	0.0217422	0.147498	0.0474652	0.0549435	0.0832655	0.998699	0.999667	1.00033	1.0013	3.219732
46780	-469.8328	-458.3283	-11.50456	550984.8	12.08783	0.00497411	0.0373904	0.0188458	0.290231	0.215995	0.0832347	0.0801919	0.060285	0.0406697	0.0886525	0.131117	0.00040155	0.0201628	0.0229184	0.00179225	0.0148906	0.0993072	0.0454397	0.0132579	0.0754733	0.0336866	0.0892158	0.0554497	0.076628	0.126184	0.149548	0.0787138	0.0437569	0.0857217	0.156648	0.0910604	0.0887866	0.0831477	0.0211511	0.406682	0.420003	0.0313012	0.177187	0.0210287	0.149707	0.0236564	0.998288	0.999562	1.00044	1.00171	3.754495
46790	-475.2713	-462.8309	-12.44039	717392.5	11.89457	0.00792999	0.0522527	0.0460452	0.150448	0.0735939	0.0880012	0.0586558	0.06125	0.0656331	0.115557	0.0642349	0.00032117	0.0567176	0.105842	0.00263731	0.00616755	0.103382	0.117049	0.0460989	0.0598898	0.0228354	0.0551756	0.0345503	0.0510981	0.114741	0.212519	0.0317353	0.0640014	0.0405439	0.152564	0.139296	0.192716	0.0951888	0.0460502	0.441746	0.351917	0.0596969	0.203022	0.0102921	0.221739	0.0187323	0.9985	0.999616	1.00038	1.0015	3.841868
46800	-480.7033	-468.6286	-12.07472	538795.1	8.216542	0.00720662	0.210956	0.0486922	0.116003	0.145231	0.133652	0.053062	0.0392846	0.0763884	0.135157	0.0960907	0.000180461	0.045451	0.0579949	0.00433571	0.0145399	0.138361	0.0478002	0.0719006	0.0191678	0.0242559	0.0510345	0.0299912	0.059677	0.0754824	0.0810501	0.0254185	0.116285	0.176228	0.161516	0.101946	0.201456	0.0442013	0.0329519	0.234012	0.439153	0.0134703	0.0682788	0.0161659	0.323681	0.0230043	0.998269	0.999557	1.00044	1.00173	3.760715
46810	-467.1046	-468.6233	1.518691	720514.1	14.5878	0.00732793	0.0841825	0.0212177	0.100873	0.224259	0.0895163	0.0462857	0.114611	0.0781033	0.0691679	0.0225269	0.00173761	0.133134	0.0328116	0.00291302	0.0266421	0.0889819	0.0430767	0.0299072	0.0137667	0.00873899	0.0604009	0.126858	0.0661758	0.210735	0.088568	0.0563328	0.0506332	0.09102	0.0373446	0.0288291	0.114644	0.0251507	0.0174575	0.172143	0.166807	0.00860726	0.0111579	0.0487812	0.0778395	0.0131296	0.998503	0.999617	1.00038	1.0015	2.712396
46820	-478.9932	-472.2097	-6.78343	871110.4	10.7589	0.0208857	0.0212923	0.0180035	0.152089	0.223972	0.0425719	0.0640755	0.12611	0.0688685	0.0877584	0.0427162	0.000510991	0.0505141	0.119832	0.00306611	0.02172	0.0231029	0.0814026	0.0666684	0.0182532	0.037969	0.0656218	0.280964	0.104284	0.0933378	0.0822103	0.139521	0.0160672	0.101882	0.0205447	0.148806	0.269012	0.0199478	0.0166346	0.180989	0.329813	0.00793133	0.0316057	0.0908389	0.0604042	0.0085131	0.998638	0.999652	1.00035	1.00136	3.360311
46830	-477.3585	-467.6317	-9.726783	723390	9.839794	0.0388907	0.0275007	0.0390749	0.121363	0.0698864	0.0637793	0.101653	0.0800699	0.033483	0.10189	0.0807669	0.00082969	0.177921	0.0748417	0.00311353	0.0189438	0.00988557	0.0334289	0.175436	0.0187022	0.121851	0.0375268	0.150764	0.103997	0.134993	0.0925641	0.0674518	0.0204895	0.0610542	0.0271742	0.0470718	0.222326	0.00396036	0.101447	0.49099	0.453326	0.0128358	0.0349943	0.0849484	0.0622971	0.0163874	0.998506	0.999618	1.00038	1.00149	3.619912
46840	-479.4997	-466.4163	-13.08335	405598	12.83439	0.0544586	0.0687721	0.0570962	0.154957	0.0378749	0.0389566	0.112936	0.0375506	0.043009	0.214048	0.0732586	0.00415919	0.0522153	0.198509	0.00382395	0.0430308	0.00868097	0.065358	0.117064	0.00843833	0.326821	0.0611168	0.158469	0.0663247	0.0154457	0.054796	0.1031	0.0124534	0.0852214	0.0139894	0.0489219	0.123564	0.00652425	0.114476	0.39195	0.590745	0.0114846	0.0350972	0.139687	0.0599323	0.0246095	0.998005	0.99949	1.00051	1.002	3.838925
46850	-481.436	-466.8611	-14.57489	612430.7	10.19128	0.0770857	0.10289	0.0601612	0.167816	0.03759	0.0654801	0.0578661	0.0618916	0.0303512	0.0757891	0.10635	0.00723446	0.111659	0.177629	0.0105135	0.0293661	0.00617442	0.179148	0.0265232	0.0129316	0.241948	0.0852473	0.101564	0.0397644	0.0123183	0.0566824	0.112416	0.0537413	0.12918	0.0169635	0.0870027	0.0505845	0.00422005	0.136877	0.548003	0.567264	0.00707842	0.0532145	0.323802	0.0408506	0.0319049	0.998376	0.999585	1.00041	1.00162	4.105078
46860	-470.6781	-459.7211	-10.95701	800402.2	11.84937	0.0408177	0.0473142	0.0375058	0.122524	0.0549415	0.102266	0.0544966	0.0772847	0.0480041	0.0538762	0.156042	0.0100773	0.050483	0.148901	0.00173193	0.0355262	0.0164386	0.112401	0.0463484	0.0163395	0.293222	0.070531	0.0889089	0.0315036	0.00213953	0.122112	0.0475489	0.0548673	0.167495	0.0106563	0.0252565	0.0569973	0.000804245	0.0166574	0.42889	0.60791	0.0177907	0.106114	0.204533	0.044522	0.087146	0.99858	0.999637	1.00036	1.00142	3.718926
46870	-485.4505	-481.4709	-3.979609	735153.2	12.22054	0.0526045	0.0725016	0.0493741	0.0847207	0.262878	0.0314065	0.115202	0.0170216	0.0528357	0.0353018	0.0547774	0.0300609	0.104208	0.204752	0.00153952	0.0494442	0.0134645	0.0576602	0.0427916	0.051681	0.114914	0.0775475	0.0368593	0.0419414	0.00315823	0.0620323	0.0419288	0.0365432	0.044742	0.0265849	0.0436018	0.0562115	0.000492528	0.00499263	0.387061	0.20861	0.0102202	0.172531	0.137941	0.0581981	0.182084	0.998518	0.999621	1.00038	1.00148	3.132421
46880	-480.8652	-473.0697	-7.795547	647415.5	9.432299	0.0362179	0.0189	0.0293525	0.186745	0.0474277	0.13924	0.210884	0.0260351	0.0346727	0.0144562	0.126234	0.0117027	0.0984946	0.139182	0.00148339	0.109362	0.0143729	0.0563824	0.0694049	0.151035	0.117723	0.148971	0.0925896	0.0518631	0.0098856	0.109458	0.0484722	0.0342998	0.0387739	0.0253387	0.01794	0.0344261	0.000703656	0.00283667	0.356114	0.389707	0.0173948	0.110199	0.118636	0.096783	0.0526463	0.998421	0.999596	1.0004	1.00158	3.396346
46890	-479.0903	-464.9182	-14.17206	83588.62	10.13551	0.0865882	0.0141805	0.0240236	0.205484	0.0251311	0.0513226	0.143125	0.0253121	0.0750985	0.0201091	0.118479	0.00690987	0.0540884	0.0483168	0.0124757	0.0650191	0.0257024	0.030784	0.0250715	0.0727296	0.0820488	0.366983	0.02743	0.436217	0.0701604	0.190081	0.0664598	0.0552652	0.0451382	0.0622744	0.039432	0.0519902	0.00116827	0.00124438	0.337297	0.599121	0.0232819	0.113892	0.0841666	0.267465	0.0157579	0.995607	0.998874	1.00112	1.0044	4.066824
46900	-473.4874	-465.9662	-7.52127	237107.2	9.970866	0.0270896	0.00375671	0.0294773	0.10702	0.0298287	0.0489596	0.174844	0.0189917	0.0298422	0.0197818	0.0765227	0.0167309	0.0812081	0.0283335	0.0120898	0.130992	0.0254401	0.048891	0.0233028	0.0479057	0.163749	0.107081	0.0428819	0.343658	0.123202	0.0840053	0.123231	0.0503131	0.0226466	0.0717277	0.0238618	0.0343596	0.00024426	0.00317457	0.322005	0.379374	0.0636008	0.159254	0.125977	0.129023	0.0485349	0.997391	0.999332	1.00067	1.00261	3.402914
46910	-473.7016	-459.5275	-14.1741	177035.9	10.50624	0.0494122	0.0112975	0.0232129	0.284527	0.0342973	0.0545848	0.0879329	0.0347794	0.0437802	0.16462	0.105331	0.011352	0.164776	0.13405	0.00376308	0.0686298	0.0467552	0.0218535	0.0608112	0.0524789	0.0376317	0.110326	0.0287453	0.191597	0.0498018	0.0722006	0.0891662	0.039861	0.0573161	0.108779	0.0440802	0.193303	0.000520951	0.0035473	0.415406	0.752275	0.0443693	0.129137	0.108448	0.0537365	0.0681559	0.996981	0.999227	1.00077	1.00302	4.05665
