Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
43310	-816.0934	-796.4392	-19.6542	226530	4.8997	0.446268	0.0133487	0.458642	0.477565	0.00357833	0.276688	0.0295331	0.0196138	0.00164913	0.0881955	0.0870383	0.110562	0.04147	0.122057	0.00378802	0.344215	0.173908	0.840788	0.0834041	0.273166	0.0367357	0.997331	0.999317	1.00068	1.00267	3.932214
43320	-815.3089	-788.584	-26.72487	345479.2	3.650427	0.581172	0.0115404	0.488422	0.609755	0.00157965	0.495645	0.0642879	0.0285275	0.00418821	0.0654767	0.0773214	0.0555672	0.0685491	0.133035	0.00280667	0.616462	0.0387666	1.55775	0.0149862	0.625468	0.0487991	0.997838	0.999447	1.00055	1.00216	5.590104
43330	-818.1583	-791.3979	-26.76043	294807	4.29428	0.711918	0.0117165	0.372512	0.776911	0.00688651	0.39421	0.029718	0.0182894	0.0050766	0.100586	0.0495084	0.0349864	0.0911542	0.0704145	0.00813113	0.703967	0.042957	1.57004	0.00650011	0.46958	0.0495618	0.99766	0.999401	1.0006	1.00234	5.524628
43340	-818.7157	-790.1009	-28.61478	250790.4	3.340242	0.613005	0.00346738	0.166146	2.25725	0.00986022	0.657233	0.0608806	0.00785398	0.00646781	0.06447	0.0651038	0.00724655	0.0730676	0.0995696	0.0121821	0.532942	0.0293396	0.339298	0.00822262	1.06999	0.0517026	0.997463	0.999351	1.00065	1.00254	6.135303
43350	-816.7655	-791.8184	-24.94706	698534	4.43335	0.412739	0.00607568	0.232653	1.2371	0.0284032	0.585314	0.0420475	0.012732	0.00448397	0.0376956	0.0755331	0.00713068	0.0754771	0.123441	0.0196248	0.554064	0.0343598	0.428033	0.00834406	1.0954	0.066339	0.99848	0.999611	1.00039	1.00152	5.086991
43360	-816.2932	-794.5239	-21.76924	238063.3	7.106651	0.404878	0.00107648	0.111013	0.821304	0.132757	0.405593	0.0224483	0.00709802	0.00475277	0.0524837	0.114678	0.00779665	0.0402388	0.022998	0.0370801	0.720415	0.0559898	0.284405	0.0124362	0.740843	0.045126	0.997396	0.999333	1.00066	1.00261	4.04541
43370	-812.8725	-790.7444	-22.12807	127309.5	4.008968	0.533966	0.00141659	0.188443	0.390511	0.140283	0.450404	0.00403519	0.0170881	0.00522339	0.0619969	0.040406	0.010324	0.120985	0.0263881	0.0523726	0.836923	0.0746935	0.296525	0.0117596	1.10155	0.0511153	0.99644	0.999088	1.00091	1.00356	4.41641
43380	-819.4715	-793.5887	-25.8828	255871.5	4.938389	0.50275	0.00275591	0.362289	0.575265	0.0834304	0.515904	0.00815836	0.0265252	0.00638769	0.0816081	0.0381819	0.00982182	0.121817	0.191139	0.0239012	1.15871	0.120983	0.19189	0.0415247	1.10664	0.0248597	0.997488	0.999357	1.00064	1.00251	5.19455
43390	-816.7482	-791.7613	-24.98687	280341	3.229808	0.331225	0.0118114	0.36877	0.752922	0.083547	0.195129	0.0119533	0.00863254	0.0110281	0.0677605	0.0737128	0.0053989	0.0763511	0.214515	0.0278559	1.14793	0.0970093	0.172318	0.0441075	1.27801	0.0300837	0.9976	0.999386	1.00061	1.0024	5.010065
43400	-824.1218	-798.604	-25.51781	656735.2	4.609793	0.145399	0.0491575	0.470529	0.819247	0.0283719	0.231692	0.00483377	0.00260236	0.0161326	0.0757337	0.0641147	0.00132461	0.0511457	0.49572	0.0388431	1.21163	0.0491898	0.370863	0.0171109	0.939345	0.103242	0.998432	0.999599	1.0004	1.00157	5.186231
43410	-817.4201	-796.4985	-20.92162	375888.9	5.919988	0.0504129	0.0551907	0.44654	0.574439	0.0554661	0.252104	0.00914806	0.0154595	0.00879788	0.0809917	0.035341	0.000370839	0.0257226	0.136739	0.0706036	0.642652	0.0646684	0.3092	0.0697173	1.167	0.0345823	0.997928	0.99947	1.00053	1.00207	4.105144
43420	-821.8209	-801.6308	-20.19008	45613.85	5.769405	0.145954	0.0300075	0.623668	0.74021	0.0385624	0.315303	0.00692876	0.0168063	0.025274	0.0507848	0.048662	0.00149568	0.00612825	0.075321	0.0929761	0.481725	0.0900398	0.34316	0.0991833	0.723991	0.0407489	0.994055	0.998474	1.00151	1.00596	3.996929
43430	-813.5507	-791.9862	-21.56452	36176.44	4.317341	0.164894	0.022435	0.430137	0.552895	0.0501168	0.455766	0.00787781	0.0037178	0.0123934	0.0694823	0.050611	0.00208609	0.0250987	0.0916252	0.104995	1.02888	0.0518	0.249568	0.0385018	0.84504	0.0586829	0.993325	0.998285	1.0017	1.00669	4.316603
43440	-819.0789	-792.8526	-26.22631	233144.9	10.09604	0.400444	0.0431997	0.527282	0.422298	0.00433292	0.540012	0.0190026	0.00418483	0.0104444	0.0858576	0.0903931	0.00490523	0.0466698	0.0548034	0.0564535	0.361691	0.0374567	0.0987292	0.113838	0.980491	0.0576648	0.997369	0.999326	1.00067	1.00263	3.960154
43450	-821.6732	-798.3336	-23.33965	815271.4	3.926238	0.278269	0.104791	0.699997	0.517369	0.0228068	0.424144	0.0775783	0.00112478	0.0179731	0.0508004	0.0654348	0.00988339	0.0542394	0.0366138	0.0357987	1.48536	0.0205924	0.218174	0.094825	0.450786	0.0441801	0.998593	0.99964	1.00036	1.00141	4.710738
43460	-814.2584	-795.6433	-18.61517	448411.4	4.180374	0.346985	0.201525	0.419275	0.46288	0.0229021	0.22105	0.0697295	0.0021725	0.00364342	0.0774524	0.065858	0.0248069	0.0312945	0.0258354	0.0411493	0.552041	0.0117522	0.291008	0.0609655	0.646482	0.0183037	0.998102	0.999515	1.00048	1.0019	3.597112
43470	-812.989	-792.9545	-20.03455	864054.1	4.806277	0.300627	0.119584	0.289849	0.743953	0.0626081	0.43081	0.106637	0.0057289	0.00388864	0.0553745	0.0231556	0.0655927	0.0294742	0.0163647	0.0761618	0.625869	0.02603	0.367315	0.0758889	0.568084	0.0145621	0.998633	0.99965	1.00035	1.00137	4.007557
43480	-820.9932	-794.2172	-26.77597	301680.1	2.423931	0.35249	0.0884752	0.134378	0.623747	0.0621591	0.647233	0.127383	0.00296395	0.00280075	0.0477403	0.044071	0.0336362	0.0141848	0.0174145	0.0725111	1.37692	0.0204714	0.261647	0.107398	0.909069	0.0469109	0.997687	0.999408	1.00059	1.00232	4.9936
43490	-816.7308	-793.9171	-22.8137	890611.2	3.50644	0.309932	0.1015	0.136726	0.707724	0.0724689	0.434991	0.0798188	0.00639041	0.0055298	0.0277663	0.0424063	0.0197716	0.00876166	0.0292346	0.101603	0.701822	0.0212831	0.353004	0.0360616	1.20925	0.0653778	0.998653	0.999656	1.00034	1.00135	4.471429
43500	-824.8852	-798.501	-26.38429	513018.7	3.399441	0.289915	0.244438	0.109772	1.68108	0.0964157	0.935493	0.0970159	0.00491292	0.00468672	0.0697238	0.106713	0.0231651	0.0232154	0.0373746	0.0553636	0.379658	0.0381272	0.318185	0.0712964	0.844907	0.0459128	0.998226	0.999546	1.00045	1.00178	5.477369
43510	-817.9258	-789.5013	-28.42455	430122	4.381611	0.336166	0.232599	0.0917347	1.35603	0.222207	0.398383	0.0281496	0.00172603	0.00466994	0.0790598	0.055593	0.0312834	0.0297427	0.0139136	0.0589693	0.972597	0.0279138	0.452772	0.0580152	1.34504	0.0902506	0.998063	0.999504	1.00049	1.00194	5.886815
43520	-809.3257	-791.6473	-17.67836	615926.4	4.855523	0.628328	0.0746459	0.0550751	0.272974	0.0347347	0.331196	0.033137	0.000760725	0.00608255	0.038178	0.0367335	0.0166056	0.0358759	0.0245609	0.0862877	0.462823	0.0596062	0.452224	0.0530037	0.395257	0.425625	0.998381	0.999586	1.00041	1.00162	3.523713
43530	-809.8462	-787.9059	-21.9403	546650.9	4.262194	0.512025	0.0560354	0.0732426	0.326463	0.0252763	0.446767	0.0308403	0.00112225	0.00514036	0.0581897	0.0831393	0.019402	0.0579042	0.0382093	0.0752227	0.427278	0.0450968	0.493527	0.0141875	0.504238	1.10656	0.998281	0.99956	1.00044	1.00172	4.399866
43540	-811.8439	-790.8141	-21.0298	283212.3	5.453672	0.434323	0.0421422	0.223648	0.0939555	0.0938893	0.398357	0.0285725	0.00411302	0.00248362	0.058452	0.09613	0.060521	0.0548421	0.0463299	0.0343066	0.335988	0.0355962	0.315105	0.123932	0.645977	1.0485	0.997613	0.999389	1.00061	1.00239	4.177166
43550	-813.994	-791.9611	-22.03293	871881	7.871058	0.342505	0.0181181	0.119154	0.0353435	0.0666884	0.455091	0.0600053	0.00241588	0.000861095	0.0420822	0.0446632	0.056828	0.0345261	0.035967	0.0681977	0.522564	0.0371289	0.580921	0.0379403	0.484593	0.893587	0.998639	0.999652	1.00035	1.00136	3.93918
43560	-811.7247	-792.0843	-19.64044	713624.8	6.07521	0.417054	0.0964548	0.0578019	0.0586708	0.0381212	0.219077	0.0418693	0.00409409	0.00214553	0.0872482	0.0527798	0.0574126	0.104942	0.0407856	0.0275452	0.710104	0.0872171	0.469489	0.0131995	0.504496	0.783219	0.998496	0.999615	1.00038	1.00151	3.873728
43570	-817.9997	-796.477	-21.52275	319869.6	3.731324	0.333921	0.211692	0.0570756	0.0299021	0.0354774	0.064105	0.0307056	0.00910304	0.000801341	0.0522626	0.0358138	0.0491048	0.0587324	0.131264	0.0047168	1.2947	0.216616	0.306928	0.0233917	0.552098	0.695348	0.997753	0.999425	1.00057	1.00225	4.193758
43580	-813.0023	-791.0978	-21.90455	85347.09	5.965293	0.376561	0.154493	0.112688	0.149337	0.11602	0.0996737	0.0352968	0.00367225	0.00161916	0.0413697	0.0374942	0.0573083	0.105904	0.0796999	0.00592016	0.494294	0.654075	0.298104	0.0319554	0.541044	0.867531	0.995652	0.998885	1.00111	1.00435	4.26406
43590	-813.971	-789.239	-24.732	222029.1	5.182696	0.360653	0.118528	0.105002	0.11909	0.225687	0.0242894	0.0300317	0.00430785	0.00116847	0.0428475	0.0263426	0.0471545	0.0973435	0.0662135	0.00785343	0.548874	0.51499	0.496725	0.0195997	0.551853	1.50531	0.997304	0.99931	1.00069	1.0027	4.913862
43600	-813.5924	-796.5491	-17.04328	771112.5	6.265782	0.307563	0.0747708	0.232055	0.188054	0.268252	0.0550449	0.08176	0.00331548	0.00174199	0.0822854	0.0454622	0.066187	0.0726331	0.0663677	0.0091562	0.341933	0.441788	0.162882	0.0132165	0.120452	0.803926	0.998553	0.99963	1.00037	1.00145	3.438845
43610	-814.297	-792.908	-21.38904	845335.5	5.550608	0.403084	0.221466	0.445852	0.169791	0.22209	0.0235262	0.0635268	0.00471508	0.00554546	0.116908	0.0493832	0.059647	0.0959419	0.0324915	0.0074569	0.297717	0.496233	0.0463933	0.0169415	0.468855	0.984537	0.998618	0.999647	1.00035	1.00138	4.232101
43620	-821.5323	-802.7084	-18.82392	898855.6	5.347292	0.179122	0.0606528	0.485162	0.190763	0.0676986	0.047083	0.0774164	0.013426	0.00654299	0.0319579	0.0465382	0.0816662	0.0705546	0.0119553	0.0111317	0.551478	0.460114	0.0163295	0.00564891	0.64467	0.714452	0.99866	0.999657	1.00034	1.00134	3.774361
43630	-820.4703	-796.04	-24.43031	585700.4	3.393963	0.466123	0.05331	0.432271	0.331756	0.0941491	0.0754428	0.0351305	0.0217795	0.00704954	0.0840587	0.0666878	0.12279	0.0528862	0.0129524	0.0172652	0.780318	0.310911	0.00743331	0.023721	1.01617	0.888629	0.99834	0.999575	1.00042	1.00166	4.900832
43640	-813.765	-792.4607	-21.30421	830438.7	4.725989	0.45165	0.0999632	0.498677	0.272243	0.43291	0.131213	0.0355857	0.022621	0.00203599	0.0600623	0.0642946	0.0411418	0.0487413	0.024895	0.0168341	0.300527	0.352776	0.00194227	0.0192404	0.847288	0.548194	0.998605	0.999643	1.00036	1.0014	4.272837
43650	-824.5523	-793.3364	-31.21597	473088.1	2.4214	0.674909	0.178946	0.335373	0.647618	0.415414	0.101132	0.0212105	0.0300071	0.00189424	0.0792789	0.0410395	0.0622223	0.0518536	0.085203	0.0108149	0.384031	0.492439	0.00362882	0.0506555	2.24383	0.912117	0.998153	0.999527	1.00047	1.00185	6.823618
43660	-820.972	-791.7026	-29.26943	495078.1	3.414412	0.507308	0.0922913	0.579068	0.434671	0.324048	0.149919	0.0180498	0.0191204	0.00250992	0.0511843	0.0963468	0.0417269	0.047109	0.1366	0.0234513	0.134743	0.400669	0.00427342	0.0378455	2.85072	0.372838	0.998194	0.999538	1.00046	1.00181	6.324491
43670	-822.9809	-794.7918	-28.18901	534175.5	2.254078	0.454936	0.0917378	0.405225	0.436486	1.3715	0.107706	0.0523244	0.00651719	0.00179432	0.0375208	0.108493	0.0465251	0.0773061	0.0709781	0.0296231	0.166899	0.228863	0.00279251	0.00798983	1.36268	0.267109	0.998261	0.999555	1.00044	1.00174	5.335004
43680	-819.7191	-796.0609	-23.65813	902422	4.198238	0.262167	0.163027	0.408402	0.392763	0.302333	0.0601189	0.0169328	0.00419696	0.00158335	0.0788842	0.0249084	0.0254917	0.0695221	0.0372109	0.0419809	1.07692	0.253708	0.00125726	0.025197	1.21903	0.337859	0.998662	0.999658	1.00034	1.00134	4.803492
43690	-815.6209	-793.7519	-21.86903	287280.1	3.616984	0.295806	0.21283	0.313059	0.702769	0.294032	0.0502995	0.028562	0.0012083	0.000902253	0.0316775	0.0343567	0.0389577	0.0514356	0.0420538	0.0368996	0.298084	0.484055	0.00206675	0.0276974	0.928594	0.372348	0.997629	0.999393	1.0006	1.00237	4.247695
43700	-817.6016	-796.4689	-21.13276	566966.2	6.594985	0.232336	0.294151	0.285002	0.341079	0.078398	0.00970056	0.0545289	0.002384	0.000593307	0.0123529	0.036253	0.0261715	0.0762341	0.0335834	0.0578712	0.521128	0.562644	0.00190814	0.0520213	0.940247	0.42176	0.998312	0.999568	1.00043	1.00169	4.040347
43710	-812.6024	-791.0264	-21.57593	939671.7	5.065131	0.406325	0.0603229	0.201673	0.705355	0.0744051	0.0104575	0.0706163	0.00728114	0.000897717	0.0221003	0.115861	0.061969	0.0595994	0.0471982	0.0573684	0.468445	1.2262	0.00146066	0.133864	0.381421	0.201503	0.998689	0.999665	1.00033	1.00131	4.314329
43720	-812.0603	-793.9657	-18.09453	757732.3	4.505928	0.380532	0.191927	0.18475	0.357109	0.0629162	0.0159705	0.0436951	0.00266374	0.00660174	0.0263659	0.107833	0.062959	0.0639533	0.0395304	0.0417467	0.373712	0.638998	0.00253911	0.0731946	0.676448	0.203286	0.99854	0.999627	1.00037	1.00146	3.556731
43730	-818.5214	-796.1004	-22.42101	694576.2	3.910184	0.428966	0.245799	0.15232	0.186617	0.149573	0.0118072	0.0333307	0.00166113	0.00266864	0.0521339	0.0449052	0.0422605	0.0762841	0.0512697	0.116612	0.798081	0.630261	0.0154839	0.362497	0.912679	0.158749	0.998475	0.99961	1.00039	1.00153	4.473959
43740	-813.3067	-792.0988	-21.20788	822557.8	7.56113	0.394253	0.197681	0.195293	0.566005	0.23765	0.0231877	0.0468068	0.000932365	0.00499294	0.0485549	0.0577798	0.0328696	0.0466866	0.0401649	0.0362101	0.468236	0.540712	0.00318809	0.290678	0.319379	0.336895	0.998599	0.999642	1.00036	1.0014	3.888156
43750	-816.8721	-798.2664	-18.60569	957777.2	5.551193	0.244903	0.13234	0.391477	0.434332	0.13147	0.0820023	0.0677813	0.00605118	0.0151897	0.0319449	0.034838	0.0428238	0.0709077	0.011691	0.0953235	0.31726	0.991531	0.00279665	0.160955	0.352362	0.112656	0.998701	0.999668	1.00033	1.0013	3.730636
43760	-818.1783	-794.8536	-23.32474	378224.5	4.478175	0.463247	0.181258	0.322018	0.730913	0.131679	0.0857226	0.0418214	0.00313093	0.0186348	0.0646413	0.0695508	0.0168306	0.0279701	0.00470782	0.0708403	0.279682	1.23311	0.00257096	0.136544	0.529798	0.3043	0.997934	0.999471	1.00053	1.00207	4.718974
43770	-821.5153	-795.9543	-25.56098	611475.1	4.242285	0.477184	0.159532	0.419105	0.482643	0.234195	0.0943864	0.0550605	0.00605615	0.0193589	0.0894707	0.0523853	0.0203309	0.0168915	0.00905578	0.0306539	0.350701	0.99208	0.0497337	1.04606	0.271441	0.375427	0.998375	0.999584	1.00041	1.00163	5.251751
43780	-815.2075	-794.2114	-20.9961	731000	4.24573	0.4006	0.0959136	0.290276	0.783009	0.164871	0.104139	0.122496	0.00439027	0.00760141	0.0430324	0.0906592	0.0372333	0.0169027	0.0188209	0.0404986	0.415893	0.308193	0.0471315	0.943894	0.0923516	0.148269	0.998514	0.99962	1.00038	1.00149	4.176173
43790	-817.9303	-795.1614	-22.76891	532829.9	3.801791	0.307648	0.081756	0.597139	0.578912	0.0913412	0.134061	0.122094	0.0115051	0.00987654	0.0734944	0.155534	0.0246785	0.00652142	0.0407584	0.034471	0.303881	0.568253	0.110678	1.07574	0.0651911	0.149909	0.998259	0.999555	1.00044	1.00174	4.543445
43800	-818.6442	-796.556	-22.08816	388211.7	3.316881	0.535731	0.0735509	0.248729	0.898681	0.0580303	0.0304648	0.098126	0.00543834	0.00457584	0.0570928	0.112124	0.114184	0.00638518	0.0562061	0.0380278	0.407854	0.511294	0.0730725	0.573306	0.0344403	0.230478	0.997961	0.999478	1.00052	1.00204	4.167792
43810	-819.5775	-793.0698	-26.5077	520614.2	2.937096	0.566635	0.0817262	0.524202	0.729604	0.099064	0.0400156	0.0646926	0.00358301	0.00188181	0.0383146	0.062171	0.05392	0.0318968	0.045009	0.0164338	0.503178	0.337134	0.0784754	1.74768	0.0599118	0.282324	0.998239	0.999549	1.00045	1.00176	5.367849
43820	-815.5648	-792.6025	-22.96233	510266.3	3.712806	0.203087	0.0668604	0.47822	0.751142	0.105364	0.0421191	0.0307363	0.00188589	0.00122955	0.0555357	0.0612487	0.039375	0.015672	0.0495458	0.0356675	0.177848	0.616725	0.0207611	1.51199	0.0236991	0.286554	0.998221	0.999545	1.00045	1.00178	4.575264
43830	-818.1564	-795.8641	-22.29237	442491.6	3.811788	0.332532	0.082725	0.529325	0.906527	0.0433307	0.0484912	0.0582729	0.00105613	0.00432135	0.109415	0.0521724	0.0469868	0.0194942	0.0429666	0.120724	0.332216	0.703603	0.0182958	0.712767	0.0310215	0.224212	0.99809	0.999511	1.00049	1.00191	4.420455
43840	-817.2914	-797.7555	-19.53595	196276.2	4.937108	0.365197	0.079811	0.365717	1.07136	0.0547613	0.244388	0.0650076	0.00124329	0.00401831	0.0480716	0.0600876	0.064173	0.0107771	0.0143642	0.0726725	0.494415	0.578895	0.0107214	0.182165	0.0225008	0.0989582	0.997132	0.999266	1.00073	1.00287	3.909306
43850	-811.5984	-791.2259	-20.37248	453910.6	5.292917	0.401166	0.138558	0.35613	0.637846	0.0494895	0.35528	0.0449828	0.000515806	0.00356472	0.0478608	0.0272861	0.0645547	0.00895142	0.0259901	0.0981147	0.543313	0.774732	0.00336063	0.363565	0.0263809	0.0955702	0.998114	0.999517	1.00048	1.00189	4.067213
43860	-814.8771	-793.8072	-21.0699	54585.45	3.952255	0.322242	0.249993	0.357471	0.649927	0.00859376	0.504442	0.0902233	0.000255398	0.00254708	0.0689911	0.0298895	0.0478006	0.0173438	0.0191345	0.0570744	0.341047	0.791121	0.00270222	0.485755	0.0224858	0.0701721	0.994565	0.998605	1.00138	1.00545	4.139212
43870	-817.6246	-794.9782	-22.64639	381057.5	3.562935	0.548593	0.157694	0.51198	0.393302	0.00432797	0.457547	0.133893	0.000307587	0.00724712	0.0378921	0.0852638	0.0197418	0.0191782	0.0576676	0.0734914	0.138631	0.864061	0.0101715	0.8509	0.0303846	0.0423292	0.997942	0.999473	1.00053	1.00206	4.444604
43880	-821.607	-797.874	-23.73295	272780.1	3.585885	0.537752	0.111315	0.455889	0.696539	0.0120169	0.445514	0.061773	0.000632939	0.0230524	0.0980218	0.0490763	0.0101467	0.0319603	0.0326763	0.16912	0.347544	1.18878	0.0152715	0.38219	0.0669401	0.0192831	0.997567	0.999377	1.00062	1.00243	4.75549
43890	-826.2635	-797.9892	-28.27429	863337.2	3.042125	0.52075	0.123786	0.304821	0.622935	0.0214153	0.361379	0.0635158	0.00196115	0.00860602	0.0692738	0.0395721	0.0104548	0.0156172	0.167597	0.0984328	1.48957	1.12168	0.0383967	0.731292	0.0828985	0.104912	0.998632	0.99965	1.00035	1.00137	5.998868
43900	-815.6795	-790.2608	-25.41873	471131.4	4.253548	0.43101	0.110631	0.135611	0.681218	0.00977288	0.0728444	0.0582521	0.00102713	0.00234534	0.0219888	0.0631323	0.0499126	0.0403217	0.137024	0.0780931	1.92215	0.733866	0.0146201	0.329333	0.0684339	0.255381	0.998149	0.999526	1.00047	1.00185	5.216963
43910	-811.8497	-791.3006	-20.54904	862338.8	5.985736	0.472102	0.100127	0.15385	0.288496	0.010488	0.0350373	0.0443867	0.00959989	0.000770869	0.0420763	0.103504	0.0371345	0.0756582	0.293308	0.0375206	0.995107	0.769145	0.00488541	0.325897	0.0287691	0.206497	0.998632	0.99965	1.00035	1.00137	4.034361
43920	-812.3095	-796.2075	-16.10208	961999.7	6.179238	0.319115	0.0941596	0.219167	0.228559	0.0288544	0.112805	0.0803788	0.0136712	0.00102577	0.0812813	0.0528971	0.0648501	0.0810301	0.338985	0.0508175	0.311007	0.520473	0.016873	0.292223	0.0150376	0.367015	0.998704	0.999669	1.00033	1.0013	3.290225
43930	-808.8862	-791.2183	-17.66785	367504.4	4.954816	0.4239	0.0798221	0.139038	0.189468	0.00841489	0.203959	0.0612227	0.0161029	0.00198604	0.0370073	0.0660825	0.0824314	0.018146	0.365694	0.0350843	0.51596	0.803625	0.0249464	0.0687995	0.00851027	0.382567	0.997904	0.999464	1.00053	1.0021	3.532766
43940	-813.1919	-793.0144	-20.17752	102490.1	4.226847	0.513404	0.141091	0.196526	0.546524	0.00128128	0.320747	0.0383568	0.0166257	0.00582304	0.00771431	0.0283617	0.0642363	0.0254141	0.517596	0.123708	0.674793	0.270612	0.0706094	0.057936	0.0154142	0.34314	0.996032	0.998983	1.00101	1.00397	3.979914
43950	-817.2805	-798.9214	-18.35905	246761.3	4.978429	0.395458	0.108058	0.229601	0.625258	0.00203395	0.437028	0.0845043	0.0167404	0.0101532	0.00417094	0.025611	0.0429011	0.0469666	0.635801	0.155869	0.148721	0.160514	0.131687	0.0153053	0.0212226	0.376351	0.997442	0.999345	1.00065	1.00256	3.673956
43960	-818.2862	-795.7491	-22.53713	615972	4.622758	0.398155	0.0662477	0.361702	0.444718	0.000837734	0.257878	0.0924869	0.00885956	0.00576436	0.0457122	0.036002	0.00824818	0.0623373	0.447079	0.556123	0.268588	0.221737	0.0835193	0.0084909	0.0171907	1.14742	0.998381	0.999586	1.00041	1.00162	4.539099
43970	-812.7815	-794.0596	-18.72195	124355.7	6.515575	0.522353	0.0311661	0.0804313	0.159249	0.00105245	0.20445	0.0659078	0.0145688	0.00433232	0.0804432	0.0639855	0.00145685	0.0672888	0.364465	0.577096	0.227126	0.545751	0.0615116	0.00638666	0.00936191	0.594591	0.996398	0.999077	1.00092	1.00361	3.682975
43980	-818.5257	-794.2473	-24.27837	42917.39	5.534451	0.432125	0.0236797	0.0931779	0.231031	0.000499904	0.512294	0.118703	0.00728143	0.00360463	0.0950908	0.0499443	0.00347175	0.0499127	0.740129	1.10214	0.286851	0.396585	0.089207	0.00599799	0.0134916	0.500819	0.993871	0.998426	1.00156	1.00614	4.756041
43990	-813.9644	-794.9126	-19.05177	426514.3	5.725589	0.368088	0.0251614	0.220246	0.392808	0.000352675	0.240809	0.104577	0.0123191	0.00425817	0.140179	0.0909368	0.0105986	0.0371527	0.340039	0.691885	0.264879	0.46152	0.0956191	0.00718375	0.0122075	0.281455	0.998054	0.999502	1.0005	1.00195	3.802275
44000	-816.6164	-793.6836	-22.93281	910022.9	4.860163	0.573548	0.0706123	0.144463	0.649122	0.000289039	0.217607	0.0569412	0.0168385	0.00583346	0.082933	0.0631361	0.0368397	0.0234748	0.511119	0.985312	0.364449	0.317842	0.143205	0.0139792	0.0312824	0.296585	0.998668	0.999659	1.00034	1.00133	4.605412
44010	-814.3452	-790.0906	-24.25459	848033.7	6.132632	0.626635	0.0868512	0.12107	1.0258	0.000676211	0.368635	0.0638428	0.0233382	0.00492429	0.0269196	0.0448269	0.0206828	0.0394699	0.813416	0.481906	0.0453137	0.401336	0.0467618	0.0179748	0.022448	0.33736	0.99862	0.999647	1.00035	1.00138	4.62019
44020	-819.5032	-793.2684	-26.2348	536413.7	4.494314	0.591014	0.058195	0.121923	0.620608	0.000969849	0.725884	0.0668407	0.02275	0.0176975	0.0621784	0.0464096	0.0283676	0.019111	0.83392	0.626738	0.033014	1.12114	0.0570938	0.0062363	0.0127158	0.292812	0.998265	0.999556	1.00044	1.00174	5.365617
44030	-813.2126	-791.0992	-22.11337	570579.9	4.431399	0.444836	0.0552468	0.128993	0.589165	0.00200902	0.42493	0.101765	0.00748505	0.0222607	0.0667212	0.0723044	0.0699789	0.00565313	0.928908	0.464764	0.0329244	0.54529	0.0298554	0.00435504	0.0600884	0.390243	0.998318	0.99957	1.00043	1.00168	4.447777
44040	-813.3417	-794.4458	-18.89589	752375.7	5.317337	0.316439	0.0242358	0.0687587	0.182272	0.00250071	0.357246	0.0749712	0.00875637	0.0146843	0.0500805	0.0320143	0.0602663	0.0159067	0.879755	0.444132	0.0237363	0.813753	0.0259929	0.0172163	0.0554798	0.319902	0.998535	0.999625	1.00037	1.00147	3.7881
44050	-810.0979	-790.9555	-19.14239	798967.4	7.24369	0.644044	0.0192421	0.0434304	0.2601	0.00712802	0.313379	0.052363	0.00767678	0.00702297	0.0142529	0.0630486	0.0391838	0.0546258	0.469913	0.560593	0.0366071	0.511923	0.0708326	0.0187688	0.0397453	0.423946	0.998578	0.999636	1.00036	1.00142	3.657826
44060	-814.8688	-793.0322	-21.83664	266017.1	4.769177	0.400964	0.0419353	0.229068	0.731849	0.0105718	0.617505	0.060427	0.0238723	0.00785557	0.0429426	0.0670894	0.0750422	0.0463643	0.514368	0.449182	0.0308918	0.426459	0.0538892	0.0340906	0.0440235	0.47564	0.997537	0.999369	1.00063	1.00247	4.38403
44070	-819.2416	-791.4838	-27.75779	605767.3	6.176981	0.365021	0.183833	0.055149	0.670117	0.0379287	0.519609	0.109591	0.0143177	0.00525409	0.0577995	0.0953177	0.0168339	0.0382505	0.587783	1.56129	0.022299	0.227485	0.0126927	0.0867434	0.0221244	0.487776	0.998367	0.999582	1.00042	1.00163	5.177217
44080	-810.5361	-788.4021	-22.13393	945011.5	3.93763	0.367296	0.106593	0.0283338	0.555446	0.0262782	0.357121	0.0917415	0.00674314	0.0032346	0.0566238	0.111333	0.040235	0.00959974	0.648561	1.05936	0.0294775	0.166176	0.0173296	0.106232	0.133598	0.484468	0.998693	0.999666	1.00033	1.00131	4.405776
44090	-818.2875	-797.0253	-21.26221	629867.7	6.375545	0.370961	0.344883	0.00426639	0.411439	0.0645741	0.328664	0.0482292	0.00605768	0.00647803	0.137918	0.0759889	0.0302584	0.0339822	0.364673	1.00768	0.0157177	0.140964	0.0193714	0.132573	0.192941	0.357514	0.998399	0.99959	1.00041	1.0016	4.095135
44100	-825.5684	-800.4203	-25.14813	453359.9	3.498528	0.333923	0.0986333	0.0168758	0.360083	0.050786	0.503821	0.0821733	0.00780707	0.00688962	0.0987503	0.102381	0.0849788	0.0235407	0.314619	2.00854	0.0152156	0.102623	0.0220739	0.151742	0.343772	0.406461	0.998113	0.999517	1.00048	1.00189	5.135694
