Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
57270	-402.2873	-394	-8.287313	804819.8	8.998248	0.272857	0.018891	0.024857	0.059882	0.0539246	0.0886361	0.0847144	0.0554465	0.00464085	0.0249622	0.0114817	0.00247294	0.1133	0.119057	0.0556098	0.059052	0.0292652	0.00843423	0.115049	0.257147	0.0118525	0.0912841	0.109393	0.0903708	0.0717152	0.336625	0.0355083	0.0387803	0.0264978	0.142686	0.0971487	0.126566	0.38503	0.998583	0.999638	1.00036	1.00142	3.023138
57280	-406.65	-393.9461	-12.70391	817746.8	9.667421	0.253624	0.0185686	0.00967141	0.0359987	0.0248528	0.073122	0.0354596	0.0258053	0.00740851	0.0129247	0.0248592	0.00151597	0.144235	0.319757	0.0548223	0.0141061	0.130947	0.00858309	0.122451	0.386587	0.0675224	0.0523736	0.07991	0.0635789	0.0462768	0.322568	0.0450698	0.0228351	0.0445244	0.177347	0.284346	0.172223	0.417872	0.998595	0.999641	1.00036	1.00141	3.501746
57290	-404.7218	-394.8196	-9.902244	228059.6	9.280991	0.214183	0.00893017	0.0156125	0.0331346	0.00699118	0.0786477	0.017374	0.00804347	0.00516854	0.0100126	0.0251121	0.00303632	0.16576	0.362951	0.107052	0.0120865	0.0531843	0.011945	0.0825604	0.275059	0.0617794	0.0598721	0.0351906	0.117734	0.0655977	0.243885	0.0626916	0.037796	0.0591525	0.284578	0.224154	0.0874256	0.372256	0.99734	0.999319	1.00068	1.00266	3.208956
57300	-400.5568	-390.9962	-9.560511	191134.7	11.49011	0.267153	0.00165766	0.0326834	0.0384755	0.00486237	0.190412	0.00506683	0.0116215	0.0137126	0.0157843	0.0216914	0.00994827	0.0514396	0.147621	0.0726876	0.0162694	0.107673	0.027177	0.083181	0.152702	0.0361258	0.0174659	0.0333358	0.0680592	0.204142	0.200506	0.0190408	0.0700148	0.101565	0.61587	0.263614	0.0275425	0.207931	0.997094	0.999256	1.00074	1.00291	3.137032
57310	-400.3447	-393.2078	-7.136858	452110.6	9.684649	0.270581	0.00878372	0.0787645	0.0348945	0.00316953	0.112367	0.00508831	0.0090011	0.0462147	0.0154407	0.0728857	0.00561289	0.0275984	0.182841	0.0724555	0.00611859	0.089839	0.0252709	0.079268	0.174797	0.131325	0.0385794	0.0258867	0.0820341	0.197139	0.273012	0.08603	0.0453324	0.0459222	0.381985	0.112172	0.0417566	0.144228	0.99811	0.999517	1.00048	1.00189	2.926395
57320	-396.2299	-398.1883	1.958327	374528.8	14.53221	0.215519	0.0247963	0.0265647	0.0186398	0.00562604	0.122168	0.00828072	0.00698476	0.0365264	0.0321221	0.0345316	0.00707142	0.0175537	0.158143	0.109365	0.00217076	0.0129608	0.0357849	0.0662358	0.0700425	0.069253	0.0113728	0.0399126	0.164068	0.0887499	0.0645238	0.0217274	0.0377697	0.0648834	0.323702	0.108581	0.0228078	0.150766	0.997924	0.999469	1.00053	1.00208	2.179204
57330	-402.4159	-398.8569	-3.558983	888257.5	16.74691	0.194504	0.00536589	0.0289446	0.0120929	0.00607969	0.107172	0.0192901	0.00718689	0.0162982	0.00917963	0.0429934	0.00451073	0.139658	0.247536	0.189034	0.0016912	0.0160085	0.0460518	0.0965468	0.0484398	0.0358779	0.00826203	0.116738	0.13061	0.0395043	0.148267	0.0305884	0.0569207	0.0411043	0.440095	0.0735899	0.0391724	0.0742131	0.998652	0.999655	1.00034	1.00135	2.473528
57340	-402.3488	-398.5085	-3.840383	192214.2	11.16883	0.166826	0.0255384	0.195776	0.0217378	0.00576573	0.171449	0.0454446	0.0446213	0.0245401	0.010349	0.0754419	0.0214571	0.0964289	0.0625224	0.100977	0.0015991	0.0115699	0.0288211	0.0308609	0.289111	0.0582396	0.0363234	0.0680184	0.0579486	0.0345477	0.137354	0.0663314	0.0988549	0.0435581	0.423137	0.0673251	0.0169222	0.0976821	0.997102	0.999258	1.00074	1.0029	2.63708
57350	-399.6455	-390.8177	-8.827783	293753.1	9.841525	0.136133	0.038163	0.19883	0.0162164	0.029464	0.27762	0.0179975	0.0244484	0.0224878	0.00942486	0.0742966	0.0923149	0.0472608	0.112715	0.0428137	0.00250889	0.0340869	0.0264523	0.0496683	0.11478	0.135696	0.0880598	0.102525	0.0610038	0.0873333	0.0637031	0.0675786	0.217662	0.0400831	0.657558	0.0993932	0.0383141	0.0756639	0.997656	0.9994	1.0006	1.00235	3.102255
57360	-391.1552	-385.9284	-5.226825	404922.4	8.691608	0.35058	0.0247207	0.0527103	0.029701	0.0339632	0.213912	0.00840239	0.00860213	0.0133606	0.014132	0.0798611	0.120536	0.0450274	0.169085	0.0336766	0.00176182	0.0775849	0.0341417	0.0461548	0.142855	0.118518	0.0511038	0.146441	0.0492619	0.0705638	0.134426	0.0571343	0.0904053	0.0493046	0.242579	0.0823263	0.0291322	0.0311219	0.998003	0.999489	1.00051	1.002	2.653089
57370	-399.9331	-393.1106	-6.822539	949548.6	13.56274	0.198237	0.0200471	0.231531	0.0361001	0.0306093	0.21781	0.00578475	0.023779	0.0623524	0.0344404	0.0257532	0.168468	0.00932935	0.0990981	0.0595721	0.0117772	0.0691548	0.0407492	0.105666	0.185053	0.119507	0.0830337	0.0539432	0.0260862	0.0991935	0.19398	0.0223924	0.131451	0.0258498	0.1828	0.144074	0.0553008	0.0557868	0.998696	0.999667	1.00033	1.0013	2.828709
57380	-402.3428	-392.7279	-9.614929	891029.1	11.27378	0.177457	0.00794379	0.121366	0.113496	0.038663	0.183545	0.00586109	0.041911	0.0589532	0.0449026	0.0367391	0.0951011	0.00793274	0.243319	0.0838793	0.00244757	0.0646099	0.0740501	0.0209317	0.363394	0.10596	0.0954583	0.033136	0.142179	0.0243718	0.214206	0.0489861	0.0410094	0.0572897	0.246469	0.158221	0.108586	0.0878808	0.998654	0.999656	1.00034	1.00135	3.150256
57390	-399.6003	-390.4237	-9.176608	965611.6	11.77349	0.254531	0.00678578	0.232831	0.109205	0.0496382	0.117779	0.0133117	0.0119575	0.0270874	0.0225676	0.0385985	0.0802706	0.00487805	0.185995	0.0586269	0.011531	0.0483947	0.138777	0.0693438	0.40774	0.0821004	0.246827	0.0179736	0.0445683	0.0491802	0.136456	0.0626803	0.00394984	0.0236173	0.187492	0.150449	0.122963	0.0742895	0.998707	0.999669	1.00033	1.00129	3.092394
57400	-402.4992	-395.0102	-7.489	604259	11.04204	0.145575	0.0138624	0.116668	0.0323942	0.101684	0.097173	0.0149472	0.00823973	0.0310416	0.0527903	0.045629	0.11329	0.00427069	0.162644	0.0274713	0.00964055	0.0506975	0.0419061	0.0463743	0.42903	0.0707588	0.211863	0.0177213	0.0745621	0.158388	0.166744	0.075657	0.0115366	0.0365313	0.0813148	0.0295916	0.334024	0.151943	0.998365	0.999582	1.00042	1.00164	2.965966
57410	-397.25	-390.4687	-6.781275	376633.8	8.308524	0.176332	0.0149844	0.00982371	0.0235023	0.0875474	0.198707	0.0113927	0.00285471	0.0426587	0.068147	0.0648929	0.0467324	0.0286696	0.157989	0.046992	0.00863763	0.122723	0.0303106	0.0780774	0.486641	0.0391106	0.129951	0.00880776	0.06291	0.139958	0.251862	0.0601133	0.00419822	0.0282452	0.111227	0.0385581	0.0738887	0.13625	0.99793	0.99947	1.00053	1.00207	2.792695
57420	-397.5078	-397.7755	0.2676754	505423.5	13.64386	0.110094	0.00710833	0.0747495	0.0250323	0.0252001	0.060592	0.00701857	0.00209636	0.0638498	0.00687851	0.054245	0.0612602	0.0307711	0.138257	0.0343298	0.00407383	0.0266432	0.0358251	0.0899686	0.232328	0.0898125	0.252339	0.00994584	0.0768356	0.107461	0.205501	0.0746305	0.00525302	0.0973234	0.0336769	0.100875	0.130551	0.0309359	0.998213	0.999543	1.00046	1.00179	2.305462
57430	-396.8539	-387.9384	-8.915555	621157.6	10.1739	0.172422	0.0183799	0.166596	0.0256215	0.0106743	0.133687	0.0465586	0.00222823	0.100558	0.0227249	0.0663434	0.0545741	0.0217109	0.136832	0.110786	0.00747356	0.09682	0.017792	0.136429	0.64692	0.122561	0.1192	0.0178202	0.205907	0.0809981	0.201596	0.0260199	0.00435839	0.120279	0.00740285	0.137887	0.0350806	0.0364955	0.998388	0.999588	1.00041	1.00161	3.110736
57440	-396.8089	-386.4851	-10.32374	886006.8	13.14665	0.221522	0.0165248	0.290573	0.0299556	0.032273	0.12074	0.021159	0.00442437	0.043428	0.00267623	0.0634998	0.0609173	0.0345467	0.112306	0.0397698	0.00348015	0.0524252	0.0133126	0.127844	0.575358	0.0901859	0.0621419	0.0809802	0.215262	0.0345176	0.276574	0.0122708	0.00902226	0.21639	0.00974048	0.101815	0.0672534	0.0697826	0.99865	0.999655	1.00034	1.00135	3.112672
57450	-392.9589	-386.8799	-6.079009	74681.98	11.15543	0.191456	0.0217798	0.187129	0.00426842	0.0387559	0.29893	0.0223966	0.00579936	0.034768	0.00504854	0.0455901	0.103371	0.0264127	0.135803	0.0397131	0.00361156	0.0514704	0.00729496	0.119266	0.593283	0.0604765	0.078984	0.0236954	0.156607	0.0428813	0.178259	0.0194612	0.0128452	0.0742129	0.0212112	0.0686271	0.0785857	0.08562	0.995353	0.998808	1.00118	1.00466	2.837612
57460	-393.1235	-391.455	-1.668558	265997	11.60037	0.203838	0.0303144	0.221878	0.0063317	0.0321816	0.22709	0.0382957	0.00745411	0.0994108	0.00447289	0.0316294	0.0421531	0.0103417	0.110803	0.0267692	0.00203818	0.0453865	0.0114336	0.0593682	0.354986	0.0600493	0.0555075	0.0191682	0.143425	0.0641619	0.249092	0.0794511	0.0128772	0.0552783	0.0119512	0.0288649	0.0539262	0.0522338	0.997536	0.999369	1.00063	1.00247	2.452163
57470	-390.7241	-389.3877	-1.336408	485053.8	10.99233	0.110264	0.0691268	0.143938	0.031617	0.0387753	0.190808	0.0454358	0.00512135	0.030593	0.00458889	0.0954434	0.0409386	0.0134023	0.158221	0.0606808	0.00103993	0.0344187	0.0053299	0.0457914	0.348191	0.100891	0.0582369	0.0233872	0.093202	0.053344	0.21863	0.0199301	0.0106428	0.208953	0.0137453	0.0202961	0.0746302	0.0374057	0.998175	0.999533	1.00047	1.00183	2.40702
57480	-395.737	-390.1718	-5.565228	257475.6	10.19941	0.127074	0.0784069	0.186242	0.0189511	0.0438504	0.0866659	0.0573581	0.00817169	0.0268174	0.00261638	0.030115	0.034111	0.0341913	0.111245	0.0554606	0.00223772	0.00984496	0.00432462	0.0869447	0.597822	0.126164	0.115444	0.0500114	0.0883327	0.101687	0.158283	0.0138035	0.00999275	0.27304	0.0156887	0.139579	0.0413407	0.0462582	0.997496	0.999359	1.00064	1.00251	2.782075
57490	-394.6821	-388.3504	-6.331663	740455.5	13.85016	0.249238	0.0798853	0.0999378	0.0454055	0.129071	0.213378	0.0298064	0.00709548	0.0577946	0.00287885	0.0273177	0.0915037	0.0191165	0.126389	0.0575011	0.00367099	0.012171	0.00224673	0.084157	0.304852	0.138752	0.0564471	0.0392158	0.152541	0.0547271	0.295263	0.00842892	0.0208523	0.0526637	0.0419557	0.127447	0.110289	0.0383819	0.998523	0.999622	1.00038	1.00148	2.780381
57500	-399.9463	-391.9463	-8.000005	342267.8	10.74224	0.200201	0.0487221	0.0634699	0.0387579	0.0274321	0.260228	0.0439831	0.00615822	0.0381	0.000955109	0.103778	0.136533	0.048802	0.207985	0.0904303	0.00429453	0.0552881	0.00221683	0.0386728	0.493523	0.0673662	0.0421854	0.0357489	0.0947949	0.099562	0.160223	0.00314952	0.0441113	0.158978	0.0731519	0.197087	0.0598769	0.0715671	0.997828	0.999444	1.00055	1.00217	3.017333
57510	-403.1093	-390.6242	-12.48507	867155	7.296267	0.318319	0.0425339	0.20519	0.192723	0.0220903	0.10727	0.050522	0.00502947	0.0158506	0.000822019	0.109827	0.0803942	0.0373671	0.143545	0.105765	0.00762289	0.141228	0.00241663	0.110033	0.452578	0.120404	0.165576	0.0263597	0.0309178	0.112801	0.300175	0.00226515	0.0742702	0.0571492	0.0480293	0.114466	0.107645	0.0908407	0.998635	0.999651	1.00035	1.00137	3.402025
57520	-414.8312	-401.3329	-13.49838	813919.7	9.544921	0.22259	0.0331177	0.0824456	0.104631	0.0259332	0.139877	0.0675607	0.0158154	0.0583943	0.00366326	0.0490976	0.107302	0.084544	0.242281	0.0690285	0.015252	0.150354	0.00834615	0.0541538	1.0105	0.117862	0.116572	0.021241	0.049225	0.0853848	0.205354	0.00447046	0.111373	0.054176	0.044412	0.0569833	0.0785039	0.0979511	0.998591	0.99964	1.00036	1.00141	3.5884
57530	-392.1374	-385.8992	-6.238197	663399.8	8.492254	0.155323	0.0282634	0.0759354	0.0607852	0.039363	0.188673	0.0336122	0.0172543	0.0329646	0.00291644	0.0552201	0.0430271	0.0345522	0.221521	0.0978255	0.0357729	0.0562793	0.00690203	0.0953723	0.480919	0.104699	0.138598	0.020502	0.0604701	0.0802251	0.230631	0.00152861	0.112586	0.0398972	0.0410064	0.0239419	0.096947	0.0354777	0.99844	0.999601	1.0004	1.00156	2.748992
57540	-399.8167	-390.935	-8.881658	624612.5	7.895677	0.159205	0.0346981	0.146815	0.0280489	0.026622	0.0960479	0.0435754	0.0536217	0.0267151	0.00581949	0.064194	0.0506149	0.0540022	0.215198	0.140873	0.0344827	0.0560518	0.00328595	0.0978848	0.476494	0.156387	0.153145	0.0582358	0.103559	0.104434	0.22974	0.000934898	0.0801644	0.0532442	0.0476693	0.0244475	0.117218	0.058749	0.998392	0.999589	1.00041	1.00161	3.002178
57550	-404.745	-389.8618	-14.88314	535199.6	8.216676	0.228261	0.0268904	0.0897296	0.045652	0.00797681	0.10647	0.0901177	0.0315094	0.0453706	0.0105739	0.0500904	0.0376804	0.0385067	0.160089	0.0839132	0.023207	0.122388	0.00401906	0.141175	0.702831	0.0993125	0.105486	0.0402007	0.205539	0.17029	0.584918	0.00123386	0.158614	0.0396958	0.0916837	0.0387155	0.105548	0.079841	0.998263	0.999556	1.00044	1.00174	3.767529
57560	-404.9003	-395.5368	-9.363468	461059.5	7.145153	0.115109	0.0262979	0.209799	0.0303663	0.0148008	0.184642	0.0818081	0.0202334	0.0594187	0.00218113	0.0327314	0.0773277	0.0329574	0.0946516	0.0532941	0.0305043	0.054278	0.00218707	0.106227	0.379284	0.0798999	0.068713	0.01784	0.130684	0.0805593	0.266584	0.0021616	0.20635	0.0247377	0.275967	0.0254886	0.109335	0.0482431	0.998129	0.999521	1.00048	1.00187	2.944662
57570	-404.8468	-394.3409	-10.50585	181019.6	9.468833	0.169351	0.0750364	0.0843353	0.106854	0.00576536	0.144828	0.121867	0.0724078	0.0205793	0.00897726	0.0791178	0.0464482	0.0282525	0.217787	0.0266152	0.0234745	0.0154215	0.006917	0.104411	0.534192	0.152411	0.127466	0.0182941	0.119107	0.133409	0.100514	0.0011307	0.154282	0.0668617	0.187806	0.0507178	0.164444	0.105827	0.997014	0.999235	1.00076	1.00299	3.274909
57580	-398.8004	-391.5696	-7.230789	381860	9.250468	0.134105	0.0904371	0.0248498	0.0933677	0.00128001	0.152648	0.0441776	0.0204624	0.0446606	0.00949758	0.0570071	0.0371556	0.0314917	0.124853	0.0770774	0.0643579	0.0246346	0.00538402	0.101549	0.482314	0.118995	0.0744106	0.0297204	0.0864408	0.126447	0.17383	0.0065	0.0772402	0.0237957	0.301943	0.0535524	0.139093	0.086384	0.997944	0.999474	1.00052	1.00206	2.919662
57590	-396.8874	-393.2232	-3.664215	470754.4	10.97148	0.0860028	0.0720085	0.01292	0.0321968	0.00483406	0.273631	0.0353428	0.00109258	0.0624082	0.00983835	0.0456029	0.0573086	0.053927	0.05641	0.0578514	0.0589532	0.0296253	0.00785345	0.151767	0.319102	0.184792	0.0700156	0.0641343	0.0795666	0.156623	0.132703	0.00809705	0.162131	0.0112783	0.111533	0.0198082	0.105835	0.0832398	0.998148	0.999526	1.00047	1.00185	2.618433
57600	-392.8834	-389.654	-3.229388	588512.2	11.27022	0.10757	0.0646656	0.0128995	0.0288547	0.00389388	0.22689	0.0150361	0.00130364	0.0201973	0.0145835	0.0283051	0.0196105	0.0439444	0.0974693	0.0273305	0.059833	0.0212767	0.0180203	0.0506336	0.603215	0.128981	0.0708154	0.0337537	0.11998	0.135742	0.0862979	0.00837072	0.171658	0.0133262	0.125786	0.0262411	0.0782901	0.119029	0.998344	0.999576	1.00042	1.00166	2.583804
57610	-392.1268	-390.7483	-1.378472	391356.5	14.98404	0.0833293	0.0534656	0.0285379	0.024573	0.00355365	0.138034	0.00926869	0.000807244	0.0215863	0.0198709	0.0117568	0.0665769	0.0777175	0.118248	0.0410366	0.0319527	0.015697	0.0151607	0.0593133	0.347278	0.105425	0.0548709	0.0206934	0.100088	0.364836	0.0778537	0.00516912	0.147772	0.0283247	0.138206	0.0325191	0.0889866	0.0650756	0.997969	0.99948	1.00052	1.00203	2.397583
57620	-400.3748	-398.0117	-2.363096	950104.4	13.65594	0.105244	0.0358247	0.0250522	0.0416203	0.000302463	0.204893	0.00399107	0.00193596	0.0245378	0.0301567	0.0061552	0.104409	0.0360053	0.165624	0.138191	0.0243299	0.0241324	0.00296007	0.0805108	0.326948	0.188821	0.0600495	0.0278942	0.0958263	0.145909	0.16246	0.00521959	0.11993	0.0410084	0.0810072	0.0345523	0.104648	0.0478814	0.998696	0.999667	1.00033	1.0013	2.498031
57630	-398.2687	-389.1308	-9.13799	786329.2	7.945579	0.208653	0.0588657	0.024145	0.144074	0.000333924	0.290115	0.0983652	0.00203948	0.0346007	0.0711048	0.00283809	0.0575234	0.043297	0.121385	0.0440201	0.0042525	0.083728	0.00555594	0.0546546	0.462144	0.124514	0.0475164	0.0231669	0.145469	0.0830534	0.211562	0.00128378	0.143635	0.045049	0.18258	0.0257848	0.0807012	0.114485	0.998567	0.999634	1.00037	1.00143	3.040494
57640	-399.3612	-394.1038	-5.257334	149836.3	8.639237	0.342098	0.0181035	0.0298971	0.0272639	0.000229582	0.0767481	0.068533	0.00258786	0.0227502	0.0459191	0.012417	0.0633633	0.0447533	0.212577	0.0155659	0.00981579	0.063788	0.00267843	0.011507	0.338186	0.124835	0.181568	0.0224142	0.134806	0.11667	0.0817991	0.00300442	0.176464	0.0526225	0.189252	0.0162253	0.108289	0.0340979	0.996718	0.999159	1.00084	1.00329	2.65083
57650	-394.9872	-390.3873	-4.599907	239341.4	18.26423	0.297114	0.048058	0.0286486	0.0558799	0.00122111	0.0806969	0.101297	0.00568365	0.0110901	0.0442272	0.00842479	0.0284421	0.0374222	0.145827	0.034959	0.0128777	0.021497	0.00187497	0.00829205	0.29148	0.0951108	0.11302	0.0300361	0.110124	0.0738555	0.24288	0.00127787	0.168015	0.035849	0.171886	0.00819625	0.100254	0.0496029	0.997403	0.999335	1.00066	1.0026	2.46512
57660	-393.6032	-393.3591	-0.2440933	72489.48	12.04621	0.29397	0.0735748	0.0327005	0.0506479	0.000632081	0.17003	0.0255151	0.0118189	0.0628751	0.0674673	0.0250887	0.0190556	0.0663595	0.168265	0.0604228	0.00873871	0.0163183	0.00870735	0.00753672	0.207774	0.071228	0.0809615	0.0280899	0.216843	0.0370588	0.127779	0.000136095	0.119116	0.0263042	0.0776561	0.0085268	0.0380071	0.129862	0.995283	0.99879	1.0012	1.00473	2.339068
57670	-393.4683	-389.2269	-4.24141	49787.9	12.41709	0.204011	0.0315409	0.0456924	0.0987477	0.000512852	0.0999535	0.027327	0.00261772	0.0383144	0.0319856	0.0245456	0.0382873	0.0867191	0.188417	0.137147	0.00947188	0.00930913	0.00976442	0.0144011	0.517131	0.119073	0.117798	0.0724109	0.0570061	0.112474	0.193862	3.76785e-05	0.169091	0.0414773	0.0611293	0.00440173	0.0378441	0.0632367	0.994309	0.998539	1.00145	1.0057	2.665739
57680	-396.584	-387.8614	-8.722546	11681.97	8.84175	0.172272	0.0863488	0.12276	0.0586128	0.000206469	0.137592	0.0287972	0.00282705	0.0339216	0.0438748	0.0138193	0.0215961	0.10913	0.116068	0.114742	0.0611956	0.040234	0.0128295	0.0259763	0.673403	0.133811	0.0663642	0.108129	0.071384	0.0801416	0.244061	1.54552e-05	0.193002	0.0759129	0.126332	0.00380897	0.0408031	0.0439568	0.988264	0.996972	1.00298	1.01178	3.063928
57690	-404.7743	-396.241	-8.533286	21977.19	8.055165	0.140634	0.0736386	0.11538	0.0568688	0.000502214	0.152554	0.050408	0.00394771	0.0644025	0.0303433	0.0100584	0.0272008	0.13084	0.104003	0.0789277	0.0285894	0.0767762	0.0247216	0.0626561	0.21034	0.154317	0.0169276	0.101703	0.150799	0.0441591	0.197883	1.69167e-05	0.310303	0.176339	0.203071	0.0115632	0.0598741	0.107707	0.991439	0.997797	1.00218	1.00859	2.977455
57700	-403.7622	-395.8642	-7.898011	96613.89	14.8266	0.188859	0.0717944	0.104588	0.029576	0.000249229	0.133641	0.0225496	0.00787935	0.0244487	0.0499034	0.00969451	0.00714047	0.115468	0.0820418	0.131532	0.0347609	0.0409597	0.0351133	0.0496864	0.367713	0.0884016	0.0198099	0.0390812	0.136149	0.129308	0.225867	1.22198e-05	0.35055	0.0729433	0.134258	0.0125853	0.03898	0.0858321	0.995914	0.998953	1.00104	1.00409	2.841375
57710	-399.2836	-392.2269	-7.056683	87724.76	9.12191	0.275261	0.0209403	0.0639953	0.0710483	0.000533172	0.0545941	0.0291692	0.00380456	0.0390137	0.0367523	0.00289547	0.0035855	0.0835531	0.15868	0.16882	0.0319483	0.0505348	0.0851992	0.0839241	0.202204	0.103947	0.015003	0.0318954	0.0980332	0.149245	0.214444	4.84529e-05	0.271211	0.104136	0.227959	0.0317843	0.0522472	0.127503	0.995712	0.998901	1.00109	1.00429	2.893913
57720	-404.1343	-398.9165	-5.217762	308143.2	10.48058	0.135093	0.0182956	0.0431389	0.0362324	0.000539489	0.0939278	0.0682158	0.00148379	0.0563831	0.00763812	0.00251361	0.00444471	0.0370786	0.281181	0.114943	0.0215751	0.070675	0.0528549	0.0539942	0.225415	0.0676411	0.054033	0.116218	0.0894875	0.100129	0.19061	6.63416e-06	0.10119	0.386749	0.136074	0.0178645	0.0779361	0.0909842	0.997711	0.999414	1.00058	1.00229	2.754545
57730	-405.2079	-400.4683	-4.739583	333165.5	11.77089	0.141955	0.0183289	0.0464438	0.0619081	0.000471544	0.122249	0.0412462	0.00097307	0.0899997	0.013708	0.00302812	0.0162492	0.0531525	0.153923	0.103859	0.0560082	0.0310316	0.107646	0.0425445	0.203929	0.196065	0.0439579	0.137121	0.0525536	0.118733	0.122179	2.15549e-05	0.178243	0.380214	0.0553549	0.00658661	0.0536058	0.0622616	0.997799	0.999437	1.00056	1.0022	2.715553
57740	-407.7349	-400.8483	-6.886567	364770.7	12.60761	0.18889	0.0424431	0.0875527	0.154147	0.000235142	0.137416	0.030829	0.0095571	0.0765373	0.0189292	0.00275917	0.0609955	0.0387108	0.109899	0.190996	0.0435254	0.0228754	0.0193561	0.0837325	0.323318	0.0595855	0.051737	0.167688	0.00582831	0.133807	0.160057	4.23236e-05	0.10824	0.145748	0.261175	0.00915929	0.0185848	0.10774	0.997896	0.999462	1.00054	1.00211	2.872096
57750	-414.7657	-400.9401	-13.82557	577838.4	8.006755	0.143218	0.0536234	0.0697702	0.193568	0.00027852	0.10873	0.0500208	0.0137732	0.0563409	0.0166786	0.00169125	0.0416769	0.127331	0.0981145	0.197771	0.0307769	0.0257766	0.0132841	0.0515334	0.752234	0.0457919	0.200382	0.0847516	0.00531252	0.126648	0.477831	0.000175348	0.123877	0.139156	0.192225	0.107073	0.00982576	0.0735603	0.998328	0.999572	1.00043	1.00167	3.632799
57760	-413.8938	-398.7895	-15.10431	551579.3	5.948822	0.110565	0.0250254	0.0597188	0.0460226	0.000572507	0.134763	0.0850673	0.0085657	0.0451901	0.019077	0.00196816	0.0611443	0.129247	0.298156	0.0656908	0.0705929	0.146188	0.00935574	0.0626518	0.642408	0.0640426	0.0540592	0.159654	0.00249089	0.119106	0.373211	0.000176221	0.225494	0.0333498	0.204477	0.193418	0.00647318	0.0676895	0.998289	0.999562	1.00044	1.00171	3.525609
57770	-401.7268	-396.8893	-4.837511	764628.7	9.311284	0.302925	0.0758917	0.0585717	0.158917	9.2638e-05	0.0790848	0.0638736	0.00740491	0.0414523	0.0290982	0.00238854	0.0334442	0.0549431	0.0945989	0.0629016	0.0482298	0.0713667	0.00675139	0.047623	0.316309	0.0869258	0.0449893	0.0605947	0.00993951	0.0668071	0.305232	0.00014002	0.113583	0.0183671	0.251488	0.0745059	0.00702518	0.0700136	0.998547	0.999628	1.00037	1.00145	2.66548
57780	-409.0156	-400.4204	-8.595164	290207.9	10.78412	0.182566	0.0557613	0.0523222	0.20128	2.98236e-05	0.181006	0.0731294	0.00329602	0.0459539	0.0500325	0.004023	0.0448637	0.0227954	0.0717927	0.0299578	0.0304897	0.0264807	0.018524	0.0366121	0.287468	0.110599	0.0499683	0.127627	0.0459363	0.0215597	0.481307	0.000256641	0.199711	0.0842514	0.13004	0.259115	0.0056613	0.137517	0.997641	0.999396	1.0006	1.00236	3.071933
57790	-402.7504	-391.0256	-11.72478	620727.7	12.21649	0.23863	0.0494897	0.0472361	0.0971623	5.32862e-05	0.123044	0.125728	0.00782515	0.0356425	0.0156738	0.0110409	0.0716614	0.0296136	0.0972996	0.0339933	0.0173003	0.0126914	0.00543909	0.0490761	0.121356	0.102194	0.0804509	0.0781539	0.0329491	0.0351577	0.656402	0.000473882	0.370475	0.0438236	0.200251	0.397049	0.00200014	0.0920283	0.998387	0.999587	1.00041	1.00161	3.281363
57800	-411.5913	-395.5568	-16.03452	575974.3	9.539821	0.176799	0.0226206	0.0957044	0.0727206	0.000468632	0.0648594	0.167273	0.0168366	0.0652654	0.02594	0.0248439	0.105759	0.0756542	0.249016	0.0473503	0.00553152	0.0154136	0.0191779	0.22006	0.155316	0.104067	0.0641881	0.111325	0.0696049	0.0268309	0.656402	0.000427391	0.337058	0.031391	0.285633	0.468095	0.00198167	0.0708101	0.998326	0.999572	1.00043	1.00168	3.854424
57810	-402.5138	-390.4837	-12.0301	456643.7	9.76941	0.20603	0.0535133	0.0820698	0.0909057	0.000108924	0.20672	0.0438889	0.00802838	0.0106986	0.0250162	0.05831	0.0785363	0.0399757	0.27388	0.0222496	0.0033915	0.018113	0.0657231	0.06499	0.385524	0.268819	0.0876096	0.0725349	0.0591917	0.0520453	0.253204	0.00262384	0.179106	0.0754486	0.239841	0.337321	0.00269662	0.0614638	0.99812	0.999519	1.00048	1.00188	3.429579
57820	-400.3526	-392.5658	-7.786875	805293.8	10.2305	0.349737	0.0606064	0.0895943	0.0630946	0.000327444	0.118301	0.0121504	0.0193106	0.0216972	0.0205435	0.126537	0.0560122	0.0318282	0.201065	0.0189326	0.00448956	0.0111292	0.0473012	0.0687275	0.133542	0.186866	0.0567666	0.0264985	0.0244126	0.102837	0.266256	0.00610866	0.14666	0.116263	0.174799	0.310819	0.00261334	0.124163	0.998584	0.999638	1.00036	1.00142	2.99999
