Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
28710	-598.0439	-568.3468	-29.69714	224096	4.489396	0.264308	0.126515	0.277266	0.200391	0.139572	0.0580074	0.00761024	0.148784	0.481397	1.56893	0.2796	0.0628553	0.0576536	0.0442108	0.391983	0.0835501	0.226426	0.233298	0.233635	0.222678	0.0565383	0.107753	0.0782991	0.0100446	0.144611	0.580965	0.0255148	0.997316	0.999313	1.00068	1.00269	6.112394
28720	-600.8509	-570.0146	-30.83636	352168.4	3.751596	0.366632	0.0668609	0.271691	0.0313841	0.529347	0.124757	0.00959023	0.209256	0.153731	2.01584	0.208613	0.0402122	0.132079	0.0198785	0.260237	0.0838697	0.159862	0.253648	0.12612	0.230225	0.123396	0.178513	0.0509496	0.00332794	0.215035	0.467261	0.0330369	0.997859	0.999452	1.00055	1.00214	6.365354
28730	-589.5098	-562.9937	-26.5161	844142	4.82177	0.227088	0.13943	0.173256	0.0420931	0.243571	0.123556	0.0496856	0.0635669	0.442675	1.53093	0.166277	0.0507491	0.123244	0.0322933	0.260302	0.0315632	0.112207	0.0892126	0.137038	0.457617	0.0634101	0.0165539	0.0231156	0.00047023	0.0674442	0.72546	0.0246694	0.998617	0.999646	1.00035	1.00138	5.417483
28740	-597.6846	-566.8275	-30.85714	874285	4.007778	0.484682	0.0846751	0.0615928	0.159966	0.176424	0.164019	0.079089	0.0942407	0.369232	1.71357	0.260998	0.0438566	0.101281	0.0169097	0.692923	0.0806541	0.136403	0.0614667	0.0706178	0.407371	0.0545698	0.0422729	0.116408	0.000806164	0.0591467	0.84048	0.0222236	0.998641	0.999652	1.00035	1.00136	6.395884
28750	-588.9578	-563.5319	-25.42589	787048.5	4.258585	0.391677	0.0269168	0.0823289	0.031481	0.292929	0.0967774	0.0614171	0.0748461	0.314028	1.16854	0.209622	0.0154722	0.0660148	0.0274681	0.343763	0.109289	0.0885168	0.0341094	0.0758279	0.290319	0.0563332	0.0472328	0.161766	0.00244942	0.0455076	0.947449	0.0548263	0.998568	0.999634	1.00037	1.00143	5.116905
28760	-594.6603	-561.7973	-32.86301	548598.9	3.903886	0.596885	0.1126	0.157848	0.0462262	0.232345	0.187104	0.0513458	0.0678815	0.766203	2.08498	0.197277	0.013818	0.054293	0.0045943	0.649257	0.0632574	0.116356	0.0401532	0.155189	0.310627	0.0663291	0.0207607	0.312052	0.0258558	0.101314	0.423748	0.0452762	0.998284	0.999561	1.00044	1.00172	6.90358
28770	-594.0872	-560.5625	-33.52476	92510.16	3.128441	0.363119	0.0328699	0.139296	0.0788325	0.211596	0.116837	0.0856388	0.0617005	0.371337	2.60602	0.134239	0.0513827	0.0339729	0.00214674	0.484522	0.0395848	0.131288	0.0289495	0.202738	0.304834	0.0356714	0.103532	0.19877	0.0474156	0.0289933	0.965069	0.104393	0.995824	0.998929	1.00106	1.00418	6.964753
28780	-593.705	-566.6363	-27.06867	272311.5	3.591342	0.412254	0.0553508	0.0652676	0.0383641	0.220747	0.23256	0.052966	0.134937	0.665756	1.19733	0.153042	0.0466955	0.0468711	0.00612237	0.536077	0.0238543	0.0601179	0.0488465	0.18865	0.182648	0.0857879	0.12921	0.0452869	0.0474492	0.0840183	0.506653	0.0141501	0.997565	0.999377	1.00062	1.00244	5.281007
28790	-591.3377	-562.0749	-29.26278	278308.5	4.00974	0.717317	0.0768658	0.114016	0.111897	0.309729	0.104115	0.013927	0.0542747	0.231926	1.97805	0.11541	0.052124	0.0819553	0.00662864	0.376748	0.018839	0.151436	0.0438243	0.164811	0.112267	0.0585375	0.116094	0.0498907	0.082367	0.212061	0.575234	0.0679896	0.997592	0.999384	1.00061	1.00241	5.998331
28800	-601.0915	-572.5533	-28.53821	60829.33	4.983346	0.482649	0.284275	0.0995131	0.26792	0.154076	0.151211	0.0136587	0.0260735	0.529535	1.23467	0.10406	0.0676712	0.0462431	0.00271412	0.336332	0.0296633	0.333121	0.0906471	0.143725	0.204119	0.216237	0.0959328	0.0556554	0.130533	0.208009	0.429487	0.0819681	0.994851	0.998679	1.00131	1.00516	5.819701
28810	-602.1702	-569.9871	-32.18306	56304.17	4.347998	0.656823	0.116011	0.0934578	0.286934	0.317847	0.145746	0.164537	0.0316753	0.387241	1.39059	0.169682	0.0663019	0.0268931	0.00510085	0.52137	0.0773175	0.202679	0.175649	0.196334	0.133754	0.24792	0.0570241	0.0457882	0.0268373	0.462001	0.630705	0.0544663	0.994648	0.998627	1.00136	1.00536	6.690685
28820	-591.906	-563.6832	-28.22285	315077.1	6.669187	0.542906	0.0692754	0.125689	0.128077	0.251039	0.0611066	0.134673	0.0579378	0.370362	1.16861	0.102122	0.115243	0.0214854	0.00569851	0.452188	0.056497	0.0446202	0.108	0.100557	0.0436516	0.186676	0.0859142	0.231907	0.00984163	0.183159	0.71581	0.0574219	0.997736	0.999421	1.00058	1.00227	5.430461
28830	-589.5593	-566.2418	-23.31753	688312.4	5.536009	0.369565	0.0521316	0.10619	0.0778015	0.18813	0.195854	0.0328151	0.0341465	0.380679	1.08289	0.0430511	0.183623	0.0705244	0.00504782	0.19785	0.0402131	0.132647	0.177613	0.0711929	0.0981409	0.152806	0.103632	0.117261	0.0150812	0.223634	0.55181	0.0843207	0.998468	0.999608	1.00039	1.00153	4.788652
28840	-593.0642	-567.2242	-25.84001	348621.2	4.667643	0.498018	0.0756219	0.11479	0.0267999	0.176394	0.195854	0.0702079	0.0420175	0.34367	1.15029	0.139864	0.0940611	0.21203	0.0089955	0.176622	0.0257226	0.201291	0.129134	0.0740916	0.0355869	0.183209	0.132716	0.0593701	0.011404	0.329168	0.705953	0.0573273	0.997848	0.999449	1.00055	1.00215	5.270208
28850	-591.1711	-563.1515	-28.0196	384752.1	4.750928	0.473005	0.0508053	0.200969	0.0409469	0.191897	0.0887645	0.04156	0.0124775	0.161134	1.76047	0.197193	0.0883976	0.120289	0.012635	0.337403	0.20607	0.131935	0.11234	0.0292715	0.0934187	0.165245	0.658123	0.0559447	0.0280582	0.0465985	0.283811	0.144836	0.997952	0.999476	1.00052	1.00205	5.733596
28860	-590.915	-562.9835	-27.93149	525521.7	4.945809	0.584684	0.0481172	0.0614334	0.040168	0.350425	0.125666	0.0659269	0.00927576	0.28692	1.65282	0.209655	0.0926944	0.0942868	0.00730203	0.313151	0.0902082	0.0462262	0.111617	0.0461598	0.118492	0.20945	0.482684	0.0372117	0.10714	0.0335489	0.252836	0.223337	0.998247	0.999552	1.00045	1.00175	5.701439
28870	-586.2531	-559.7144	-26.53869	569160.3	7.490182	0.401634	0.0561007	0.19515	0.0204293	0.280752	0.0440273	0.0752007	0.0157009	0.104759	1.53552	0.0993902	0.0359694	0.041982	0.0100709	0.266827	0.121788	0.0244948	0.0283353	0.0531895	0.0694841	0.261631	0.626555	0.0468965	0.164632	0.0432734	0.20894	0.174213	0.998316	0.999569	1.00043	1.00169	5.00695
28880	-590.6486	-561.2375	-29.41104	513522.3	3.752441	0.300538	0.107011	0.24327	0.00762325	0.223797	0.0298964	0.0685674	0.0376769	0.51313	1.92627	0.289813	0.040346	0.0278156	0.0172782	0.381829	0.25716	0.0167009	0.0843757	0.0514166	0.0939466	0.337133	0.536282	0.0163245	0.0966991	0.0714372	0.0476504	0.161672	0.998227	0.999546	1.00045	1.00177	5.98566
28890	-593.4662	-565.4011	-28.06505	88625.93	6.300453	0.238141	0.0471302	0.233407	0.0139911	0.223896	0.0664105	0.0732795	0.0176149	0.314306	1.48997	0.27119	0.041783	0.0887735	0.0141245	0.346684	0.318956	0.0392393	0.0296378	0.0399439	0.118912	0.331214	0.709898	0.00864057	0.0377006	0.188028	0.0936714	0.0946543	0.995733	0.998906	1.00109	1.00427	5.491199
28900	-582.429	-557.2792	-25.14978	77657.85	4.311486	0.380166	0.154858	0.239007	0.00459524	0.403289	0.0608789	0.0495226	0.0156977	0.324161	1.31884	0.331538	0.0275416	0.0383191	0.00377687	0.278484	0.197016	0.0362217	0.0167903	0.0564381	0.0584161	0.114833	0.561716	0.0246266	0.0667736	0.0799357	0.0907207	0.130781	0.995442	0.998831	1.00116	1.00456	5.064939
28910	-589.9547	-560.1499	-29.80485	66466.2	3.951729	0.33021	0.0370909	0.0937613	0.0126835	0.293618	0.0764179	0.0255053	0.0204652	0.744824	1.81721	0.33575	0.0409726	0.0687604	0.0162342	0.354668	0.287706	0.0224771	0.0317507	0.0500657	0.0598508	0.240263	0.844653	0.0627646	0.0160766	0.0640669	0.0394189	0.139661	0.995074	0.998736	1.00126	1.00493	6.126925
28920	-582.2104	-557.2426	-24.96779	7010.07	4.450402	0.303103	0.0120823	0.154253	0.00985941	0.154007	0.0832901	0.0484291	0.0366764	0.353059	1.69432	0.138269	0.0253423	0.0891176	0.023503	0.455138	0.11402	0.00410742	0.0513536	0.130689	0.111541	0.220139	0.487836	0.0906791	0.0352759	0.0368711	0.049083	0.140055	0.984859	0.996082	1.00384	1.01522	5.052098
28930	-586.4694	-562.0538	-24.41564	3131.846	4.919087	0.445888	0.0271076	0.106	0.188855	0.397926	0.0257251	0.0279838	0.0891776	0.354613	0.978961	0.129856	0.0195482	0.0712926	0.0346473	0.317546	0.147705	0.00890015	0.098138	0.119239	0.0561173	0.248876	0.753825	0.0883696	0.0652146	0.0327819	0.0923695	0.062361	0.977379	0.994108	1.00571	1.0228	4.989024
28940	-590.8539	-566.0356	-24.81829	1296.313	6.315904	0.377963	0.015376	0.161845	0.069265	0.452341	0.0458217	0.0780497	0.0509192	0.339993	1.31314	0.205208	0.0301489	0.0681866	0.0622395	0.159885	0.190575	0.0191224	0.0888024	0.0917881	0.0213548	0.459404	0.473083	0.0428072	0.0134527	0.00735395	0.0508693	0.0846941	0.96492	0.990764	1.0088	1.03552	4.973687
28950	-589.9593	-565.646	-24.3133	147.2282	4.77953	0.22263	0.0396354	0.139965	0.0514643	0.201216	0.0278621	0.0733966	0.0887838	0.433318	1.61501	0.117648	0.012046	0.163376	0.0269177	0.260828	0.102636	0.0146246	0.0749828	0.0878322	0.0132365	0.355652	0.660583	0.0356646	0.00967568	0.0136289	0.0440177	0.069913	0.897272	0.971337	1.02478	1.10661	4.95654
28960	-593.3742	-567.5937	-25.78051	215.5205	6.489552	0.344779	0.10641	0.121063	0.0845658	0.108257	0.0732766	0.0517043	0.0795422	0.261158	1.4384	0.129167	0.0335382	0.0779247	0.0584144	0.273788	0.15937	0.00698103	0.134138	0.0485331	0.0129747	0.40576	0.779448	0.021687	0.0261366	0.0183579	0.0393793	0.201609	0.914792	0.976579	1.02077	1.08786	5.096366
28970	-592.8715	-567.1058	-25.76572	182.5655	5.510637	0.716829	0.0489913	0.191654	0.112853	0.0888649	0.112492	0.0537685	0.106922	0.507369	1.08343	0.221842	0.0362986	0.0769425	0.0472256	0.412598	0.28389	0.0202745	0.0756289	0.0744155	0.0409613	0.285054	0.299491	0.0391392	0.128415	0.0212883	0.0525414	0.0942038	0.907555	0.974432	1.02244	1.09557	5.233381
28980	-593.9625	-564.4025	-29.56004	1152.086	3.429477	0.426683	0.0367551	0.205441	0.300839	0.119448	0.0875866	0.100425	0.0321631	0.309761	1.84346	0.087397	0.0566938	0.0697263	0.00745208	0.369945	0.748816	0.0420888	0.0659541	0.026448	0.076653	0.138454	0.251296	0.0369325	0.20208	0.0441283	0.0829467	0.1335	0.962803	0.990188	1.00932	1.03769	5.903075
28990	-590.4054	-565.9379	-24.46746	10224.4	4.874936	0.416023	0.045341	0.214829	0.399671	0.118078	0.0579825	0.024582	0.0460387	0.284789	1.63807	0.128478	0.057207	0.0496779	0.0132996	0.270093	0.41661	0.0618016	0.0809536	0.0104682	0.0257906	0.0812744	0.161187	0.0794959	0.0910751	0.0300525	0.0344331	0.159415	0.987457	0.996761	1.00318	1.0126	4.996715
29000	-598.6354	-568.2676	-30.36783	40009.31	3.39304	0.357403	0.0315313	0.148288	0.353896	0.24685	0.0434602	0.0589742	0.0588914	0.437263	1.82263	0.254176	0.108357	0.0249443	0.0304141	0.473481	0.545899	0.0234959	0.0392892	0.0345757	0.0333929	0.0622371	0.157336	0.164732	0.249466	0.0137999	0.0210084	0.3259	0.993652	0.99837	1.00162	1.00636	6.121689
29010	-593.737	-566.2622	-27.47483	317092.1	5.363413	0.426593	0.0368298	0.0964798	0.233245	0.227663	0.0406452	0.0754462	0.139178	0.417105	1.40049	0.335417	0.0295265	0.172153	0.0503167	0.271893	0.675835	0.0192082	0.0400102	0.0442295	0.132976	0.0541707	0.0994552	0.189052	0.150475	0.0218264	0.0760774	0.108566	0.997744	0.999423	1.00058	1.00226	5.564864
29020	-595.3637	-567.0442	-28.31949	262540.6	7.370498	0.447596	0.0760362	0.152589	0.0784342	0.202463	0.0191626	0.196178	0.069016	0.602965	1.06353	0.127568	0.0719526	0.128459	0.018234	0.393449	0.608302	0.0584622	0.048672	0.0478198	0.0677989	0.147217	0.0584005	0.0801433	0.0924547	0.0313778	0.083499	0.302324	0.99752	0.999365	1.00063	1.00248	5.274107
29030	-598.3713	-572.2779	-26.09345	342154.4	5.255795	0.26674	0.0461672	0.271258	0.0644012	0.122789	0.0387179	0.0819305	0.0838982	0.281203	1.45172	0.174209	0.0616875	0.288981	0.0184402	0.185697	0.560987	0.0671163	0.0585426	0.0182584	0.111586	0.26276	0.134528	0.19445	0.0824573	0.0489163	0.107042	0.231467	0.997828	0.999444	1.00055	1.00217	5.315949
29040	-601.4809	-573.059	-28.4219	251414.9	3.837491	0.522537	0.0179039	0.153888	0.0630986	0.253834	0.0474032	0.0438704	0.110514	0.328503	1.62295	0.150176	0.0470934	0.230095	0.0498785	0.259513	0.274172	0.0849309	0.0367944	0.0836903	0.0643188	0.43027	0.174627	0.204771	0.0364328	0.0319338	0.291233	0.134065	0.997466	0.999351	1.00065	1.00254	5.748499
29050	-591.1074	-565.3192	-25.78817	76120.66	4.486159	0.397721	0.0107777	0.111423	0.0234341	0.239082	0.0143462	0.0322213	0.134407	0.259697	1.33719	0.154137	0.0308003	0.190864	0.0278961	0.128888	0.720007	0.0334952	0.0934372	0.116471	0.0725968	0.370224	0.281426	0.107711	0.044725	0.0808896	0.133473	0.0939229	0.995397	0.99882	1.00117	1.00461	5.241266
29060	-583.2595	-564.6828	-18.57677	25527.51	8.737448	0.372517	0.0108974	0.227502	0.0109568	0.10921	0.0164121	0.0543036	0.0371813	0.166789	0.913347	0.148078	0.0398237	0.0134892	0.0268982	0.313284	0.142796	0.0904728	0.0489456	0.151443	0.101305	0.157983	0.064216	0.157262	0.00951983	0.0648941	0.138857	0.239996	0.992056	0.997957	1.00202	1.00797	3.828381
29070	-584.7502	-556.7203	-28.02989	26561.65	4.258282	0.335296	0.00570413	0.126656	0.0294968	0.289965	0.0390872	0.0407435	0.0306987	0.298804	1.92428	0.172691	0.0130253	0.0460773	0.0637784	0.368692	0.379879	0.295983	0.0710215	0.360241	0.0314023	0.083312	0.0827046	0.185376	0.011901	0.0837371	0.046922	0.310868	0.992212	0.997997	1.00198	1.00781	5.728347
29080	-589.0703	-569.6565	-19.41377	6691.496	4.803412	0.279245	0.0221725	0.078426	0.0453526	0.321116	0.0127303	0.0592785	0.0266238	0.348963	0.817395	0.248231	0.0281739	0.0146233	0.0833407	0.194586	0.526889	0.0843305	0.108442	0.0809635	0.0425977	0.0501681	0.0543237	0.0686766	0.0108077	0.100989	0.125022	0.105442	0.984504	0.995988	1.00393	1.01558	3.938909
29090	-590.3875	-565.4195	-24.96801	21852.61	6.825574	0.312609	0.0426796	0.160934	0.170995	0.239944	0.0369406	0.06849	0.0289296	0.371299	0.692344	0.377223	0.0437443	0.00546122	0.160008	0.204367	0.620968	0.179235	0.151441	0.185947	0.051533	0.0372382	0.101886	0.106752	0.0225098	0.178837	0.0371905	0.32678	0.991414	0.997791	1.00218	1.00861	4.916285
29100	-589.8676	-564.3	-25.56753	18413.62	4.401851	0.301593	0.0512209	0.165662	0.0721597	0.198931	0.0102219	0.050584	0.0210959	0.165835	1.92406	0.168795	0.0404518	0.0153487	0.0883654	0.238422	0.412255	0.07038	0.235688	0.104555	0.0413393	0.0293204	0.107162	0.0621721	0.154703	0.084055	0.124865	0.239744	0.990648	0.997592	1.00238	1.00938	5.178989
29110	-593.953	-564.37	-29.58309	124138.4	5.842726	0.572849	0.0229002	0.165151	0.0526778	0.331043	0.00704864	0.0610742	0.0534804	0.280415	1.29429	0.230972	0.0470116	0.0543501	0.0854367	0.502057	0.0815031	0.0979851	0.286648	0.120521	0.0698142	0.19226	0.122749	0.0566416	0.081082	0.0517636	0.279348	0.64726	0.996395	0.999076	1.00092	1.00361	5.848328
29120	-586.2088	-562.2653	-23.94348	91834.26	4.361808	0.244973	0.0114261	0.076988	0.0417276	0.190609	0.00808708	0.0284583	0.119898	0.303047	1.20366	0.1771	0.0534558	0.0547021	0.0645238	0.267719	0.116692	0.0574023	0.138236	0.0623342	0.103954	0.144435	0.0843541	0.0301532	0.102852	0.0794433	0.282043	0.751198	0.995809	0.998926	1.00107	1.0042	4.799469
29130	-588.7904	-564.6197	-24.17068	423204.1	7.616531	0.219142	0.0207797	0.166718	0.0118788	0.252016	0.0137084	0.0574032	0.0721451	0.491963	1.04553	0.249731	0.0272301	0.0397382	0.0257075	0.361854	0.262231	0.166491	0.0848048	0.0881996	0.0862712	0.141531	0.144075	0.0275487	0.0334995	0.0407079	0.0767842	0.461287	0.998047	0.9995	1.0005	1.00195	4.668969
29140	-582.2276	-558.7375	-23.49008	634578.8	4.818881	0.271159	0.0621698	0.11008	0.0162605	0.151169	0.0221471	0.0913731	0.0289929	0.449632	1.32728	0.247639	0.0500317	0.0297532	0.035227	0.227258	0.133353	0.238091	0.0724342	0.0827088	0.0362432	0.125842	0.157734	0.0293332	0.069897	0.105706	0.133663	0.484366	0.998405	0.999592	1.00041	1.0016	4.789543
29150	-591.7881	-565.671	-26.11711	581759.6	6.802525	0.290719	0.149747	0.125539	0.0324673	0.204877	0.00556975	0.0602393	0.019889	0.51273	0.839142	0.205318	0.0223832	0.0535441	0.00616958	0.208648	0.0897805	0.171304	0.088033	0.220028	0.0747417	0.0394263	0.128521	0.00634221	0.128652	0.10627	0.301104	0.997931	0.998334	0.999574	1.00043	1.00167	5.089116
29160	-586.4694	-559.6345	-26.83488	469513.3	3.867184	0.715789	0.128524	0.052699	0.0339721	0.328646	0.00676264	0.0199054	0.0781057	0.221796	1.86319	0.104928	0.0437272	0.0396155	0.00597736	0.162934	0.0631001	0.139965	0.0258266	0.123215	0.0796232	0.0450574	0.162336	0.024438	0.126305	0.100462	0.162742	0.486617	0.998146	0.999526	1.00047	1.00186	5.346257
29170	-581.2832	-560.3767	-20.90652	850710.2	5.532678	0.328947	0.111328	0.136337	0.0383875	0.237447	0.00550877	0.0141939	0.0455034	0.351595	1.01636	0.217846	0.0218266	0.0884843	0.00322346	0.340334	0.0812579	0.109178	0.0309244	0.101784	0.0234433	0.0949124	0.0636034	0.0208346	0.131274	0.0328336	0.284812	0.420759	0.998622	0.999648	1.00035	1.00138	4.352942
29180	-583.493	-557.5818	-25.91121	747006.6	5.023314	0.424679	0.112744	0.158678	0.082801	0.190878	0.00766318	0.0176411	0.0808479	0.47598	1.13114	0.344359	0.0509586	0.102371	0.0029715	0.268836	0.0870067	0.112037	0.124964	0.0350211	0.0264814	0.080264	0.0346806	0.101484	0.188683	0.0686817	0.288273	0.691653	0.99853	0.999624	1.00038	1.00147	5.291781
29190	-587.6365	-563.3025	-24.334	590482.9	4.072239	0.41514	0.119719	0.152098	0.0445194	0.123103	0.00410987	0.0138623	0.0299152	0.477768	0.876857	0.205635	0.0497506	0.0854706	0.0171836	0.428105	0.021282	0.064816	0.254902	0.0287614	0.0174529	0.0614016	0.154955	0.0586908	0.125397	0.053484	0.241708	0.669324	0.998346	0.999577	1.00042	1.00165	4.795412
29200	-596.0848	-566.1195	-29.96531	375703.5	3.646515	1.03295	0.167871	0.210795	0.00641596	0.215342	0.00640844	0.00877408	0.0820625	0.533506	1.47941	0.25897	0.0298998	0.103242	0.0190892	0.388645	0.0320677	0.0611731	0.229544	0.0458429	0.0135559	0.0156153	0.251917	0.0418416	0.10918	0.0128475	0.275011	0.473352	0.997927	0.99947	1.00053	1.00207	6.105323
29210	-592.7885	-567.6086	-25.17992	385895.3	5.851501	0.857296	0.0361681	0.159075	0.00842884	0.357255	0.00733358	0.00375401	0.0643282	0.521504	1.27026	0.206117	0.0763337	0.0330064	0.0791097	0.317756	0.139308	0.0286303	0.104062	0.0348023	0.0129716	0.0203643	0.243472	0.0666501	0.0709681	0.055386	0.108192	0.211164	0.997955	0.999477	1.00052	1.00205	5.093696
29220	-596.0989	-571.1366	-24.9623	690557.5	9.148185	0.297725	0.0491369	0.0564889	0.0162365	0.115337	0.0059564	0.0128983	0.0243711	0.377826	1.07256	0.217316	0.0556188	0.110313	0.118774	0.237486	0.128593	0.081103	0.171337	0.0470051	0.0102724	0.0662425	0.429619	0.112295	0.0746245	0.038979	0.174207	0.37878	0.998471	0.999609	1.00039	1.00153	4.481104
29230	-586.6061	-561.8663	-24.73979	579178.7	4.928723	0.302382	0.105473	0.112339	0.0240058	0.338422	0.0117853	0.0260416	0.0411884	0.534056	0.919488	0.204794	0.0468845	0.0522	0.0303213	0.466576	0.161045	0.226343	0.130975	0.132066	0.00443749	0.0921397	0.394219	0.156574	0.0756876	0.063472	0.238827	0.163624	0.99833	0.999573	1.00043	1.00167	5.055367
29240	-587.9042	-561.2637	-26.64048	693615.4	5.689918	0.509729	0.179041	0.0903353	0.0839565	0.166337	0.0109316	0.0917414	0.0583576	0.577316	1.0688	0.166807	0.0181256	0.0416896	0.0576318	0.499872	0.218444	0.0802129	0.0688536	0.0873298	0.00987785	0.302225	0.436308	0.0745826	0.105328	0.11642	0.197239	0.050348	0.998474	0.99961	1.00039	1.00153	5.367842
29250	-583.389	-552.8331	-30.55587	141358.6	4.656404	0.524059	0.0762868	0.108683	0.0905905	0.219412	0.0210842	0.0242226	0.0604894	0.396085	2.14896	0.1514	0.0163184	0.0174397	0.0391158	0.468177	0.136376	0.0522139	0.105171	0.0569122	0.00613546	0.372744	0.447002	0.0926351	0.131912	0.0823437	0.380547	0.0558816	0.996621	0.999134	1.00086	1.00338	6.282201
29260	-588.3256	-561.0819	-27.24372	561042.3	4.144416	0.384412	0.0729645	0.0923929	0.0416104	0.198979	0.015096	0.0783625	0.0426364	0.332745	1.31918	0.134026	0.0344378	0.0237002	0.0345321	0.647318	0.0341035	0.0190688	0.116573	0.033608	0.00415251	0.604848	0.617387	0.0517341	0.0587138	0.20799	0.216598	0.107788	0.998304	0.999566	1.00043	1.0017	5.524955
29270	-586.7357	-564.7445	-21.9912	570898.9	6.617729	0.29024	0.0734369	0.104275	0.0235479	0.088711	0.00700713	0.0330072	0.0522828	0.174698	1.12345	0.142401	0.023818	0.0223218	0.0221809	0.515118	0.0376662	0.148082	0.0685358	0.0441121	0.00340344	0.0742576	0.459651	0.249914	0.103541	0.177437	0.347372	0.090511	0.998318	0.99957	1.00043	1.00168	4.50098
29280	-583.6427	-558.5052	-25.13747	297009.8	5.596466	0.306396	0.125925	0.132772	0.0992258	0.062562	0.149618	0.0311378	0.0928673	0.258225	1.40658	0.134639	0.0406347	0.0356703	0.035589	0.258807	0.0051782	0.172591	0.118232	0.0682047	0.0037961	0.153288	0.579993	0.158546	0.0963495	0.306598	0.243124	0.0358078	0.997669	0.999403	1.00059	1.00233	5.112357
29290	-596.2466	-565.8773	-30.36933	170893.9	4.269492	0.418282	0.12282	0.164013	0.0607227	0.0418313	0.0896993	0.0247287	0.0803684	0.35436	1.4797	0.211161	0.122562	0.0248893	0.0254315	0.178829	0.00174667	0.234921	0.123376	0.267657	0.00173878	0.113726	1.06347	0.590325	0.17637	0.0955756	0.198428	0.0106148	0.996927	0.999213	1.00078	1.00308	6.27735
29300	-596.4628	-564.2882	-32.17459	933308.7	4.914694	0.649565	0.0896443	0.175626	0.128788	0.0198898	0.0477075	0.0209485	0.105849	0.453812	1.95904	0.132125	0.0789738	0.0413811	0.0245845	0.147345	0.000916937	0.0712973	0.226325	0.0342981	0.00228197	0.0774474	1.06347	0.496897	0.185137	0.068689	0.257723	0.00771825	0.998685	0.999664	1.00034	1.00132	6.567479
29310	-599.7385	-571.0985	-28.63999	340211.1	3.684407	0.561388	0.250753	0.143665	0.112882	0.0121621	0.009907	0.0753632	0.0384285	0.35877	1.14724	0.170494	0.107581	0.0133287	0.0183448	0.124825	0.00126782	0.130942	0.271647	0.103292	0.00748802	0.0228909	0.809386	0.679317	0.115713	0.0817966	0.362375	0.0252738	0.997822	0.999443	1.00056	1.00218	5.756522
29320	-602.2087	-570.6722	-31.53643	382555.4	2.696519	0.215226	0.0512915	0.188229	0.0503858	0.00442385	0.00682534	0.104418	0.0995178	0.513366	2.17536	0.191068	0.0500254	0.0236089	0.0659402	0.272089	0.00169476	0.100143	0.25919	0.0303135	0.0155905	0.0670667	0.52729	0.361122	0.198384	0.0389986	0.238143	0.037654	0.997946	0.999474	1.00052	1.00206	5.887365
29330	-584.1061	-560.9674	-23.13877	270032.8	4.578447	0.248936	0.125391	0.139833	0.127692	0.00731436	0.00868841	0.0673879	0.0461061	0.406746	1.08796	0.190846	0.0641979	0.086266	0.0737078	0.277451	0.00166911	0.153566	0.215304	0.0344303	0.00721612	0.038025	0.656475	0.123414	0.0699047	0.0717474	0.210267	0.132467	0.997555	0.999374	1.00062	1.00245	4.673004
29340	-590.7201	-567.1959	-23.52418	681723.3	5.158202	0.19315	0.305608	0.0962625	0.0139561	0.0298433	0.0287669	0.0414897	0.0394619	0.478491	1.24261	0.207292	0.0355549	0.0488487	0.044216	0.283416	0.0067444	0.0781514	0.0858705	0.0338774	0.00665528	0.0267933	0.670825	0.111188	0.0407157	0.0882304	0.441142	0.144947	0.998461	0.999606	1.00039	1.00154	4.824108
29350	-586.0455	-560.6478	-25.39771	249763.5	5.649848	0.180883	0.162254	0.063046	0.0249128	0.0401576	0.0992338	0.0351181	0.117177	0.32166	1.55919	0.233342	0.0190213	0.0927013	0.0598702	0.2873	0.0822079	0.0708838	0.179746	0.0416984	0.00382971	0.0401495	0.599003	0.116287	0.120891	0.0820196	0.412028	0.108982	0.997458	0.999349	1.00065	1.00254	5.153592
29360	-590.6875	-564.3272	-26.36031	135841.3	4.197047	0.370542	0.213469	0.0959731	0.0190414	0.0741268	0.0282692	0.114155	0.0842872	0.45248	1.03073	0.237896	0.0280842	0.0869956	0.0259844	0.322473	0.0176967	0.0805501	0.101162	0.0486694	0.00399375	0.0657374	0.92577	0.121317	0.20265	0.119415	0.417367	0.0350224	0.996553	0.999117	1.00088	1.00345	5.323862
29370	-600.1631	-576.9091	-23.25397	210988.7	5.727468	0.665006	0.0824822	0.18735	0.056185	0.150078	0.0110502	0.0862102	0.0901976	0.168839	0.848986	0.117042	0.0623933	0.179417	0.0168394	0.165141	0.0140659	0.282736	0.0425575	0.122808	0.00234071	0.0888099	0.580337	0.183179	0.13262	0.116763	0.191202	0.126435	0.997234	0.999292	1.00071	1.00277	4.771073
