Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
540	-592.5087	-564.703	-27.80574	403409.7	5.213128	0.398033	0.0591535	0.0858351	0.160838	0.0853699	0.115639	0.0298553	0.0749178	0.269045	1.81557	0.135097	0.108693	0.0409444	0.00593354	0.367331	0.622861	0.0541583	0.028739	0.44463	0.262993	0.111706	0.0500189	0.104257	0.0273629	0.0165494	0.152744	0.019063	0.997999	0.999488	1.00051	1.002	5.647334
550	-591.8894	-571.1152	-20.77424	537220.9	5.048677	0.514125	0.0626973	0.126711	0.0660305	0.0782815	0.18552	0.109845	0.128326	0.554591	0.764389	0.0707425	0.0234099	0.0685932	0.00307725	0.222481	0.413619	0.0469409	0.109575	0.236865	0.091932	0.155495	0.0281678	0.0379688	0.105047	0.01328	0.0209779	0.0349485	0.998266	0.999557	1.00044	1.00173	4.273637
560	-588.8922	-563.4831	-25.40911	853163.4	5.676298	0.329348	0.0646119	0.062332	0.0984792	0.161283	0.0927965	0.0359691	0.0858023	0.630656	0.889068	0.190918	0.0208131	0.0712472	0.00263251	0.477207	0.528495	0.0834582	0.108362	0.408355	0.145957	0.0836767	0.0288644	0.140588	0.0263187	0.0263906	0.0123099	0.346932	0.998624	0.999648	1.00035	1.00138	5.152871
570	-585.9141	-560.1885	-25.72562	970720	3.887375	0.619134	0.0955899	0.0567021	0.0695071	0.237144	0.0784977	0.0287579	0.0666324	0.581164	1.1797	0.207409	0.0107666	0.0713321	0.00164757	0.293738	0.348642	0.168948	0.129189	0.357704	0.107983	0.0673973	0.0283528	0.0396975	0.0226133	0.0847872	0.0144685	0.100767	0.99871	0.99967	1.00033	1.00129	5.06827
580	-589.3342	-564.4221	-24.91212	138932.5	5.962531	0.305412	0.0262695	0.153831	0.0908358	0.515904	0.106788	0.0564652	0.0327431	0.230489	1.53705	0.194259	0.0112891	0.0929292	0.000630119	0.248143	0.290597	0.14792	0.136925	0.244243	0.0775619	0.12404	0.0675669	0.0610924	0.0201915	0.142656	0.0339135	0.0855758	0.996592	0.999127	1.00087	1.00341	5.035325
590	-586.0903	-558.3565	-27.73383	247109.8	4.671412	0.630234	0.0603	0.151534	0.0694601	0.255741	0.130733	0.0361803	0.0217931	0.292312	1.28217	0.191478	0.0409378	0.170606	0.0014906	0.412916	0.203283	0.196822	0.677039	0.19253	0.0516135	0.0347862	0.128911	0.0568561	0.0650917	0.134291	0.0586853	0.128069	0.997444	0.999346	1.00065	1.00256	5.675865
600	-599.3106	-567.2956	-32.01496	79818.19	4.093176	0.68656	0.13292	0.0816815	0.0786363	0.254674	0.170747	0.0443264	0.0105799	0.330962	1.79664	0.158667	0.151896	0.165492	0.00222874	0.457326	0.731799	0.260291	0.424429	0.0769199	0.0956681	0.0585635	0.0902501	0.185551	0.0355139	0.0892494	0.0326585	0.0759857	0.995504	0.998847	1.00115	1.0045	6.680216
610	-588.3908	-562.9955	-25.39529	417202.5	5.304574	0.302684	0.0781523	0.0749032	0.0248266	0.189788	0.169019	0.0395746	0.0483089	0.187775	1.19984	0.155196	0.0856843	0.0454606	0.0034598	0.334412	0.808514	0.103446	0.34171	0.164162	0.0541435	0.10472	0.0219775	0.269624	0.231601	0.0894622	0.0204964	0.0316937	0.998033	0.999497	1.0005	1.00197	5.180633
620	-583.5482	-559.7374	-23.81085	586221.1	4.940871	0.11219	0.0681213	0.101534	0.0230825	0.214871	0.105968	0.0406023	0.0589606	0.293745	1.21843	0.223307	0.0214275	0.0399772	0.0139735	0.388338	0.475699	0.106648	0.384949	0.0935381	0.0457496	0.266043	0.0182344	0.171236	0.0805366	0.119966	0.0167936	0.163962	0.99834	0.999575	1.00042	1.00166	4.867887
630	-586.697	-561.7797	-24.91733	990301.1	7.377892	0.167795	0.0251079	0.0723634	0.0398797	0.236199	0.0752599	0.0610549	0.0439884	0.273428	1.20531	0.227481	0.0640359	0.0326968	0.0331962	0.372342	0.428409	0.384848	0.0996927	0.111161	0.0554347	0.215726	0.0507357	0.13928	0.0367032	0.170851	0.0295351	0.158649	0.998723	0.999673	1.00033	1.00128	4.811162
640	-594.8431	-568.5359	-26.30715	249081.6	4.974249	0.44394	0.0207878	0.111817	0.0677583	0.246226	0.0774357	0.0541563	0.0412417	0.260169	1.73543	0.200858	0.130199	0.0296639	0.11021	0.151768	0.673149	0.162095	0.14801	0.11331	0.0499557	0.0803371	0.0352948	0.144273	0.0509994	0.0857775	0.0693485	0.0780629	0.997454	0.999348	1.00065	1.00255	5.37227
650	-594.1002	-566.4981	-27.60217	656576.7	5.199719	0.420957	0.0634784	0.116814	0.0445051	0.148683	0.0756006	0.0318395	0.0794239	0.321698	1.70666	0.209823	0.0521254	0.0320992	0.090828	0.253341	0.581967	0.210897	0.231846	0.189434	0.0553308	0.135678	0.0401946	0.216583	0.0233457	0.0930464	0.0639814	0.119713	0.998432	0.999599	1.0004	1.00157	5.609891
660	-587.0895	-560.9713	-26.11822	912543.6	6.870469	0.627399	0.131961	0.0518607	0.0188159	0.227622	0.101202	0.0911762	0.077516	0.213055	1.33044	0.189429	0.0326771	0.0561035	0.0688337	0.29482	0.356964	0.212899	0.284083	0.067074	0.114726	0.0833931	0.0278576	0.140071	0.0449373	0.123479	0.0209646	0.0866646	0.99867	0.99966	1.00034	1.00133	5.07603
670	-580.1533	-556.1673	-23.98602	302800.5	4.938355	0.37833	0.0907414	0.072214	0.016889	0.159798	0.0384235	0.0613561	0.0449773	0.496288	1.21387	0.167033	0.0150073	0.0354777	0.0964297	0.45892	0.552244	0.0401105	0.16375	0.107958	0.119312	0.0650697	0.0587324	0.108585	0.0767421	0.149914	0.0617943	0.0531936	0.997691	0.999409	1.00059	1.00231	4.903156
680	-599.7012	-570.8019	-28.8993	142303.2	5.106929	0.452277	0.281436	0.059163	0.0172061	0.0878655	0.0732083	0.048623	0.104332	0.364933	1.81801	0.275544	0.127875	0.0161356	0.0222172	0.503674	0.602993	0.0455855	0.144421	0.0471259	0.157233	0.0312994	0.0418565	0.100267	0.0931272	0.197686	0.108169	0.0519884	0.996632	0.999137	1.00086	1.00337	5.874248
690	-589.8136	-564.7114	-25.10219	950854.6	4.213916	0.552269	0.299703	0.0471966	0.0139804	0.22494	0.0988193	0.0050303	0.0992343	0.402151	1.04392	0.124941	0.145231	0.0522576	0.0304566	0.232736	0.544122	0.0355461	0.218701	0.0704847	0.0596522	0.0565237	0.0735604	0.335406	0.0191984	0.0987354	0.102704	0.0413881	0.998697	0.999667	1.00033	1.0013	5.028887
700	-586.9577	-564.748	-22.20972	637203	5.279184	0.337085	0.163572	0.0942491	0.0143057	0.157475	0.121903	0.00383856	0.0633592	0.410676	1.12739	0.197172	0.0911566	0.0499317	0.132856	0.261649	0.499444	0.090922	0.133015	0.0687828	0.130747	0.0802104	0.0417123	0.117435	0.033925	0.0183216	0.087387	0.0500261	0.998408	0.999593	1.00041	1.00159	4.578551
710	-588.2507	-567.7495	-20.50122	661081.2	7.123847	0.326825	0.0671803	0.12365	0.00361977	0.0723666	0.189258	0.00379642	0.0216086	0.222758	0.882792	0.145471	0.0356638	0.0270414	0.12828	0.310652	0.373897	0.274195	0.199657	0.0712364	0.110023	0.115997	0.0216997	0.217057	0.108816	0.0567703	0.0135797	0.113263	0.998437	0.9996	1.0004	1.00156	4.237155
720	-591.6295	-560.9196	-30.70997	409657.3	2.719247	0.548166	0.0202291	0.093487	0.0206129	0.500311	0.144162	0.0127775	0.0212143	0.370541	1.51998	0.195524	0.0332792	0.0222011	0.0639114	0.33972	0.673922	0.18897	0.17523	0.0489673	0.0276737	0.230162	0.0343383	0.0638139	0.140108	0.00798207	0.016924	0.101694	0.998015	0.999492	1.00051	1.00199	5.615897
730	-584.6443	-558.765	-25.87931	63494.57	4.826001	0.840848	0.0128871	0.0601894	0.0518236	0.353094	0.0912132	0.0581116	0.0076837	0.369377	1.25183	0.216946	0.0584053	0.0545351	0.0412785	0.267141	0.338615	0.191369	0.157287	0.118913	0.0234487	0.234674	0.0342091	0.162079	0.130736	0.00415692	0.00755266	0.147114	0.99496	0.998707	1.00128	1.00505	5.285516
740	-588.8873	-560.2009	-28.68638	72360.84	3.658105	0.418897	0.0225535	0.0925165	0.123341	0.245484	0.108156	0.0498199	0.00851837	0.281372	2.02731	0.228713	0.00647131	0.0589238	0.0257071	0.351338	0.690202	0.133696	0.113602	0.138374	0.0181124	0.0721385	0.0246176	0.100434	0.276338	0.0174785	0.03853	0.0865097	0.995279	0.998789	1.0012	1.00473	5.759153
750	-590.3235	-563.7127	-26.61082	110269.1	4.193736	0.369069	0.0708238	0.188953	0.117987	0.368079	0.133269	0.0757403	0.0268171	0.414184	1.54813	0.145764	0.00979173	0.0495943	0.0271481	0.338596	0.539282	0.134914	0.233758	0.101898	0.0235662	0.147763	0.048791	0.0485843	0.0519933	0.0229369	0.0340487	0.111392	0.996175	0.99902	1.00098	1.00383	5.382875
760	-601.8657	-569.2494	-32.61623	267250.8	6.580384	0.378757	0.0244293	0.163882	0.075684	0.514187	0.0922522	0.0610654	0.109335	0.402591	1.54622	0.358325	0.00302278	0.0628641	0.0643834	0.59954	0.677812	0.147318	0.0665454	0.065831	0.003382	0.0678393	0.0297425	0.11548	0.0804163	0.0784818	0.179628	0.150073	0.997542	0.999371	1.00063	1.00246	6.119091
770	-608.8134	-577.0699	-31.74355	105723.3	3.913409	0.558152	0.0376178	0.240614	0.0429515	0.201704	0.0666966	0.116253	0.1579	0.653948	1.09302	0.575551	0.00738042	0.0404114	0.114153	0.670842	0.913778	0.182444	0.136516	0.0626925	0.00992156	0.0804292	0.0501216	0.102067	0.128186	0.0255632	0.157419	0.190714	0.996093	0.998999	1.001	1.00391	6.617048
780	-593.4891	-568.07	-25.41917	810909.9	5.910461	0.212751	0.0212575	0.0863443	0.0870857	0.210509	0.0854676	0.0801372	0.117686	0.363762	1.29587	0.226508	0.0310151	0.0415662	0.103271	0.347138	0.762585	0.0727291	0.246042	0.05985	0.024893	0.0265678	0.0367547	0.0374099	0.242798	0.0419289	0.202176	0.06306	0.998589	0.999639	1.00036	1.00141	5.127168
790	-590.4462	-565.9331	-24.51307	815526.7	4.625483	0.404695	0.0220933	0.0765039	0.0509907	0.134928	0.0624547	0.0731664	0.0482878	0.530703	1.28149	0.14143	0.0188356	0.0179377	0.199002	0.431437	0.565158	0.0970171	0.185619	0.0114273	0.0298157	0.0182106	0.028371	0.115766	0.0670972	0.102534	0.188588	0.0766631	0.998593	0.99964	1.00036	1.00141	4.980227
800	-599.9378	-566.4569	-33.48097	888385.9	4.554751	0.45291	0.0396878	0.0424499	0.082093	0.322561	0.125991	0.0363676	0.0849081	0.498315	1.54955	0.199055	0.0581008	0.0352472	0.0726244	0.645352	1.71047	0.0889706	0.550128	0.0118672	0.0357032	0.0300067	0.0560254	0.0330627	0.0214859	0.078973	0.0513997	0.0249296	0.998652	0.999655	1.00034	1.00135	6.938235
810	-596.5622	-568.0475	-28.51468	596098.4	3.592207	0.329506	0.0674729	0.143974	0.198044	0.285941	0.0642013	0.145069	0.105431	0.461085	1.14064	0.253059	0.0530563	0.0376345	0.0506533	0.318214	1.00692	0.0386749	0.384645	0.029824	0.0238217	0.0250857	0.13919	0.0154728	0.0325555	0.163889	0.094798	0.0751796	0.998354	0.999579	1.00042	1.00165	5.684038
820	-595.7869	-565.4363	-30.35056	876417.6	4.41074	0.402653	0.0502027	0.273554	0.219758	0.232714	0.133509	0.0472789	0.0416346	0.173528	1.51611	0.319331	0.0889907	0.0163834	0.0630782	0.448157	1.27096	0.0874251	0.301411	0.0255752	0.0687837	0.0496521	0.209039	0.00809639	0.0145942	0.100173	0.0688937	0.0334182	0.998643	0.999653	1.00035	1.00136	6.264905
830	-592.6522	-566.0834	-26.56884	899318.9	4.99536	0.769759	0.120149	0.149546	0.0987507	0.267929	0.110647	0.0403191	0.0369336	0.244582	1.18652	0.117119	0.168788	0.0150647	0.0666583	0.469434	0.605917	0.067503	0.173443	0.0311461	0.0798803	0.0966264	0.138209	0.00651834	0.0208375	0.0535469	0.204411	0.0837663	0.99866	0.999657	1.00034	1.00134	5.423999
840	-589.5957	-567.7367	-21.85897	760076.4	6.171471	0.258891	0.0866905	0.211757	0.0246537	0.179741	0.0415224	0.0956483	0.0447661	0.26442	1.14501	0.21706	0.0966506	0.023212	0.0558963	0.291233	0.501364	0.0825167	0.355125	0.0108979	0.0587677	0.0185675	0.181986	0.0109922	0.0156675	0.114153	0.0927101	0.0341393	0.998542	0.999627	1.00037	1.00146	4.514043
850	-591.8675	-562.4553	-29.41222	701984.4	4.86739	0.232301	0.0791536	0.19874	0.0413926	0.141743	0.110926	0.0823458	0.0310184	0.357772	2.41474	0.106801	0.129767	0.0737248	0.110684	0.339582	0.679309	0.078395	0.176123	0.0103621	0.117536	0.0206927	0.152462	0.0157981	0.0333843	0.093546	0.160499	0.0232752	0.998483	0.999612	1.00039	1.00152	6.012074
860	-588.3327	-565.3183	-23.01448	645681.8	8.063523	0.46009	0.086669	0.0634094	0.0330658	0.225637	0.0954411	0.0802774	0.0467402	0.156294	1.08272	0.0755473	0.0251736	0.0788382	0.160525	0.365803	0.514371	0.0950698	0.24035	0.0177107	0.142501	0.0656572	0.0878606	0.0120408	0.0332464	0.080264	0.103585	0.0177439	0.998419	0.999596	1.0004	1.00158	4.446634
870	-584.6615	-560.3446	-24.31688	807421.1	3.964791	0.458272	0.0952734	0.114463	0.0696558	0.247765	0.170119	0.0762982	0.0240846	0.299385	0.920192	0.204478	0.0210725	0.0179275	0.0618971	0.330284	0.658283	0.0544139	0.148216	0.0330576	0.245082	0.0251089	0.0624394	0.0427089	0.074044	0.0583836	0.166306	0.0651656	0.998586	0.999638	1.00036	1.00141	4.744376
880	-584.5805	-554.0217	-30.55878	526814.2	4.082123	0.43553	0.124426	0.0826669	0.092278	0.261363	0.144368	0.0318271	0.0388437	0.449361	2.07686	0.282745	0.00777904	0.00549946	0.0845145	0.262276	0.870853	0.0650763	0.152443	0.0677202	0.243877	0.0195797	0.10695	0.0777011	0.0933797	0.0597257	0.0901613	0.0964394	0.998249	0.999552	1.00045	1.00175	6.324239
890	-592.8695	-562.2763	-30.59321	145696.4	5.281266	0.482244	0.0877327	0.0827989	0.366433	0.214068	0.189208	0.00693377	0.0311571	0.407357	2.09924	0.113772	0.0138971	0.00596439	0.0485541	0.216945	0.779537	0.123156	0.0588278	0.0578949	0.187973	0.0218817	0.181594	0.039999	0.074451	0.0604288	0.140145	0.0738976	0.996672	0.999147	1.00085	1.00333	6.166085
900	-599.1512	-571.4998	-27.65139	173787.9	4.514666	0.578903	0.0263176	0.0588957	0.223185	0.334429	0.136282	0.0112754	0.0877373	0.169088	1.81973	0.189156	0.00834864	0.00655933	0.0254805	0.254128	0.270181	0.307157	0.037473	0.139601	0.312804	0.0209276	0.153812	0.0696573	0.0811085	0.15689	0.15079	0.0275759	0.996953	0.99922	1.00078	1.00305	5.657496
910	-587.5663	-562.3715	-25.19478	254840.1	5.360923	0.397554	0.0594967	0.208805	0.0936396	0.219774	0.125331	0.0898736	0.0226516	0.0646593	1.48861	0.210143	0.00891496	0.0055876	0.0209728	0.25555	0.210423	0.364821	0.0877563	0.094709	0.347044	0.0165197	0.205313	0.133174	0.102794	0.120621	0.148721	0.0364347	0.997483	0.999356	1.00064	1.00252	5.139893
920	-589.9549	-561.76	-28.19489	168838	3.615819	0.266785	0.0413295	0.100572	0.0973465	0.311478	0.031789	0.166718	0.0473622	0.0650486	1.74249	0.218294	0.0310448	0.00527117	0.0352803	0.304423	0.271638	0.661345	0.109779	0.106562	0.141326	0.0265246	0.0842781	0.33381	0.0318029	0.123453	0.127471	0.122871	0.996908	0.999208	1.00079	1.0031	5.606095
930	-591.1304	-568.9858	-22.14465	931729.8	6.917303	0.300372	0.0448883	0.237996	0.0550483	0.282077	0.0230686	0.0533205	0.0671708	0.125702	0.838163	0.280281	0.0417427	0.00701586	0.0482416	0.325601	0.207474	0.534949	0.243541	0.0346624	0.166925	0.0858651	0.104016	0.0955804	0.0251161	0.125078	0.0625962	0.0758937	0.998683	0.999663	1.00034	1.00132	4.492385
940	-591.0726	-569.7557	-21.31687	549672.4	7.323692	0.206489	0.026121	0.124671	0.106692	0.235925	0.0782605	0.0221613	0.0478798	0.608663	0.824228	0.213452	0.0191227	0.00697844	0.0512164	0.32225	0.155294	0.385448	0.0753232	0.0243773	0.0517153	0.246948	0.0582331	0.191503	0.0532536	0.0132068	0.103738	0.076294	0.998286	0.999562	1.00044	1.00171	4.329446
950	-588.1356	-569.6218	-18.5138	163711.8	6.050327	0.194393	0.0175618	0.143615	0.0429595	0.158644	0.0553899	0.0113886	0.0421163	0.208456	0.993332	0.176083	0.07065	0.00354957	0.0495293	0.222581	0.108951	0.493957	0.030151	0.0299759	0.0215454	0.17186	0.192865	0.293533	0.0645986	0.0280119	0.072932	0.0684394	0.99686	0.999196	1.0008	1.00314	3.96707
960	-590.2474	-568.0901	-22.15733	358529.1	5.795961	0.382585	0.0636339	0.0790542	0.0506562	0.0682767	0.168101	0.00678393	0.0455223	0.535932	1.0491	0.141261	0.187383	0.00518396	0.0811999	0.302402	0.109255	0.429663	0.0395709	0.0270495	0.00727788	0.0858919	0.0813524	0.276129	0.0869332	0.124375	0.0969475	0.0469787	0.997878	0.999457	1.00054	1.00212	4.578499
970	-591.008	-568.3598	-22.6482	712266.2	8.799023	0.270385	0.131096	0.0440682	0.0383667	0.174324	0.0407379	0.0536385	0.0507292	0.263674	0.775699	0.311849	0.105637	0.00132526	0.157167	0.277921	0.10092	0.486457	0.0772686	0.0179813	0.00822784	0.150947	0.142482	0.147028	0.0750323	0.0912994	0.244572	0.0456193	0.998494	0.999615	1.00038	1.00151	4.284453
980	-589.0977	-563.4784	-25.61928	681131.3	6.162261	0.393263	0.178235	0.0170384	0.0434589	0.361444	0.064238	0.13614	0.0302118	0.301304	1.19769	0.33528	0.0428303	0.00396983	0.0843195	0.198464	0.115694	0.637745	0.036382	0.0156566	0.0124373	0.11791	0.0998371	0.273281	0.0385182	0.0948709	0.220084	0.0744539	0.99846	0.999606	1.00039	1.00154	5.12476
990	-581.4074	-556.2559	-25.15154	211122.1	5.127945	0.281384	0.0993048	0.118152	0.0630538	0.198579	0.126895	0.102037	0.0288466	0.244815	1.51367	0.233985	0.00997511	0.00116708	0.0826456	0.260224	0.0591287	0.648637	0.0715131	0.00513121	0.00862839	0.27578	0.0890628	0.209155	0.0402007	0.131361	0.141582	0.0952155	0.997235	0.999292	1.00071	1.00277	5.140128
1000	-582.4127	-559.4257	-22.987	126404.8	6.165214	0.433259	0.148629	0.147843	0.0561289	0.18333	0.156993	0.0866349	0.014943	0.436138	1.00224	0.148094	0.0105864	0.00138136	0.112333	0.266957	0.0398705	0.635227	0.037444	0.006891	0.0067667	0.102468	0.112118	0.126859	0.0755634	0.0755195	0.230171	0.0429617	0.996427	0.999085	1.00091	1.00358	4.697351
1010	-591.5451	-567.2555	-24.28956	124874.1	4.38821	0.485542	0.0228932	0.184781	0.160294	0.0771867	0.127708	0.0981628	0.0154894	0.29457	1.22482	0.269728	0.0180181	0.00327036	0.0996264	0.293531	0.047455	0.41467	0.0272711	0.00572554	0.00461317	0.365652	0.154641	0.102797	0.0767782	0.164853	0.117229	0.0280766	0.996405	0.999079	1.00092	1.0036	4.885387
1020	-579.2775	-557.9272	-21.35031	134067.3	6.120246	0.294037	0.0159278	0.15952	0.0870266	0.323551	0.0735653	0.059902	0.0140277	0.289058	1.23822	0.124087	0.00662645	0.00246293	0.0870496	0.397539	0.0774371	0.420908	0.0625099	0.0073437	0.00142481	0.216093	0.106065	0.0877875	0.0672441	0.124078	0.0352538	0.0548738	0.996531	0.999111	1.00088	1.00347	4.433616
1030	-582.0956	-557.7642	-24.33141	705460.8	4.638826	0.2888	0.0758314	0.088305	0.0496903	0.324429	0.132055	0.172731	0.035855	0.217488	1.51841	0.214457	0.00218103	0.00232826	0.0872804	0.347652	0.062214	0.622688	0.0484056	0.0386031	0.00166549	0.118192	0.138627	0.145246	0.079242	0.0471012	0.0523563	0.031103	0.998487	0.999613	1.00039	1.00151	4.942933
1040	-589.0988	-561.2464	-27.85237	952366.9	4.910439	0.557533	0.102743	0.136675	0.116851	0.174362	0.099659	0.13072	0.0219255	0.189078	1.48648	0.146282	0.00273007	0.0035251	0.0525091	0.284231	0.0645933	1.17469	0.0140063	0.0278269	0.00297718	0.0795561	0.140214	0.399641	0.145393	0.0702535	0.0301182	0.0337924	0.998698	0.999667	1.00033	1.0013	5.688371
1050	-585.3392	-558.9967	-26.34247	740202.1	5.699122	0.33483	0.175599	0.0446795	0.0871055	0.199318	0.0690566	0.0922734	0.0218861	0.517916	1.95994	0.188754	0.00139203	0.00331598	0.0184709	0.202874	0.0512413	0.40697	0.014676	0.0215714	0.00559449	0.14071	0.309186	0.17762	0.0596891	0.107375	0.0172057	0.0849713	0.998523	0.999622	1.00038	1.00148	5.314218
1060	-594.5477	-568.1909	-26.35682	250996.8	4.139905	0.285306	0.206711	0.0341703	0.0895185	0.256894	0.123512	0.0364961	0.0317664	0.353633	1.46568	0.209108	0.00382436	0.00079737	0.0150923	0.384924	0.154049	0.510034	0.100793	0.023471	0.00610268	0.0619997	0.147955	0.385433	0.0255832	0.307229	0.0148023	0.0749739	0.997464	0.999351	1.00065	1.00254	5.309857
1070	-596.7085	-566.2632	-30.44526	726176.1	5.188697	0.480066	0.219664	0.0409924	0.132701	0.115601	0.126723	0.0883216	0.0221486	0.517514	1.64618	0.183566	0.00577746	0.000839953	0.0243464	0.419908	0.147524	0.587337	0.147096	0.0183116	0.031178	0.116612	0.171188	0.206285	0.0528079	0.482629	0.0103811	0.163432	0.998509	0.999619	1.00038	1.00149	6.159129
1080	-589.7205	-564.8862	-24.83431	858615.4	5.684655	0.426454	0.125108	0.03208	0.0639977	0.124383	0.18989	0.0601189	0.0442469	0.37362	1.213	0.287865	0.0121558	0.00479323	0.0303725	0.28919	0.113296	0.68419	0.0809251	0.00994144	0.0988649	0.105839	0.278358	0.13069	0.0676323	0.163823	0.0142327	0.0258049	0.998629	0.999649	1.00035	1.00137	5.050875
1090	-589.8429	-562.0067	-27.83617	459223.8	4.641497	0.360035	0.0732829	0.074841	0.0737466	0.164711	0.177251	0.0163582	0.0918728	0.341638	1.62005	0.097732	0.00725425	0.00458175	0.00980269	0.646121	0.117979	0.790286	0.0913925	0.0132403	0.0573185	0.416423	0.185818	0.0839815	0.049101	0.0719156	0.0305041	0.0311726	0.998125	0.99952	1.00048	1.00188	5.698414
1100	-585.8184	-560.7768	-25.04163	496631.1	6.200247	0.407292	0.103324	0.182283	0.077345	0.160693	0.108935	0.0227083	0.0745719	0.402102	1.19989	0.153787	0.00760415	0.0131535	0.0106811	0.287538	0.0157599	0.794459	0.13881	0.011475	0.0868168	0.302561	0.0577009	0.0109258	0.0930598	0.195724	0.0839393	0.0225905	0.998197	0.999539	1.00046	1.0018	5.025734
1110	-594.6929	-563.3563	-31.33655	879704.3	3.703837	0.510843	0.0841381	0.126223	0.0918872	0.228228	0.0578214	0.00456255	0.058204	0.736134	2.04825	0.156687	0.00228388	0.00394986	0.0263856	0.188869	0.00850917	0.966713	0.24082	0.0119481	0.147551	0.234803	0.0508639	0.00678491	0.149783	0.0977947	0.0938092	0.157819	0.998645	0.999654	1.00035	1.00136	6.491661
1120	-596.4519	-564.2392	-32.21267	221136.9	4.479894	0.462022	0.101194	0.0964122	0.0364032	0.281975	0.0384774	0.0182373	0.045843	0.509673	1.54235	0.247143	0.00186703	0.00201884	0.0780191	0.851172	0.0188587	0.6343	0.270921	0.00477567	0.115185	0.24576	0.0912186	0.00221479	0.526904	0.192984	0.0948493	0.16375	0.997298	0.999308	1.00069	1.0027	6.674528
1130	-599.5022	-572.839	-26.66321	766188.7	4.583249	0.90582	0.0493767	0.075727	0.0365866	0.319705	0.0908891	0.0287173	0.0221656	0.567443	0.719608	0.207178	0.00233984	0.00297791	0.0735132	0.48167	0.0881708	0.334436	0.460958	0.00526795	0.154646	0.0626548	0.141634	0.00661423	0.0975781	0.256435	0.0699594	0.180986	0.998548	0.999629	1.00037	1.00145	5.443057
1140	-587.3231	-558.7335	-28.58964	919592.1	4.678698	0.49423	0.0244193	0.104924	0.0174834	0.141011	0.130814	0.088903	0.0244722	0.340589	2.00599	0.214907	0.00443872	0.002525	0.0895158	0.453939	0.0351755	0.357551	0.319581	0.00244549	0.123765	0.0690979	0.171761	0.0113378	0.169047	0.267393	0.075103	0.118204	0.998675	0.999661	1.00034	1.00133	5.858626
1150	-590.9329	-565.4774	-25.45547	770635.1	5.589107	0.497375	0.0160021	0.0983805	0.0132686	0.238879	0.0911555	0.212861	0.0166498	0.471653	1.66389	0.257302	0.00776171	0.00197836	0.0395008	0.305283	0.0419276	0.364121	0.198916	0.000711614	0.0520883	0.0656972	0.0907558	0.0157506	0.148943	0.158131	0.068102	0.0328105	0.998552	0.99963	1.00037	1.00145	5.169892
1160	-590.3786	-564.3348	-26.04386	908967.1	5.132388	0.395569	0.0148923	0.134168	0.0415065	0.231609	0.0333615	0.25354	0.0274885	0.278144	1.1668	0.20569	0.0350396	0.0160043	0.0298709	0.451378	0.0873464	0.902299	0.163608	0.000805726	0.0155363	0.140473	0.103929	0.0119971	0.194789	0.328146	0.0370865	0.012843	0.998667	0.999659	1.00034	1.00133	5.313921
1170	-589.2502	-566.5086	-22.74159	918341.8	5.606665	0.329195	0.0361035	0.227343	0.00877951	0.145937	0.0956705	0.225688	0.0338719	0.355005	0.887015	0.177044	0.0751065	0.0333289	0.0917153	0.410479	0.176489	0.486743	0.198691	0.000523225	0.0430846	0.230503	0.183662	0.0192178	0.0843829	0.0470676	0.0662799	0.0152075	0.998674	0.999661	1.00034	1.00133	4.684135
1180	-589.5172	-565.8109	-23.70629	413012.9	5.584857	0.360904	0.030813	0.165324	0.01275	0.147338	0.191866	0.135997	0.0527371	0.23697	1.31342	0.0497869	0.0630015	0.054514	0.0505645	0.201159	0.183285	0.624935	0.2119	0.000225639	0.0532074	0.281803	0.147174	0.0130664	0.0548234	0.0475251	0.105574	0.0664377	0.998023	0.999494	1.0005	1.00198	4.8571
1190	-588.9292	-567.8227	-21.1065	822304.8	5.549098	0.377319	0.0437329	0.217424	0.0120589	0.203267	0.070312	0.0253431	0.040118	0.185394	1.08053	0.0749106	0.105729	0.0361476	0.0617369	0.273893	0.279514	0.60682	0.032961	0.000198804	0.137235	0.111521	0.0904733	0.00534456	0.0382265	0.118166	0.0578959	0.103653	0.998599	0.999642	1.00036	1.0014	4.389928
1200	-597.4962	-570.0516	-27.44462	406732.7	5.784546	0.317927	0.020803	0.0988278	0.0181647	0.234696	0.29063	0.0301894	0.0217368	0.204968	1.44499	0.110684	0.155528	0.0214755	0.0915588	0.295883	0.335685	0.713676	0.0460419	0.0020714	0.294278	0.243706	0.104281	0.00962118	0.0229898	0.0569995	0.0521917	0.253156	0.998008	0.99949	1.00051	1.00199	5.492763
