Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	br_lens[44]	br_lens[45]	br_lens[46]	br_lens[47]	br_lens[48]	br_lens[49]	br_lens[50]	br_lens[51]	br_lens[52]	br_lens[53]	br_lens[54]	br_lens[55]	br_lens[56]	br_lens[57]	br_lens[58]	br_lens[59]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
5860	-573.6491	-526.1171	-47.53206	0.6772105	6.444412	0.036107	0.0113581	0.307241	0.298263	0.0447148	0.279735	0.115984	0.405076	0.011697	0.245298	0.000560054	0.0197695	0.00412104	0.170185	0.050749	0.375141	0.111411	0.182271	0.453384	0.222905	0.073961	0.10244	0.163263	0.312988	0.0369841	0.153402	0.0350261	0.201362	0.0824232	0.271111	0.0530657	0.0297046	0.0445678	0.00141172	0.57053	0.0109142	0.0811266	0.0756591	0.124418	0.190498	0.054839	0.574383	0.0281769	0.0447677	0.241213	0.0349623	0.148455	0.0875936	0.0141506	0.238317	0.228151	0.125026	0.187485	0.0801141	0.0612118	0.153787	0.101506	0.185166	0.0919121	0.0693286	0.352576	0.916121	2.66197	8.642043
5870	-571.5601	-521.9739	-49.5862	1.550881	6.737933	0.0206773	0.00317732	0.537993	0.230826	0.0456646	0.329302	0.0557932	0.334373	0.00742956	0.103172	0.00074739	0.0636854	0.00217001	0.14175	0.116996	0.213105	0.180358	0.34579	0.937933	0.116258	0.0674945	0.137913	0.150284	0.109921	0.0338296	0.0705728	0.016479	0.126013	0.148087	0.186078	0.0228157	0.0171572	0.0407475	0.00149286	0.465	0.00592723	0.0555999	0.123355	0.130204	0.175594	0.0822764	0.400639	0.0213482	0.0781743	0.418096	0.210482	0.0761764	0.0744696	0.0292372	0.216435	0.0951676	0.103162	0.117103	0.0330246	0.146204	0.570511	0.076792	0.223719	0.10695	0.233076	0.596812	1.05328	2.11684	8.951732
5880	-576.7406	-522.4099	-54.3307	2.207678	5.976221	0.0190602	0.0257753	0.212732	0.22225	0.0664892	0.356295	0.0330137	0.202059	0.0173134	0.0836965	0.00211634	0.0539828	0.00505785	0.056073	0.117553	0.207772	0.484542	0.211298	0.697486	0.115207	0.16176	0.0955786	0.391053	0.211543	0.0658957	0.0656317	0.0124164	0.142574	0.0519236	0.127897	0.0141523	0.134246	0.0996475	0.00292766	0.773386	0.0397889	0.11651	0.182787	0.39238	0.117159	0.0396546	0.681371	0.034216	0.126523	0.171935	0.255979	0.125998	0.193002	0.0267232	0.0632469	0.252899	0.289071	0.0443626	0.035032	0.169907	0.220946	0.0993199	0.413688	0.094832	0.316866	0.675425	1.07441	1.9333	9.727734
5890	-571.2033	-523.9882	-47.2151	1.445535	5.679361	0.0427146	0.0187163	0.317556	0.238281	0.0608232	0.226645	0.0162182	0.145016	0.0154292	0.0673098	0.00375999	0.109627	0.00406791	0.049326	0.140908	0.255672	0.324756	0.190054	0.632925	0.24042	0.1229	0.0760413	0.459326	0.222046	0.0318128	0.0377944	0.0389898	0.161682	0.137152	0.191573	0.112328	0.140577	0.124734	0.00329108	0.513635	0.146945	0.148026	0.154936	0.141599	0.212416	0.100205	0.316606	0.0511028	0.126243	0.165369	0.225031	0.0220782	0.122725	0.030152	0.00993047	0.151059	0.0665165	0.127175	0.0161293	0.0701989	0.0784204	0.0866425	0.374016	0.0468496	0.216785	0.579232	1.04706	2.15693	8.464479
5900	-586.5316	-530.6913	-55.84029	1.390584	5.093775	0.0288566	0.162106	0.597415	0.509636	0.0269009	0.156189	0.0338492	0.400598	0.0238224	0.05531	0.00317892	0.022247	0.00461563	0.105256	0.114672	0.172065	0.272217	0.146683	0.898404	0.224576	0.0527988	0.0462191	0.210446	0.309377	0.0578981	0.0531511	0.0352093	0.132044	0.267089	0.315662	0.0772425	0.192119	0.0968945	0.00312714	0.446698	0.161531	0.255583	0.207092	0.110524	0.121586	0.0464629	0.472482	0.114225	0.208638	0.175223	0.119865	0.0920684	0.0873476	0.0262566	0.0114185	0.131504	0.0559285	0.0486377	0.0141398	0.174725	0.111184	0.16093	0.373698	0.357782	0.207914	0.56927	1.04329	2.17952	9.893407
5910	-595.6288	-536.9079	-58.72093	0.8744068	6.57652	0.0297487	0.215968	0.514835	0.749436	0.0387498	0.163284	0.0356758	0.287295	0.0298354	0.111307	0.00709888	0.0121519	0.0293609	0.105492	0.10837	0.162988	0.247599	0.1063	0.183661	0.246829	0.106483	0.0148544	0.254383	0.225521	0.0544808	0.106894	0.0499722	0.096641	0.178429	0.489232	0.0595363	0.300378	0.165815	0.00129656	1.19551	0.0462552	0.169796	0.0562133	0.039236	0.1478	0.0199549	1.57256	0.220743	0.204306	0.213712	0.0776367	0.0490947	0.023323	0.0132129	0.00965282	0.121304	0.0191414	0.0874978	0.027104	0.024281	0.0954245	0.133379	0.174994	0.115785	0.111265	0.435451	0.975616	2.47767	10.34781
5920	-588.6163	-529.1879	-59.42841	2.499901	5.461258	0.0892888	0.146585	0.503075	0.365293	0.119771	0.0887068	0.0242629	0.608044	0.123947	0.190497	0.0175781	0.0222409	0.038867	0.0809179	0.0149242	0.300604	0.239151	0.172644	0.352228	0.15722	0.16765	0.0357616	0.155883	0.0800046	0.0149349	0.0995457	0.048386	0.102997	0.134972	0.15664	0.0686738	0.157389	0.346367	0.0011547	1.31339	0.0247347	0.109168	0.165561	0.106777	0.31258	0.0237708	1.30039	0.244931	0.316691	0.273508	0.0727881	0.0337308	0.0861069	0.02919	0.029092	0.0951009	0.0440805	0.0245324	0.00390198	0.0348392	0.0400157	0.271937	0.267794	0.173001	0.346447	0.699447	1.07863	1.87548	10.62381
5930	-591.6463	-538.4054	-53.24093	1.685933	5.798142	0.197332	0.0706668	0.231167	0.074562	0.242352	0.0378331	0.0407306	0.329015	0.126266	0.194846	0.0222996	0.00793155	0.0955427	0.156666	0.0199729	0.365969	0.157999	0.103807	0.284791	0.175037	0.415122	0.0465098	0.0780521	0.160974	0.107915	0.0881149	0.0334205	0.136123	0.196531	0.13771	0.0331589	0.136746	0.0771009	0.00286937	0.53309	0.0595801	0.117463	0.236329	0.31863	0.507833	0.0147047	1.2992	0.082208	0.220429	0.121441	0.142989	0.0359452	0.0509769	0.0449011	0.119298	0.0944875	0.127469	0.0383617	0.00437336	0.027899	0.0155587	0.444942	0.184264	0.109359	0.25267	0.616839	1.0597	2.07079	9.536872
5940	-579.4955	-537.2808	-42.21463	1.737866	6.716552	0.200163	0.133186	0.255762	0.152391	0.172953	0.0381051	0.0493502	0.552417	0.136696	0.227271	0.0163902	0.0163688	0.159486	0.233721	0.0312343	0.239813	0.186515	0.0617903	0.258801	0.146742	0.207032	0.0186203	0.031535	0.159878	0.0274196	0.0914347	0.0842124	0.119773	0.265876	0.113222	0.0435948	0.107384	0.0311044	0.00428432	0.289507	0.115602	0.0220686	0.112254	0.161738	0.370166	0.0564126	0.301504	0.0444065	0.31853	0.0940876	0.197227	0.0621034	0.0464158	0.0350449	0.185876	0.161996	0.0549246	0.0681359	0.0183508	0.0255707	0.0267442	0.204778	0.270324	0.0371281	0.259842	0.623891	1.0618	2.05447	7.855424
5950	-567.7177	-521.2093	-46.50842	2.636914	6.802682	0.0548906	0.081936	0.388354	0.0928634	0.0499903	0.0423744	0.0384768	0.284722	0.13747	0.165033	0.0160718	0.0220495	0.0711899	0.0927218	0.0231983	0.312931	0.229834	0.0289283	0.726907	0.148731	0.369628	0.0318727	0.0302865	0.255557	0.0416506	0.203354	0.0966061	0.0795258	0.139186	0.180937	0.0636087	0.0665347	0.0459016	0.0063855	0.317661	0.0935842	0.0287291	0.0724977	0.229864	0.272309	0.241548	0.934389	0.0240797	0.152819	0.156088	0.179628	0.219749	0.138663	0.0237536	0.0313958	0.296859	0.0330792	0.0722337	0.025268	0.106954	0.0758673	0.098411	0.0198005	0.0301978	0.359065	0.709212	1.08002	1.8517	8.495135
5960	-591.2994	-549.5394	-41.76	1.402818	7.228405	0.0233989	0.093938	0.376196	0.109554	0.0631394	0.0860256	0.12945	0.295307	0.258655	0.427769	0.0264087	0.0183246	0.0814314	0.133663	0.0303096	0.0924968	0.204446	0.0402245	1.00138	0.085604	0.262122	0.0403363	0.0421399	0.0818534	0.0255092	0.158422	0.100084	0.0345462	0.189934	0.0597424	0.0601612	0.0860016	0.0131562	0.0175935	0.202953	0.143905	0.0114383	0.0334653	0.173986	0.172693	0.167768	0.395254	0.0161554	0.0892855	0.0854709	0.351637	0.135893	0.0818885	0.010015	0.0251803	0.189382	0.0211513	0.125	0.022961	0.218845	0.0884711	0.275718	0.0101539	0.0235888	0.209912	0.571539	1.04417	2.17438	7.821576
5970	-590.1497	-538.9333	-51.21636	1.295834	7.192328	0.0306577	0.130171	0.360439	0.0967234	0.103584	0.176842	0.09561	0.0620877	0.249954	0.35668	0.0672737	0.00993556	0.0533357	0.0993483	0.0402044	0.0547869	0.296618	0.131172	0.507704	0.085411	0.205697	0.0289644	0.0788508	0.511369	0.0214867	0.372602	0.0607986	0.126205	0.215163	0.134162	0.106777	0.113394	0.00289453	0.00921357	0.0717939	0.0764343	0.0196536	0.0315375	0.130633	0.142538	0.149434	1.37867	0.014136	0.037855	0.0494411	0.237873	0.251536	0.161911	0.0103949	0.0731435	0.20756	0.0571134	0.177398	0.0383282	0.23576	0.199956	0.302317	0.049963	0.0340581	0.191992	0.550625	1.03579	2.2216	9.135553
5980	-589.1572	-535.1719	-53.98528	4.541307	5.652078	0.101896	0.132025	0.248585	0.0663717	0.0532553	0.286012	0.195695	0.141211	0.145245	0.147951	0.0555507	0.0210074	0.0573276	0.200763	0.0299695	0.12728	0.260756	0.176357	0.47335	0.0669178	0.400937	0.0159693	0.423894	0.659174	0.0130547	0.188835	0.109926	0.118923	0.221496	0.0808806	0.147987	0.0980737	0.00543264	0.0184933	0.301485	0.171177	0.0495865	0.0776043	0.265681	0.0722083	0.131561	0.599889	0.0576915	0.0396859	0.367883	0.207707	0.219049	0.200332	0.0113198	0.194418	0.125537	0.0392106	0.170105	0.00699159	0.148654	0.205967	0.365491	0.0878514	0.0461722	0.481834	0.792068	1.084	1.6421	9.653858
5990	-588.3521	-537.1176	-51.23445	1.283606	6.005611	0.0619955	0.123451	0.186993	0.243479	0.18666	0.14521	0.167656	0.226288	0.100202	0.192689	0.141683	0.0146408	0.0325498	0.214659	0.0613259	0.0882129	0.22472	0.0217784	0.433067	0.0976369	0.349981	0.0114622	0.493589	0.66337	0.0368978	0.294549	0.129466	0.244425	0.121726	0.0931964	0.160591	0.0653314	0.00496834	0.0133756	0.105741	0.210663	0.095331	0.0735439	0.139391	0.155182	0.0954684	0.683837	0.274109	0.0736212	0.169769	0.222624	0.1566	0.109853	0.0132363	0.237603	0.0496096	0.068005	0.10434	0.0129912	0.0788635	0.0397974	0.125518	0.129588	0.138673	0.189878	0.54807	1.03471	2.22734	9.211787
6000	-580.9682	-524.89	-56.0782	2.21023	5.08228	0.105774	0.0930986	0.556904	0.268259	0.0377245	0.197082	0.0828024	0.368956	0.0900793	0.218031	0.114359	0.0110628	0.0391986	0.119188	0.0402776	0.159002	0.508519	0.0185357	0.366749	0.215563	0.356172	0.0101012	0.351678	0.131922	0.0622872	0.320517	0.10424	0.20417	0.272964	0.101568	0.0911409	0.198984	0.00420498	0.05379	0.135229	0.126457	0.0345008	0.0960134	0.159601	0.370131	0.00807538	1.05989	0.24885	0.0644954	0.0668014	0.202681	0.0876261	0.0882875	0.0109335	0.28951	0.00562697	0.130655	0.0653125	0.0211992	0.13129	0.0308132	0.224105	0.256073	0.147761	0.317141	0.675656	1.07446	1.93274	9.93682
6010	-586.1593	-533.8729	-52.28639	1.582362	5.760402	0.126609	0.0843484	0.221196	0.100014	0.0667132	0.268708	0.17517	0.453221	0.235466	0.141586	0.0686625	0.0102685	0.179638	0.109364	0.0204287	0.27664	0.571741	0.0144061	0.421681	0.0869136	0.213978	0.0150689	0.32228	0.216953	0.108348	0.141928	0.0216568	0.141372	0.458582	0.223508	0.0744797	0.356955	0.00521764	0.0423259	0.033785	0.0743238	0.0250659	0.0969544	0.0965063	0.476479	0.0091601	0.588231	0.242491	0.081127	0.116951	0.160002	0.101347	0.0273407	0.0116551	0.18284	0.00649815	0.191108	0.186063	0.0218855	0.103103	0.0319838	0.22026	0.182525	0.124958	0.23777	0.601715	1.05491	2.1056	9.368072
6020	-585.4317	-537.5005	-47.93113	2.496825	6.539873	0.0423711	0.0743426	0.0412538	0.25576	0.0530649	0.187412	0.184419	0.487085	0.0720239	0.232596	0.180041	0.00805389	0.109084	0.0368383	0.0140529	0.387719	0.143862	0.0233659	0.727737	0.124806	0.215175	0.032136	0.132867	0.253283	0.105436	0.0644772	0.0422462	0.301036	0.158128	0.324352	0.0247856	0.205684	0.0177273	0.0979568	0.097765	0.0833815	0.0196423	0.17818	0.0520158	0.538447	0.0071449	0.566713	0.110919	0.149525	0.156249	0.162671	0.076093	0.0522523	0.0213704	0.171875	0.00976885	0.146348	0.175314	0.0165316	0.0414981	0.0330996	0.247775	0.0601059	0.170791	0.346155	0.699218	1.07859	1.87603	8.706656
6030	-571.9018	-527.5303	-44.37149	2.19814	8.554085	0.0427055	0.073629	0.0621056	0.17441	0.0987178	0.148093	0.0599938	0.337121	0.051239	0.179675	0.133793	0.00628304	0.0982715	0.0242294	0.018524	0.286545	0.285611	0.0550635	0.395115	0.233912	0.106256	0.0365367	0.240536	0.18277	0.0462555	0.20796	0.0696323	0.124324	0.32199	0.135337	0.0986398	0.228852	0.0397712	0.0972759	0.0787224	0.066673	0.0574024	0.270531	0.0755166	0.622882	0.00300399	0.448822	0.0687268	0.0884691	0.113605	0.205167	0.0640953	0.0695608	0.00804159	0.118078	0.0189239	0.0982263	0.3235	0.195508	0.150036	0.0289799	0.0568837	0.0416897	0.0709347	0.315832	0.674555	1.07424	1.93537	8.045153
6040	-563.422	-521.101	-42.32101	2.77755	6.891804	0.0846152	0.0917975	0.0315767	0.082046	0.178164	0.272942	0.10174	0.335002	0.0817681	0.182295	0.137738	0.0387746	0.0283536	0.0454019	0.0152578	0.207898	0.142536	0.317946	0.546185	0.165212	0.0666608	0.0637679	0.257138	0.240823	0.044173	0.194169	0.0266455	0.0973539	0.161248	0.0597398	0.100928	0.0975442	0.17443	0.0504529	0.0609744	0.204538	0.10976	0.15851	0.0455228	0.220952	0.00495394	0.303156	0.151056	0.0816135	0.457426	0.0832283	0.066712	0.0575825	0.00565382	0.124481	0.104122	0.127936	0.222586	0.12419	0.210934	0.0204429	0.0764444	0.0639586	0.0774722	0.371286	0.718417	1.08117	1.82912	7.886528
6050	-573.0793	-528.1756	-44.90365	2.79939	6.850134	0.0545586	0.0734956	0.0188121	0.117661	0.112248	0.706251	0.178103	0.161763	0.168567	0.0700651	0.132915	0.0186394	0.0234004	0.112169	0.0210705	0.130983	0.429919	0.164706	0.489565	0.138646	0.0858672	0.03386	0.138231	0.373028	0.0847797	0.0845302	0.0730387	0.102574	0.1777	0.129982	0.0673643	0.382831	0.0893249	0.0520193	0.140372	0.16854	0.0770606	0.0966213	0.0268466	0.20667	0.005766	0.133385	0.0743137	0.124102	0.494893	0.162689	0.0575845	0.0557432	0.0133231	0.127928	0.144097	0.0406976	0.348086	0.0780429	0.154562	0.0417955	0.111163	0.104721	0.0728337	0.373121	0.719779	1.08133	1.82577	8.260505
6060	-574.4184	-530.1162	-44.30217	1.808088	6.96405	0.0713071	0.0496292	0.0626456	0.0981874	0.0621279	0.440277	0.13621	0.225311	0.208546	0.230323	0.0708181	0.0265928	0.042741	0.0606534	0.0729017	0.201601	0.192088	0.102073	0.604637	0.0617164	0.109851	0.0873677	0.166189	0.224437	0.101937	0.0751848	0.0892073	0.123036	0.0821295	0.234807	0.110802	0.2979	0.172056	0.0922309	0.213566	0.231972	0.0790874	0.322168	0.0198904	0.0760359	0.011621	0.124541	0.0303731	0.116455	0.421487	0.108938	0.0241352	0.0506475	0.0617586	0.11125	0.197541	0.119607	0.219261	0.110889	0.244138	0.0235002	0.117158	0.0812015	0.0707264	0.269238	0.63292	1.06435	2.03349	8.175471
6070	-576.8272	-531.7355	-45.09168	2.78291	8.722515	0.0700082	0.0509339	0.120242	0.100128	0.114511	0.523792	0.0752786	0.108115	0.11703	0.111942	0.0590483	0.0653466	0.017527	0.0580667	0.0543306	0.169762	0.306367	0.217983	0.396741	0.17251	0.0539628	0.0328198	0.280557	0.121589	0.0849118	0.095582	0.0312998	0.172282	0.156628	0.412493	0.104017	0.1905	0.238979	0.0449594	0.124305	0.0681338	0.207456	0.138739	0.0188444	0.155171	0.00918125	0.128222	0.0174713	0.065636	0.215824	0.150103	0.0415205	0.0269952	0.0391382	0.152942	0.190956	0.0670808	0.514424	0.0806158	0.38588	0.0123057	0.286021	0.0233085	0.0498816	0.371738	0.718753	1.08121	1.8283	8.100398
6080	-565.6247	-525.3157	-40.30899	1.978051	9.118379	0.227283	0.0902996	0.0840149	0.0588549	0.114724	0.176207	0.0749579	0.0770329	0.0590154	0.312673	0.0962909	0.0218589	0.0119849	0.0713494	0.14443	0.127395	0.208406	0.180571	0.273047	0.104276	0.0712647	0.0543745	0.487437	0.0780867	0.0705842	0.168896	0.0842911	0.127681	0.368028	0.188259	0.0496512	0.112189	0.0714178	0.0584421	0.0602323	0.062575	0.147626	0.069585	0.0206427	0.143329	0.0113303	0.206546	0.0118503	0.0303806	0.0787671	0.155239	0.0756565	0.0657252	0.0401028	0.202121	0.230609	0.0998101	0.646043	0.117967	0.230023	0.00960206	0.20601	0.0402971	0.0353762	0.29064	0.652659	1.06943	1.98727	7.502723
6090	-566.9893	-532.1963	-34.79303	1.763896	10.02168	0.127794	0.114469	0.0651222	0.0450321	0.145606	0.184242	0.0726769	0.15461	0.05963	0.234919	0.058967	0.0223842	0.0245538	0.0339721	0.243751	0.141575	0.130032	0.12125	0.140979	0.0927075	0.038692	0.0631231	0.26256	0.0605212	0.0751279	0.0827511	0.0547258	0.231955	0.0915154	0.150341	0.0196041	0.181518	0.0827635	0.0954331	0.0792	0.0933659	0.263724	0.0537556	0.024212	0.138448	0.014245	0.353671	0.00691501	0.0428545	0.129268	0.0955687	0.0177499	0.190457	0.10263	0.188391	0.316641	0.113325	0.313293	0.108615	0.159145	0.00813218	0.207656	0.0462041	0.0417657	0.263364	0.627303	1.06278	2.04655	6.814137
6100	-578.2444	-541.3737	-36.87068	2.86653	6.538712	0.0889497	0.178084	0.0750915	0.02439	0.132277	0.113442	0.0615957	0.191535	0.0272177	0.205039	0.0795969	0.0428846	0.0152818	0.097558	0.31437	0.173701	0.180029	0.0866356	0.162942	0.0123042	0.0134387	0.184184	0.229788	0.0369559	0.0495434	0.0692297	0.0285729	0.321391	0.0469348	0.0518495	0.185227	0.177719	0.0693344	0.103578	0.0192316	0.166295	0.207213	0.0851595	0.0285683	0.0860498	0.0097925	0.385051	0.0134063	0.0188067	0.0781994	0.0665559	0.0214667	0.149189	0.0546564	0.494835	0.198788	0.187642	0.309049	0.0622698	0.0691057	0.00770522	0.223489	0.0575263	0.184377	0.378665	0.72386	1.08177	1.8157	7.015101
6110	-575.9694	-538.2557	-37.71374	2.034709	8.763662	0.113817	0.280416	0.16685	0.0321142	0.144561	0.164155	0.0772398	0.0730079	0.0183121	0.141434	0.194386	0.0616148	0.0162546	0.0831627	0.136318	0.170322	0.0230125	0.200627	0.189037	0.00338305	0.0168823	0.145339	0.217835	0.0437372	0.0743552	0.0371788	0.0832885	0.11344	0.0451775	0.0450441	0.227517	0.157501	0.0684881	0.0977689	0.0212957	0.0548331	0.0716582	0.0291908	0.0648602	0.121164	0.00802195	0.394213	0.0167209	0.0544245	0.11366	0.0246219	0.0261515	0.461972	0.0520858	0.316076	0.162587	0.140123	0.692891	0.0639867	0.132082	0.009347	0.402153	0.0760998	0.0774361	0.297383	0.658655	1.07083	1.97313	7.251232
6120	-575.6192	-541.8856	-33.73355	5.837937	8.770571	0.0960346	0.228874	0.27133	0.00812611	0.136853	0.0736665	0.16496	0.133749	0.0216906	0.144158	0.0627503	0.115208	0.0088127	0.0775396	0.187096	0.13656	0.015281	0.0918661	0.197046	0.00149048	0.00675014	0.0350605	0.201144	0.301226	0.0930022	0.0583985	0.115084	0.196096	0.125029	0.0292088	0.0976804	0.183773	0.067428	0.103916	0.0755569	0.0588201	0.0458563	0.0995462	0.151267	0.321076	0.0108727	0.3433	0.0190277	0.0299437	0.208564	0.023827	0.028418	0.302672	0.113639	0.147639	0.180177	0.129441	0.241128	0.119396	0.0433812	0.0130319	0.224985	0.036631	0.0417677	0.533551	0.821621	1.08162	1.56321	6.796852
6130	-571.8567	-528.5378	-43.31892	5.336722	7.304884	0.0118288	0.163986	0.179327	0.00771982	0.318541	0.232406	0.0991348	0.0729868	0.0458631	0.220913	0.0167377	0.0471354	0.0506543	0.104972	0.0400173	0.0955745	0.00649619	0.502223	0.145487	0.000334894	0.0421677	0.0586809	0.338947	0.191561	0.0736032	0.0561353	0.287383	0.191295	0.0933432	0.0232526	0.0558147	0.215054	0.160296	0.143515	0.0637074	0.0396581	0.0736414	0.0422828	0.101743	0.285176	0.0172162	0.430129	0.0199822	0.0213903	0.293776	0.0303384	0.136753	0.130951	0.119797	0.175611	0.189235	0.0382953	0.731414	0.12905	0.189948	0.0470603	0.297717	0.0572518	0.0804994	0.515489	0.811605	1.08267	1.59023	8.036009
6140	-567.2631	-524.5509	-42.71222	1.058323	7.446387	0.0149896	0.102698	0.303876	0.00240981	0.207998	0.347276	0.0223285	0.0998713	0.0207142	0.0546244	0.0238206	0.0163224	0.167943	0.0510377	0.089726	0.2216	0.00891181	0.170671	0.202168	0.000225442	0.0823561	0.110749	0.230457	0.320942	0.0696341	0.0694235	0.11251	0.155916	0.415347	0.0454568	0.0199551	0.121137	0.188297	0.210018	0.0619666	0.0942996	0.0586311	0.115946	0.0420688	0.17391	0.0083217	0.52353	0.0151449	0.109527	0.12769	0.0247774	0.0785607	0.0231898	0.115854	0.1587	0.242533	0.121009	0.697491	0.0755184	0.351375	0.0337614	0.248568	0.0204857	0.145771	0.148442	0.493606	1.00903	2.34892	7.950039
6150	-588.8996	-542.282	-46.61758	1.56159	6.571705	0.0244478	0.141863	0.304702	0.00568883	0.131693	0.55154	0.0119135	0.0688661	0.0258258	0.0157138	0.0170999	0.0189125	0.0934344	0.130304	0.368647	0.14643	0.018775	0.306225	0.285365	0.000271578	0.073286	0.031365	0.144212	0.0740167	0.0467292	0.130365	0.0885218	0.0960263	0.195289	0.0358452	0.0773593	0.236804	0.275656	0.169579	0.0362853	0.0477108	0.0834101	0.217576	0.0230129	0.219686	0.00526303	0.771979	0.00959856	0.135445	0.173889	0.0197006	0.0438184	0.0679178	0.132304	0.307392	0.165983	0.175947	0.858756	0.073852	0.239577	0.0754386	0.127071	0.00660414	0.146237	0.234682	0.598497	1.05384	2.11298	8.507227
6160	-562.1114	-521.3358	-40.77561	2.62214	6.327314	0.0629485	0.199485	0.471931	0.0150114	0.0754948	0.237776	0.0173226	0.406347	0.00671825	0.057872	0.0310027	0.139004	0.130385	0.0602581	0.0567763	0.289986	0.0229709	0.0634841	0.410532	0.000749348	0.0266779	0.0661604	0.249817	0.088895	0.0377258	0.0458167	0.141349	0.0280238	0.109847	0.0369045	0.0223549	0.270411	0.161683	0.0594251	0.0326395	0.0417873	0.152172	0.178192	0.0592781	0.0753667	0.048877	1.02186	0.00865344	0.15472	0.0830268	0.0218109	0.0676359	0.0799841	0.156303	0.102221	0.133762	0.0258316	0.680123	0.0209932	0.0467206	0.105881	0.0898798	0.00443867	0.0735573	0.357739	0.708199	1.07989	1.85417	7.566866
6170	-584.3625	-548.2878	-36.07473	1.717363	6.645514	0.041363	0.197975	0.469676	0.0140123	0.187913	0.150281	0.0435902	0.301718	0.0105743	0.147299	0.0864912	0.0282401	0.0484404	0.0943234	0.0908555	0.205207	0.0585784	0.0922282	0.287628	0.00321288	0.0336816	0.106968	0.237828	0.162604	0.0173131	0.0289192	0.0656679	0.0759775	0.312577	0.0132818	0.0748368	0.338797	0.19659	0.0483055	0.0323509	0.126684	0.259013	0.177284	0.128464	0.0205363	0.0198261	0.215328	0.00606924	0.179309	0.023649	0.0222093	0.0191375	0.0400747	0.156303	0.155988	0.115237	0.0453411	0.500225	0.0216236	0.021516	0.120995	0.0821676	0.00646577	0.154463	0.257033	0.621146	1.06099	2.06083	6.923216
6180	-569.3542	-541.3057	-28.04846	2.360076	8.249954	0.0408897	0.0652021	0.0411022	0.112538	0.0715312	0.090652	0.0438698	0.440463	0.0144015	0.0829045	0.0528865	0.0369408	0.0830366	0.0252857	0.0754759	0.0710438	0.112577	0.0900947	0.280234	0.00587352	0.0444684	0.0326392	0.0928761	0.194252	0.0562705	0.00970241	0.02544	0.0390916	0.342844	0.00106971	0.145863	0.191533	0.204647	0.0736234	0.039527	0.0955394	0.237961	0.0788263	0.0540267	0.0523529	0.0224729	0.321821	0.0118078	0.461882	0.00595654	0.0804654	0.0676522	0.121896	0.206954	0.118033	0.132326	0.0170648	0.355843	0.0223119	0.021585	0.0770038	0.101224	0.0159868	0.0998078	0.332776	0.688549	1.07685	1.90182	6.111651
6190	-578.7397	-533.5709	-45.16874	1.743565	8.690375	0.0244494	0.0472382	0.0529889	0.0262843	0.0399301	0.326729	0.083633	0.106008	0.0169877	0.584236	0.0528626	0.00512135	0.0830366	0.0319605	0.067237	0.115808	0.143059	0.0558322	0.32529	0.0103123	0.0600845	0.211672	0.0695614	0.257801	0.0301356	0.00637044	0.0360887	0.198674	0.378645	0.00197806	0.0248131	0.0468233	0.0856949	0.110458	0.13671	0.0971002	0.0670478	0.191702	0.156443	0.0258127	0.0149951	0.593417	0.0282963	0.303522	0.0162653	0.192564	0.14686	0.289166	0.320565	0.136046	0.129121	0.139162	1.09003	0.0143281	0.00781197	0.130116	0.0884058	0.00682171	0.0747884	0.260617	0.624645	1.06202	2.05272	8.1149
6200	-566.0231	-525.8514	-40.17173	1.302135	8.235775	0.0123976	0.0577612	0.0940288	0.0220913	0.0352929	0.116189	0.0703039	0.0583779	0.0352167	0.320832	0.0653334	0.00934166	0.113821	0.0212587	0.021026	0.274395	0.155381	0.0714229	0.44912	0.0154053	0.0434931	0.249786	0.127217	0.0661431	0.0242058	0.0172611	0.0874867	0.261719	0.195558	0.00244343	0.0583638	0.108168	0.114653	0.157027	0.0717547	0.184676	0.0968668	0.165391	0.353301	0.0734426	0.0169842	0.541061	0.0719002	0.244802	0.117922	0.0691225	0.198229	0.244334	0.207421	0.0373801	0.241257	0.0926805	0.658432	0.0271699	0.0256673	0.127383	0.109753	0.00647648	0.066292	0.193076	0.551927	1.03633	2.21867	7.582219
