Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
44710	-136.3335	-124.1152	-12.21831	16281.99	9.837562	0.00543816	0.15086	0.168855	0.0367553	0.0590127	0.037257	0.0720259	0.0249638	0.0236362	0.1711	0.0121301	0.170267	0.00385934	0.0910999	0.022039	0.00773432	0.121413	0.0508238	0.0228703	0.673946	0.160349	0.239418	0.0557355	0.0402783	0.0417781	0.0930589	0.368781	0.173365	0.0540665	0.214801	0.102783	0.0119819	0.0117909	0.0146113	0.0157378	0.126588	0.0207641	0.990056	0.997438	1.00253	1.00998	3.671976
44720	-123.3751	-115.1784	-8.196622	226267.8	11.62594	0.0152156	0.0579353	0.0230068	0.0769355	0.0326938	0.0215774	0.0565406	0.0325717	0.041057	0.307505	0.0188357	0.233588	0.00395041	0.0358069	0.0132697	0.00541596	0.0508963	0.0105248	0.112414	0.23872	0.117533	0.156637	0.0535804	0.019515	0.0342489	0.132709	0.151476	0.0311835	0.107008	0.651099	0.0492944	0.042204	0.0180846	0.0245722	0.0320922	0.18156	0.0707634	0.997329	0.999316	1.00068	1.00267	3.262022
44730	-127.529	-113.8978	-13.63128	236832.4	12.52726	0.0274136	0.0540467	0.0252461	0.196399	0.185256	0.0749131	0.0540487	0.0311025	0.132617	0.277166	0.0309598	0.104292	0.00438178	0.145831	0.0248241	0.00259619	0.0389365	0.0122758	0.0343416	0.213141	0.171991	0.138033	0.116619	0.0105176	0.0453192	0.202979	0.21619	0.0213901	0.203907	0.279945	0.120297	0.044877	0.0162607	0.0443752	0.0205451	0.0466055	0.297655	0.997389	0.999332	1.00067	1.00261	3.667297
44740	-126.5189	-113.8642	-12.65468	907283.3	8.767724	0.0165721	0.130201	0.04118	0.195643	0.123105	0.0461617	0.0991997	0.048524	0.152408	0.180222	0.133193	0.116299	0.00346973	0.0608794	0.0676693	0.00133113	0.0510758	0.0157622	0.0339114	0.063249	0.21536	0.301872	0.136362	0.0345448	0.137636	0.0139797	0.100967	0.0444959	0.307891	0.413722	0.028017	0.0700912	0.0222292	0.133476	0.022796	0.0207989	0.124054	0.998666	0.999659	1.00034	1.00133	3.708351
44750	-125.9912	-113.7737	-12.21749	964830.8	9.207113	0.0142197	0.100183	0.0464327	0.0815981	0.178406	0.0480643	0.101804	0.0367231	0.256694	0.29936	0.0444596	0.102093	0.00328553	0.0575609	0.0757715	0.00149415	0.0587448	0.0064945	0.0624191	0.0537901	0.174651	0.363397	0.23411	0.0293869	0.0698905	0.0259878	0.0419595	0.123234	0.186672	0.288067	0.120651	0.0589816	0.0145705	0.104494	0.0195658	0.102304	0.0833375	0.998706	0.999669	1.00033	1.00129	3.670856
44760	-127.1294	-114.9138	-12.21563	282738.4	9.512358	0.0406955	0.115207	0.0203476	0.0546622	0.0857594	0.113759	0.188277	0.0434786	0.289178	0.09375	0.0253577	0.0502042	0.00744103	0.0851352	0.056402	0.00458798	0.0739825	0.0747615	0.0799337	0.180015	0.0869463	0.255105	0.144533	0.034205	0.051081	0.00860843	0.0294276	0.0706876	0.449463	0.261059	0.109931	0.0484791	0.0459201	0.178243	0.0149212	0.12388	0.077886	0.997611	0.999388	1.00061	1.00239	3.673312
44770	-137.3137	-117.967	-19.34672	189431.9	9.475112	0.0329165	0.105882	0.0190097	0.0156015	0.347802	0.185036	0.0605152	0.026046	0.199892	0.127675	0.0591891	0.0709483	0.0145769	0.063245	0.0269614	0.014232	0.0839479	0.118727	0.0888197	0.305892	0.0251021	0.167132	0.315346	0.0275251	0.165094	0.0196286	0.0505901	0.0416011	0.525191	0.244801	0.0760221	0.117569	0.0563425	0.256842	0.00448763	0.228314	0.137326	0.997081	0.999253	1.00074	1.00292	4.42583
44780	-151.4995	-122.9254	-28.5741	656686.3	6.954121	0.127207	0.19134	0.0165893	0.0377756	0.190039	0.198319	0.178661	0.0156016	0.0615629	0.221228	0.0568209	0.220786	0.00753143	0.275515	0.0466095	0.00702608	0.0277172	0.0608851	0.11177	0.319295	0.0135393	0.0741084	0.510845	0.0375938	0.106741	0.0615663	0.0331936	0.0142533	0.342751	0.343869	0.0450783	0.49191	0.0631509	0.584594	0.123587	0.417071	0.147699	0.998432	0.999599	1.0004	1.00157	5.783829
44790	-143.176	-118.6705	-24.50552	771173.9	9.06934	0.150214	0.0686736	0.0137182	0.0538477	0.0712787	0.389444	0.180751	0.163709	0.12198	0.0697294	0.0321276	0.139151	0.0176896	0.0961291	0.0195435	0.00507888	0.0177456	0.0694252	0.0973105	0.50748	0.0140699	0.250225	0.272679	0.103204	0.0555281	0.0345519	0.0160144	0.0139227	0.61801	0.363573	0.0305242	0.169853	0.0267963	0.254061	0.233331	0.204776	0.0769025	0.998553	0.99963	1.00037	1.00145	5.023048
44800	-136.7859	-112.4883	-24.2976	428258.5	7.747984	0.0832843	0.108504	0.0151528	0.0559962	0.0599805	0.115786	0.0922307	0.0811482	0.0776326	0.114299	0.105907	0.177059	0.0126315	0.282915	0.0523386	0.00869385	0.0184893	0.0135838	0.0838884	0.260865	0.0648661	0.388391	0.333771	0.0834735	0.0310641	0.0259423	0.0094991	0.0273212	1.19427	0.441661	0.0119363	0.0536923	0.0172885	0.302578	0.162365	0.0629643	0.103522	0.998058	0.999503	1.0005	1.00194	5.134989
44810	-143.2283	-118.7516	-24.47671	168770.6	6.748055	0.148766	0.152341	0.0786232	0.0245498	0.0868798	0.376545	0.0494942	0.0701758	0.0944711	0.0403322	0.0927371	0.341259	0.0451065	0.239054	0.0185966	0.0129766	0.0243743	0.0184509	0.0723479	0.125747	0.0599464	0.340582	0.0797909	0.206897	0.0206573	0.0340157	0.0217086	0.0324297	0.303523	0.660686	0.00738958	0.100072	0.0963083	0.168723	0.719069	0.0562015	0.173605	0.996908	0.999208	1.00079	1.0031	5.194431
44820	-126.5318	-110.8555	-15.67633	587256.5	8.924509	0.0499159	0.112501	0.0746035	0.0453945	0.0601622	0.16509	0.0414289	0.062116	0.143312	0.0585459	0.116705	0.142712	0.19237	0.106882	0.0110365	0.00786763	0.022912	0.0211585	0.0277277	0.0593465	0.0266958	0.768765	0.109395	0.347311	0.0185533	0.0195135	0.0231941	0.0352622	0.199557	0.363803	0.0056183	0.0265625	0.0806099	0.0879414	0.113497	0.20973	0.093953	0.998342	0.999576	1.00042	1.00166	4.051749
44830	-136.0527	-114.8147	-21.23798	688222.7	6.840226	0.0869092	0.0652427	0.099794	0.0459991	0.0502332	0.109868	0.0759511	0.0400059	0.149757	0.0426022	0.0396247	0.262797	0.263242	0.158798	0.0217608	0.00529691	0.0201441	0.0176328	0.10567	0.099325	0.0362925	0.544302	0.172612	0.240909	0.0124586	0.0246982	0.179381	0.107586	0.440369	0.537579	0.0190337	0.0114456	0.132444	0.0218967	0.228474	0.11205	0.139459	0.998468	0.999608	1.00039	1.00153	4.721643
44840	-132.7074	-115.5329	-17.17444	364848.7	8.336371	0.123317	0.163717	0.0747058	0.0152033	0.135102	0.127785	0.0466548	0.0831729	0.140286	0.0358968	0.0277785	0.152441	0.101746	0.33409	0.0433958	0.00906168	0.0467105	0.0354085	0.0628459	0.131186	0.0230708	0.41925	0.107683	0.183637	0.0159359	0.0232279	0.0733442	0.0566527	0.129679	0.70309	0.0163107	0.0294301	0.110426	0.0693465	0.220431	0.059451	0.0973722	0.997896	0.999462	1.00054	1.00211	4.228842
44850	-141.8463	-116.7415	-25.10477	457220.1	6.406772	0.0946341	0.103777	0.0310605	0.0277756	0.0243707	0.110768	0.143756	0.145188	0.136505	0.0159345	0.0327182	0.24997	0.151216	0.184147	0.0878504	0.00907515	0.09547	0.0426786	0.0583936	0.286514	0.0234523	0.761733	0.311433	0.136236	0.00957166	0.154712	0.0977535	0.0218106	0.194057	0.837957	0.0074312	0.0485655	0.0944102	0.182635	0.12192	0.116385	0.128231	0.998121	0.999519	1.00048	1.00188	5.280095
44860	-146.7621	-118.4605	-28.30163	903259.6	7.418513	0.13876	0.118997	0.0233463	0.0479143	0.0474018	0.247234	0.0670702	0.0539315	0.157527	0.0287688	0.184783	0.0886536	0.0816346	0.265093	0.165135	0.0156726	0.0729643	0.162028	0.0454601	0.392005	0.0348391	0.547879	0.191887	0.111722	0.00968766	0.266639	0.0967864	0.029444	0.242585	1.21354	0.0204519	0.0456601	0.0112244	0.216994	0.0946948	0.113274	0.0432509	0.998663	0.999658	1.00034	1.00134	5.694934
44870	-148.8415	-119.433	-29.40847	738824.8	7.254525	0.174617	0.0151366	0.123592	0.0343666	0.306736	0.211587	0.0476618	0.0897144	0.129642	0.0304268	0.0739171	0.192859	0.139485	0.209122	0.0932766	0.0330914	0.0575959	0.198533	0.0256822	0.0362366	0.0353588	0.904966	0.111581	0.101739	0.00117336	0.247671	0.373249	0.0694556	0.358932	0.339389	0.0614611	0.0869754	0.00611417	0.691783	0.154649	0.049643	0.0493347	0.998522	0.999622	1.00038	1.00148	5.866752
44880	-155.3628	-118.947	-36.41577	565981.3	5.897101	0.135608	0.0593125	0.210262	0.00549011	0.207001	0.17209	0.183278	0.0221272	0.124796	0.0219966	0.205372	0.382579	0.142915	0.082603	0.246455	0.0331439	0.0370574	0.0388063	0.103897	0.302849	0.0130798	0.449038	0.031587	0.0499079	0.000616101	0.196345	0.349299	0.134713	0.837238	0.177694	0.0841705	0.0931827	0.00842071	1.63433	0.216193	0.133488	0.0247431	0.998311	0.999568	1.00043	1.00169	7.151684
44890	-150.8022	-124.0634	-26.73877	883918.4	5.396591	0.197026	0.216627	0.0568718	0.011283	0.438559	0.158213	0.108755	0.0444178	0.156614	0.0115755	0.163812	0.410023	0.243429	0.0826768	0.0792145	0.0317806	0.043765	0.0197179	0.0622758	0.442391	0.0213421	0.408351	0.0749068	0.0278119	0.000525828	0.345691	0.271601	0.135017	0.145471	0.111289	0.0743091	0.14765	0.0134947	0.245787	0.125528	0.108854	0.195597	0.998648	0.999654	1.00034	1.00135	5.432253
44900	-144.6129	-119.9044	-24.70848	373711.1	6.201757	0.147255	0.177041	0.0475192	0.0228728	0.0579265	0.18636	0.108371	0.120165	0.172687	0.0212584	0.146289	0.137986	0.266556	0.340694	0.043464	0.0493646	0.023546	0.0195204	0.129674	0.328997	0.0275229	0.487657	0.153032	0.0155854	0.00209282	0.120073	0.276177	0.267496	0.226747	0.0893798	0.059164	0.504987	0.0251559	0.19107	0.0597347	0.0934148	0.0564873	0.997921	0.999468	1.00053	1.00208	5.203322
44910	-137.0339	-118.024	-19.00988	236715.2	6.859106	0.0436672	0.0260471	0.00949357	0.0795479	0.0334302	0.109699	0.0756397	0.0904494	0.162816	0.0131558	0.272243	0.181439	0.102366	0.159131	0.0477538	0.0544261	0.0442899	0.0106256	0.0583884	0.19442	0.014243	0.598716	0.0951916	0.0186267	0.00147027	0.0660468	0.156832	0.190259	0.354127	0.0957446	0.113707	0.379629	0.010379	0.0775121	0.0385577	0.306313	0.111744	0.997389	0.999331	1.00067	1.00261	4.398126
44920	-133.9509	-114.4766	-19.47431	87481.31	6.799171	0.237767	0.0779618	0.019276	0.148313	0.118843	0.0685045	0.0409549	0.0174635	0.253896	0.0241948	0.398783	0.0458681	0.214802	0.108935	0.0154494	0.0865938	0.0171593	0.0173413	0.0433523	0.283991	0.00871507	0.765055	0.0663149	0.0451178	0.000654686	0.0573762	0.119575	0.212521	0.137973	0.135976	0.0561388	0.155226	0.0152629	0.0583635	0.0532196	0.281995	0.0502707	0.995706	0.998899	1.00109	1.0043	4.459206
44930	-128.1529	-110.6821	-17.47085	69633.97	8.150595	0.122629	0.133043	0.0117567	0.061807	0.0289616	0.131949	0.0223904	0.0286194	0.149685	0.0480148	0.269928	0.0196936	0.0790776	0.132427	0.0187512	0.0370105	0.00801061	0.0270681	0.0696885	0.420836	0.0151234	0.664414	0.0455264	0.0297913	0.00203483	0.0875101	0.0278928	0.321869	0.321351	0.0641872	0.0450438	0.351225	0.0205985	0.145519	0.0540431	0.221725	0.024645	0.995187	0.998766	1.00123	1.00482	4.263847
44940	-138.0667	-120.8803	-17.18642	74401.38	7.52146	0.0853695	0.199196	0.0157253	0.049097	0.0698432	0.160425	0.0327403	0.0758486	0.131554	0.0322291	0.389965	0.0641595	0.0527645	0.0812297	0.0384478	0.00877672	0.0129636	0.0281861	0.0868548	0.395438	0.043376	0.266771	0.033773	0.0849634	0.0022727	0.180158	0.093516	0.189497	0.133199	0.0274121	0.0416797	0.172393	0.0251081	0.426784	0.0574675	0.324677	0.0903827	0.995344	0.998806	1.00119	1.00466	4.204244
44950	-132.494	-116.8511	-15.64285	29172.8	6.501392	0.126032	0.153237	0.068086	0.0309677	0.146708	0.10113	0.0548846	0.0865773	0.0383312	0.0695236	0.201345	0.0283603	0.0487764	0.0311098	0.00863639	0.0126764	0.00561469	0.0122152	0.0683982	0.258334	0.190657	0.378228	0.0249984	0.101485	0.00404714	0.179641	0.116983	0.198776	0.154393	0.00872051	0.0474275	0.307646	0.0123756	0.328055	0.0425813	0.139101	0.0423481	0.992568	0.998089	1.00189	1.00745	3.828408
44960	-128.981	-120.6769	-8.30407	10985.7	11.48153	0.0908238	0.104306	0.198309	0.0782997	0.0505732	0.0506355	0.0389027	0.152265	0.0185456	0.0761202	0.0411494	0.0239706	0.0689952	0.0133298	0.0142472	0.0330504	0.00289325	0.0297107	0.0221648	0.251816	0.039664	0.247756	0.0521405	0.231159	0.00358264	0.0992733	0.144239	0.104433	0.242964	0.0140278	0.0701153	0.147225	0.0104186	0.365917	0.0144839	0.0359936	0.0911425	0.987899	0.996876	1.00307	1.01215	3.274645
44970	-131.5169	-121.3074	-10.20948	61867.61	13.95463	0.00746934	0.174479	0.10575	0.0746127	0.0878105	0.210296	0.0401874	0.0925466	0.0209555	0.0827756	0.0347056	0.0518843	0.211711	0.0244512	0.008132	0.0320087	0.00356109	0.0487996	0.0968733	0.166157	0.00405942	0.190134	0.0534146	0.185906	0.00245205	0.16796	0.171572	0.21121	0.122103	0.0133988	0.103735	0.154627	0.0504405	0.106785	0.010545	0.0431984	0.145911	0.994894	0.99869	1.0013	1.00511	3.312619
44980	-120.5083	-116.1369	-4.371372	325478.3	11.14808	0.0073825	0.126069	0.0449051	0.0263698	0.0510206	0.0718524	0.0916609	0.198969	0.0285833	0.179626	0.0502039	0.0199158	0.0493283	0.0612162	0.00633278	0.0352109	0.00383937	0.120654	0.0175975	0.158569	0.00161381	0.242473	0.103179	0.145211	0.00564916	0.0948151	0.042525	0.144227	0.146496	0.0373332	0.0631127	0.122891	0.0981069	0.0932252	0.0483725	0.0292844	0.160168	0.997773	0.99943	1.00057	1.00223	2.927988
44990	-121.3954	-113.1396	-8.25577	951974.1	10.62064	0.00286223	0.119998	0.0686819	0.0712929	0.129277	0.103843	0.128207	0.13773	0.016546	0.125953	0.07394	0.0185245	0.0324425	0.023217	0.00176746	0.0185561	0.00168941	0.129496	0.00296308	0.170336	0.00119546	0.336419	0.0730385	0.176791	0.0056511	0.129799	0.122384	0.214172	0.124333	0.0466241	0.036053	0.116356	0.0219922	0.0406284	0.0322642	0.0199877	0.405206	0.998698	0.999667	1.00033	1.0013	3.280218
45000	-126.3218	-116.323	-9.99873	778270.7	7.663075	0.00316935	0.0977947	0.0160242	0.0593976	0.0650702	0.0920415	0.0766143	0.0590321	0.0142233	0.0339951	0.215146	0.0133489	0.0335639	0.0720071	0.00136899	0.0116141	0.00031149	0.0589937	0.00675487	0.193358	0.00134901	0.326344	0.179989	0.089622	0.0104928	0.311044	0.15909	0.053684	0.33606	0.070721	0.0711591	0.0853291	0.0198311	0.0266879	0.00949654	0.0256481	0.374577	0.99856	0.999632	1.00037	1.00144	3.274953
45010	-125.6823	-118.7526	-6.929692	910478.3	9.746874	0.0011751	0.0805435	0.0139875	0.0351714	0.0356797	0.206319	0.0836513	0.0441023	0.0069243	0.0338843	0.0727716	0.0439839	0.0224031	0.033485	0.00097382	0.016775	0.00124371	0.0464325	0.00483699	0.35118	0.0030618	0.340268	0.11205	0.0548206	0.0339712	0.318711	0.171969	0.0291189	0.512493	0.0566803	0.0354391	0.0253562	0.0730472	0.0486	0.0197007	0.0315676	0.12787	0.998668	0.999659	1.00034	1.00133	3.130249
45020	-119.5184	-114.6515	-4.866866	977106.8	12.73586	0.00162146	0.0226882	0.030877	0.017448	0.0546311	0.113294	0.0318707	0.0691463	0.0118608	0.0215699	0.182802	0.0932031	0.0203312	0.0369713	0.00175029	0.0193607	0.00244877	0.0578363	0.00665959	0.502084	0.00200131	0.269183	0.0621264	0.0624895	0.0345979	0.138785	0.0835964	0.121401	0.40383	0.0300457	0.0470185	0.0233806	0.122572	0.0399099	0.131959	0.016229	0.0761844	0.998714	0.999671	1.00033	1.00129	2.963765
45030	-115.7923	-110.558	-5.234291	696162.9	11.94429	0.000854413	0.02901	0.0304281	0.0321875	0.14523	0.0668275	0.0347092	0.0595089	0.0220962	0.0448464	0.0953602	0.144735	0.0170615	0.161556	0.00188967	0.0229031	0.0019009	0.0247486	0.0148565	0.186317	0.00110725	0.335056	0.0424348	0.08254	0.0252931	0.110247	0.081252	0.166459	0.455338	0.0329351	0.0189676	0.056957	0.172537	0.00944245	0.0627273	0.00749061	0.207609	0.998477	0.99961	1.00039	1.00152	3.00542
45040	-123.7308	-115.7942	-7.936659	613127.4	9.107954	0.00471181	0.026116	0.144278	0.0607005	0.36745	0.0943018	0.019438	0.104375	0.0591096	0.0509032	0.115255	0.093259	0.0746612	0.0496941	0.00633831	0.0392072	0.0020598	0.0338463	0.0186667	0.0739013	0.00159772	0.181001	0.0259651	0.0902185	0.0111966	0.091596	0.0484385	0.187649	0.396541	0.0650068	0.00910416	0.143342	0.182287	0.00593273	0.0658272	0.00875165	0.246273	0.998377	0.999585	1.00041	1.00162	3.199
45050	-120.9485	-110.6636	-10.28496	442563.8	9.068463	0.00715728	0.0426704	0.115702	0.0940371	0.326284	0.0636349	0.0321316	0.147864	0.0513043	0.0714607	0.0724636	0.102323	0.0445048	0.0747227	0.0074284	0.0248895	0.00503911	0.0546485	0.0578991	0.0617672	0.0083678	0.764298	0.0370723	0.0187444	0.0143606	0.128001	0.0772679	0.202672	0.17918	0.0798664	0.00298418	0.103815	0.174853	0.00343881	0.0408661	0.0353631	0.125943	0.99809	0.999511	1.00049	1.00191	3.455026
45060	-120.6076	-110.9225	-9.685087	689996.9	8.685313	0.0410104	0.0964137	0.0439691	0.0429163	0.188301	0.222915	0.0280187	0.143258	0.0173724	0.146657	0.0755094	0.216765	0.140776	0.144214	0.00545579	0.0348988	0.00391554	0.0311388	0.0323572	0.0276793	0.0108572	0.639681	0.00927178	0.01369	0.00493507	0.0383526	0.191493	0.203472	0.113267	0.0431676	0.00639148	0.124928	0.110946	0.0063656	0.0396045	0.0283714	0.0949585	0.99847	0.999609	1.00039	1.00153	3.363294
45070	-115.4831	-111.8494	-3.633739	509643.2	10.12238	0.0306201	0.113974	0.0665205	0.0653994	0.0647089	0.0677516	0.0688704	0.026943	0.029575	0.128129	0.0261452	0.126117	0.141423	0.0942144	0.00813599	0.0157382	0.00349982	0.141824	0.0423702	0.0389938	0.0124842	0.355776	0.00496008	0.0388134	0.00232804	0.0876963	0.0765591	0.30987	0.0341482	0.0764938	0.0136973	0.181719	0.104736	0.00542413	0.0542449	0.0191066	0.140264	0.99822	0.999545	1.00045	1.00178	2.819275
45080	-131.2043	-116.6934	-14.51087	242162.9	6.161717	0.0599194	0.0310794	0.116622	0.127595	0.0561663	0.0977466	0.0781261	0.0265299	0.0240794	0.14066	0.0805902	0.146349	0.225319	0.130809	0.0142748	0.0225628	0.0135381	0.0803077	0.121436	0.18577	0.035272	0.423749	0.00988086	0.155193	0.00113253	0.114945	0.0643463	0.514941	0.019483	0.0385286	0.00833119	0.140585	0.164684	0.00562963	0.0127186	0.0163528	0.0392931	0.997418	0.999339	1.00066	1.00258	3.544545
45090	-137.5262	-118.3699	-19.15625	673762	9.515343	0.085354	0.0266049	0.046034	0.216895	0.0366755	0.0964327	0.0345008	0.036598	0.229084	0.0547887	0.0940966	0.183012	0.349578	0.0982841	0.0268172	0.0969618	0.0136638	0.0689202	0.0394211	0.315621	0.0444809	0.68283	0.148027	0.187981	0.00344108	0.130712	0.161233	0.152512	0.064137	0.077569	0.00510283	0.337062	0.153511	0.00687453	0.0146223	0.0404718	0.0428199	0.998452	0.999604	1.0004	1.00155	4.40273
45100	-139.4763	-117.129	-22.34738	803202.1	12.25457	0.0694898	0.0195445	0.0669017	0.179542	0.0104323	0.146194	0.0786591	0.0286227	0.361049	0.0453706	0.0885047	0.125557	0.414407	0.235965	0.0406923	0.0684815	0.0821778	0.0781638	0.0413935	0.118484	0.162537	0.43634	0.290549	0.118422	0.00604685	0.261971	0.189181	0.120055	0.051338	0.058576	0.00927751	0.16938	0.141048	0.0098635	0.00926387	0.0309778	0.033699	0.998582	0.999637	1.00036	1.00142	4.398158
45110	-134.3749	-122.022	-12.35288	328978	8.752348	0.0346594	0.0232977	0.063819	0.0599211	0.0168711	0.108383	0.17181	0.0840491	0.0569802	0.0681219	0.108354	0.255035	0.354908	0.0583215	0.0146022	0.0534598	0.0934249	0.0919102	0.124442	0.121377	0.270453	0.316021	0.0720058	0.0862987	0.0072558	0.26889	0.120402	0.149074	0.0454501	0.0369744	0.0169959	0.0903551	0.140476	0.00949511	0.011889	0.0142557	0.0532748	0.997785	0.999433	1.00057	1.00222	3.673314
45120	-132.8342	-117.8679	-14.96629	905193.8	8.614583	0.0671623	0.0461818	0.166842	0.0444356	0.0177423	0.0862538	0.238433	0.0502113	0.0839786	0.085316	0.069842	0.116643	0.149662	0.0378147	0.0262728	0.055412	0.16871	0.112851	0.208864	0.14337	0.332109	0.268471	0.0754056	0.0679021	0.0125492	0.230405	0.100327	0.145189	0.0141351	0.0104469	0.0333333	0.572464	0.0349025	0.00399139	0.0274743	0.00720248	0.0581781	0.998664	0.999658	1.00034	1.00134	3.970484
45130	-132.6778	-114.0774	-18.60036	155457.6	7.143506	0.0325803	0.0606084	0.0903224	0.142285	0.0437029	0.0781752	0.0636649	0.118225	0.312457	0.195958	0.0507971	0.23853	0.129421	0.202659	0.0309512	0.0503503	0.0629988	0.141563	0.0693021	0.0668049	0.187425	0.151768	0.301094	0.116539	0.0208242	0.333737	0.0622262	0.150144	0.0150614	0.0205473	0.176041	0.4793	0.0696491	0.0043579	0.0278461	0.00717191	0.0630735	0.996778	0.999175	1.00082	1.00323	4.368163
45140	-125.7554	-110.9107	-14.84472	650886.2	9.132603	0.0349349	0.105933	0.0454247	0.0526793	0.0268081	0.102946	0.0852739	0.0431234	0.0969342	0.179048	0.0213814	0.346446	0.0666821	0.136959	0.0222412	0.0452368	0.0506008	0.163098	0.0878033	0.108902	0.117709	0.314096	0.325864	0.125386	0.0546893	0.251112	0.0078163	0.228305	0.00449478	0.077528	0.141516	0.253483	0.0753804	0.00582247	0.0497126	0.0397664	0.0620552	0.998425	0.999597	1.0004	1.00158	3.957193
45150	-138.1578	-116.5021	-21.65565	959743.9	8.191716	0.025871	0.0916317	0.0456207	0.203613	0.0331372	0.0517741	0.09607	0.0542214	0.0536078	0.118657	0.0394743	0.240745	0.0954828	0.223806	0.0602727	0.0564914	0.0626288	0.143397	0.0504632	0.200918	0.102757	0.205102	0.493625	0.0383434	0.0794037	0.258252	0.0061485	0.379194	0.00581786	0.0244422	0.358465	0.537401	0.148301	0.00432061	0.0624504	0.0402808	0.0828398	0.998703	0.999668	1.00033	1.0013	4.775027
45160	-144.4183	-116.518	-27.90034	77613.71	6.893236	0.073593	0.429366	0.0207411	0.214087	0.0639003	0.032188	0.0678555	0.052204	0.160727	0.0802957	0.0521073	0.315933	0.131652	0.110924	0.221079	0.0417134	0.0344573	0.0903971	0.0498657	0.216096	0.0507364	0.245994	0.269362	0.0318748	0.0248212	0.148035	0.0105144	1.33734	0.01392	0.0186636	0.547488	0.121063	0.0723119	0.0084563	0.109142	0.0042892	0.218544	0.995441	0.998831	1.00116	1.00457	5.691739
45170	-137.7428	-112.2518	-25.49103	241153.5	5.371165	0.0324001	0.247029	0.0481275	0.158696	0.0603939	0.0145139	0.0704745	0.0546099	0.143408	0.0611924	0.172433	0.281487	0.100551	0.203341	0.0527144	0.0416579	0.00625114	0.0683679	0.179003	0.328467	0.132857	0.276268	0.265132	0.0989726	0.00718466	0.127274	0.0323551	0.228763	0.0259168	0.0146086	0.67354	0.497059	0.150415	0.0101374	0.109431	0.00482876	0.214218	0.997413	0.999338	1.00066	1.00259	5.19408
45180	-143.9682	-118.0863	-25.88181	319544.9	6.326182	0.0551235	0.131954	0.0243947	0.104009	0.0501182	0.0152541	0.050019	0.0937255	0.129172	0.0626334	0.150472	0.198762	0.152389	0.178668	0.0348934	0.134183	0.00409487	0.0493078	0.231215	0.540097	0.106051	0.175759	0.208889	0.0552191	0.00815108	0.0697197	0.0620062	0.199352	0.097063	0.0356504	1.04638	0.508004	0.226425	0.00285472	0.0413394	0.0074484	0.157901	0.997752	0.999425	1.00057	1.00225	5.3987
