Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
44190	-143.7545	-118.9122	-24.84226	147597.8	5.755289	0.111989	0.160082	0.025936	0.0145363	0.0625592	0.0960253	0.086258	0.0240671	0.0980375	0.242912	0.0165878	0.337544	0.194428	0.0482293	0.258404	0.086033	0.0828309	0.0757159	0.149061	0.0863353	0.0687548	0.0779573	0.0919831	0.0341294	0.144055	0.00248699	0.256081	0.711264	0.401918	0.0250336	0.0639176	0.294448	0.382649	0.226066	0.0215183	0.0569761	0.0485978	0.996693	0.999153	1.00084	1.00331	5.165408
44200	-139.2603	-115.8606	-23.39964	640463.9	6.235051	0.0359443	0.176237	0.0237651	0.0076227	0.0501523	0.0601718	0.0423345	0.0239269	0.0456117	0.167801	0.0916458	0.3732	0.149084	0.0523006	0.349128	0.11365	0.0291956	0.0114892	0.0571814	0.0761232	0.0912843	0.140355	0.118953	0.0115407	0.0441181	0.00222428	0.336228	0.672018	0.342714	0.0604063	0.128978	0.279175	0.281526	0.159463	0.142023	0.225232	0.023521	0.998412	0.999594	1.00041	1.00159	4.996325
44210	-140.5884	-119.3099	-21.27849	636321.3	11.88595	0.0420317	0.112626	0.053537	0.00291988	0.0691818	0.111854	0.117132	0.0505972	0.056972	0.119988	0.0609676	0.342295	0.166921	0.0334936	0.342635	0.0348645	0.180838	0.00448936	0.0496794	0.0450925	0.105366	0.0462015	0.0554793	0.00830753	0.0444758	0.00197363	0.15905	0.366553	0.427871	0.0344325	0.0848826	0.230118	0.178048	0.0554932	0.196963	0.285559	0.0768676	0.998407	0.999593	1.00041	1.00159	4.355756
44220	-142.9134	-119.4646	-23.44877	929525.6	7.767365	0.031215	0.0609356	0.0183586	0.00252325	0.483991	0.115463	0.181448	0.0725245	0.168186	0.074209	0.0837558	0.207798	0.284335	0.015726	0.0638499	0.043463	0.0972542	0.00500797	0.0330429	0.296444	0.126281	0.0695714	0.0513461	0.0054976	0.0988256	0.00245087	0.138215	0.317548	0.562459	0.0324035	0.0319056	0.278701	0.109065	0.0792099	0.175948	0.524045	0.0812911	0.998682	0.999663	1.00034	1.00132	5.024296
44230	-150.6895	-124.3733	-26.31619	925835.6	9.745137	0.0122426	0.0900793	0.0095164	0.00307569	0.714941	0.0394175	0.0771419	0.13177	0.332556	0.0441167	0.0854259	0.233378	0.228239	0.00903349	0.0258101	0.0479681	0.070268	0.00624115	0.00681691	0.20017	0.0324776	0.159052	0.0653137	0.0332901	0.234324	0.00445054	0.113293	0.292345	0.456473	0.0322032	0.0213431	0.216259	0.17912	0.0308695	0.343843	0.462935	0.0737176	0.998679	0.999662	1.00034	1.00132	5.119516
44240	-141.1322	-115.816	-25.31621	284958.8	8.464277	0.0151636	0.147954	0.00350708	0.00386029	0.375093	0.00204306	0.110169	0.038977	0.149768	0.254478	0.142807	0.197801	0.0892671	0.00499167	0.0246247	0.0864528	0.0198368	0.00506772	0.074641	0.243696	0.0468627	0.175037	0.0218076	0.0671704	0.150082	0.00377574	0.0557914	0.210307	0.549692	0.171244	0.0207133	0.257616	0.255037	0.0457764	0.791576	0.344413	0.0332717	0.99762	0.999391	1.00061	1.00238	5.190375
44250	-127.296	-109.5956	-17.70032	211226.5	8.012321	0.0146388	0.120203	0.00328566	0.000599338	0.230453	0.00213247	0.0681374	0.0598513	0.0259146	0.114976	0.102979	0.284092	0.0568986	0.0127393	0.00555878	0.0231826	0.0212392	0.0151311	0.0243248	0.171952	0.0346901	0.184157	0.0269398	0.0872589	0.176403	0.00453087	0.060604	0.0640412	0.813058	0.115043	0.0386869	0.490884	0.132754	0.107149	0.406715	0.151994	0.0373116	0.997236	0.999292	1.00071	1.00277	4.290508
44260	-121.5152	-109.7066	-11.80863	236481.5	7.689865	0.0112071	0.0948782	0.0101037	0.00040342	0.336373	0.00255561	0.0342472	0.047114	0.0140226	0.0855078	0.170072	0.30182	0.0378872	0.0145722	0.00283807	0.00442901	0.0269865	0.00626477	0.00704692	0.0897599	0.0834029	0.138656	0.0210922	0.0389165	0.118538	0.0141825	0.0342366	0.0342194	0.16062	0.140409	0.138355	0.175515	0.0432062	0.0179247	0.851725	0.198379	0.00753318	0.997387	0.999331	1.00067	1.00262	3.514999
44270	-118.7573	-114.0979	-4.659351	244960.9	11.45577	0.0395271	0.169732	0.019397	0.00120039	0.148357	0.0128358	0.00632136	0.0152404	0.0131755	0.0451551	0.0537687	0.207611	0.0236231	0.0106234	0.0013652	0.00489991	0.035025	0.0393605	0.0242509	0.128579	0.169174	0.182756	0.0122255	0.0188069	0.0674884	0.0115505	0.0743986	0.0353279	0.15308	0.109612	0.0811697	0.160334	0.0237657	0.00724975	0.775187	0.0704085	0.00446256	0.997433	0.999343	1.00065	1.00257	2.957048
44280	-121.8424	-121.6176	-0.2247737	574598	12.57794	0.0226514	0.0985781	0.0226989	0.00247509	0.0548025	0.0350688	0.00436984	0.0159108	0.0223527	0.0385657	0.064869	0.239068	0.0686725	0.00615983	0.00177571	0.0115459	0.0060923	0.0709966	0.0255038	0.0862564	0.24455	0.116487	0.0654503	0.00489935	0.137981	0.0125274	0.0633127	0.0547925	0.157838	0.149266	0.0569161	0.284239	0.0825079	0.0142407	0.166375	0.0843222	0.00359802	0.998324	0.999571	1.00043	1.00168	2.597717
44290	-117.5076	-111.8234	-5.684138	690201.5	12.98994	0.0206893	0.103541	0.0411309	0.00431592	0.0321698	0.0879893	0.00601796	0.0349097	0.0681974	0.0526556	0.0592934	0.166007	0.178097	0.012853	0.00318603	0.0100797	0.0124834	0.0840853	0.00995863	0.018818	0.287365	0.151432	0.0484211	0.00339691	0.125364	0.00634917	0.0486074	0.0626562	0.19807	0.112057	0.0924938	0.286533	0.0749832	0.00827302	0.39602	0.105204	0.00735952	0.99847	0.999609	1.00039	1.00153	3.021064
44300	-124.9614	-119.3638	-5.597568	970015.4	8.568541	0.0377429	0.154619	0.0353498	0.0101015	0.0159044	0.234132	0.0072546	0.0470827	0.0874706	0.0525804	0.0643332	0.185426	0.320102	0.00899973	0.00110593	0.000841315	0.00557644	0.0601714	0.033295	0.0112649	0.214417	0.182957	0.111378	0.00460816	0.200426	0.00880707	0.0220051	0.0303634	0.0756339	0.071935	0.0382022	0.184837	0.0185771	0.0147786	0.254893	0.0621948	0.0069992	0.99871	0.99967	1.00033	1.00129	2.876367
44310	-131.9625	-119.9533	-12.00918	326524.1	17.96772	0.0285878	0.136146	0.178899	0.0726323	0.0120687	0.160256	0.010663	0.133059	0.0872489	0.145399	0.0112008	0.224661	0.162711	0.00440174	0.00117732	0.000229587	0.0051026	0.0543928	0.0239157	0.00458794	0.281519	0.0753692	0.0450069	0.0094823	0.285598	0.014604	0.0116296	0.004538	0.0820341	0.0892386	0.0308324	0.303467	0.0414264	0.00452812	0.258968	0.133696	0.0194699	0.997776	0.999431	1.00057	1.00223	3.148745
44320	-125.3477	-118.6048	-6.742876	148072.4	9.846548	0.0592393	0.0890868	0.0516986	0.0307904	0.0148497	0.128484	0.0202023	0.113062	0.127683	0.351493	0.00475056	0.40435	0.145579	0.00656112	0.00481333	0.000374651	0.0218589	0.0557263	0.0288264	0.005919	0.231579	0.0716171	0.115032	0.00465488	0.268989	0.01658	0.00983821	0.00363168	0.0215729	0.0408923	0.0207198	0.407789	0.0410365	0.00145627	0.114307	0.0611609	0.019593	0.996699	0.999154	1.00084	1.00331	3.115797
44330	-126.3085	-119.4858	-6.822778	387765.7	9.493286	0.2141	0.0699248	0.0190202	0.116267	0.0131926	0.0655917	0.156718	0.0787684	0.0509471	0.158428	0.0237543	0.348183	0.104865	0.00737289	0.00489615	0.000673585	0.0315526	0.0285055	0.0955697	0.0239692	0.22656	0.045413	0.0846465	0.00639269	0.326613	0.0147494	0.00259171	0.00205504	0.0351556	0.0418462	0.0169924	0.352669	0.0167374	0.0107474	0.192605	0.0477666	0.0693607	0.997959	0.999478	1.00052	1.00204	3.105201
44340	-120.3883	-112.4731	-7.915251	725556.6	11.91917	0.103886	0.166663	0.0128649	0.0917257	0.00667432	0.125659	0.110632	0.0475464	0.0993502	0.303599	0.00493008	0.267645	0.115177	0.0149704	0.0205875	0.000182809	0.02853	0.0235766	0.0248704	0.0788961	0.159535	0.0228667	0.0483983	0.00462606	0.396337	0.0329872	0.00191456	0.00458992	0.0522546	0.0603667	0.0392141	0.425529	0.0142033	0.0370021	0.124448	0.122379	0.0359492	0.998508	0.999618	1.00038	1.00149	3.230568
44350	-123.2473	-115.8023	-7.444976	571215.3	16.47254	0.0976508	0.112598	0.0363882	0.180923	0.0109758	0.0268039	0.042896	0.0663738	0.246665	0.373572	0.0113076	0.165263	0.0596558	0.00875599	0.09452	0.000943946	0.0273585	0.0201422	0.0286059	0.0670745	0.179145	0.0168817	0.027412	0.00663964	0.166564	0.0407191	0.0036444	0.00292822	0.0783572	0.0245357	0.0949581	0.395615	0.00788494	0.0203078	0.0793502	0.0340175	0.123038	0.998319	0.99957	1.00043	1.00168	2.980474
44360	-139.6736	-118.3628	-21.31078	609537.7	8.946049	0.0882366	0.13088	0.0301379	0.0740959	0.0041471	0.0366268	0.054817	0.265539	0.43522	0.302737	0.0181701	0.102774	0.0581103	0.016969	0.0634559	0.000719324	0.00573611	0.0406514	0.0493851	0.246166	0.67181	0.0191398	0.0467909	0.00663027	0.141984	0.112311	0.00455616	0.0103275	0.160159	0.107912	0.203218	0.865882	0.0117108	0.020863	0.0599492	0.00738865	0.2061	0.998372	0.999584	1.00042	1.00163	4.681308
44370	-127.9911	-114.8729	-13.11815	546581.5	11.66562	0.12983	0.148279	0.0171591	0.122984	0.0027166	0.0125727	0.0561196	0.123138	0.232803	0.262122	0.03829	0.0634208	0.0599379	0.0267392	0.0533172	0.000960874	0.00787473	0.0125551	0.0894154	0.356279	0.239051	0.0245637	0.00805965	0.00507727	0.28196	0.115084	0.00796654	0.0236673	0.148982	0.169952	0.379574	0.24237	0.0228563	0.0379401	0.0285652	0.00358085	0.12717	0.998281	0.99956	1.00044	1.00172	3.682936
44380	-120.2762	-112.0624	-8.213801	429767.9	11.61029	0.115102	0.0422229	0.0243882	0.0383514	0.00560287	0.00720762	0.0370572	0.0699763	0.186487	0.101938	0.019254	0.0566923	0.0470932	0.0510541	0.0407032	0.01092	0.0210569	0.017022	0.107177	0.400229	0.289129	0.00896299	0.00703605	0.0142524	0.242911	0.170804	0.0517366	0.0616964	0.0898166	0.0993942	0.205915	0.300857	0.0469964	0.0114687	0.0750847	0.0147911	0.173487	0.998062	0.999504	1.00049	1.00194	3.263875
44390	-131.6343	-119.5162	-12.11813	885755.8	12.92864	0.135573	0.0626511	0.0406324	0.0775155	0.00569399	0.011174	0.0532182	0.185416	0.04861	0.189193	0.126227	0.0408286	0.0929177	0.0316481	0.0326159	0.00764606	0.116301	0.0718172	0.0364719	0.374303	0.276787	0.0146987	0.0096041	0.020386	0.18696	0.131011	0.0167378	0.14317	0.0816429	0.165082	0.149245	0.130067	0.0668313	0.0434555	0.0602982	0.0594337	0.224589	0.99865	0.999655	1.00034	1.00135	3.520452
44400	-137.8927	-117.7706	-20.12212	711415.3	13.60369	0.194566	0.103507	0.0293906	0.090394	0.00249085	0.00727034	0.0980293	0.151784	0.0276074	0.321802	0.177767	0.0238084	0.0137673	0.00982266	0.0180713	0.00725389	0.168766	0.125069	0.113442	0.295652	0.23307	0.0534433	0.0154993	0.00302732	0.252951	0.133663	0.0332952	0.233074	0.0819856	0.144595	0.291402	0.225833	0.0499314	0.0062084	0.0295124	0.0656136	0.229268	0.998493	0.999615	1.00038	1.00151	4.062634
44410	-133.8219	-122.7758	-11.04611	906094.8	9.646829	0.0246622	0.108681	0.0358312	0.028099	0.00515043	0.00414626	0.117464	0.05381	0.125224	0.282018	0.185579	0.0134953	0.0236917	0.135449	0.031284	0.00595928	0.140721	0.102141	0.0623707	0.188759	0.197642	0.0729164	0.0222337	0.00428474	0.284085	0.0969586	0.038754	0.130986	0.0635132	0.175148	0.352073	0.245743	0.0178234	0.0158036	0.0243213	0.0670659	0.0680377	0.998665	0.999659	1.00034	1.00134	3.551926
44420	-122.7805	-114.7894	-7.991088	618304.7	11.28403	0.0342493	0.063277	0.0455583	0.0346158	0.0335107	0.025163	0.124746	0.0252316	0.0868164	0.156045	0.134235	0.0138842	0.0154223	0.215654	0.0174473	0.0214768	0.0450588	0.0926693	0.0985595	0.217424	0.0638936	0.047283	0.0294254	0.020917	0.203542	0.105432	0.0472854	0.0666381	0.0845674	0.254189	0.217126	0.458777	0.0261626	0.00836974	0.0296676	0.0688895	0.0176194	0.998384	0.999587	1.00041	1.00162	3.250829
44430	-121.4266	-114.2392	-7.187392	779822.3	9.334875	0.0294298	0.0904528	0.034296	0.0581347	0.0409713	0.0767743	0.198018	0.0250975	0.0917626	0.206904	0.033825	0.0125645	0.00846389	0.079673	0.011791	0.0117085	0.0172298	0.114786	0.11865	0.12186	0.050526	0.0273167	0.0361783	0.0117938	0.0199756	0.0710314	0.0914234	0.139215	0.075679	0.074599	0.475594	0.312958	0.18583	0.00612596	0.0428496	0.0589776	0.0711862	0.998561	0.999632	1.00037	1.00144	3.133651
44440	-140.0956	-122.489	-17.60661	985804.7	8.562842	0.192793	0.0414921	0.194429	0.0279338	0.0488635	0.05787	0.303154	0.0834005	0.0258109	0.164577	0.203124	0.113929	0.0112955	0.115707	0.0088491	0.0119066	0.00444519	0.169718	0.110767	0.413422	0.0249731	0.0322466	0.0899617	0.0125211	0.0558744	0.0807685	0.0559049	0.110024	0.164708	0.117328	0.309003	0.51217	0.0718645	0.0049746	0.202808	0.0548309	0.0745502	0.99872	0.999673	1.00033	1.00128	4.277999
44450	-135.383	-118.4094	-16.97364	946783.8	5.86826	0.083415	0.0237685	0.0502962	0.0223378	0.0315631	0.0538069	0.268588	0.125862	0.0164194	0.337118	0.219677	0.173664	0.0143517	0.237215	0.0167915	0.0093236	0.00317678	0.0321909	0.0825107	0.342632	0.0670624	0.0261424	0.103086	0.00299614	0.0588559	0.0695194	0.0169873	0.0966663	0.365912	0.0933539	0.230388	0.269287	0.164593	0.00622784	0.0564346	0.0329313	0.038654	0.998694	0.999666	1.00033	1.00131	3.843804
44460	-138.3586	-117.8796	-20.47892	713765.5	5.158427	0.0929882	0.0302205	0.106117	0.0259677	0.0445574	0.0802624	0.215671	0.0320854	0.0425137	0.114436	0.245786	0.0838424	0.0380677	0.0979302	0.0089811	0.0172336	0.0042068	0.0822657	0.212581	0.2005	0.152256	0.0225991	0.239858	0.0149895	0.0264138	0.0115992	0.0344077	0.299835	0.115113	0.219109	0.213165	0.46706	0.176398	0.013222	0.0726222	0.217025	0.0831416	0.998496	0.999615	1.00038	1.0015	4.155027
44470	-128.6362	-115.9827	-12.65345	505653.2	10.42113	0.0213345	0.0253777	0.0655426	0.0102803	0.0391915	0.0329934	0.0925498	0.0460674	0.0207083	0.169082	0.166123	0.117269	0.0179127	0.136041	0.128767	0.0487201	0.00578363	0.113236	0.0458263	0.132149	0.107938	0.0175407	0.138663	0.0346132	0.034056	0.00667943	0.0145089	0.391869	0.203178	0.0875434	0.160332	0.147798	0.196061	0.00412006	0.194292	0.173046	0.354318	0.998213	0.999543	1.00046	1.00179	3.701512
44480	-128.3055	-113.7917	-14.51379	513920.4	7.800206	0.0232001	0.0242644	0.0552084	0.00864148	0.0594753	0.055863	0.0526961	0.0930588	0.0131342	0.135368	0.390452	0.100688	0.00999988	0.10289	0.039186	0.12169	0.00422576	0.0638676	0.0515445	0.130848	0.0769574	0.024735	0.110401	0.0242128	0.182679	0.0119207	0.0112401	0.0608418	0.124526	0.0678677	0.214003	0.333309	0.201592	0.00668119	0.164919	0.194882	0.529763	0.998227	0.999547	1.00045	1.00177	3.876833
44490	-140.2181	-116.9972	-23.2209	495121.2	5.841828	0.0177295	0.124164	0.0208652	0.0318286	0.0910796	0.178383	0.0229583	0.0906309	0.0305737	0.0645933	0.325495	0.14056	0.00546866	0.0880193	0.078138	0.0718964	0.00540546	0.236811	0.103885	0.326605	0.0438597	0.018854	0.17942	0.021255	0.140578	0.0121589	0.0869398	0.216844	0.13917	0.0625381	0.218053	0.345243	0.171016	0.00366403	0.470495	0.421905	0.295827	0.998194	0.999538	1.00046	1.00181	4.902909
44500	-143.3375	-114.5929	-28.74466	177662.2	5.92933	0.0151776	0.115787	0.015913	0.00532368	0.225266	0.030802	0.0315032	0.104286	0.3623	0.0636311	0.399648	0.155012	0.0361569	0.182584	0.0781825	0.0605196	0.0547043	0.16916	0.0874753	0.108602	0.0336205	0.0137937	0.394306	0.0266744	0.188601	0.013224	0.095937	0.162688	0.163638	0.166035	0.168878	0.733742	0.234856	0.00363286	0.552473	0.287164	0.310679	0.996986	0.999228	1.00077	1.00302	5.851977
44510	-143.5057	-115.9977	-27.508	187359.9	9.953782	0.0025657	0.099476	0.00603407	0.017522	0.180808	0.0447998	0.0219426	0.18346	0.638815	0.0724662	0.437475	0.187396	0.0559604	0.0241324	0.0280609	0.0129496	0.0593742	0.10394	0.0925721	0.202048	0.0533901	0.0043114	0.0846217	0.0216459	0.253473	0.00801199	0.109743	0.338971	0.360263	0.190947	0.101792	0.340551	0.168594	0.00283927	0.354044	0.171355	0.170141	0.997065	0.999248	1.00075	1.00294	5.206492
44520	-128.4832	-111.2964	-17.18681	175599.5	7.556186	0.00240933	0.0405109	0.00537317	0.0705755	0.0205849	0.0548657	0.0280043	0.0495214	0.100857	0.159144	0.161573	0.134233	0.0240362	0.198681	0.0334826	0.0481976	0.0655922	0.0668165	0.0607168	0.180198	0.0111914	0.00937617	0.0887551	0.0046473	0.117833	0.00737432	0.0725912	0.676477	0.164048	0.226134	0.043119	0.0709411	0.14792	0.0132651	0.69327	0.196661	0.157633	0.996968	0.999224	1.00077	1.00303	4.206611
44530	-128.8108	-112.9561	-15.85474	269554.2	11.48419	0.0121816	0.0900803	0.00607238	0.111251	0.0540577	0.107057	0.0498473	0.134271	0.101961	0.0722832	0.265699	0.343311	0.0279989	0.0982729	0.002616	0.0254158	0.0388807	0.0362837	0.0372082	0.110588	0.00996623	0.10043	0.111885	0.0145168	0.112783	0.0113499	0.081813	0.317227	0.366962	0.242529	0.013446	0.121714	0.194271	0.0319985	0.151628	0.173632	0.150582	0.997553	0.999374	1.00062	1.00245	3.93207
44540	-125.6758	-114.6082	-11.06766	318342.9	8.953878	0.00521414	0.0339301	0.00199427	0.112448	0.128927	0.0921673	0.0829825	0.049634	0.234124	0.0280896	0.214807	0.156465	0.0431741	0.0653774	0.00168232	0.0133726	0.0269362	0.0566673	0.0900533	0.0718133	0.0245327	0.0132398	0.067967	0.00224701	0.185524	0.0327499	0.12312	0.287793	0.286608	0.0645821	0.0265426	0.0346319	0.0865359	0.0175272	0.28625	0.280101	0.206856	0.997748	0.999424	1.00057	1.00225	3.536668
44550	-134.2441	-110.7776	-23.46646	600964.5	9.391142	0.00240346	0.101174	0.00127813	0.0850416	0.179192	0.290455	0.0521776	0.0347728	0.194617	0.155036	0.0945472	0.0935642	0.0515122	0.200392	0.00147296	0.00978414	0.0474958	0.12381	0.225862	0.0201767	0.207307	0.00407495	0.0824084	0.00463257	0.100189	0.109788	0.0712023	0.21245	0.170451	0.426232	0.0237203	0.0598731	0.158943	0.0807263	0.532451	0.600488	0.0611017	0.998361	0.999581	1.00042	1.00164	4.870804
44560	-135.8752	-115.0167	-20.85856	884127.7	5.921574	0.00713025	0.0688817	0.00078014	0.153705	0.123855	0.132539	0.0161472	0.142133	0.0682381	0.117513	0.026272	0.0460492	0.243179	0.18098	0.00104227	0.00282953	0.044345	0.110664	0.250868	0.0110151	0.103084	0.0535956	0.152134	0.00515679	0.0701651	0.0203019	0.153398	0.231584	0.111275	0.318027	0.110649	0.0324403	0.0920158	0.0987446	0.812389	0.27188	0.134962	0.998648	0.999654	1.00034	1.00135	4.519969
44570	-137.1453	-121.2113	-15.93394	532878.1	7.517498	0.0169644	0.0790877	0.00106001	0.060735	0.17528	0.468407	0.0461006	0.0812334	0.196039	0.0587869	0.0284522	0.0908125	0.293494	0.0680452	0.00204041	0.001204	0.00662912	0.124455	0.195192	0.0130697	0.0814599	0.109314	0.2426	0.00529322	0.0865566	0.0612844	0.090442	0.128083	0.0956951	0.298226	0.0286155	0.00829963	0.0562555	0.101317	0.458634	0.0426406	0.135558	0.998259	0.999555	1.00044	1.00174	4.037363
44580	-133.9883	-114.4696	-19.51868	587274.2	7.747223	0.0125885	0.0317164	0.00285745	0.115784	0.0938695	0.190456	0.0431789	0.0674962	0.780674	0.138052	0.0156922	0.0886535	0.270992	0.0428855	0.00357676	0.00147147	0.00238364	0.0811056	0.108597	0.0654971	0.0698482	0.219437	0.273441	0.00598136	0.2435	0.0381639	0.127882	0.247669	0.0268556	0.360496	0.0139307	0.0751377	0.0128007	0.0568406	0.549154	0.00599975	0.0335229	0.998342	0.999576	1.00042	1.00166	4.518189
44590	-123.3003	-112.173	-11.12737	354883	10.79892	0.0114336	0.0345402	0.00481994	0.185584	0.123794	0.0408172	0.0752469	0.039426	0.32951	0.182331	0.0097133	0.17258	0.167417	0.0286633	0.00482994	0.00331841	0.00681645	0.0598348	0.019238	0.180286	0.0705266	0.107883	0.124017	0.00576952	0.247999	0.103897	0.10517	0.152184	0.0333042	0.346621	0.0144064	0.0971991	0.00349481	0.167	0.255358	0.00516071	0.025526	0.997867	0.999454	1.00054	1.00213	3.545715
44600	-117.5205	-113.7438	-3.776724	384229.6	8.223623	0.0094058	0.0282477	0.0130349	0.118846	0.0977252	0.0512679	0.0268651	0.132735	0.0918649	0.155463	0.00400887	0.187449	0.046794	0.0273043	0.00606038	0.015669	0.00966265	0.141244	0.0258748	0.0990788	0.090025	0.071138	0.109711	0.00710062	0.0948698	0.0330187	0.132641	0.0927594	0.0563685	0.0986309	0.096465	0.0560749	0.0015042	0.0596658	0.262682	0.00490946	0.0429564	0.99795	0.999475	1.00052	1.00205	2.599122
44610	-119.161	-114.3506	-4.810397	796494.2	9.703832	0.0210413	0.0597778	0.0108186	0.116274	0.0648371	0.0446852	0.061907	0.194609	0.0394371	0.0907891	0.00595929	0.0478219	0.00852401	0.0392638	0.0131281	0.0107355	0.00970457	0.0667936	0.0211821	0.121593	0.242661	0.133365	0.323906	0.0255306	0.14787	0.0458689	0.107493	0.0114906	0.156448	0.173834	0.108458	0.0562055	0.00107164	0.0359124	0.275141	0.00502676	0.0105831	0.998576	0.999636	1.00036	1.00142	2.909748
44620	-122.1955	-113.5141	-8.68134	203556.8	10.7903	0.119855	0.0438572	0.0166091	0.101683	0.0388765	0.109309	0.0253194	0.152845	0.0821153	0.142918	0.00175226	0.0786212	0.00903198	0.0788422	0.0137912	0.0138095	0.0229584	0.0817917	0.00629653	0.136651	0.264532	0.04485	0.298348	0.015078	0.045438	0.0309085	0.164339	0.0171387	0.164677	0.0968871	0.0535013	0.0460001	0.00150637	0.167677	0.624372	0.000638775	0.00645435	0.997184	0.999279	1.00072	1.00282	3.319281
44630	-126.7513	-117.6215	-9.129792	139843.2	9.933311	0.0172931	0.107789	0.0247345	0.0775924	0.0701475	0.0659323	0.0350672	0.0975028	0.190403	0.167277	0.00392717	0.138638	0.019433	0.0944724	0.0460979	0.033499	0.0351718	0.103634	0.0487119	0.211103	0.275791	0.0550678	0.136601	0.016118	0.021056	0.0708978	0.175782	0.0215019	0.140719	0.146653	0.0453184	0.0696139	0.00117694	0.0929933	0.481056	0.00278323	0.0182508	0.996603	0.99913	1.00087	1.0034	3.359806
44640	-130.4561	-110.9844	-19.47163	104396.9	8.18884	0.0205081	0.133566	0.0286342	0.0648327	0.102	0.201565	0.0294913	0.0457555	0.157252	0.155267	0.0137687	0.239478	0.0211621	0.2532	0.016009	0.0433893	0.0517046	0.0237661	0.251928	0.24338	0.247855	0.174561	0.19395	0.0198687	0.0838595	0.0435834	0.0700465	0.0278222	0.183365	0.32583	0.0841433	0.0293446	0.000890796	0.307251	0.541896	0.00459169	0.0729653	0.996069	0.998992	1.001	1.00394	4.508482
44650	-141.0997	-121.1019	-19.99772	94290.09	7.023382	0.0539144	0.0805324	0.041522	0.171276	0.202774	0.0725705	0.026563	0.0462281	0.127698	0.321356	0.0144014	0.188573	0.00247136	0.50626	0.0140841	0.0124869	0.0431686	0.0253841	0.0564527	0.129882	0.287304	0.22126	0.264434	0.0308418	0.173773	0.0693531	0.234711	0.0424621	0.0643063	0.147877	0.187937	0.231429	0.00183636	0.151634	0.253484	0.0057416	0.0499301	0.995864	0.99894	1.00105	1.00414	4.555912
44660	-141.5597	-119.6137	-21.946	720358.3	7.01339	0.0277902	0.0266624	0.0300262	0.277093	0.305465	0.119001	0.0411635	0.022213	0.186311	0.080857	0.0117072	0.199763	0.0011603	0.372584	0.0293716	0.0486981	0.031259	0.0329822	0.069347	0.207774	0.427659	0.15981	0.452473	0.0483453	0.0593134	0.406944	0.0637511	0.0664145	0.168002	0.260126	0.0709434	0.14321	0.00383431	0.0375559	0.237507	0.0115771	0.094275	0.998503	0.999617	1.00038	1.0015	4.83297
44670	-133.7126	-116.6809	-17.03166	508819.5	10.33205	0.00424273	0.0625777	0.00663319	0.0879909	0.20059	0.276219	0.0334364	0.0456292	0.137296	0.249481	0.0163569	0.0730694	0.00327275	0.263554	0.0122632	0.0174436	0.024268	0.0358708	0.134324	0.215211	0.388923	0.165073	0.182719	0.0689347	0.0364769	0.132643	0.194613	0.0450399	0.234181	0.254919	0.0994273	0.211222	0.000847113	0.0348122	0.13053	0.00963348	0.0384325	0.998219	0.999544	1.00045	1.00178	4.128156
44680	-122.6021	-113.2739	-9.328221	76966.56	12.10249	0.00463549	0.110394	0.0336381	0.0888643	0.149103	0.0761194	0.0453241	0.0298301	0.158092	0.0629629	0.00761376	0.177467	0.00215398	0.0852049	0.00718728	0.0203841	0.0230639	0.0909138	0.0661225	0.196178	0.252525	0.10392	0.100355	0.10542	0.0189463	0.0471928	0.10984	0.1062	0.464815	0.273538	0.0967902	0.106394	0.000927751	0.0363279	0.0622242	0.0021971	0.0191514	0.995422	0.998826	1.00117	1.00459	3.342018
44690	-130.1738	-115.0486	-15.12518	50993.65	10.14455	0.00313077	0.244751	0.0817284	0.0437282	0.175714	0.101824	0.0742417	0.0344469	0.0256943	0.0893373	0.00626251	0.175595	0.00222029	0.123472	0.00867949	0.0147427	0.0204729	0.022849	0.0412282	0.121688	0.483082	0.172549	0.104248	0.0810409	0.0993785	0.0887964	0.206584	0.156761	0.399234	0.392204	0.189438	0.0559052	0.0010681	0.0385135	0.0466004	0.00570568	0.0205099	0.994377	0.998557	1.00143	1.00563	3.953425
44700	-136.2777	-118.6825	-17.59522	51680.5	8.105534	0.00591978	0.121346	0.277804	0.0365748	0.302487	0.0504862	0.219319	0.0517499	0.0299404	0.223566	0.0200546	0.172188	0.00377326	0.0289192	0.00724095	0.00432131	0.0568247	0.0807564	0.035123	0.268684	0.31703	0.149304	0.126593	0.0531299	0.100673	0.133505	0.394108	0.0808528	0.0897604	0.416419	0.244081	0.0591004	0.00336542	0.0239449	0.0382007	0.0165866	0.0349696	0.994414	0.998566	1.00142	1.0056	4.278701
