Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	br_lens[44]	br_lens[45]	br_lens[46]	br_lens[47]	br_lens[48]	br_lens[49]	br_lens[50]	br_lens[51]	br_lens[52]	br_lens[53]	br_lens[54]	br_lens[55]	br_lens[56]	br_lens[57]	br_lens[58]	br_lens[59]	br_lens[60]	br_lens[61]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
9180	-1355.752	-1344.034	-11.71768	463963.4	14.01909	0.0033828	0.0355645	0.0603282	0.00623572	0.0624093	0.0284689	0.0243997	0.042132	0.214969	0.0135384	0.0292373	0.0605007	0.0254818	0.041428	0.0511063	0.13756	0.034125	0.0505745	0.0359609	0.0135375	0.0522273	0.0741393	0.0586241	0.0566026	0.104542	0.100756	0.020274	0.0081863	0.0758373	0.103358	0.106027	0.0336409	0.0350712	0.0061859	0.25057	0.17942	0.101959	0.282213	0.0594627	0.020692	0.186269	0.00717315	0.0478328	0.0476611	0.0413765	0.157012	0.218419	0.0542532	0.0525033	0.0240886	0.245086	0.170762	0.178367	0.0961054	0.0888115	0.0913576	0.0137741	0.0613468	0.108702	0.0228235	0.0546495	0.998134	0.999523	1.00048	1.00187	4.669101
9190	-1353.932	-1343.792	-10.13961	309678.2	10.34476	0.00322903	0.0265045	0.0482183	0.00479747	0.11006	0.0315842	0.0139083	0.0325646	0.166046	0.0226894	0.0289	0.0980779	0.0452555	0.037242	0.0333416	0.0492243	0.0804806	0.0601903	0.0203437	0.0297418	0.0477976	0.0587451	0.0396127	0.0752096	0.154573	0.118647	0.0206638	0.00720946	0.0517221	0.0464121	0.115149	0.0178941	0.0267381	0.00568447	0.238394	0.120563	0.0473246	0.363271	0.0382583	0.0242155	0.155747	0.0156716	0.0943172	0.0619368	0.0360198	0.233498	0.168606	0.0935116	0.104308	0.0339918	0.133038	0.0948241	0.0836064	0.0715866	0.0515954	0.0230297	0.0197833	0.0782731	0.177472	0.123059	0.0393933	0.997717	0.999416	1.00058	1.00229	4.453753
9200	-1349.821	-1344.338	-5.483093	218699.9	16.43169	0.0125353	0.0240036	0.038069	0.00321153	0.0617984	0.0237105	0.00722784	0.0624983	0.110547	0.0280107	0.0770165	0.0574777	0.0320543	0.0538438	0.0337735	0.0977517	0.0398378	0.0512482	0.0192445	0.0376815	0.0347131	0.0310076	0.0794792	0.0988584	0.168393	0.106181	0.0309045	0.00144934	0.0559791	0.0118679	0.0881959	0.0410286	0.0159693	0.00447298	0.291955	0.0741426	0.0810188	0.39261	0.0220322	0.0204242	0.171468	0.00962645	0.0925922	0.0351543	0.0149363	0.162894	0.104126	0.0822323	0.0237471	0.0182405	0.164673	0.147077	0.121666	0.0864597	0.0434158	0.0351933	0.0472914	0.0785865	0.103366	0.0508792	0.0484049	0.997283	0.999304	1.00069	1.00272	4.164255
9210	-1365.057	-1349.546	-15.51157	222326.3	11.74779	0.0190647	0.0374058	0.0437692	0.00125412	0.058878	0.0279573	0.006389	0.043112	0.22565	0.0449537	0.0706431	0.092845	0.0514564	0.037116	0.0405842	0.147424	0.0387909	0.0424606	0.0126483	0.0449127	0.0280793	0.0915281	0.0689164	0.0781233	0.154524	0.227754	0.0512909	0.00119519	0.0565834	0.0151601	0.0905647	0.0378662	0.0210898	0.0143987	0.253518	0.0799338	0.0299533	0.441762	0.0944338	0.0266893	0.207894	0.0296024	0.220062	0.101662	0.00594165	0.186195	0.115469	0.149241	0.013472	0.0107237	0.145756	0.0721308	0.22252	0.063957	0.0262425	0.152029	0.0423168	0.0917924	0.116893	0.0741282	0.0169305	0.997305	0.99931	1.00069	1.0027	5.015637
9220	-1373.124	-1357.568	-15.55592	163089.7	11.10983	0.0109718	0.0227471	0.0701027	0.00417913	0.0217063	0.0460959	0.0105196	0.0401415	0.268182	0.00569689	0.108858	0.0949059	0.0233368	0.0763653	0.0344684	0.077733	0.0887113	0.0679755	0.0117547	0.0711651	0.0282955	0.0931065	0.0965573	0.103361	0.215988	0.242769	0.036591	0.00400911	0.0531376	0.0465304	0.100769	0.0195515	0.0205697	0.0438229	0.404088	0.0469708	0.0693473	0.310286	0.0758179	0.035957	0.0936229	0.0117517	0.0743143	0.0608161	0.00498768	0.141363	0.14467	0.16182	0.016572	0.0116676	0.255467	0.112866	0.15923	0.110011	0.0735818	0.0475685	0.0688996	0.0754275	0.118076	0.0517611	0.0149412	0.996854	0.999194	1.0008	1.00315	5.012558
9230	-1360.468	-1347.815	-12.65281	520242	11.65554	0.00989385	0.0491792	0.060054	0.0148597	0.0213464	0.0434627	0.0232016	0.0395833	0.190279	0.0187855	0.111326	0.103416	0.0226493	0.0174435	0.0513118	0.0791748	0.0820001	0.0616194	0.0145865	0.0423698	0.0403943	0.030153	0.105528	0.0741272	0.0947309	0.207358	0.0362742	0.00205038	0.0454703	0.0271045	0.125305	0.0295569	0.0285512	0.0307327	0.378951	0.264577	0.0423959	0.371401	0.0531749	0.0868676	0.10292	0.0405557	0.0998385	0.0492677	0.0049229	0.124314	0.108821	0.137054	0.0686425	0.0554608	0.0863262	0.131483	0.131146	0.0269244	0.0407152	0.0638424	0.0642214	0.0324787	0.206612	0.0575281	0.0060685	0.998238	0.999549	1.00045	1.00176	4.770388
9240	-1370.311	-1351.223	-19.08816	836181.4	9.903723	0.00267893	0.0808906	0.116114	0.022968	0.0109712	0.0803829	0.011748	0.0188751	0.310362	0.0117859	0.0783669	0.122571	0.0488564	0.0956952	0.0269863	0.0588695	0.0661506	0.0546113	0.0172841	0.0253106	0.0125424	0.10922	0.0638433	0.0564405	0.0596977	0.18998	0.0209681	0.00186198	0.0366869	0.00506447	0.14001	0.0656577	0.0484075	0.00871219	0.402991	0.248216	0.122647	0.580149	0.0275334	0.0866485	0.0856384	0.0259928	0.0938481	0.0477059	0.00894378	0.103883	0.0570466	0.15843	0.149952	0.0316934	0.153161	0.106575	0.179765	0.015308	0.0754113	0.126643	0.0471571	0.124851	0.108346	0.0445654	0.00251988	0.99861	0.999645	1.00035	1.00139	5.296194
9250	-1366.241	-1345.313	-20.92785	549817.9	9.713379	0.00545459	0.0634084	0.0540948	0.0101733	0.0215038	0.0799032	0.0122908	0.0230743	0.264004	0.0316628	0.0341382	0.0832425	0.0181542	0.0817453	0.0487731	0.0564432	0.0595972	0.0283627	0.0112907	0.0601055	0.0925947	0.106893	0.031065	0.0274214	0.178189	0.137881	0.102388	0.00393851	0.0964258	0.0164425	0.0631765	0.0619067	0.0483626	0.00305558	0.411393	0.338156	0.0591227	0.660344	0.104793	0.0532483	0.172075	0.0213281	0.032241	0.0362447	0.0126338	0.0799005	0.109613	0.135652	0.143798	0.0566389	0.221787	0.143677	0.101093	0.0774109	0.0771983	0.028056	0.0344126	0.0841159	0.216216	0.0423703	0.000739153	0.998286	0.999562	1.00044	1.00171	5.471422
9260	-1352.673	-1339.567	-13.10585	637063.6	13.12865	0.00733259	0.0172867	0.107589	0.0104344	0.0442701	0.075582	0.0262088	0.107387	0.245771	0.0181863	0.00927328	0.108402	0.0391975	0.0728658	0.0262632	0.0384332	0.029193	0.0291323	0.0104405	0.0713528	0.07194	0.0750035	0.0314826	0.0257763	0.0963064	0.20466	0.0909973	0.00319429	0.139925	0.0288814	0.0667942	0.0370889	0.0672018	0.0149198	0.41093	0.148286	0.0808831	0.360124	0.0575192	0.0666976	0.0719965	0.0525393	0.0289037	0.0247706	0.0233775	0.11747	0.151172	0.145647	0.0710911	0.0714783	0.117143	0.0909448	0.123776	0.101928	0.0582974	0.0769459	0.0169007	0.157249	0.0903115	0.0323049	0.00271397	0.998408	0.999593	1.00041	1.00159	4.800174
9270	-1373.697	-1356.865	-16.83214	714925.8	10.6357	0.00213713	0.0532675	0.103294	0.00981375	0.0252657	0.0834078	0.0082784	0.0620336	0.175374	0.0328036	0.0213788	0.061677	0.069787	0.0836313	0.0614194	0.0903707	0.00510518	0.0585349	0.00579164	0.0477529	0.0490496	0.223492	0.0217227	0.129635	0.17514	0.326638	0.124177	0.00417176	0.05	0.0273941	0.0777399	0.0325815	0.0408418	0.00912839	0.274528	0.0490172	0.115894	0.405291	0.0544706	0.0476638	0.177781	0.0766144	0.0596083	0.0306992	0.0107654	0.0947461	0.171375	0.173016	0.0382723	0.0232882	0.151015	0.102255	0.118215	0.103543	0.0157354	0.0720544	0.0700932	0.152782	0.147585	0.0219164	0.00371853	0.998497	0.999616	1.00038	1.0015	5.11478
9280	-1358.572	-1343.676	-14.8968	831758	13.79841	0.00415564	0.00986002	0.0684036	0.00952919	0.0228711	0.102756	0.0185872	0.0529557	0.128519	0.0181496	0.0157991	0.0808549	0.0757612	0.0962637	0.0281959	0.102317	0.0165054	0.0517829	0.0175903	0.0465251	0.0213631	0.0530438	0.0340645	0.119053	0.159889	0.139778	0.111165	0.00301914	0.0556635	0.0561663	0.0728085	0.055179	0.0554842	0.0158659	0.374238	0.170687	0.0968494	0.484696	0.0249394	0.0330561	0.183809	0.0286183	0.05433	0.0496135	0.00436842	0.105934	0.137478	0.193887	0.0551418	0.0504858	0.136894	0.0516618	0.0997822	0.124555	0.19369	0.033372	0.0106418	0.0669177	0.184863	0.0279958	0.00879684	0.998607	0.999644	1.00036	1.00139	4.907228
9290	-1359.639	-1343.443	-16.19628	578579.9	10.31396	0.018775	0.0217059	0.0466758	0.0132306	0.0639642	0.0290053	0.0254835	0.148762	0.297405	0.0329212	0.0403537	0.10297	0.0209093	0.0291158	0.052362	0.0362729	0.0345558	0.0388898	0.0285721	0.0477802	0.0626093	0.0780664	0.0469547	0.136673	0.110549	0.243093	0.1206	0.00890284	0.0644611	0.0361375	0.0558752	0.0899492	0.0698843	0.0154208	0.25898	0.170681	0.0584321	0.427175	0.0318713	0.0290919	0.193392	0.0486186	0.0652898	0.0269727	0.0033016	0.163106	0.0806325	0.253931	0.0207423	0.0681074	0.174382	0.152187	0.0923468	0.052334	0.0808568	0.0255886	0.0109053	0.0437117	0.180205	0.0374821	0.0180341	0.998329	0.999573	1.00043	1.00167	5.037246
9300	-1372.147	-1358.921	-13.22529	620556.1	11.18212	0.00909596	0.0326188	0.0727076	0.0166933	0.0281661	0.0323439	0.040289	0.0854525	0.150692	0.0819252	0.0224428	0.0951736	0.0526367	0.0206704	0.034297	0.0287463	0.037296	0.0330248	0.0281153	0.0436196	0.0434492	0.0738621	0.074739	0.0688163	0.193416	0.09948	0.119348	0.0337166	0.0434816	0.0255575	0.117717	0.132001	0.0471557	0.0102515	0.13556	0.140559	0.0385043	0.318971	0.0141675	0.0433398	0.14074	0.0874995	0.0537084	0.023651	0.00117448	0.141694	0.0843364	0.291	0.010739	0.0831846	0.113199	0.113137	0.102721	0.150679	0.142338	0.040003	0.0528388	0.132399	0.211192	0.0926376	0.0168438	0.998387	0.999587	1.00041	1.00161	4.805816
9310	-1359.927	-1341.098	-18.82864	564337.2	14.47974	0.00771852	0.0197532	0.104688	0.00501198	0.0760554	0.0475882	0.0249851	0.100806	0.161018	0.0549431	0.0145637	0.114714	0.0282829	0.022352	0.0114859	0.107183	0.0441765	0.0327446	0.0320495	0.0630626	0.0493036	0.0718754	0.0326754	0.0510078	0.0741014	0.138718	0.114715	0.0077764	0.0508718	0.0757271	0.077069	0.0972623	0.0462974	0.0103867	0.513977	0.242938	0.101479	0.421383	0.0176179	0.0745205	0.165972	0.0302517	0.0551988	0.066136	0.00244398	0.12216	0.137859	0.090239	0.0265555	0.125526	0.180306	0.116735	0.0873446	0.0827072	0.058063	0.0240725	0.0324042	0.0894901	0.229926	0.0396887	0.0355333	0.998308	0.999567	1.00043	1.00169	5.141497
9320	-1356.736	-1339.942	-16.7942	403987.6	13.43578	0.00507932	0.0242396	0.101317	0.0195563	0.0485197	0.047747	0.0186733	0.0884011	0.165383	0.0486398	0.00132971	0.0634629	0.0325664	0.0279179	0.0213448	0.0926381	0.0428895	0.0211913	0.014986	0.0935125	0.0175574	0.135161	0.0604113	0.0521256	0.13014	0.139076	0.0541011	0.00732512	0.0297343	0.0796024	0.132443	0.0270887	0.0364049	0.0273395	0.297595	0.179739	0.0332477	0.6784	0.0165509	0.0173359	0.151263	0.019855	0.0703501	0.0887391	0.00418093	0.0850617	0.137486	0.0843313	0.0772485	0.0889949	0.199	0.081009	0.170761	0.115844	0.0740295	0.0321657	0.0452396	0.207388	0.14156	0.0404937	0.0196037	0.998001	0.999488	1.00051	1.002	5.065379
9330	-1363.67	-1349.685	-13.98425	492195.6	13.02526	0.00401602	0.0218239	0.134642	0.0248311	0.0652902	0.0612999	0.0288651	0.0503711	0.129934	0.032381	0.00301487	0.153879	0.0141787	0.0418485	0.0339828	0.18258	0.0483171	0.0526654	0.00880868	0.133224	0.0353299	0.16199	0.0804059	0.089602	0.122913	0.224307	0.0483608	0.0194261	0.088906	0.0275624	0.133447	0.0286328	0.0198227	0.0771403	0.304247	0.0385364	0.0163966	0.354615	0.0296643	0.0555991	0.104966	0.0151629	0.05293	0.0386192	0.0084249	0.0938863	0.163606	0.106759	0.0553165	0.123544	0.223702	0.0885469	0.15369	0.0609804	0.0357124	0.0791563	0.0171429	0.0986974	0.130394	0.0259948	0.0101849	0.998189	0.999537	1.00046	1.00181	4.870274
9340	-1362.338	-1347.694	-14.64341	984386.7	15.06373	0.0029568	0.00591013	0.0496725	0.0452746	0.0412301	0.0597578	0.0293372	0.112313	0.255907	0.0486557	0.00756158	0.122325	0.03083	0.0208514	0.0230968	0.03666	0.0874938	0.0201158	0.0603875	0.0369631	0.0556582	0.190804	0.0654008	0.0616075	0.0752158	0.19788	0.0234827	0.0589272	0.0707814	0.012154	0.162352	0.0287236	0.0328817	0.0666125	0.28142	0.0685039	0.00875641	0.309409	0.0222998	0.0552661	0.103317	0.0224656	0.074004	0.0281009	0.0244753	0.124157	0.131625	0.134306	0.09915	0.0753532	0.127799	0.292862	0.125469	0.0807258	0.0728216	0.0831456	0.0172698	0.0419116	0.167187	0.0186064	0.0265102	0.998719	0.999672	1.00033	1.00128	4.816696
9350	-1358.595	-1344.034	-14.56143	517765	12.38573	0.00556542	0.0162433	0.103309	0.0400156	0.044471	0.055176	0.0985657	0.0645311	0.200823	0.0645924	0.0125918	0.160381	0.0292578	0.014252	0.0248347	0.0669153	0.0790005	0.0363783	0.0124012	0.0819839	0.024494	0.127479	0.0660514	0.0302883	0.137194	0.108362	0.012308	0.0986449	0.0489881	0.0235481	0.0910768	0.0257935	0.0470333	0.047633	0.354369	0.0865107	0.00377194	0.490672	0.0252125	0.0157132	0.0868836	0.00734628	0.145811	0.017731	0.0135574	0.0474564	0.0998872	0.2338	0.0809544	0.0521838	0.110513	0.17499	0.233081	0.125919	0.0505056	0.0440343	0.0495424	0.0444506	0.151624	0.031684	0.052334	0.998234	0.999548	1.00045	1.00177	4.930723
9360	-1364.469	-1355.064	-9.40436	743684.3	13.09058	0.0117081	0.0106725	0.154692	0.0142058	0.0712795	0.0377534	0.0451618	0.0376354	0.291696	0.0281713	0.0441186	0.140665	0.0440429	0.0145427	0.0178589	0.0557466	0.0821431	0.0301556	0.0561701	0.0505253	0.0463229	0.138196	0.100652	0.017567	0.0719878	0.189716	0.0163597	0.0826351	0.0455881	0.00507987	0.131854	0.0138964	0.0617596	0.0391166	0.257047	0.0625974	0.00855344	0.303981	0.0466909	0.0232275	0.0321039	0.0120238	0.0984304	0.00744537	0.00765504	0.0114045	0.10559	0.265935	0.116252	0.0984835	0.172955	0.0694794	0.171793	0.060318	0.0836731	0.0283631	0.0478061	0.0328881	0.128298	0.0201899	0.0455641	0.998526	0.999623	1.00038	1.00147	4.518423
9370	-1345.362	-1337.098	-8.263725	64800.84	12.66494	0.00169185	0.0114425	0.0605807	0.0104899	0.0381346	0.0315244	0.0261237	0.0435412	0.167404	0.0202071	0.0402542	0.0772934	0.0388611	0.0345035	0.0222114	0.0360304	0.104616	0.0443353	0.00957724	0.0591969	0.089335	0.0626589	0.0281965	0.0364001	0.0772358	0.229861	0.0134402	0.0520366	0.0813655	0.00611664	0.0967216	0.0114494	0.0287419	0.0747316	0.298618	0.225979	0.0252606	0.33522	0.0164639	0.0600936	0.0398158	0.022117	0.0808829	0.015344	0.00556113	0.0027915	0.103098	0.159833	0.165187	0.083741	0.107132	0.182889	0.0740537	0.0782714	0.0508736	0.0394673	0.0203255	0.11461	0.189246	0.028218	0.136321	0.995011	0.99872	1.00127	1.005	4.427727
9380	-1352.403	-1344.45	-7.953099	98522.21	14.99014	0.00156485	0.00912906	0.0881824	0.00600456	0.0310579	0.0412056	0.0115155	0.0214557	0.161761	0.0270103	0.0153818	0.112457	0.0352377	0.0477607	0.0164254	0.0474601	0.0625846	0.0423606	0.0185779	0.0799292	0.0257317	0.160084	0.0318646	0.10729	0.0350955	0.0943482	0.0284669	0.128792	0.0313477	0.00110943	0.137559	0.00931322	0.102356	0.0630993	0.327837	0.143302	0.0461166	0.360512	0.00670441	0.0617903	0.076604	0.0585407	0.141466	0.0408949	0.00198469	0.00600302	0.147695	0.0410584	0.155574	0.0758296	0.134942	0.0957983	0.0922949	0.0509918	0.031529	0.117285	0.0330699	0.122705	0.0971904	0.0210022	0.0528404	0.995953	0.998963	1.00103	1.00405	4.375082
9390	-1345.18	-1330.983	-14.19732	114185.8	10.31191	0.00187898	0.0106476	0.111066	0.00325341	0.0207137	0.0448702	0.0125454	0.0502404	0.172812	0.0228708	0.0138798	0.117687	0.063454	0.0162292	0.0148525	0.0488959	0.0435817	0.0578556	0.0246729	0.0919719	0.0220008	0.0507282	0.113847	0.0723784	0.106186	0.149237	0.0283033	0.126494	0.02912	0.0041642	0.10703	0.00716777	0.0771162	0.0362572	0.318665	0.132711	0.0615639	0.516741	0.00302472	0.0523842	0.13426	0.0639989	0.0846395	0.0317917	0.000881661	0.0249936	0.138345	0.0590376	0.113097	0.0925138	0.151607	0.199924	0.0968706	0.106108	0.0389371	0.0647038	0.0332719	0.183532	0.17614	0.0207241	0.0687867	0.996241	0.999037	1.00096	1.00376	4.843262
9400	-1350.801	-1337.151	-13.65031	715358.4	12.0285	0.00667265	0.0165133	0.103438	0.00856677	0.0902065	0.0527021	0.00661638	0.0336694	0.28124	0.0174322	0.0197932	0.140834	0.0504931	0.03089	0.0208267	0.102901	0.0439149	0.0535344	0.0260342	0.0837594	0.0205222	0.0466287	0.0334886	0.10432	0.114271	0.131267	0.079387	0.0391756	0.0227619	0.00727764	0.112365	0.00578073	0.0245203	0.0588425	0.275658	0.106319	0.0364063	0.413592	0.000781594	0.0406247	0.118148	0.0206725	0.100431	0.0327833	0.0013264	0.0365977	0.0864327	0.153833	0.0937885	0.0641706	0.209987	0.225235	0.108983	0.102927	0.0949983	0.0448275	0.0420324	0.203423	0.106388	0.0469152	0.101004	0.998498	0.999616	1.00038	1.0015	4.858934
9410	-1360.085	-1344.222	-15.86308	725759.4	14.22016	0.016263	0.014256	0.111931	0.00567254	0.0519764	0.10155	0.012012	0.0442385	0.130969	0.0234116	0.0129958	0.0958305	0.0390009	0.0134024	0.0054973	0.115462	0.0459212	0.0276759	0.0659076	0.0245613	0.0127962	0.102731	0.0175825	0.0457403	0.0538492	0.195569	0.0501984	0.0561027	0.0190506	0.00429424	0.14063	0.0179784	0.0298377	0.0916947	0.405825	0.172625	0.0723636	0.376701	0.000789956	0.054049	0.153908	0.0412853	0.0698697	0.0261643	0.00102496	0.0407968	0.094372	0.0413202	0.103131	0.0810729	0.295493	0.207183	0.0678947	0.0966602	0.0963505	0.0200942	0.0309885	0.136916	0.208546	0.127235	0.133605	0.998508	0.999619	1.00038	1.00149	4.952857
9420	-1357.472	-1346.649	-10.8225	257651.2	11.03616	0.0407281	0.0169371	0.0513689	0.0297963	0.0687783	0.0279478	0.0262811	0.0501514	0.255842	0.0193577	0.0283033	0.0932237	0.0407993	0.0145719	0.0176509	0.109803	0.0536928	0.0356191	0.0115026	0.0118498	0.0479073	0.148291	0.0600095	0.0567127	0.0488545	0.135072	0.0371638	0.0422731	0.0279067	0.00638865	0.122266	0.0573958	0.0469276	0.108661	0.194367	0.0762673	0.091408	0.549161	0.00107598	0.0307873	0.126336	0.0113432	0.0841722	0.0324156	0.000219733	0.0347775	0.119759	0.052002	0.120385	0.046402	0.157931	0.100459	0.141116	0.0624783	0.0299662	0.0493656	0.0166167	0.130017	0.174153	0.1319	0.0667623	0.997497	0.999359	1.00064	1.00251	4.581679
9430	-1352.226	-1337.207	-15.01862	494836.3	11.09396	0.0174464	0.030407	0.0824431	0.014318	0.113118	0.0431202	0.0120384	0.0277153	0.186626	0.012121	0.0107626	0.126512	0.0507381	0.0383087	0.0151803	0.0774779	0.0676936	0.0382342	0.00600251	0.0172623	0.0301481	0.0770244	0.0127698	0.0862609	0.0847763	0.24886	0.043529	0.0258738	0.0179091	0.0175341	0.138915	0.0627524	0.0995353	0.0850296	0.282122	0.169052	0.0545247	0.573533	0.00072051	0.0208564	0.169866	0.00630131	0.132224	0.058099	0.000122179	0.0268513	0.124612	0.0567295	0.119356	0.030116	0.200571	0.132319	0.0827769	0.15095	0.0791921	0.0731286	0.0566415	0.0503522	0.159154	0.0695665	0.0655416	0.998194	0.999538	1.00046	1.00181	4.963723
9440	-1348.62	-1337.04	-11.58024	799483.6	13.94706	0.0196139	0.0361463	0.142418	0.00447837	0.0677872	0.0395136	0.0164404	0.0581756	0.188169	0.0200711	0.0277741	0.0803416	0.0267081	0.0157341	0.0100332	0.098476	0.0980935	0.0365195	0.0196401	0.0488511	0.0254754	0.0918758	0.0510443	0.0963053	0.0474457	0.106909	0.0313842	0.0146134	0.01341	0.0130955	0.115876	0.07055	0.0658723	0.0668982	0.245736	0.0678192	0.058049	0.422623	0.00372891	0.0117516	0.0879824	0.00482578	0.0754598	0.0163652	0.000195556	0.0401347	0.145666	0.0403458	0.167236	0.0361983	0.179051	0.154784	0.16405	0.260175	0.0703878	0.0131664	0.111567	0.0267092	0.159306	0.115648	0.117164	0.998579	0.999637	1.00036	1.00142	4.661863
9450	-1355.631	-1338.925	-16.70557	600149.8	13.29628	0.00582092	0.0094376	0.0758547	0.0313372	0.0728538	0.0565475	0.0149884	0.0612414	0.246849	0.0415107	0.0192881	0.082926	0.0434705	0.0178342	0.00646701	0.0778737	0.168037	0.0496703	0.00939051	0.0600337	0.0394256	0.0819914	0.048225	0.143405	0.0397141	0.107856	0.0221137	0.0170711	0.0333699	0.0203207	0.0940152	0.0474015	0.0335727	0.0926539	0.440212	0.133855	0.0495676	0.424617	0.00625043	0.00962088	0.0541323	0.00500217	0.146484	0.0177605	0.000156018	0.0477708	0.210573	0.0773619	0.270297	0.0400101	0.23179	0.100283	0.0779423	0.141835	0.0548615	0.02359	0.0876788	0.0746297	0.139385	0.100411	0.127427	0.99836	0.99958	1.00042	1.00164	5.066073
9460	-1364.377	-1346.511	-17.8665	919429.6	13.3003	0.00829368	0.0116167	0.0917841	0.0126234	0.0739258	0.0498107	0.0383556	0.100988	0.282162	0.025226	0.0239103	0.103121	0.0670145	0.00836997	0.0619683	0.0353425	0.0851098	0.0694717	0.0328863	0.0364358	0.0327733	0.0834911	0.0923765	0.0794811	0.027757	0.14396	0.0362936	0.00438793	0.0561958	0.0273766	0.0932804	0.154092	0.0517005	0.0434174	0.329462	0.323649	0.0393548	0.285036	0.0183839	0.0463114	0.0581773	0.0063248	0.0620739	0.0262013	9.27495e-05	0.0736583	0.150224	0.0450415	0.0803373	0.0165327	0.289578	0.288642	0.0655281	0.261274	0.0672104	0.0685334	0.0709468	0.131361	0.10582	0.0564269	0.0419699	0.998675	0.999661	1.00034	1.00133	5.153153
9470	-1352.415	-1337.248	-15.16732	547141.9	14.10087	0.016306	0.0158897	0.078661	0.00441244	0.0664551	0.0507886	0.0314766	0.0666161	0.172404	0.037564	0.0316823	0.108769	0.0353014	0.00292789	0.0269714	0.0618058	0.0557887	0.043107	0.0521307	0.0459596	0.0383899	0.0615956	0.0431116	0.0486604	0.0106923	0.183508	0.0187539	0.01978	0.0503298	0.0218398	0.0145064	0.113541	0.0591153	0.071803	0.380885	0.313001	0.0561233	0.395648	0.0227624	0.0876438	0.0972103	0.0100072	0.101033	0.0329591	0.000131613	0.0731147	0.119342	0.0769822	0.153639	0.0121108	0.243701	0.175135	0.119535	0.0877448	0.0544196	0.114205	0.119028	0.0917726	0.104388	0.0492757	0.0582213	0.998282	0.999561	1.00044	1.00172	4.910665
9480	-1356.536	-1342.215	-14.32052	519401.3	11.91969	0.011315	0.0211334	0.083341	0.00227265	0.0479714	0.0483814	0.0347723	0.0248974	0.241429	0.0387898	0.0199484	0.0670816	0.0385259	0.00484285	0.0226472	0.101157	0.0314628	0.0806751	0.0334356	0.0584773	0.0450482	0.0339435	0.0223425	0.0932621	0.0111127	0.111527	0.0225636	0.0159847	0.0273175	0.077708	0.0150987	0.110608	0.0587716	0.0766952	0.355955	0.163068	0.0643341	0.524492	0.00767788	0.0663517	0.0693945	0.0064901	0.121103	0.0215653	7.71248e-05	0.124609	0.0934682	0.0288083	0.16887	0.0113707	0.252004	0.097106	0.153196	0.127181	0.0687075	0.0657086	0.112362	0.171551	0.172771	0.0794102	0.0526652	0.998237	0.999549	1.00045	1.00176	4.914837
9490	-1358.881	-1344.065	-14.81581	711749.6	9.350782	0.00695978	0.0188075	0.110436	0.00460745	0.0965308	0.0600394	0.0265806	0.0858305	0.240039	0.0583739	0.044279	0.129844	0.0439775	0.0261464	0.0183178	0.0364877	0.0423491	0.0535234	0.0335209	0.0809971	0.044424	0.0444268	0.0210012	0.0560692	0.0166803	0.160827	0.111646	0.0349787	0.0337253	0.0305821	0.0164671	0.0588417	0.0624132	0.061813	0.29197	0.249547	0.0359824	0.299408	0.00929044	0.0564237	0.114431	0.00324409	0.169533	0.0184775	4.76848e-05	0.0678938	0.120902	0.0378141	0.133467	0.0496976	0.184331	0.0715626	0.132269	0.0919143	0.0131874	0.119179	0.0981703	0.0793266	0.128209	0.0493552	0.192345	0.998494	0.999615	1.00038	1.00151	4.789523
9500	-1364.755	-1349.746	-15.00946	991528.4	12.39284	0.0151819	0.0184318	0.100988	0.011026	0.0664847	0.0745747	0.0182661	0.0469175	0.161309	0.0582454	0.015305	0.0555825	0.00887376	0.0287373	0.0295906	0.042545	0.111772	0.0466461	0.0382201	0.018582	0.0971552	0.0214698	0.057064	0.0313583	0.122063	0.0820486	0.107443	0.0577635	0.0298572	0.0190426	0.0396543	0.0421968	0.0834061	0.0115953	0.502194	0.296474	0.0306392	0.232896	0.00107748	0.0194859	0.112878	0.00366045	0.137611	0.0181594	2.65803e-05	0.14103	0.175136	0.0187298	0.10076	0.0468162	0.217093	0.183248	0.0612508	0.114989	0.0165964	0.12454	0.167097	0.108553	0.214594	0.0182685	0.133554	0.998724	0.999674	1.00033	1.00128	4.966756
