Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	br_lens[44]	br_lens[45]	br_lens[46]	br_lens[47]	br_lens[48]	br_lens[49]	br_lens[50]	br_lens[51]	br_lens[52]	br_lens[53]	br_lens[54]	br_lens[55]	br_lens[56]	br_lens[57]	br_lens[58]	br_lens[59]	br_lens[60]	br_lens[61]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
310	-1353.982	-1339.33	-14.6518	770692	11.03393	0.0141354	0.0049032	0.161066	0.00361122	0.111967	0.0364466	0.0139158	0.0772462	0.238305	0.00623695	0.0239424	0.0515279	0.0380907	0.00275019	0.0430626	0.13124	0.0554354	0.0474452	0.0140319	0.0488149	0.0308034	0.0598268	0.0431277	0.0840222	0.0907832	0.0756536	0.0283955	0.0376912	0.0309505	0.0160089	0.0785147	0.0167937	0.163752	0.0462956	0.396427	0.163046	0.0578157	0.519409	0.0666991	0.00945168	0.0606586	0.0100502	0.125373	0.0417082	0.0466316	0.0856087	0.10032	0.0156937	0.0312237	0.0294684	0.188897	0.28117	0.102962	0.100979	0.0785545	0.0458347	0.0901057	0.0472826	0.22883	0.0586532	0.0189271	0.998552	0.99963	1.00037	1.00145	4.928576
320	-1358.999	-1345.309	-13.69005	763016.1	12.29653	0.0197638	0.00400608	0.147782	0.0011368	0.042458	0.0262059	0.0156125	0.0263663	0.225668	0.0146234	0.0358461	0.083772	0.0386496	0.00358792	0.0340701	0.205739	0.15981	0.0455134	0.0126579	0.07783	0.0557009	0.0596997	0.0338876	0.0460431	0.153684	0.0804323	0.0482817	0.0605671	0.0383674	0.0436426	0.096626	0.0560239	0.126031	0.0526221	0.373252	0.130148	0.0779181	0.425781	0.0390702	0.00669892	0.0894922	0.0248061	0.136055	0.0890796	0.0564518	0.0903924	0.132898	0.00330136	0.0328574	0.143411	0.12283	0.118038	0.0748252	0.0777994	0.0981332	0.058618	0.0427155	0.0652658	0.0818603	0.052653	0.0441617	0.998545	0.999628	1.00037	1.00146	4.861222
330	-1354.507	-1340.359	-14.14807	952910.4	12.86505	0.0233582	0.00590822	0.098275	0.000445704	0.0621353	0.0564781	0.031278	0.0302686	0.277982	0.0291994	0.0189883	0.0664619	0.0350345	0.0288408	0.0286094	0.153201	0.0883773	0.0325513	0.0214572	0.0358905	0.0713915	0.0693395	0.0197953	0.0195469	0.17929	0.0831598	0.0328741	0.16618	0.0748874	0.0316219	0.127127	0.0455842	0.0728221	0.0281616	0.247585	0.191117	0.0843658	0.449591	0.00714791	0.00268523	0.13354	0.0319364	0.337036	0.0759318	0.0514148	0.0760873	0.175481	0.00276583	0.0516478	0.130639	0.106924	0.134227	0.127463	0.0276053	0.0914463	0.0453493	0.0116521	0.0585605	0.0445979	0.0077742	0.0363718	0.998698	0.999667	1.00033	1.0013	4.887467
340	-1353.882	-1346.094	-7.787623	943547.4	12.61841	0.00909151	0.00619317	0.0638903	0.000190044	0.0259549	0.0430365	0.0328789	0.0432351	0.238004	0.0224535	0.0351309	0.162548	0.0486414	0.0327768	0.0133993	0.083556	0.0296237	0.0728369	0.048947	0.0226126	0.0589765	0.113184	0.0237131	0.0600817	0.14573	0.0402267	0.03112	0.0263243	0.0315794	0.0703522	0.10071	0.0577607	0.165552	0.0256635	0.209347	0.236502	0.0345159	0.349403	0.0286434	0.00345296	0.0814097	0.0244676	0.0415813	0.0950302	0.0268752	0.0456866	0.215914	0.000946632	0.0818457	0.0749711	0.137233	0.0673263	0.161361	0.0541494	0.0656935	0.0817209	0.00670008	0.130734	0.105363	0.0113894	0.0310294	0.998692	0.999665	1.00033	1.00131	4.389267
350	-1358.748	-1342.765	-15.9838	756820.2	12.79417	0.00870717	0.00432904	0.103134	0.000124057	0.0217664	0.111933	0.0952406	0.0854129	0.293335	0.0294942	0.0395795	0.156249	0.0148115	0.0167814	0.0325712	0.0872138	0.028085	0.0372176	0.0226074	0.0334685	0.0484826	0.066134	0.0475456	0.0903645	0.207338	0.0392905	0.0733664	0.0496433	0.0443323	0.063853	0.135304	0.0237294	0.107012	0.0398639	0.349595	0.0947947	0.0503214	0.456076	0.053995	0.00780217	0.143877	0.0361997	0.0973277	0.0219284	0.101677	0.0481136	0.120403	0.00150002	0.0446364	0.0342806	0.127729	0.109901	0.14292	0.192183	0.0855817	0.104982	0.00386882	0.162497	0.110102	0.0412054	0.030975	0.998539	0.999626	1.00037	1.00146	5.032792
360	-1356.672	-1342.345	-14.32621	746704.7	11.10157	0.0162001	0.0203819	0.0617561	0.000158713	0.0221604	0.0570936	0.0662185	0.045753	0.12892	0.0325408	0.0190227	0.0945381	0.0249539	0.0935027	0.0470115	0.0868761	0.0598466	0.0164832	0.0652598	0.131949	0.125386	0.0143422	0.0256533	0.0755806	0.240958	0.0211368	0.0187562	0.0448899	0.0161348	0.0446431	0.104928	0.0393641	0.110519	0.0972141	0.331595	0.118363	0.0484599	0.41399	0.0370598	0.00427794	0.118226	0.0120245	0.0807963	0.0388376	0.092407	0.127503	0.130772	0.000393086	0.103172	0.0111266	0.102338	0.210843	0.177628	0.12161	0.0798899	0.106907	0.00106618	0.141279	0.176358	0.0173771	0.027148	0.998529	0.999624	1.00038	1.00147	4.901581
370	-1352.401	-1340.189	-12.21111	386108.6	11.00451	0.00597175	0.00830442	0.057393	0.000314126	0.0443349	0.0517877	0.0418376	0.031682	0.134214	0.0499627	0.0251593	0.160256	0.0253077	0.0498779	0.0359413	0.0707174	0.0823664	0.0286645	0.0107358	0.0504815	0.201457	0.0330035	0.0353283	0.0614989	0.129213	0.0275045	0.011399	0.0396069	0.00534792	0.0405596	0.070271	0.0455905	0.161567	0.0805969	0.191172	0.132627	0.0216439	0.462668	0.0151565	0.00921542	0.117864	0.00902033	0.148044	0.08365	0.0405686	0.0842359	0.181896	0.00092551	0.132544	0.0275112	0.18456	0.243043	0.1829	0.048416	0.0602646	0.0993602	0.00237174	0.133649	0.138305	0.0202472	0.0255838	0.997955	0.999477	1.00052	1.00205	4.705697
380	-1363.481	-1351.433	-12.0476	290415.7	10.45482	0.00349865	0.00426771	0.121456	0.00115063	0.0646307	0.0801771	0.0169458	0.0752188	0.17599	0.0300187	0.0116976	0.132666	0.0301279	0.0918352	0.023267	0.0936928	0.023664	0.0239131	0.0264706	0.0169024	0.275722	0.0412378	0.0963565	0.102843	0.0534352	0.053094	0.0555915	0.014553	0.00881919	0.0476419	0.101166	0.0484606	0.0425079	0.0647825	0.176644	0.302933	0.131578	0.218041	0.00656308	0.023822	0.140579	0.0293867	0.134871	0.0108138	0.0526945	0.0841755	0.152633	0.00117776	0.0381758	0.0440635	0.147	0.201139	0.153932	0.0767045	0.105553	0.0524689	0.00443052	0.0873933	0.100815	0.0581671	0.059452	0.997642	0.999397	1.0006	1.00236	4.649009
390	-1353.635	-1342.65	-10.98449	331213.6	13.14012	0.0117689	0.00166075	0.133352	0.00471303	0.0292996	0.0443414	0.0091808	0.0643272	0.296473	0.0900951	0.00862279	0.116104	0.0225788	0.090258	0.0616213	0.0733343	0.00953791	0.0125979	0.0524249	0.00539896	0.188134	0.0174062	0.021158	0.112344	0.122583	0.0448591	0.0470198	0.0268481	0.019141	0.0480691	0.115636	0.041019	0.0852979	0.0308772	0.323413	0.18902	0.0839963	0.270113	0.0216453	0.0119549	0.0710976	0.0405346	0.124991	0.00245322	0.0717045	0.10464	0.152675	0.00113982	0.0250111	0.0152709	0.154721	0.17862	0.102305	0.116907	0.0602391	0.0987287	0.00513761	0.145267	0.0756492	0.0780037	0.0550992	0.997792	0.999435	1.00056	1.00221	4.638421
400	-1347.635	-1339.958	-7.677139	119707.6	11.04907	0.0114575	0.0024206	0.078384	0.00317502	0.0878713	0.0726775	0.0238989	0.0700121	0.170987	0.04108	0.00411607	0.0983024	0.0226969	0.0509882	0.0332041	0.0650066	0.0240047	0.0655546	0.0387973	0.00900263	0.130974	0.0661164	0.0380933	0.046232	0.124392	0.0230095	0.0358304	0.0334277	0.0549892	0.0636095	0.0639234	0.039147	0.0676583	0.0299288	0.19848	0.0635564	0.0991196	0.409621	0.039734	0.00559191	0.108755	0.016515	0.129296	0.00278643	0.0762545	0.114547	0.13873	0.000686891	0.0775187	0.0181152	0.0968221	0.14551	0.150561	0.187743	0.0672905	0.088965	0.00681759	0.110871	0.057491	0.033084	0.0624441	0.996329	0.999059	1.00094	1.00368	4.297874
410	-1348.259	-1333.603	-14.6562	425526.8	10.24054	0.0139949	0.00348178	0.062792	0.00167315	0.0531331	0.0861736	0.0188442	0.0391248	0.289109	0.0169465	0.00367873	0.11728	0.0387	0.0185672	0.0152241	0.0857005	0.055529	0.0245249	0.0141662	0.0310491	0.169423	0.0338379	0.0889079	0.0267568	0.0710065	0.0269121	0.033905	0.0540622	0.0657298	0.0477452	0.0914068	0.0315082	0.0799065	0.0156123	0.377474	0.0213033	0.221676	0.274179	0.0207378	0.0203086	0.134309	0.00586774	0.127093	0.00512785	0.061239	0.0846807	0.152468	6.54063e-05	0.110012	0.0170472	0.20523	0.285593	0.181683	0.214148	0.0444493	0.0951524	0.00214188	0.0993591	0.140154	0.0630733	0.0908627	0.998052	0.999502	1.0005	1.00195	4.881849
420	-1359.554	-1344.628	-14.92577	595237.4	8.747768	0.0503209	0.00463077	0.0935846	0.00517109	0.0183753	0.0837594	0.0195125	0.0623304	0.219448	0.0350029	0.00881821	0.0762183	0.0559757	0.0242024	0.0816999	0.070685	0.0343071	0.0683163	0.0215709	0.0103206	0.256352	0.08007	0.0665853	0.0191713	0.0466689	0.080619	0.0335418	0.0716573	0.0356378	0.0632766	0.0553459	0.0472448	0.0435946	0.0295044	0.228652	0.0196842	0.092808	0.263514	0.0218781	0.00851311	0.247657	0.0179437	0.244933	0.0101534	0.0647365	0.038665	0.134387	8.81061e-05	0.0512664	0.053252	0.19233	0.205392	0.158524	0.204035	0.0395237	0.12682	0.00169327	0.0625966	0.0955272	0.0453399	0.077761	0.998353	0.999579	1.00042	1.00165	4.681194
430	-1359.805	-1345.919	-13.88585	280123.8	11.79916	0.0273525	0.0171581	0.0847214	0.00629972	0.0294547	0.0586569	0.025703	0.0348938	0.205818	0.0167774	0.00268325	0.0549446	0.051032	0.0148862	0.044001	0.0875094	0.0276937	0.0441206	0.0377404	0.0190764	0.288429	0.0574662	0.0341857	0.0207585	0.102619	0.0543564	0.0215569	0.0481216	0.0547929	0.0551138	0.140195	0.0711941	0.200563	0.0123396	0.450569	0.00712016	0.0789229	0.372258	0.0307022	0.00459714	0.121889	0.0409807	0.105535	0.00773917	0.0236965	0.0202679	0.188489	0.000101906	0.0921302	0.00971346	0.172947	0.247421	0.153494	0.133015	0.130238	0.122463	0.00127774	0.0735408	0.0959162	0.0908779	0.0495861	0.997599	0.999386	1.00061	1.0024	4.877704
440	-1363.823	-1347.142	-16.68162	302706.5	11.68409	0.0102596	0.00951389	0.126771	0.0088836	0.0414183	0.033572	0.0994447	0.0617507	0.167392	0.0153226	0.00371326	0.113844	0.0173529	0.0329618	0.0382816	0.0680086	0.0454324	0.0133285	0.0423516	0.0336971	0.155791	0.0578608	0.0562018	0.051546	0.123585	0.0272635	0.0153466	0.0546218	0.0308087	0.170422	0.101195	0.0283656	0.0873374	0.0212727	0.389592	0.0224008	0.0425489	0.431438	0.0584542	0.0301863	0.15239	0.0782883	0.0960939	0.0102567	0.0664101	0.0398633	0.142623	0.000215335	0.100103	0.00274992	0.113212	0.222214	0.11234	0.290546	0.130698	0.15517	0.00150652	0.117894	0.155229	0.0900716	0.0984157	0.997691	0.999409	1.00059	1.00231	5.115827
450	-1350.909	-1336.44	-14.46987	887502.3	10.21171	0.0185273	0.0120583	0.168501	0.00902287	0.0694506	0.0163392	0.0240934	0.0874361	0.21965	0.0237091	0.00298514	0.0729904	0.0238607	0.0423247	0.0373836	0.105742	0.0627459	0.0128599	0.0315107	0.0879197	0.161463	0.0937534	0.084502	0.0548315	0.0836504	0.0368688	0.00650364	0.0870078	0.0180232	0.038699	0.0738394	0.0643156	0.177848	0.00275413	0.320738	0.027054	0.034618	0.349454	0.0325078	0.0220965	0.124192	0.0275556	0.257839	0.0118148	0.0999822	0.0546461	0.0879564	0.000278458	0.0795773	0.00402714	0.190895	0.211901	0.106367	0.16716	0.125229	0.0817072	0.000733895	0.118298	0.093551	0.0535802	0.0641768	0.998651	0.999655	1.00034	1.00135	4.861109
460	-1358.377	-1345.749	-12.62885	244788.9	13.19868	0.0217688	0.0186786	0.122367	0.0187815	0.0711728	0.00601416	0.027057	0.0514482	0.212586	0.0516796	0.0117034	0.122586	0.0725096	0.0305416	0.0107149	0.0893247	0.0529431	0.0341562	0.0725864	0.0483644	0.152644	0.0418156	0.054165	0.0971771	0.104472	0.00962526	0.0185723	0.0433687	0.0346462	0.0313545	0.0908753	0.0611798	0.10292	0.0032493	0.295662	0.036309	0.0402755	0.378707	0.0994148	0.0552915	0.0594373	0.0150486	0.12584	0.0266137	0.0716873	0.14984	0.171037	0.00203295	0.0679062	0.0154157	0.131822	0.15472	0.081384	0.11539	0.102784	0.0798162	0.00168776	0.207163	0.147853	0.0721777	0.0637252	0.997432	0.999343	1.00066	1.00257	4.76209
470	-1355.631	-1345.912	-9.718428	211532.8	13.24828	0.0116583	0.00357755	0.0825039	0.0351857	0.0208468	0.0104361	0.0159634	0.0793123	0.203051	0.0526676	0.0475873	0.175174	0.0268681	0.0619423	0.0261644	0.107382	0.0643196	0.0286613	0.0178208	0.0448897	0.116816	0.0651214	0.0477982	0.0970658	0.100988	0.0599783	0.0614016	0.102861	0.0576058	0.0234423	0.10637	0.0157205	0.0236472	0.0120527	0.169866	0.055881	0.0764264	0.420145	0.0620515	0.122863	0.0423321	0.0211794	0.143372	0.0234313	0.0490125	0.076583	0.13916	0.00168304	0.0319374	0.0353043	0.102607	0.148992	0.185319	0.190686	0.0783638	0.0583889	0.000993925	0.108318	0.0779812	0.0590049	0.0523352	0.997238	0.999293	1.0007	1.00277	4.541101
480	-1364.05	-1348.195	-15.85506	981748.2	11.66502	0.0510411	0.00456015	0.0651736	0.0124311	0.0174956	0.0128814	0.0222355	0.0475154	0.230212	0.0855548	0.0449494	0.0891558	0.0341909	0.0861457	0.023779	0.142761	0.109888	0.065037	0.00621196	0.0315317	0.182277	0.0982953	0.0524602	0.144681	0.151577	0.0162891	0.0817582	0.110636	0.0580439	0.0212681	0.129258	0.0168618	0.031048	0.0522424	0.341662	0.0840559	0.129009	0.405073	0.0267957	0.074568	0.0407535	0.0256772	0.0711584	0.013721	0.0170448	0.160073	0.133066	0.00200913	0.0360402	0.0624851	0.10996	0.182078	0.183518	0.133831	0.0735156	0.103494	0.00181904	0.0667129	0.1558	0.0529293	0.0288213	0.998717	0.999672	1.00033	1.00128	5.045117
490	-1365.959	-1357.854	-8.104965	168313.4	15.07623	0.043328	0.00488696	0.0757843	0.0289482	0.0255536	0.0139651	0.0323932	0.0642075	0.119222	0.0385663	0.0481851	0.0609876	0.0052127	0.0183397	0.0414766	0.0852232	0.126057	0.0751235	0.00637435	0.039211	0.165337	0.0964475	0.0564297	0.129394	0.115694	0.0157967	0.0470223	0.0642359	0.0388796	0.0129574	0.0954688	0.0480899	0.0804633	0.0224437	0.258947	0.0888959	0.124688	0.316759	0.0129106	0.0678096	0.0720649	0.00646681	0.054837	0.00166445	0.0215033	0.0697097	0.145033	0.00108841	0.0422762	0.138431	0.157227	0.200598	0.149207	0.0777953	0.064956	0.0333096	0.00164728	0.0442521	0.151708	0.0251388	0.111571	0.996903	0.999207	1.00079	1.0031	4.382201
500	-1353.159	-1341.264	-11.89513	992157.6	10.27757	0.0336279	0.00594258	0.0581366	0.0354167	0.0526796	0.0255275	0.056763	0.033452	0.201288	0.0227134	0.029729	0.0643379	0.0137634	0.0545883	0.066042	0.0692659	0.0957699	0.0760285	0.00651579	0.0308383	0.146218	0.0428891	0.0444473	0.114412	0.172985	0.034208	0.137215	0.0599446	0.0465123	0.0131138	0.0609618	0.0597102	0.0679967	0.0356915	0.422614	0.117065	0.11619	0.372227	0.023464	0.076756	0.103116	0.0047791	0.0862596	0.00861612	0.0267924	0.0568091	0.149372	0.000321488	0.0491919	0.0509237	0.10869	0.123894	0.166532	0.123835	0.029508	0.00447362	0.00198169	0.0600041	0.166077	0.0185857	0.0795034	0.998724	0.999674	1.00033	1.00128	4.616314
510	-1358.81	-1348.93	-9.880024	625854.8	11.17282	0.0172664	0.00436951	0.0602496	0.0280747	0.122505	0.0544855	0.0906896	0.0413674	0.0882972	0.0304403	0.0275294	0.0509952	0.0439473	0.0328202	0.0247711	0.071258	0.0711378	0.086692	0.0198487	0.0309863	0.176813	0.0928196	0.0461271	0.106129	0.0800967	0.0878448	0.0702535	0.198305	0.0327633	0.0148558	0.037249	0.0212079	0.0942304	0.0214112	0.321348	0.144854	0.0701709	0.377107	0.035774	0.0434708	0.148271	0.0186056	0.131092	0.0356709	0.0436039	0.0585566	0.12215	0.00869772	0.0644752	0.0575547	0.0757053	0.0877597	0.158763	0.0930992	0.0302307	0.0117606	0.00208384	0.0542268	0.123742	0.0451803	0.0642385	0.998394	0.999589	1.00041	1.00161	4.506029
520	-1364.177	-1350.332	-13.84528	671263.9	11.0536	0.0101446	0.00931454	0.0741425	0.00625173	0.0821655	0.0519236	0.0381956	0.0240924	0.22995	0.016778	0.0267814	0.0776516	0.0941932	0.0334632	0.0153003	0.161862	0.115544	0.0748124	0.0138459	0.0437787	0.14873	0.0824871	0.0633492	0.149898	0.0622025	0.0137031	0.0947216	0.125195	0.0145525	0.0143655	0.0622357	0.0137778	0.0627811	0.0176332	0.243134	0.177474	0.0878526	0.230751	0.0363837	0.0527325	0.0791121	0.0244168	0.239736	0.0380065	0.0257563	0.0842247	0.095345	0.0176083	0.0761682	0.0454405	0.180114	0.0854314	0.277484	0.168938	0.0427787	0.0137292	0.0428616	0.138022	0.0526866	0.097248	0.0770559	0.998449	0.999603	1.0004	1.00155	4.856314
530	-1371.192	-1351.786	-19.40628	988245.3	12.0147	0.016268	0.00799276	0.0956708	0.0202692	0.102685	0.0393371	0.0348983	0.0920777	0.179875	0.0125141	0.0469165	0.0942437	0.0467508	0.0627302	0.0222173	0.106852	0.104627	0.0756997	0.0183616	0.0453414	0.134624	0.058393	0.0851555	0.0987857	0.0682022	0.123937	0.0605167	0.173333	0.0067731	0.0201808	0.116459	0.00961932	0.0840401	0.0431393	0.487151	0.0491806	0.102909	0.458238	0.062942	0.0309747	0.135055	0.0670097	0.127144	0.0125058	0.0187758	0.0416787	0.141753	0.0107533	0.129481	0.0297324	0.132009	0.0566628	0.206891	0.239501	0.0704144	0.0110203	0.050383	0.161605	0.0781588	0.0672802	0.0502977	0.998722	0.999673	1.00033	1.00128	5.337993
540	-1360.528	-1346.365	-14.16314	946205.5	14.09668	0.00842758	0.0244235	0.0871423	0.00799047	0.13644	0.0251922	0.0190343	0.128645	0.190243	0.016769	0.0202	0.0755503	0.116609	0.0495181	0.0414415	0.0403984	0.0148056	0.111899	0.0259963	0.0798188	0.122879	0.117477	0.0336536	0.0438593	0.0664388	0.0893856	0.0739434	0.085569	0.0287126	0.0074249	0.100059	0.00522417	0.0884823	0.0443178	0.215652	0.0897561	0.101068	0.431975	0.0306218	0.0137719	0.147076	0.0439751	0.0869071	0.0307293	0.0235181	0.078919	0.184152	0.0257558	0.112134	0.0221939	0.126462	0.0571488	0.10091	0.309312	0.0475238	0.0328524	0.0561015	0.135251	0.155352	0.0163541	0.0362202	0.998694	0.999666	1.00033	1.00131	4.839662
550	-1379.776	-1359.398	-20.37812	650116	10.67548	0.0128151	0.0550088	0.0908932	0.00464536	0.0375364	0.00998447	0.0226703	0.0978636	0.217922	0.0299442	0.0551724	0.0405839	0.040236	0.0276903	0.0601981	0.0998651	0.0187126	0.154707	0.0212298	0.0667311	0.187103	0.144825	0.0740856	0.0760812	0.0365198	0.0572518	0.0636978	0.0500971	0.0194931	0.00839562	0.138863	0.0167715	0.200738	0.0269214	0.459172	0.023524	0.0508435	0.651315	0.0197815	0.0607274	0.118239	0.0216318	0.308417	0.026747	0.0279356	0.0900946	0.140876	0.00854413	0.128075	0.033706	0.0940526	0.100379	0.183561	0.236749	0.0679808	0.00990581	0.00612114	0.108938	0.17914	0.013735	0.0130242	0.998424	0.999597	1.0004	1.00158	5.448469
560	-1356.371	-1348.154	-8.216943	884028.5	11.45854	0.0104824	0.0253516	0.0792722	0.00552374	0.150876	0.023131	0.0054663	0.0294313	0.178357	0.0186363	0.028657	0.0877273	0.0704018	0.0224567	0.0340088	0.0854425	0.0155707	0.12664	0.00587563	0.0488835	0.140621	0.0525512	0.045924	0.162244	0.0999959	0.0505335	0.0294886	0.02688	0.0601879	0.016377	0.0622184	0.0641827	0.139266	0.0560247	0.314226	0.0813283	0.0091636	0.343694	0.00587589	0.0423292	0.167276	0.0229879	0.13395	0.057555	0.0199086	0.0704199	0.163796	0.0158797	0.0381296	0.0350785	0.144562	0.0911184	0.0740739	0.0767604	0.0608635	0.0206665	0.00551011	0.123851	0.157991	0.0170483	0.0252404	0.998648	0.999654	1.00034	1.00135	4.377971
570	-1352.337	-1340.004	-12.33266	465416.4	13.14514	0.0230636	0.0137634	0.0690122	0.0150441	0.0802874	0.0273613	0.00449213	0.04944	0.246163	0.0418641	0.0338933	0.0771117	0.0531987	0.044671	0.0310655	0.0597563	0.0131901	0.04973	0.0128554	0.0223905	0.135666	0.0833234	0.0466751	0.112684	0.0734296	0.044955	0.100587	0.0210273	0.0547984	0.0118709	0.0325612	0.0663285	0.181123	0.0382927	0.387936	0.0550321	0.00635196	0.383014	0.0181864	0.0502145	0.0844407	0.0132149	0.240197	0.0933743	0.0134623	0.146609	0.176706	0.0113907	0.09587	0.0598498	0.0443533	0.0829397	0.0900232	0.176323	0.0893602	0.0388601	0.00850248	0.136853	0.176058	0.00511496	0.0849937	0.998137	0.999523	1.00048	1.00186	4.740906
580	-1376.307	-1359.854	-16.45325	489978.9	13.55468	0.0245831	0.0126114	0.0732048	0.0205938	0.0585227	0.112216	0.0048728	0.0316462	0.230447	0.019901	0.034446	0.0933441	0.057986	0.0359069	0.0145178	0.0309298	0.0204582	0.0962419	0.031481	0.0572275	0.155162	0.0767734	0.0366005	0.0665382	0.135446	0.0337171	0.109339	0.0133568	0.0133155	0.0149276	0.087962	0.019905	0.20924	0.048429	0.399998	0.0463796	0.00853859	0.542177	0.0549599	0.0581887	0.12546	0.070524	0.0700591	0.014508	0.0187144	0.182102	0.146451	0.00737294	0.0414672	0.0604421	0.0758304	0.0958728	0.273162	0.0994223	0.0453161	0.169592	0.00552336	0.118801	0.129851	0.00646669	0.0846576	0.998185	0.999536	1.00046	1.00182	5.033688
590	-1351.55	-1340.617	-10.93268	748372.8	10.93964	0.0110447	0.0139373	0.0426414	0.0343	0.0309769	0.0400833	0.0238562	0.0408627	0.189416	0.0229835	0.0576893	0.0648145	0.0474707	0.0338698	0.0337732	0.0598567	0.0216818	0.036959	0.0119971	0.027786	0.200625	0.0635285	0.0348987	0.0713721	0.0868249	0.0443095	0.0175455	0.0293087	0.00677598	0.0130021	0.113769	0.0279219	0.17014	0.0361701	0.345877	0.0769299	0.0160424	0.504154	0.0278268	0.0767311	0.106355	0.106257	0.101715	0.00815665	0.0167172	0.125601	0.168911	0.00257845	0.0709675	0.0537842	0.0817565	0.0895519	0.238486	0.0981364	0.0561243	0.0522694	0.00843715	0.106431	0.168678	0.00878303	0.105508	0.998531	0.999624	1.00037	1.00147	4.584958
600	-1357.832	-1340.199	-17.63328	675895.3	10.29615	0.0151287	0.0236836	0.106876	0.0276017	0.0503284	0.0517184	0.0623507	0.0737495	0.139946	0.0310368	0.0280767	0.0673463	0.0314718	0.015105	0.0397439	0.0804719	0.0519178	0.0441518	0.00886135	0.0124208	0.259151	0.0345555	0.0653375	0.0335071	0.0749867	0.0535701	0.0190762	0.0478036	0.0635152	0.02493	0.169017	0.032303	0.145671	0.0649541	0.342396	0.0787473	0.0597546	0.397403	0.0206036	0.0651616	0.101787	0.0400409	0.135057	0.0230778	0.0379622	0.0865577	0.202193	0.00481527	0.110305	0.0920269	0.0500174	0.165279	0.224209	0.214295	0.101885	0.111443	0.027683	0.152417	0.116411	0.0289949	0.134746	0.998454	0.999605	1.00039	1.00155	5.175633
610	-1353.428	-1341.631	-11.79685	573596.7	13.80877	0.0124466	0.0138307	0.0857831	0.0175293	0.157089	0.0263892	0.0193565	0.0377022	0.232505	0.0198954	0.00485878	0.0920685	0.0214325	0.0415669	0.060886	0.04645	0.0597455	0.0398241	0.0129901	0.0479626	0.166721	0.0373082	0.0216202	0.0659763	0.0918335	0.107936	0.067465	0.0532617	0.0375554	0.0479575	0.172036	0.0436899	0.102994	0.0440353	0.314651	0.0798281	0.0584865	0.354154	0.023761	0.0558931	0.0645385	0.0274974	0.0462397	0.0231871	0.0553338	0.170392	0.0859779	0.00291349	0.0518405	0.0511238	0.0288214	0.20634	0.12778	0.235134	0.0775738	0.10234	0.0074553	0.10706	0.110381	0.0361238	0.066692	0.998322	0.999571	1.00043	1.00168	4.68222
620	-1345.601	-1336.385	-9.216004	842064.3	12.5265	0.0217009	0.00526569	0.102485	0.023248	0.0723093	0.0443074	0.0382838	0.040944	0.182656	0.0489553	0.00749721	0.12097	0.0084157	0.0556208	0.0461945	0.0919174	0.0474407	0.0135238	0.0258998	0.0243415	0.168108	0.0985456	0.0623749	0.10461	0.068315	0.0753085	0.0493998	0.0583324	0.0645969	0.0546352	0.065166	0.0306999	0.0831376	0.0262604	0.288823	0.121924	0.0365114	0.404308	0.038068	0.0753301	0.103714	0.054551	0.0834444	0.00955616	0.0114678	0.0482709	0.10099	0.0127028	0.0771697	0.0511398	0.0442184	0.115105	0.132422	0.156539	0.0765271	0.0324449	0.0208537	0.168151	0.0580556	0.0328675	0.114748	0.998615	0.999646	1.00035	1.00139	4.501369
630	-1365.733	-1344.426	-21.30748	256724.5	10.81839	0.00945445	0.00294772	0.0767619	0.0196557	0.0604591	0.0881787	0.0151982	0.0291421	0.283807	0.0457343	0.0255173	0.0649156	0.0573266	0.0440365	0.0354568	0.0536861	0.0500653	0.00323542	0.0157571	0.0164405	0.360191	0.170597	0.0569609	0.0629517	0.145528	0.0103836	0.0414649	0.0716121	0.0611439	0.0732478	0.115641	0.106888	0.124481	0.0446895	0.271505	0.154018	0.115655	0.309261	0.0281106	0.0735631	0.101848	0.103749	0.132825	0.00743498	0.0189317	0.142156	0.153196	0.0134435	0.124988	0.106607	0.0608256	0.276034	0.204558	0.169377	0.108321	0.0165993	0.0149786	0.181789	0.106509	0.0338648	0.0610327	0.997492	0.999358	1.00064	1.00251	5.534739
