Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
41710	-242.3022	-220.2795	-22.02271	387713	5.98392	0.166178	0.188152	0.132568	0.0382484	0.00650568	0.0759982	0.0617402	0.016957	0.0466581	0.301695	0.00628472	0.0544415	0.0406182	0.0608884	0.0103142	0.104267	0.0496291	0.00233576	0.0593983	0.154004	1.17044	0.0494705	0.496692	0.103248	0.162708	0.00129769	0.0657886	0.0576361	0.00516793	0.498628	0.411356	0.0628741	0.030177	0.997959	0.999478	1.00052	1.00204	4.692363
41720	-239.6205	-220.0092	-19.61131	353910.9	7.514125	0.128299	0.513067	0.0538587	0.013425	0.00593628	0.0571231	0.0407172	0.00562577	0.0360569	0.200717	0.00983316	0.0190429	0.0733651	0.0424608	0.00471021	0.0139424	0.0864692	0.00886921	0.0606832	0.0473476	1.10221	0.295934	0.416052	0.0222701	0.0624347	0.0026266	0.0735322	0.0100593	0.00794654	0.398471	0.468341	0.0656023	0.0281556	0.997864	0.999453	1.00054	1.00214	4.375182
41730	-239.2975	-221.7473	-17.55021	264971.4	6.319898	0.177409	0.520146	0.0228103	0.00577346	0.00416795	0.0626293	0.0586661	0.0200423	0.101164	0.255152	0.00733661	0.0620751	0.12146	0.0269842	0.00535461	0.0302679	0.0629184	0.00669275	0.0150767	0.072028	0.738631	0.0840061	0.225135	0.0298489	0.287287	0.00458895	0.0645534	0.0255694	0.0143374	0.325132	0.486387	0.0585366	0.0276671	0.997532	0.999368	1.00063	1.00247	4.009832
41740	-239.9442	-222.2789	-17.66535	396626.5	7.742677	0.0978495	0.255566	0.0740623	0.00136073	0.00367355	0.0219542	0.0305911	0.0247872	0.101729	0.233427	0.00451694	0.0512968	0.231032	0.0667762	0.0226871	0.0718011	0.0539751	0.0148817	0.00701379	0.0478869	0.399825	0.0630267	0.123301	0.0272362	0.511537	0.0121526	0.0943699	0.0203486	0.015252	0.823647	0.560043	0.0288242	0.0200743	0.997982	0.999484	1.00051	1.00202	4.116506
41750	-234.857	-214.9434	-19.91358	691257.9	7.506356	0.271422	0.17797	0.0575153	0.00598409	0.00428946	0.00870346	0.0393572	0.0175847	0.0240823	0.149718	0.0107783	0.131792	0.0739492	0.0502105	0.0313109	0.0367115	0.0111821	0.015455	0.00692703	0.0919445	1.25456	0.068684	0.153779	0.0776185	0.178063	0.0138594	0.0674921	0.0307699	0.0140425	0.599859	0.695838	0.0227605	0.0214266	0.998472	0.999609	1.00039	1.00153	4.415639
41760	-228.0246	-220.4748	-7.549731	791688.9	7.383853	0.162618	0.132752	0.0331494	0.00939762	0.00711347	0.0143779	0.0229722	0.031509	0.0196096	0.174438	0.0380689	0.085433	0.057169	0.0503284	0.0377932	0.106831	0.0111178	0.0196415	0.00461531	0.223533	0.300632	0.0522399	0.225237	0.0205542	0.184349	0.0261403	0.0402428	0.0237841	0.0177737	0.200864	0.372998	0.0131248	0.0238245	0.998572	0.999635	1.00036	1.00143	2.744232
41770	-240.533	-226.8534	-13.67965	570310.7	8.284962	0.204304	0.234163	0.0242191	0.052649	0.00590869	0.0234487	0.030096	0.0479693	0.0640457	0.138196	0.0472694	0.0586187	0.0123891	0.0881401	0.0639871	0.144402	0.0163088	0.0736359	0.00532069	0.112207	0.310026	0.198454	0.517874	0.0670282	0.157751	0.0496164	0.0540261	0.180152	0.00499182	0.409614	0.202761	0.0108559	0.0121041	0.998317	0.99957	1.00043	1.00168	3.622532
41780	-242.6233	-228.1039	-14.51943	232269.7	6.343675	0.0765936	0.173732	0.0143469	0.0792751	0.00843055	0.0156868	0.120841	0.0389277	0.0470726	0.135762	0.0300137	0.0546382	0.0429523	0.147169	0.0242156	0.136025	0.012992	0.0834792	0.0072838	0.26158	0.468046	0.074974	0.43705	0.0431962	0.0494104	0.0334738	0.0676295	0.153511	0.00774905	0.341785	0.335222	0.0109025	0.00185737	0.997364	0.999325	1.00067	1.00264	3.535824
41790	-236.1333	-216.3833	-19.74997	946382	7.218382	0.0810061	0.2373	0.0651622	0.0516112	0.0260366	0.017267	0.0749759	0.0567587	0.0368626	0.110962	0.0439964	0.0824605	0.0428229	0.261498	0.0162765	0.110483	0.0211245	0.0474256	0.0156131	0.455159	0.432682	0.0719375	0.320519	0.0684791	0.025021	0.0175257	0.0660667	0.161364	0.0157468	1.10686	0.23253	0.0207944	0.00394544	0.998694	0.999666	1.00033	1.00131	4.398272
41800	-238.5795	-220.6083	-17.97125	119908.8	9.579133	0.102987	0.225782	0.0284779	0.0349066	0.015717	0.0268203	0.0676879	0.0254906	0.0985734	0.138226	0.0313791	0.13881	0.0383645	0.130269	0.0401747	0.0295466	0.0277269	0.0510423	0.0115472	0.180019	0.308551	0.111317	0.657851	0.0401583	0.0554453	0.0421708	0.132792	0.142089	0.0125357	0.903657	0.142925	0.0562065	0.00488727	0.996332	0.99906	1.00094	1.00367	4.054135
41810	-242.9222	-224.1629	-18.75929	18248.32	7.274555	0.113639	0.285436	0.0254185	0.0540956	0.0195357	0.0106567	0.020375	0.00717155	0.146001	0.0786664	0.0472982	0.0921228	0.0272645	0.0574698	0.138001	0.00279777	0.0900141	0.0218529	0.0157037	0.319083	0.654294	0.111074	0.678726	0.0467448	0.0876422	0.0686576	0.15118	0.0763081	0.0201578	0.519483	0.158707	0.100547	0.0156204	0.990606	0.997581	1.00239	1.00943	4.261745
41820	-242.3628	-227.0108	-15.35203	5337.78	8.016311	0.0409579	0.425589	0.00584414	0.0205795	0.0145632	0.00968302	0.0192026	0.00395725	0.0558344	0.0568847	0.0633869	0.039047	0.065723	0.0356319	0.0955462	0.00518082	0.0294145	0.03809	0.0250273	0.326248	0.720782	0.108239	0.156769	0.0631061	0.226988	0.257699	0.0588982	0.161232	0.0529058	0.38303	0.189865	0.056908	0.0107481	0.982656	0.995503	1.00439	1.01745	3.82356
41830	-234.1772	-214.8118	-19.36541	2866.296	8.345229	0.0777269	0.210554	0.0100409	0.0450664	0.0151574	0.0170556	0.0242918	0.00132298	0.0518492	0.175271	0.14628	0.0342974	0.0153997	0.0464309	0.0763661	0.00858773	0.0927773	0.0987606	0.0115889	0.624903	0.808891	0.0964278	0.195172	0.0350764	0.359726	0.0594225	0.0294664	0.0727378	0.0367481	0.601613	0.145779	0.0738595	0.00625836	0.976359	0.993837	1.00596	1.02384	4.304906
41840	-237.8023	-218.4681	-19.33422	2769.035	8.327672	0.0963144	0.47548	0.0356813	0.0553809	0.0200439	0.00799226	0.00448718	0.00118	0.0328518	0.245259	0.210543	0.021362	0.0481268	0.048352	0.0294235	0.00704488	0.0682054	0.0446835	0.0186008	0.559418	0.261447	0.10014	0.435015	0.0429992	0.274379	0.0264026	0.0155816	0.0446264	0.0663622	0.662625	0.172982	0.163416	0.00590699	0.975949	0.993727	1.00607	1.02426	4.302313
41850	-236.8498	-214.3661	-22.48371	28273.85	6.18481	0.0209436	0.352612	0.0240037	0.0289772	0.0480319	0.0191737	0.00205655	0.00154051	0.0279236	0.230759	0.140131	0.112226	0.0120947	0.0652306	0.0269616	0.0288586	0.0399466	0.0149829	0.0823144	0.561032	0.883674	0.14505	0.636193	0.0426959	0.0250322	0.0755175	0.0975777	0.0959546	0.0569834	0.719543	0.0937039	0.0689323	0.00351915	0.992451	0.998059	1.00192	1.00757	4.784176
41860	-238.6102	-215.4581	-23.15216	152702.4	8.209306	0.0219397	0.216869	0.0223111	0.031387	0.0255554	0.0109014	0.00138457	0.00584202	0.0483804	0.230371	0.104818	0.0885885	0.0202585	0.0430705	0.0408904	0.0185427	0.0289355	0.0473687	0.0235711	0.557226	0.789321	0.124553	0.990542	0.057765	0.0217722	0.0369747	0.129383	0.0851634	0.0710602	0.756983	0.0566772	0.0579163	0.00843658	0.996749	0.999167	1.00083	1.00325	4.774758
41870	-224.9879	-215.0375	-9.950388	178857.3	8.643027	0.0524801	0.0846623	0.0344933	0.0363594	0.0178768	0.0314528	0.00128973	0.00392241	0.014366	0.13317	0.0729368	0.0579651	0.0109041	0.0173299	0.0189508	0.0396666	0.00547837	0.023133	0.0250231	0.1881	0.345396	0.130926	0.852842	0.0579092	0.0474417	0.0182101	0.111066	0.0809352	0.0697772	0.44358	0.0852881	0.0763021	0.00500844	0.996996	0.999231	1.00077	1.00301	3.194242
41880	-237.365	-220.0062	-17.35879	57971.46	8.078488	0.0705822	0.222899	0.00828206	0.0338219	0.0112385	0.0433733	0.000740307	0.00918027	0.0153966	0.329919	0.0392683	0.0527073	0.00927689	0.0133068	0.0618125	0.0686248	0.00703035	0.0177394	0.00662714	0.579915	0.528316	0.047233	0.546731	0.215991	0.042539	0.0221216	0.220697	0.110303	0.0694937	0.551691	0.0256584	0.0338094	0.0562352	0.994726	0.998647	1.00134	1.00528	4.072562
41890	-233.268	-220.7897	-12.47835	119904.6	10.11028	0.0399952	0.152801	0.0282687	0.0775224	0.0270758	0.0321761	0.000605326	0.00249046	0.0595521	0.0727293	0.0176139	0.0158037	0.00868904	0.0182012	0.0268746	0.0451381	0.0343139	0.0393323	0.0100746	0.400536	0.50675	0.079542	0.421464	0.15506	0.0587461	0.0159843	0.132692	0.0827711	0.0787264	0.646899	0.101444	0.0305341	0.0430809	0.996332	0.99906	1.00094	1.00367	3.463487
41900	-230.7468	-221.3451	-9.401706	247081.1	10.46704	0.0175567	0.175298	0.016749	0.0152103	0.0187373	0.0557545	0.000490242	0.00201532	0.0235326	0.102879	0.0422404	0.011598	0.0166612	0.0442192	0.0227296	0.0723339	0.0637536	0.046753	0.0176323	0.300018	0.364113	0.123703	0.271612	0.137172	0.0184412	0.0395882	0.150569	0.0938799	0.118152	0.57974	0.157345	0.00278884	0.0307513	0.997444	0.999346	1.00065	1.00256	3.154017
41910	-231.3279	-217.0104	-14.31751	172932.4	7.313281	0.0431901	0.181689	0.0274783	0.0269567	0.0117582	0.0557504	0.000211442	0.00369386	0.0255122	0.0639677	0.0358161	0.0460845	0.0179391	0.211349	0.0309094	0.151117	0.00927225	0.0250218	0.0271145	0.380161	0.390258	0.111608	0.794338	0.107167	0.0687115	0.034025	0.229628	0.0905022	0.109117	0.221295	0.0869864	0.00580436	0.0302871	0.996945	0.999218	1.00078	1.00306	3.654718
41920	-233.638	-223.1215	-10.51651	309259	6.832647	0.0227667	0.0348243	0.0858263	0.0119618	0.0023568	0.0476392	2.98378e-05	0.00795705	0.0666486	0.0215479	0.043389	0.0650109	0.0321686	0.326505	0.0176629	0.0605386	0.0272894	0.0268754	0.0264198	0.218848	0.477304	0.161987	0.23638	0.0569096	0.047186	0.0363199	0.232977	0.116532	0.0912631	0.286755	0.0919743	0.0092183	0.050178	0.997715	0.999415	1.00058	1.00229	3.041249
41930	-237.6618	-227.535	-10.12687	538356.7	7.360424	0.0200514	0.0481191	0.0480444	0.00895363	0.0744038	0.0502209	2.35652e-05	0.0053723	0.0488363	0.0663743	0.0264987	0.097657	0.0249362	0.2957	0.0509706	0.189142	0.0128253	0.0102487	0.0746533	0.37068	0.366826	0.0747087	0.0576901	0.0697256	0.0093673	0.0248878	0.458501	0.0940079	0.14696	0.133494	0.0776529	0.0174515	0.0345065	0.998268	0.999557	1.00044	1.00173	3.089491
41940	-231.7814	-219.426	-12.35538	556357.5	7.810599	0.087732	0.145838	0.0219156	0.00437097	0.106726	0.0187839	0.000117209	0.00367237	0.0424309	0.0892371	0.0721934	0.0741376	0.00464926	0.0963132	0.035538	0.10205	0.020743	0.00863659	0.0860539	0.515931	0.548758	0.0370253	0.0252953	0.214339	0.0150256	0.0255493	0.508359	0.0575747	0.154804	0.0923598	0.129844	0.0223344	0.06769	0.998296	0.999564	1.00043	1.0017	3.436029
41950	-241.4908	-224.1212	-17.3696	589045.8	6.166799	0.0623401	0.23016	0.0197516	0.00506259	0.0832093	0.008868	8.99049e-05	0.00422769	0.039467	0.153609	0.0842533	0.0636547	0.0042258	0.206616	0.0217329	0.0812266	0.0498542	0.0126957	0.0853313	0.537025	0.665562	0.0555647	0.135269	0.214048	0.0270338	0.0222046	0.527557	0.0357055	0.137607	0.172302	0.0470048	0.0441749	0.116395	0.998344	0.999576	1.00042	1.00166	3.953829
41960	-234.5586	-222.0873	-12.47125	436428.4	11.90253	0.104897	0.243854	0.0192681	0.0191643	0.0253525	0.00782485	7.87535e-05	0.00354859	0.0565134	0.11515	0.0611839	0.0821965	0.00197065	0.0415638	0.0531097	0.142555	0.084859	0.015003	0.0767218	0.228348	0.22401	0.0655453	0.2036	0.0803703	0.108305	0.0828463	0.496901	0.0210251	0.114302	0.37446	0.0966022	0.0341601	0.0784334	0.998077	0.999508	1.00049	1.00192	3.363723
41970	-236.4006	-226.1808	-10.21978	938413.7	9.601507	0.117849	0.251182	0.00741144	0.0241177	0.0146406	0.0124464	0.000112188	0.00703768	0.0383461	0.125649	0.0522018	0.217609	0.00294891	0.0442812	0.0109402	0.126719	0.0465224	0.0120812	0.0389737	0.498173	0.126869	0.0402454	0.203297	0.051945	0.0600401	0.0342943	0.299035	0.0309317	0.233399	0.199286	0.0495414	0.147867	0.118928	0.998688	0.999665	1.00033	1.00131	3.244922
41980	-239.964	-222.5756	-17.38843	832373.9	7.528859	0.184245	0.16218	0.00967422	0.0151491	0.0165928	0.0157307	0.000360041	0.00522659	0.046365	0.172553	0.0689819	0.0519948	0.00449988	0.106161	0.075538	0.053298	0.0559349	0.0220666	0.0920434	0.287159	0.15623	0.0379822	0.195101	0.0573679	0.121095	0.012658	0.431574	0.0381211	0.342381	0.467657	0.0456729	0.551925	0.176047	0.998607	0.999644	1.00036	1.00139	4.079568
41990	-238.8166	-222.8454	-15.97124	959159.6	7.947058	0.194776	0.122465	0.0304083	0.00803405	0.0201128	0.0458231	0.000512226	0.0030351	0.0730096	0.213262	0.128668	0.0409844	0.0405305	0.101683	0.0352877	0.0700525	0.204519	0.0156941	0.0595264	0.568785	0.455888	0.067228	0.207095	0.0128656	0.0438008	0.0314473	0.148815	0.0347716	0.247632	0.293209	0.0285557	0.270023	0.0820116	0.998702	0.999668	1.00033	1.0013	3.900511
42000	-235.9154	-219.6267	-16.2887	583688.2	8.647389	0.142938	0.225327	0.023339	0.00408148	0.0252392	0.0301056	0.000858971	0.00625027	0.0622503	0.206339	0.143819	0.0519402	0.0466259	0.127729	0.00929977	0.0292448	0.105326	0.0163304	0.020587	0.528865	0.404536	0.0801426	0.201194	0.036455	0.135623	0.0345114	0.499637	0.00589214	0.0745755	0.354063	0.0332283	0.138314	0.122762	0.998337	0.999575	1.00042	1.00166	3.927429
42010	-239.9879	-219.6706	-20.3173	405224.9	5.76133	0.150126	0.255856	0.011293	0.00446224	0.0145276	0.0074273	0.00118999	0.00979334	0.0217016	0.316433	0.070525	0.0186357	0.0401193	0.153887	0.0154289	0.0444974	0.11334	0.0226814	0.0372358	0.622302	0.721436	0.110328	0.0429235	0.0759093	0.354011	0.00839249	0.400913	0.0113232	0.0683268	0.357956	0.011237	0.162086	0.111937	0.998004	0.999489	1.00051	1.002	4.368242
42020	-233.2298	-218.467	-14.76278	985884.1	7.054831	0.467902	0.153977	0.00998252	0.0065971	0.00468603	0.00577822	0.00109346	0.0238563	0.0201539	0.107158	0.125459	0.0107006	0.0429728	0.149002	0.0418709	0.0689916	0.219086	0.0183712	0.105985	0.669862	0.202911	0.0995529	0.0369499	0.048637	0.313024	0.00953369	0.170338	0.00933419	0.107736	0.171124	0.00514486	0.149836	0.113146	0.99872	0.999673	1.00033	1.00128	3.690751
42030	-235.7765	-219.6725	-16.10402	306724.5	7.89433	0.47695	0.291775	0.0295799	0.0074366	0.00173371	0.0142786	0.00647484	0.0348768	0.00758061	0.0431322	0.200853	0.0148772	0.0262588	0.0952473	0.0293524	0.0762166	0.0808662	0.0143292	0.150897	0.464959	0.248243	0.0643661	0.0393766	0.0909435	0.26011	0.00348749	0.239215	0.00676384	0.367536	0.377457	0.00386592	0.0680482	0.0798009	0.997706	0.999413	1.00059	1.0023	3.91689
42040	-235.3996	-218.4824	-16.91723	592015	8.425586	0.328518	0.240776	0.0262716	0.0114165	0.00360999	0.0325644	0.00904163	0.0317251	0.0186326	0.0297529	0.0481461	0.0168262	0.0283722	0.110437	0.00963328	0.183751	0.0517371	0.00531534	0.0605217	0.371737	0.261845	0.0370493	0.0407092	0.0927474	0.0814363	0.0111031	0.0859028	0.00191179	0.437677	1.15366	0.014767	0.0798181	0.0914948	0.998348	0.999578	1.00042	1.00165	4.00891
42050	-233.7925	-220.6665	-13.12606	899301.5	11.83013	0.17978	0.250373	0.01683	0.00891166	0.00485268	0.0245201	0.00464707	0.00625282	0.00899466	0.108349	0.085005	0.0171373	0.0252335	0.0585512	0.0117829	0.190302	0.0296225	0.00220686	0.0622051	0.38358	0.273758	0.028127	0.0428872	0.11969	0.155777	0.00525522	0.060698	0.00532465	0.31946	0.782762	0.00955978	0.0992957	0.0421323	0.99866	0.999657	1.00034	1.00134	3.423864
42060	-233.8259	-217.4206	-16.40528	592875.6	8.841851	0.1927	0.135165	0.00898548	0.00557642	0.00687125	0.00876592	0.00489076	0.00682082	0.0127485	0.200794	0.0534753	0.0277732	0.0106152	0.0357829	0.00751488	0.0347314	0.0899364	0.00367407	0.109388	0.47967	0.553381	0.0652859	0.057787	0.119075	0.101964	0.00203949	0.0834591	0.00968941	0.646509	0.703688	0.0390595	0.102017	0.0130067	0.99835	0.999578	1.00042	1.00165	3.932839
42070	-225.494	-216.1575	-9.336517	351445.7	10.03156	0.128288	0.0654415	0.0142296	0.0279709	0.0106992	0.0279376	0.00246137	0.0125941	0.0546882	0.210228	0.0934883	0.0113788	0.00160675	0.0444922	0.021608	0.049933	0.0244658	0.00230085	0.306767	0.17896	0.464084	0.0498242	0.0604296	0.0828735	0.0736696	0.000729763	0.138207	0.0165477	0.143733	0.720428	0.0681279	0.0412229	0.0039105	0.997857	0.999452	1.00055	1.00214	3.153327
42080	-224.9294	-216.6124	-8.316936	179421.7	8.383605	0.0381186	0.0161381	0.0129636	0.0168117	0.00676219	0.00842468	0.000691939	0.0118218	0.0505371	0.208354	0.122969	0.00729546	0.00185444	0.0290699	0.0230488	0.0587337	0.0138575	0.0229798	0.357587	0.0959765	0.31195	0.0897962	0.0642656	0.131791	0.496858	0.000922749	0.109844	0.0284269	0.149931	0.358316	0.0922504	0.0359814	0.0101479	0.997001	0.999232	1.00076	1.003	2.984478
42090	-231.568	-220.5038	-11.06418	55441.77	11.14497	0.0629045	0.0146276	0.0390832	0.0256825	0.00312715	0.043702	0.00214675	0.00769895	0.0215069	0.315736	0.051894	0.00390335	0.0013677	0.0157784	0.0160787	0.0618857	0.0035709	0.0825376	0.626016	0.0700934	0.222836	0.0930231	0.0829094	0.056614	0.269779	0.002185	0.0975633	0.046959	0.156851	0.656735	0.0741069	0.0492379	0.00684632	0.994607	0.998616	1.00137	1.0054	3.284988
42100	-228.2116	-216.3924	-11.81921	551448.3	10.34827	0.468004	0.026089	0.049525	0.0502935	0.00251706	0.0346997	0.00165386	0.00762762	0.0232938	0.110934	0.100516	0.00571952	0.00207015	0.0160228	0.0245604	0.0778287	0.00138606	0.0376179	0.0795479	0.0915413	0.590113	0.0601737	0.0834853	0.094202	0.23252	0.00548026	0.0883303	0.0500152	0.178799	0.645248	0.0585822	0.0810963	0.0102419	0.998289	0.999562	1.00044	1.00171	3.389734
42110	-231.9198	-220.9653	-10.95449	997617.7	9.419317	0.398954	0.12309	0.0360636	0.0232887	0.00796703	0.0470681	0.00165093	0.00389706	0.00910734	0.127404	0.0295861	0.0103196	0.00284805	0.0153019	0.0112017	0.0464062	0.00167347	0.0871151	0.0541314	0.138495	0.453882	0.0918496	0.268394	0.130742	0.167558	0.00915719	0.0231153	0.0787179	0.24951	0.482103	0.0740949	0.105027	0.0127154	0.998728	0.999675	1.00032	1.00127	3.322437
42120	-226.2914	-216.7529	-9.538446	765784.9	8.322673	0.236207	0.0185319	0.0512918	0.0174516	0.0185113	0.0496329	0.00111451	0.0124509	0.0174369	0.115448	0.0137709	0.0228593	0.00953872	0.0310737	0.00843651	0.0428692	0.00180177	0.0758715	0.113477	0.0973511	0.616338	0.0789943	0.308772	0.0681674	0.12438	0.00644405	0.0435414	0.0575929	0.352087	0.344229	0.0239173	0.140848	0.00519843	0.998548	0.999629	1.00037	1.00145	3.125638
42130	-234.2741	-220.8965	-13.37761	162490.1	6.700518	0.393085	0.0566457	0.0608932	0.0404188	0.0444528	0.0747514	0.000842731	0.0279074	0.0241992	0.26965	0.0084022	0.0229572	0.0177811	0.0305863	0.0184351	0.0256081	0.00312822	0.0992003	0.168273	0.10974	0.278685	0.0379549	0.0890014	0.0728948	0.183854	0.0053624	0.110575	0.0560458	0.613331	0.305863	0.0134074	0.156119	0.0159357	0.996848	0.999193	1.0008	1.00316	3.435987
42140	-238.1666	-218.6722	-19.49438	82770.11	7.012613	0.314219	0.0275899	0.0908967	0.0402706	0.0373224	0.0496611	0.00259285	0.0524515	0.0386575	0.258693	0.0142297	0.0468324	0.0101263	0.0550722	0.0162734	0.0161583	0.012714	0.090188	0.63188	0.042326	0.287492	0.0237176	0.0850538	0.235376	0.215396	0.00303875	0.525682	0.0873686	0.73291	0.221516	0.0203575	0.0433733	0.0312196	0.995585	0.998868	1.00113	1.00442	4.360656
42150	-223.9613	-219.5807	-4.380619	82406.85	9.765649	0.220776	0.0682332	0.0527311	0.0130095	0.023467	0.0263565	0.00407979	0.0367206	0.0291508	0.107556	0.0103053	0.0188208	0.015958	0.0340831	0.04461	0.00715923	0.0148289	0.0876136	0.168135	0.0381487	0.415133	0.0298435	0.10166	0.0473296	0.200379	0.00789112	0.388982	0.0655725	0.0839658	0.18991	0.04649	0.0228613	0.024609	0.995576	0.998866	1.00113	1.00443	2.646371
42160	-236.2478	-226.5896	-9.658145	45119.31	15.15596	0.0298591	0.172426	0.0146824	0.018833	0.00837449	0.0738213	0.0100811	0.101504	0.0353547	0.378779	0.00387394	0.0323667	0.00813687	0.0261274	0.0518931	0.00469085	0.0137609	0.141904	0.0925954	0.0362637	0.426178	0.0226872	0.0600637	0.111682	0.134008	0.0104061	0.319297	0.0336815	0.08114	0.345464	0.108107	0.0124529	0.018759	0.994022	0.998465	1.00152	1.00599	2.939256
42170	-235.001	-224.4257	-10.57528	80659.39	9.392732	0.00683172	0.172521	0.0121589	0.0373557	0.0113003	0.0313954	0.0502203	0.0335741	0.0369053	0.268374	0.00611981	0.0537232	0.0211212	0.0280185	0.0255238	0.00133466	0.0146012	0.201189	0.0494312	0.0193999	0.491324	0.0309901	0.117804	0.0482135	0.404145	0.015904	0.278974	0.0712395	0.0863217	0.561971	0.0782107	0.00761909	0.00828878	0.995528	0.998853	1.00114	1.00448	3.282104
42180	-239.3669	-228.7564	-10.6105	38895.56	9.733294	0.0140773	0.170152	0.00441508	0.0227211	0.00558991	0.0305776	0.0687215	0.0309893	0.111895	0.194868	0.00463028	0.0211597	0.0415622	0.0271009	0.0226707	0.00279769	0.0417004	0.207028	0.0298428	0.0445815	0.339929	0.0470245	0.106239	0.0630397	0.471868	0.0435299	0.432584	0.0617908	0.165244	0.414019	0.0267616	0.0083604	0.00716956	0.993562	0.998346	1.00164	1.00645	3.28464
42190	-226.5614	-221.3343	-5.227124	15507.94	10.32524	0.0101682	0.122813	0.0044254	0.0306968	0.00852709	0.0170207	0.0894633	0.0230482	0.0241886	0.172511	0.00513639	0.0321082	0.016998	0.0508774	0.0193182	0.00240529	0.0522838	0.0517338	0.0127692	0.0279797	0.477779	0.0362112	0.212614	0.0269636	0.293435	0.040922	0.399821	0.0709234	0.0386255	0.306956	0.0547659	0.00764065	0.0110474	0.989811	0.997375	1.00259	1.01023	2.752177
42200	-227.3932	-219.2707	-8.122462	86249.73	9.658974	0.0107354	0.145965	0.00409256	0.0394655	0.0351951	0.0090478	0.0518955	0.00784255	0.0219764	0.164859	0.00558744	0.0231157	0.0151864	0.0206275	0.00772921	0.00249467	0.0167635	0.0325917	0.016193	0.0112263	0.596866	0.0455025	0.147285	0.0333305	0.618116	0.0265792	0.344193	0.0263813	0.013849	0.450424	0.0311353	0.00758814	0.0438363	0.995675	0.998891	1.0011	1.00433	3.027676
42210	-223.573	-218.224	-5.349038	711136.3	9.186368	0.00861549	0.073811	0.0109088	0.0255444	0.0122691	0.00620673	0.10282	0.00672898	0.040675	0.0978068	0.00232148	0.0241871	0.0126604	0.0462004	0.0201019	0.00413614	0.0385738	0.0380606	0.0113133	0.0277959	0.382138	0.0296757	0.106557	0.0578365	0.417752	0.0099578	0.393267	0.0479414	0.0422933	0.533712	0.0489164	0.0171546	0.0136696	0.998493	0.999615	1.00038	1.00151	2.711609
42220	-227.0477	-215.1882	-11.85955	828907.6	7.455804	0.0419332	0.0828665	0.0260214	0.0426035	0.0165169	0.0178521	0.127181	0.0123682	0.0424773	0.111043	0.00198104	0.0348559	0.0160293	0.0534681	0.0263471	0.00609579	0.0966235	0.0147074	0.0388608	0.0420301	0.691677	0.0691191	0.0462665	0.0265308	0.650981	0.00423506	0.397608	0.096221	0.0865234	0.323036	0.0536612	0.0249173	0.0141503	0.998604	0.999643	1.00036	1.0014	3.336789
42230	-225.6207	-215.4198	-10.20091	881902.1	11.09884	0.0532494	0.299216	0.0226328	0.0670557	0.01062	0.0123886	0.0337444	0.00642626	0.0198737	0.104233	0.0023995	0.0584999	0.0187469	0.019071	0.0450451	0.00284423	0.15801	0.0192211	0.0881103	0.0383953	0.447606	0.470986	0.0645681	0.0205496	0.329263	0.00313417	0.228289	0.0838083	0.0544383	0.258984	0.0441109	0.117755	0.00608452	0.998647	0.999654	1.00035	1.00135	3.20936
42240	-230.6612	-219.8923	-10.76897	852631.7	9.077574	0.0546572	0.238253	0.013063	0.0184091	0.0125205	0.0897305	0.0137078	0.00962738	0.10005	0.0299017	0.00461444	0.102852	0.00896734	0.0374382	0.0310489	0.00434813	0.108357	0.0395279	0.0474759	0.0653803	0.42744	0.37337	0.0806127	0.038972	0.629284	0.0122909	0.0330085	0.0137292	0.0405993	0.382236	0.0369896	0.176294	0.0255073	0.998624	0.999648	1.00035	1.00138	3.300262
42250	-229.6992	-221.4284	-8.270839	504218.6	7.338142	0.0310453	0.171766	0.115576	0.0213134	0.00690908	0.0610878	0.0404574	0.0100887	0.0422019	0.141495	0.00301165	0.0712051	0.00772552	0.0240229	0.0153709	0.00463761	0.0748419	0.0412477	0.0216068	0.0354607	0.338355	0.356835	0.129999	0.0219773	0.381819	0.00346803	0.0180035	0.0448576	0.0219658	0.309651	0.0190174	0.230558	0.0153385	0.99821	0.999542	1.00046	1.00179	2.832915
42260	-231.1954	-215.0533	-16.14204	777869.7	6.628489	0.0418454	0.25388	0.0750441	0.0129793	0.0425199	0.0191104	0.016707	0.0170846	0.0671244	0.108777	0.00162626	0.140496	0.0125511	0.0552374	0.0333359	0.0307837	0.0349758	0.0707167	0.0159971	0.0148346	0.399481	0.778164	0.0853959	0.0209585	0.486151	0.00679894	0.0279893	0.20604	0.0269188	0.574955	0.0711454	0.0502033	0.0389167	0.998559	0.999632	1.00037	1.00144	3.838744
